,index,#,Name,Generation,Rarity,Evolves_from,Has_gender_diff,Type1,Type2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Variant,Varieties,sprite_url
270,274,214,Heracross,2,Common,,True,Bug,Fighting,600,80,185,115,40,105,75,Mega Heracross,"[{'is_default': True, 'pokemon': {'name': 'heracross', 'url': 'https://pokeapi.co/api/v2/pokemon/214/'}}, {'is_default': False, 'pokemon': {'name': 'heracross-mega', 'url': 'https://pokeapi.co/api/v2/pokemon/10047/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/heracross-mega.png
271,275,215,Sneasel,2,Common,,True,Dark,Ice,430,55,95,55,35,75,115,,"[{'is_default': True, 'pokemon': {'name': 'sneasel', 'url': 'https://pokeapi.co/api/v2/pokemon/215/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/sneasel.png
272,276,215,Sneasel,2,Common,,True,Poison,Fighting,430,55,95,55,35,75,115,Hisuian Sneasel,"[{'is_default': True, 'pokemon': {'name': 'sneasel', 'url': 'https://pokeapi.co/api/v2/pokemon/215/'}}]",https://img.pokemondb.net/s.png
273,277,216,Teddiursa,2,Common,,False,Normal,,330,60,80,50,50,50,40,,"[{'is_default': True, 'pokemon': {'name': 'teddiursa', 'url': 'https://pokeapi.co/api/v2/pokemon/216/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/teddiursa.png
274,278,217,Ursaring,2,Common,Teddiursa,True,Normal,,500,90,130,75,75,75,55,,"[{'is_default': True, 'pokemon': {'name': 'ursaring', 'url': 'https://pokeapi.co/api/v2/pokemon/217/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/ursaring.png
275,279,218,Slugma,2,Common,,False,Fire,,250,40,40,40,70,40,20,,"[{'is_default': True, 'pokemon': {'name': 'slugma', 'url': 'https://pokeapi.co/api/v2/pokemon/218/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/slugma.png
276,280,219,Magcargo,2,Common,Slugma,False,Fire,Rock,430,60,50,120,90,80,30,,"[{'is_default': True, 'pokemon': {'name': 'magcargo', 'url': 'https://pokeapi.co/api/v2/pokemon/219/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/magcargo.png
277,281,220,Swinub,2,Common,,False,Ice,Ground,250,50,50,40,30,30,50,,"[{'is_default': True, 'pokemon': {'name': 'swinub', 'url': 'https://pokeapi.co/api/v2/pokemon/220/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/swinub.png
278,282,221,Piloswine,2,Common,Swinub,True,Ice,Ground,450,100,100,80,60,60,50,,"[{'is_default': True, 'pokemon': {'name': 'piloswine', 'url': 'https://pokeapi.co/api/v2/pokemon/221/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/piloswine.png
279,283,222,Corsola,2,Common,,False,Water,Rock,410,65,55,95,65,95,35,,"[{'is_default': True, 'pokemon': {'name': 'corsola', 'url': 'https://pokeapi.co/api/v2/pokemon/222/'}}, {'is_default': False, 'pokemon': {'name': 'corsola-galar', 'url': 'https://pokeapi.co/api/v2/pokemon/10173/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/corsola.png
280,284,222,Corsola,2,Common,,False,Ghost,,410,60,55,100,65,100,30,Galarian Corsola,"[{'is_default': True, 'pokemon': {'name': 'corsola', 'url': 'https://pokeapi.co/api/v2/pokemon/222/'}}, {'is_default': False, 'pokemon': {'name': 'corsola-galar', 'url': 'https://pokeapi.co/api/v2/pokemon/10173/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/corsola-galarian.png
281,286,223,Remoraid,2,Common,,False,Water,,300,35,65,35,65,35,65,,"[{'is_default': True, 'pokemon': {'name': 'remoraid', 'url': 'https://pokeapi.co/api/v2/pokemon/223/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/remoraid.png
282,287,224,Octillery,2,Common,Remoraid,True,Water,,480,75,105,75,105,75,45,,"[{'is_default': True, 'pokemon': {'name': 'octillery', 'url': 'https://pokeapi.co/api/v2/pokemon/224/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/octillery.png
283,288,225,Delibird,2,Common,,False,Ice,Flying,330,45,55,45,65,45,75,,"[{'is_default': True, 'pokemon': {'name': 'delibird', 'url': 'https://pokeapi.co/api/v2/pokemon/225/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/delibird.png
284,289,226,Mantine,2,Common,Mantyke,False,Water,Flying,485,85,40,70,80,140,70,,"[{'is_default': True, 'pokemon': {'name': 'mantine', 'url': 'https://pokeapi.co/api/v2/pokemon/226/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/mantine.png
285,290,227,Skarmory,2,Common,,False,Steel,Flying,465,65,80,140,40,70,70,,"[{'is_default': True, 'pokemon': {'name': 'skarmory', 'url': 'https://pokeapi.co/api/v2/pokemon/227/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/skarmory.png
286,291,228,Houndour,2,Common,,False,Dark,Fire,330,45,60,30,80,50,65,,"[{'is_default': True, 'pokemon': {'name': 'houndour', 'url': 'https://pokeapi.co/api/v2/pokemon/228/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/houndour.png
287,292,229,Houndoom,2,Common,Houndour,True,Dark,Fire,500,75,90,50,110,80,95,,"[{'is_default': True, 'pokemon': {'name': 'houndoom', 'url': 'https://pokeapi.co/api/v2/pokemon/229/'}}, {'is_default': False, 'pokemon': {'name': 'houndoom-mega', 'url': 'https://pokeapi.co/api/v2/pokemon/10048/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/houndoom.png
288,293,229,Houndoom,2,Common,Houndour,True,Dark,Fire,600,75,90,90,140,90,115,Mega Houndoom,"[{'is_default': True, 'pokemon': {'name': 'houndoom', 'url': 'https://pokeapi.co/api/v2/pokemon/229/'}}, {'is_default': False, 'pokemon': {'name': 'houndoom-mega', 'url': 'https://pokeapi.co/api/v2/pokemon/10048/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/houndoom-mega.png
289,294,230,Kingdra,2,Common,Seadra,False,Water,Dragon,540,75,95,95,95,95,85,,"[{'is_default': True, 'pokemon': {'name': 'kingdra', 'url': 'https://pokeapi.co/api/v2/pokemon/230/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/kingdra.png
290,295,231,Phanpy,2,Common,,False,Ground,,330,90,60,60,40,40,40,,"[{'is_default': True, 'pokemon': {'name': 'phanpy', 'url': 'https://pokeapi.co/api/v2/pokemon/231/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/phanpy.png
291,296,232,Donphan,2,Common,Phanpy,True,Ground,,500,90,120,120,60,60,50,,"[{'is_default': True, 'pokemon': {'name': 'donphan', 'url': 'https://pokeapi.co/api/v2/pokemon/232/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/donphan.png
292,298,233,Porygon2,2,Common,Porygon,False,Normal,,515,85,80,90,105,95,60,,"[{'is_default': True, 'pokemon': {'name': 'porygon2', 'url': 'https://pokeapi.co/api/v2/pokemon/233/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/porygon2.png
293,299,234,Stantler,2,Common,,False,Normal,,465,73,95,62,85,65,85,,"[{'is_default': True, 'pokemon': {'name': 'stantler', 'url': 'https://pokeapi.co/api/v2/pokemon/234/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/stantler.png
294,300,235,Smeargle,2,Common,,False,Normal,,250,55,20,35,20,45,75,,"[{'is_default': True, 'pokemon': {'name': 'smeargle', 'url': 'https://pokeapi.co/api/v2/pokemon/235/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/smeargle.png
295,301,236,Tyrogue,2,Baby,,False,Fighting,,210,35,35,35,35,35,35,,"[{'is_default': True, 'pokemon': {'name': 'tyrogue', 'url': 'https://pokeapi.co/api/v2/pokemon/236/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/tyrogue.png
296,302,237,Hitmontop,2,Common,Tyrogue,False,Fighting,,455,50,95,95,35,110,70,,"[{'is_default': True, 'pokemon': {'name': 'hitmontop', 'url': 'https://pokeapi.co/api/v2/pokemon/237/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/hitmontop.png
297,303,238,Smoochum,2,Baby,,False,Ice,Psychic,305,45,30,15,85,65,65,,"[{'is_default': True, 'pokemon': {'name': 'smoochum', 'url': 'https://pokeapi.co/api/v2/pokemon/238/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/smoochum.png
298,304,239,Elekid,2,Baby,,False,Electric,,360,45,63,37,65,55,95,,"[{'is_default': True, 'pokemon': {'name': 'elekid', 'url': 'https://pokeapi.co/api/v2/pokemon/239/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/elekid.png
299,305,240,Magby,2,Baby,,False,Fire,,365,45,75,37,70,55,83,,"[{'is_default': True, 'pokemon': {'name': 'magby', 'url': 'https://pokeapi.co/api/v2/pokemon/240/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/magby.png
300,306,241,Miltank,2,Common,,False,Normal,,490,95,80,105,40,70,100,,"[{'is_default': True, 'pokemon': {'name': 'miltank', 'url': 'https://pokeapi.co/api/v2/pokemon/241/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/miltank.png
301,307,242,Blissey,2,Common,Chansey,False,Normal,,540,255,10,10,75,135,55,,"[{'is_default': True, 'pokemon': {'name': 'blissey', 'url': 'https://pokeapi.co/api/v2/pokemon/242/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/blissey.png
302,308,243,Raikou,2,Legendary,,False,Electric,,580,90,85,75,115,100,115,,"[{'is_default': True, 'pokemon': {'name': 'raikou', 'url': 'https://pokeapi.co/api/v2/pokemon/243/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/raikou.png
303,309,244,Entei,2,Legendary,,False,Fire,,580,115,115,85,90,75,100,,"[{'is_default': True, 'pokemon': {'name': 'entei', 'url': 'https://pokeapi.co/api/v2/pokemon/244/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/entei.png
304,310,245,Suicune,2,Legendary,,False,Water,,580,100,75,115,90,115,85,,"[{'is_default': True, 'pokemon': {'name': 'suicune', 'url': 'https://pokeapi.co/api/v2/pokemon/245/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/suicune.png
305,311,246,Larvitar,2,Common,,False,Rock,Ground,300,50,64,50,45,50,41,,"[{'is_default': True, 'pokemon': {'name': 'larvitar', 'url': 'https://pokeapi.co/api/v2/pokemon/246/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/larvitar.png
306,312,247,Pupitar,2,Common,Larvitar,False,Rock,Ground,410,70,84,70,65,70,51,,"[{'is_default': True, 'pokemon': {'name': 'pupitar', 'url': 'https://pokeapi.co/api/v2/pokemon/247/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/pupitar.png
307,313,248,Tyranitar,2,Common,Pupitar,False,Rock,Dark,600,100,134,110,95,100,61,,"[{'is_default': True, 'pokemon': {'name': 'tyranitar', 'url': 'https://pokeapi.co/api/v2/pokemon/248/'}}, {'is_default': False, 'pokemon': {'name': 'tyranitar-mega', 'url': 'https://pokeapi.co/api/v2/pokemon/10049/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/tyranitar.png
308,314,248,Tyranitar,2,Common,Pupitar,False,Rock,Dark,700,100,164,150,95,120,71,Mega Tyranitar,"[{'is_default': True, 'pokemon': {'name': 'tyranitar', 'url': 'https://pokeapi.co/api/v2/pokemon/248/'}}, {'is_default': False, 'pokemon': {'name': 'tyranitar-mega', 'url': 'https://pokeapi.co/api/v2/pokemon/10049/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/tyranitar-mega.png
309,315,249,Lugia,2,Legendary,,False,Psychic,Flying,680,106,90,130,90,154,110,,"[{'is_default': True, 'pokemon': {'name': 'lugia', 'url': 'https://pokeapi.co/api/v2/pokemon/249/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/lugia.png
310,316,250,Ho-oh,2,Legendary,,False,Fire,Flying,680,106,130,90,110,154,90,,"[{'is_default': True, 'pokemon': {'name': 'ho-oh', 'url': 'https://pokeapi.co/api/v2/pokemon/250/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/ho-oh.png
311,317,251,Celebi,2,Mythical,,False,Psychic,Grass,600,100,100,100,100,100,100,,"[{'is_default': True, 'pokemon': {'name': 'celebi', 'url': 'https://pokeapi.co/api/v2/pokemon/251/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/celebi.png
312,318,252,Treecko,3,Common,,False,Grass,,310,40,45,35,65,55,70,,"[{'is_default': True, 'pokemon': {'name': 'treecko', 'url': 'https://pokeapi.co/api/v2/pokemon/252/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/treecko.png
313,319,253,Grovyle,3,Common,Treecko,False,Grass,,405,50,65,45,85,65,95,,"[{'is_default': True, 'pokemon': {'name': 'grovyle', 'url': 'https://pokeapi.co/api/v2/pokemon/253/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/grovyle.png
314,320,254,Sceptile,3,Common,Grovyle,False,Grass,,530,70,85,65,105,85,120,,"[{'is_default': True, 'pokemon': {'name': 'sceptile', 'url': 'https://pokeapi.co/api/v2/pokemon/254/'}}, {'is_default': False, 'pokemon': {'name': 'sceptile-mega', 'url': 'https://pokeapi.co/api/v2/pokemon/10065/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/sceptile.png
315,321,254,Sceptile,3,Common,Grovyle,False,Grass,Dragon,630,70,110,75,145,85,145,Mega Sceptile,"[{'is_default': True, 'pokemon': {'name': 'sceptile', 'url': 'https://pokeapi.co/api/v2/pokemon/254/'}}, {'is_default': False, 'pokemon': {'name': 'sceptile-mega', 'url': 'https://pokeapi.co/api/v2/pokemon/10065/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/sceptile-mega.png
316,322,255,Torchic,3,Common,,True,Fire,,310,45,60,40,70,50,45,,"[{'is_default': True, 'pokemon': {'name': 'torchic', 'url': 'https://pokeapi.co/api/v2/pokemon/255/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/torchic.png
317,323,256,Combusken,3,Common,Torchic,True,Fire,Fighting,405,60,85,60,85,60,55,,"[{'is_default': True, 'pokemon': {'name': 'combusken', 'url': 'https://pokeapi.co/api/v2/pokemon/256/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/combusken.png
318,324,257,Blaziken,3,Common,Combusken,True,Fire,Fighting,530,80,120,70,110,70,80,,"[{'is_default': True, 'pokemon': {'name': 'blaziken', 'url': 'https://pokeapi.co/api/v2/pokemon/257/'}}, {'is_default': False, 'pokemon': {'name': 'blaziken-mega', 'url': 'https://pokeapi.co/api/v2/pokemon/10050/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/blaziken.png
319,325,257,Blaziken,3,Common,Combusken,True,Fire,Fighting,630,80,160,80,130,80,100,Mega Blaziken,"[{'is_default': True, 'pokemon': {'name': 'blaziken', 'url': 'https://pokeapi.co/api/v2/pokemon/257/'}}, {'is_default': False, 'pokemon': {'name': 'blaziken-mega', 'url': 'https://pokeapi.co/api/v2/pokemon/10050/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/blaziken-mega.png
320,326,258,Mudkip,3,Common,,False,Water,,310,50,70,50,50,50,40,,"[{'is_default': True, 'pokemon': {'name': 'mudkip', 'url': 'https://pokeapi.co/api/v2/pokemon/258/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/mudkip.png
321,327,259,Marshtomp,3,Common,Mudkip,False,Water,Ground,405,70,85,70,60,70,50,,"[{'is_default': True, 'pokemon': {'name': 'marshtomp', 'url': 'https://pokeapi.co/api/v2/pokemon/259/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/marshtomp.png
322,328,260,Swampert,3,Common,Marshtomp,False,Water,Ground,535,100,110,90,85,90,60,,"[{'is_default': True, 'pokemon': {'name': 'swampert', 'url': 'https://pokeapi.co/api/v2/pokemon/260/'}}, {'is_default': False, 'pokemon': {'name': 'swampert-mega', 'url': 'https://pokeapi.co/api/v2/pokemon/10064/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/swampert.png
323,329,260,Swampert,3,Common,Marshtomp,False,Water,Ground,635,100,150,110,95,110,70,Mega Swampert,"[{'is_default': True, 'pokemon': {'name': 'swampert', 'url': 'https://pokeapi.co/api/v2/pokemon/260/'}}, {'is_default': False, 'pokemon': {'name': 'swampert-mega', 'url': 'https://pokeapi.co/api/v2/pokemon/10064/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/swampert-mega.png
324,330,261,Poochyena,3,Common,,False,Dark,,220,35,55,35,30,30,35,,"[{'is_default': True, 'pokemon': {'name': 'poochyena', 'url': 'https://pokeapi.co/api/v2/pokemon/261/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/poochyena.png
325,331,262,Mightyena,3,Common,Poochyena,False,Dark,,420,70,90,70,60,60,70,,"[{'is_default': True, 'pokemon': {'name': 'mightyena', 'url': 'https://pokeapi.co/api/v2/pokemon/262/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/mightyena.png
326,332,263,Zigzagoon,3,Common,,False,Normal,,240,38,30,41,30,41,60,,"[{'is_default': True, 'pokemon': {'name': 'zigzagoon', 'url': 'https://pokeapi.co/api/v2/pokemon/263/'}}, {'is_default': False, 'pokemon': {'name': 'zigzagoon-galar', 'url': 'https://pokeapi.co/api/v2/pokemon/10174/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/zigzagoon.png
327,333,263,Zigzagoon,3,Common,,False,Dark,Normal,240,38,30,41,30,41,60,Galarian Zigzagoon,"[{'is_default': True, 'pokemon': {'name': 'zigzagoon', 'url': 'https://pokeapi.co/api/v2/pokemon/263/'}}, {'is_default': False, 'pokemon': {'name': 'zigzagoon-galar', 'url': 'https://pokeapi.co/api/v2/pokemon/10174/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/zigzagoon-galarian.png
328,334,264,Linoone,3,Common,Zigzagoon,False,Normal,,420,78,70,61,50,61,100,,"[{'is_default': True, 'pokemon': {'name': 'linoone', 'url': 'https://pokeapi.co/api/v2/pokemon/264/'}}, {'is_default': False, 'pokemon': {'name': 'linoone-galar', 'url': 'https://pokeapi.co/api/v2/pokemon/10175/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/linoone.png
329,335,264,Linoone,3,Common,Zigzagoon,False,Dark,Normal,420,78,70,61,50,61,100,Galarian Linoone,"[{'is_default': True, 'pokemon': {'name': 'linoone', 'url': 'https://pokeapi.co/api/v2/pokemon/264/'}}, {'is_default': False, 'pokemon': {'name': 'linoone-galar', 'url': 'https://pokeapi.co/api/v2/pokemon/10175/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/linoone-galarian.png
330,336,265,Wurmple,3,Common,,False,Bug,,195,45,45,35,20,30,20,,"[{'is_default': True, 'pokemon': {'name': 'wurmple', 'url': 'https://pokeapi.co/api/v2/pokemon/265/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/wurmple.png
331,337,266,Silcoon,3,Common,Wurmple,False,Bug,,205,50,35,55,25,25,15,,"[{'is_default': True, 'pokemon': {'name': 'silcoon', 'url': 'https://pokeapi.co/api/v2/pokemon/266/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/silcoon.png
332,338,267,Beautifly,3,Common,Silcoon,True,Bug,Flying,395,60,70,50,100,50,65,,"[{'is_default': True, 'pokemon': {'name': 'beautifly', 'url': 'https://pokeapi.co/api/v2/pokemon/267/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/beautifly.png
333,339,268,Cascoon,3,Common,Wurmple,False,Bug,,205,50,35,55,25,25,15,,"[{'is_default': True, 'pokemon': {'name': 'cascoon', 'url': 'https://pokeapi.co/api/v2/pokemon/268/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/cascoon.png
334,340,269,Dustox,3,Common,Cascoon,True,Bug,Poison,385,60,50,70,50,90,65,,"[{'is_default': True, 'pokemon': {'name': 'dustox', 'url': 'https://pokeapi.co/api/v2/pokemon/269/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/dustox.png
335,341,270,Lotad,3,Common,,False,Water,Grass,220,40,30,30,40,50,30,,"[{'is_default': True, 'pokemon': {'name': 'lotad', 'url': 'https://pokeapi.co/api/v2/pokemon/270/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/lotad.png
336,342,271,Lombre,3,Common,Lotad,False,Water,Grass,340,60,50,50,60,70,50,,"[{'is_default': True, 'pokemon': {'name': 'lombre', 'url': 'https://pokeapi.co/api/v2/pokemon/271/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/lombre.png
337,343,272,Ludicolo,3,Common,Lombre,True,Water,Grass,480,80,70,70,90,100,70,,"[{'is_default': True, 'pokemon': {'name': 'ludicolo', 'url': 'https://pokeapi.co/api/v2/pokemon/272/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/ludicolo.png
338,344,273,Seedot,3,Common,,False,Grass,,220,40,40,50,30,30,30,,"[{'is_default': True, 'pokemon': {'name': 'seedot', 'url': 'https://pokeapi.co/api/v2/pokemon/273/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/seedot.png
339,345,274,Nuzleaf,3,Common,Seedot,True,Grass,Dark,340,70,70,40,60,40,60,,"[{'is_default': True, 'pokemon': {'name': 'nuzleaf', 'url': 'https://pokeapi.co/api/v2/pokemon/274/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/nuzleaf.png
340,346,275,Shiftry,3,Common,Nuzleaf,True,Grass,Dark,480,90,100,60,90,60,80,,"[{'is_default': True, 'pokemon': {'name': 'shiftry', 'url': 'https://pokeapi.co/api/v2/pokemon/275/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/shiftry.png
341,347,276,Taillow,3,Common,,False,Normal,Flying,270,40,55,30,30,30,85,,"[{'is_default': True, 'pokemon': {'name': 'taillow', 'url': 'https://pokeapi.co/api/v2/pokemon/276/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/taillow.png
342,348,277,Swellow,3,Common,Taillow,False,Normal,Flying,455,60,85,60,75,50,125,,"[{'is_default': True, 'pokemon': {'name': 'swellow', 'url': 'https://pokeapi.co/api/v2/pokemon/277/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/swellow.png
343,349,278,Wingull,3,Common,,False,Water,Flying,270,40,30,30,55,30,85,,"[{'is_default': True, 'pokemon': {'name': 'wingull', 'url': 'https://pokeapi.co/api/v2/pokemon/278/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/wingull.png
344,350,279,Pelipper,3,Common,Wingull,False,Water,Flying,440,60,50,100,95,70,65,,"[{'is_default': True, 'pokemon': {'name': 'pelipper', 'url': 'https://pokeapi.co/api/v2/pokemon/279/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/pelipper.png
