Id,Label,timeset,index,nationalpokedexnumber,species,variant,generation,rarity,type1,type2,total,hp,attack,defense,spatk,spdef,speed,image_url,vgc2022rules,monthlyusagemarch2022,usagepercentmarch2022,monthlyrankmarch2022,introductedin,type,power,acc,pp,damageclass,effect,probpercentage,increases,decreases,likesberrie,dislikesberrie,alternativeeffect,usageattributes,specificcategory,generalcategory,description,indegree,outdegree,degree,clustering
Pumpkaboo Average Size,Pumpkaboo Average Size,,860,710,Pumpkaboo,Average Size,6,Common,Ghost,Grass,335,49,66,70,44,55,51,https://img.pokemondb.net/sprites/sword-shield/icon/pumpkaboo-average.png,,,,,,,,,,,,,,,,,,,,,,0,2,2,1
Gourgeist Super Size,Gourgeist Super Size,,861,711,Gourgeist,Super Size,6,Common,Ghost,Grass,494,85,100,122,58,75,54,https://img.pokemondb.net/sprites/sword-shield/icon/gourgeist-super.png,,,,,,,,,,,,,,,,,,,,,,2,44,46,0.035859
Gourgeist Large Size,Gourgeist Large Size,,862,711,Gourgeist,Large Size,6,Common,Ghost,Grass,494,75,95,122,58,75,69,https://img.pokemondb.net/sprites/sword-shield/icon/gourgeist-large.png,,,,,,,,,,,,,,,,,,,,,,1,38,39,0.062078
Gourgeist Small Size,Gourgeist Small Size,,863,711,Gourgeist,Small Size,6,Common,Ghost,Grass,494,55,85,122,58,75,99,https://img.pokemondb.net/sprites/sword-shield/icon/gourgeist-small.png,,,,,,,,,,,,,,,,,,,,,,1,46,47,0.06753
Gourgeist Average Size,Gourgeist Average Size,,864,711,Gourgeist,Average Size,6,Common,Ghost,Grass,494,65,90,122,58,75,84,https://img.pokemondb.net/sprites/sword-shield/icon/gourgeist-average.png,,,,,,,,,,,,,,,,,,,,,,1,2,3,0.333333
Bergmite,Bergmite,,865,712,Bergmite,,6,Common,Ice,,304,55,69,85,32,35,28,https://img.pokemondb.net/sprites/sword-shield/icon/bergmite.png,Permitted,,,,,,,,,,,,,,,,,,,,,0,62,62,0.018509
Hisuian Avalugg,Hisuian Avalugg,,866,713,Avalugg,Hisuian,6,Common,Ice,Rock,514,95,127,184,34,36,38,https://img.pokemondb.net/s.png,,,,,,,,,,,,,,,,,,,,,,2,2,4,0.416667
Avalugg,Avalugg,,867,713,Avalugg,,6,Common,Ice,,514,95,117,184,44,46,28,https://img.pokemondb.net/sprites/sword-shield/icon/avalugg.png,Permitted,,,,,,,,,,,,,,,,,,,,,1,73,74,0.012588
Noibat,Noibat,,868,714,Noibat,,6,Common,Flying,Dragon,245,40,30,35,45,40,55,https://img.pokemondb.net/sprites/sword-shield/icon/noibat.png,Permitted,,,,,,,,,,,,,,,,,,,,,0,75,75,0.016396
Noivern,Noivern,,869,715,Noivern,,6,Common,Flying,Dragon,535,85,70,80,97,80,123,https://img.pokemondb.net/sprites/sword-shield/icon/noivern.png,Permitted,,,,,,,,,,,,,,,,,,,,,1,134,135,0.027032
Xerneas,Xerneas,,870,716,Xerneas,,6,Legendary,Fairy,,680,126,131,95,131,98,99,https://img.pokemondb.net/sprites/sword-shield/icon/xerneas.png,Restricted (players can include two Restricted Pokémon in their team),69,4,28,,,,,,,,,,,,,,,,,,17,108,125,0.060842
Yveltal,Yveltal,,871,717,Yveltal,,6,Legendary,Dark,Flying,680,126,131,95,131,98,99,https://img.pokemondb.net/sprites/sword-shield/icon/yveltal.png,Restricted (players can include two Restricted Pokémon in their team),316,11,16,,,,,,,,,,,,,,,,,,46,111,157,0.092535
Zygarde Complete Forme,Zygarde Complete Forme,,872,718,Zygarde,Complete Forme,6,Legendary,Dragon,Ground,708,216,100,121,91,95,85,https://img.pokemondb.net/sprites/sword-shield/icon/zygarde-complete.png,,42,1,63,,,,,,,,,,,,,,,,,,7,45,52,0.11182
Zygarde 10% Forme,Zygarde 10% Forme,,873,718,Zygarde,10% Forme,6,Legendary,Dragon,Ground,486,54,100,71,61,85,115,https://img.pokemondb.net/sprites/sword-shield/icon/zygarde-10.png,,,,,,,,,,,,,,,,,,,,,,0,2,2,1
Zygarde 50% Forme,Zygarde 50% Forme,,874,718,Zygarde,50% Forme,6,Legendary,Dragon,Ground,600,108,100,121,81,95,95,https://img.pokemondb.net/sprites/sword-shield/icon/zygarde-50.png,,,,,,,,,,,,,,,,,,,,,,0,2,2,1
Mega Diancie,Mega Diancie,,875,719,Diancie,Mega,6,Mythical,Rock,Fairy,700,50,160,110,160,110,110,https://img.pokemondb.net/sprites/sword-shield/icon/diancie-mega.png,Banned,,,,,,,,,,,,,,,,,,,,,1,65,66,0.018415
Diancie,Diancie,,876,719,Diancie,,6,Mythical,Rock,Fairy,600,50,100,150,100,150,50,https://img.pokemondb.net/sprites/sword-shield/icon/diancie.png,Banned,,,,,,,,,,,,,,,,,,,,,0,84,84,0.012048
Hoopa Unbound,Hoopa Unbound,,877,720,Hoopa,Unbound,6,Mythical,Psychic,Dark,680,80,160,60,170,130,80,https://img.pokemondb.net/sprites/sword-shield/icon/hoopa-unbound.png,,,,,,,,,,,,,,,,,,,,,,0,84,84,0.005164
Hoopa Confined,Hoopa Confined,,878,720,Hoopa,Confined,6,Mythical,Psychic,Ghost,600,80,110,60,150,130,70,https://img.pokemondb.net/sprites/sword-shield/icon/hoopa-confined.png,,,,,,,,,,,,,,,,,,,,,,0,2,2,1
Volcanion,Volcanion,,879,721,Volcanion,,6,Mythical,Fire,Water,600,80,110,120,130,90,70,https://img.pokemondb.net/sprites/sword-shield/icon/volcanion.png,Banned,,,,,,,,,,,,,,,,,,,,,0,78,78,0.00333
Rowlet,Rowlet,,880,722,Rowlet,,7,Common,Grass,Flying,320,68,55,55,50,50,42,https://img.pokemondb.net/sprites/sword-shield/icon/rowlet.png,Permitted,,,,,,,,,,,,,,,,,,,,,0,67,67,0.018996
Dartrix,Dartrix,,881,723,Dartrix,,7,Common,Grass,Flying,420,78,75,75,70,70,52,https://img.pokemondb.net/sprites/sword-shield/icon/dartrix.png,Permitted,,,,,,,,,,,,,,,,,,,,,1,64,65,0.035337
Hisuian Decidueye,Hisuian Decidueye,,882,724,Decidueye,Hisuian,7,Common,Grass,Fighting,530,88,112,80,95,95,60,https://img.pokemondb.net/s.png,,,,,,,,,,,,,,,,,,,,,,2,2,4,0.416667
Decidueye,Decidueye,,883,724,Decidueye,,7,Common,Grass,Ghost,530,78,107,75,100,100,70,https://img.pokemondb.net/sprites/sword-shield/icon/decidueye.png,Permitted,,,,,,,,,,,,,,,,,,,,,2,138,140,0.023877
Litten,Litten,,884,725,Litten,,7,Common,Fire,,320,45,65,40,60,40,70,https://img.pokemondb.net/sprites/sword-shield/icon/litten.png,Permitted,,,,,,,,,,,,,,,,,,,,,0,62,62,0.019038
Torracat,Torracat,,885,726,Torracat,,7,Common,Fire,,420,65,85,50,80,50,90,https://img.pokemondb.net/sprites/sword-shield/icon/torracat.png,Permitted,,,,,,,,,,,,,,,,,,,,,1,96,97,0.047251
Incineroar,Incineroar,,886,727,Incineroar,,7,Common,Fire,Dark,530,95,115,90,80,90,60,https://img.pokemondb.net/sprites/sword-shield/icon/incineroar.png,Permitted,1124,59,2,,,,,,,,,,,,,,,,,,211,145,356,0.076476
Popplio,Popplio,,887,728,Popplio,,7,Common,Water,,320,50,54,54,66,56,40,https://img.pokemondb.net/sprites/sword-shield/icon/popplio.png,Permitted,,,,,,,,,,,,,,,,,,,,,0,67,67,0.017865
Brionne,Brionne,,888,729,Brionne,,7,Common,Water,,420,60,69,69,91,81,50,https://img.pokemondb.net/sprites/sword-shield/icon/brionne.png,Permitted,,,,,,,,,,,,,,,,,,,,,1,63,64,0.034474
Primarina,Primarina,,889,730,Primarina,,7,Common,Water,Fairy,530,80,74,74,126,116,60,https://img.pokemondb.net/sprites/sword-shield/icon/primarina.png,Permitted,11,0,141,,,,,,,,,,,,,,,,,,19,128,147,0.052291
Pikipek,Pikipek,,890,731,Pikipek,,7,Common,Normal,Flying,265,35,75,30,30,30,65,https://img.pokemondb.net/sprites/sword-shield/icon/pikipek.png,,,,,,,,,,,,,,,,,,,,,,0,54,54,0.030049
Trumbeak,Trumbeak,,891,732,Trumbeak,,7,Common,Normal,Flying,355,55,85,50,40,50,75,https://img.pokemondb.net/sprites/sword-shield/icon/trumbeak.png,,,,,,,,,,,,,,,,,,,,,,1,52,53,0.048258
Toucannon,Toucannon,,892,733,Toucannon,,7,Common,Normal,Flying,485,80,120,75,75,75,60,https://img.pokemondb.net/sprites/sword-shield/icon/toucannon.png,,,,,,,,,,,,,,,,,,,,,,1,55,56,0.027273
Yungoos,Yungoos,,893,734,Yungoos,,7,Common,Normal,,253,48,70,30,30,30,45,https://img.pokemondb.net/sprites/sword-shield/icon/yungoos.png,,,,,,,,,,,,,,,,,,,,,,0,55,55,0.026263
Gumshoos,Gumshoos,,894,735,Gumshoos,,7,Common,Normal,,418,88,110,60,55,60,45,https://img.pokemondb.net/sprites/sword-shield/icon/gumshoos.png,,,,,,,,,,,,,,,,,,,,,,1,60,61,0.021858
Grubbin,Grubbin,,895,736,Grubbin,,7,Common,Bug,,300,47,62,45,55,45,46,https://img.pokemondb.net/sprites/sword-shield/icon/grubbin.png,Permitted,,,,,,,,,,,,,,,,,,,,,0,47,47,0.022664
Charjabug,Charjabug,,896,737,Charjabug,,7,Common,Bug,Electric,400,57,82,95,55,75,36,https://img.pokemondb.net/sprites/sword-shield/icon/charjabug.png,Permitted,,,,,,,,,,,,,,,,,,,,,1,93,94,0.048387
Vikavolt,Vikavolt,,897,738,Vikavolt,,7,Common,Bug,Electric,500,77,70,90,145,75,43,https://img.pokemondb.net/sprites/sword-shield/icon/vikavolt.png,Permitted,3,0,193,,,,,,,,,,,,,,,,,,1,109,110,0.038532
Crabrawler,Crabrawler,,898,739,Crabrawler,,7,Common,Fighting,,338,47,82,57,42,47,63,https://img.pokemondb.net/sprites/sword-shield/icon/crabrawler.png,,,,,,,,,,,,,,,,,,,,,,0,60,60,0.018927
Crabominable,Crabominable,,899,740,Crabominable,,7,Common,Fighting,Ice,478,97,132,77,62,67,43,https://img.pokemondb.net/sprites/sword-shield/icon/crabominable.png,,,,,,,,,,,,,,,,,,,,,,1,65,66,0.017949
Oricorio Pa'u Style,Oricorio Pa'u Style,,900,741,Oricorio,Pa'u Style,7,Common,Psychic,Flying,476,75,70,70,98,70,93,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-pau.png,,,,,,,,,,,,,,,,,,,,,,0,2,2,1
Oricorio Pom-Pom Style,Oricorio Pom-Pom Style,,901,741,Oricorio,Pom-Pom Style,7,Common,Electric,Flying,476,75,70,70,98,70,93,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-pom-pom.png,,,,,,,,,,,,,,,,,,,,,,0,2,2,1
Oricorio Sensu Style,Oricorio Sensu Style,,902,741,Oricorio,Sensu Style,7,Common,Ghost,Flying,476,75,70,70,98,70,93,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-sensu.png,,,,,,,,,,,,,,,,,,,,,,0,2,2,1
Oricorio Baile Style,Oricorio Baile Style,,903,741,Oricorio,Baile Style,7,Common,Fire,Flying,476,75,70,70,98,70,93,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-baile.png,,,,,,,,,,,,,,,,,,,,,,0,2,2,1
Cutiefly,Cutiefly,,904,742,Cutiefly,,7,Common,Bug,Fairy,304,40,45,40,55,40,84,https://img.pokemondb.net/sprites/sword-shield/icon/cutiefly.png,Permitted,,,,,,,,,,,,,,,,,,,,,0,77,77,0.015721
Ribombee,Ribombee,,905,743,Ribombee,,7,Common,Bug,Fairy,464,60,55,60,95,70,124,https://img.pokemondb.net/sprites/sword-shield/icon/ribombee.png,Permitted,,,,,,,,,,,,,,,,,,,,,3,123,126,0.033766
Rockruff,Rockruff,,906,744,Rockruff,,7,Common,Rock,,280,45,65,40,30,40,60,https://img.pokemondb.net/sprites/sword-shield/icon/rockruff.png,Permitted,,,,,,,,,,,,,,,,,,,,,0,60,60,0.024859
Own Tempo Rockruff,Own Tempo Rockruff,,907,744,Rockruff,Own Tempo,7,Common,Rock,,280,45,65,40,30,40,60,https://img.pokemondb.net/sprites/sword-shield/icon/rockruff-own-tempo.png,,,,,,,,,,,,,,,,,,,,,,1,54,55,0.019865
Lycanroc Midday Form,Lycanroc Midday Form,,908,745,Lycanroc,Midday Form,7,Common,Rock,,487,75,115,65,55,65,112,https://img.pokemondb.net/sprites/sword-shield/icon/lycanroc-midday.png,,,,,,,,,,,,,,,,,,,,,,2,51,53,0.075415
Lycanroc Midnight Form,Lycanroc Midnight Form,,909,745,Lycanroc,Midnight Form,7,Common,Rock,,487,85,115,75,55,75,82,https://img.pokemondb.net/sprites/sword-shield/icon/lycanroc-midnight.png,,,,,,,,,,,,,,,,,,,,,,1,51,52,0.073529
Lycanroc Dusk Form,Lycanroc Dusk Form,,910,745,Lycanroc,Dusk Form,7,Common,Rock,,487,75,117,65,55,65,110,https://img.pokemondb.net/sprites/sword-shield/icon/lycanroc-dusk.png,,,,,,,,,,,,,,,,,,,,,,2,47,49,0.0625
Wishiwashi Solo Form,Wishiwashi Solo Form,,911,746,Wishiwashi,Solo Form,7,Common,Water,,175,45,20,20,25,25,40,https://img.pokemondb.net/sprites/sword-shield/icon/wishiwashi-solo.png,,1,0,197,,,,,,,,,,,,,,,,,,0,40,40,0.087179
Wishiwashi School Form,Wishiwashi School Form,,912,746,Wishiwashi,School Form,7,Common,Water,,620,45,140,130,140,135,30,https://img.pokemondb.net/sprites/sword-shield/icon/wishiwashi-school.png,,,,,,,,,,,,,,,,,,,,,,0,1,1,0
Mareanie,Mareanie,,913,747,Mareanie,,7,Common,Poison,Water,305,50,53,62,43,52,45,https://img.pokemondb.net/sprites/sword-shield/icon/mareanie.png,Permitted,,,,,,,,,,,,,,,,,,,,,0,66,66,0.018881
Toxapex,Toxapex,,914,748,Toxapex,,7,Common,Poison,Water,495,50,63,152,53,142,35,https://img.pokemondb.net/sprites/sword-shield/icon/toxapex.png,Permitted,5,0,124,,,,,,,,,,,,,,,,,,3,103,106,0.033783
Mudbray,Mudbray,,915,749,Mudbray,,7,Common,Ground,,385,70,100,70,45,55,45,https://img.pokemondb.net/sprites/sword-shield/icon/mudbray.png,Permitted,,,,,,,,,,,,,,,,,,,,,0,57,57,0.019737
Mudsdale,Mudsdale,,916,750,Mudsdale,,7,Common,Ground,,500,100,125,100,55,85,35,https://img.pokemondb.net/sprites/sword-shield/icon/mudsdale.png,Permitted,6,0,154,,,,,,,,,,,,,,,,,,5,100,105,0.04817
Dewpider,Dewpider,,917,751,Dewpider,,7,Common,Water,Bug,269,38,40,52,40,72,27,https://img.pokemondb.net/sprites/sword-shield/icon/dewpider.png,Permitted,,,,,,,,,,,,,,,,,,,,,0,62,62,0.020888
Araquanid,Araquanid,,918,752,Araquanid,,7,Common,Water,Bug,454,68,70,92,50,132,42,https://img.pokemondb.net/sprites/sword-shield/icon/araquanid.png,Permitted,15,1,69,,,,,,,,,,,,,,,,,,7,106,113,0.044804
Fomantis,Fomantis,,919,753,Fomantis,,7,Common,Grass,,250,40,55,35,50,35,35,https://img.pokemondb.net/sprites/sword-shield/icon/fomantis.png,Permitted,,,,,,,,,,,,,,,,,,,,,0,55,55,0.023232
Lurantis,Lurantis,,920,754,Lurantis,,7,Common,Grass,,480,70,105,90,80,90,45,https://img.pokemondb.net/sprites/sword-shield/icon/lurantis.png,Permitted,4,0,164,,,,,,,,,,,,,,,,,,2,110,112,0.032175
Morelull,Morelull,,921,755,Morelull,,7,Common,Grass,Fairy,285,40,35,55,65,75,15,https://img.pokemondb.net/sprites/sword-shield/icon/morelull.png,Permitted,,,,,,,,,,,,,,,,,,,,,0,62,62,0.020624
Shiinotic,Shiinotic,,922,756,Shiinotic,,7,Common,Grass,Fairy,405,60,45,80,90,100,30,https://img.pokemondb.net/sprites/sword-shield/icon/shiinotic.png,Permitted,,,,,,,,,,,,,,,,,,,,,2,107,109,0.043068
Salandit,Salandit,,923,757,Salandit,,7,Common,Poison,Fire,320,48,44,40,71,40,77,https://img.pokemondb.net/sprites/sword-shield/icon/salandit.png,Permitted,,,,,,,,,,,,,,,,,,,,,0,69,69,0.018542
Salazzle,Salazzle,,924,758,Salazzle,,7,Common,Poison,Fire,480,68,64,60,111,60,117,https://img.pokemondb.net/sprites/sword-shield/icon/salazzle.png,Permitted,,,,,,,,,,,,,,,,,,,,,1,127,128,0.028789
Stufful,Stufful,,925,759,Stufful,,7,Common,Normal,Fighting,340,70,75,50,45,50,50,https://img.pokemondb.net/sprites/sword-shield/icon/stufful.png,Permitted,,,,,,,,,,,,,,,,,,,,,0,68,68,0.022608
Bewear,Bewear,,926,760,Bewear,,7,Common,Normal,Fighting,500,120,125,80,55,60,60,https://img.pokemondb.net/sprites/sword-shield/icon/bewear.png,Permitted,,,,,,,,,,,,,,,,,,,,,2,118,120,0.034244
Bounsweet,Bounsweet,,927,761,Bounsweet,,7,Common,Grass,,210,42,30,38,30,38,32,https://img.pokemondb.net/sprites/sword-shield/icon/bounsweet.png,Permitted,,,,,,,,,,,,,,,,,,,,,0,56,56,0.020779
Steenee,Steenee,,928,762,Steenee,,7,Common,Grass,,290,52,40,48,40,48,62,https://img.pokemondb.net/sprites/sword-shield/icon/steenee.png,Permitted,,,,,,,,,,,,,,,,,,,,,1,62,63,0.031746
Tsareena,Tsareena,,929,763,Tsareena,,7,Common,Grass,,510,72,120,98,50,98,72,https://img.pokemondb.net/sprites/sword-shield/icon/tsareena.png,Permitted,26,0,85,,,,,,,,,,,,,,,,,,8,120,128,0.043615
Comfey,Comfey,,930,764,Comfey,,7,Common,Fairy,,485,51,52,90,82,110,100,https://img.pokemondb.net/sprites/sword-shield/icon/comfey.png,Permitted,54,1,58,,,,,,,,,,,,,,,,,,21,121,142,0.046506
Oranguru,Oranguru,,931,765,Oranguru,,7,Common,Normal,Psychic,490,90,60,80,90,110,60,https://img.pokemondb.net/sprites/sword-shield/icon/oranguru.png,Permitted,17,0,129,,,,,,,,,,,,,,,,,,3,132,135,0.034052
Passimian,Passimian,,932,766,Passimian,,7,Common,Fighting,,490,100,120,90,40,60,80,https://img.pokemondb.net/sprites/sword-shield/icon/passimian.png,Permitted,,,,,,,,,,,,,,,,,,,,,1,133,134,0.031366
Wimpod,Wimpod,,933,767,Wimpod,,7,Common,Bug,Water,230,25,35,40,20,30,80,https://img.pokemondb.net/sprites/sword-shield/icon/wimpod.png,Permitted,,,,,,,,,,,,,,,,,,,,,0,42,42,0.027294
Golisopod,Golisopod,,934,768,Golisopod,,7,Common,Bug,Water,530,75,125,140,60,90,40,https://img.pokemondb.net/sprites/sword-shield/icon/golisopod.png,Permitted,,,,,,,,,,,,,,,,,,,,,2,135,137,0.024635
Sandygast,Sandygast,,935,769,Sandygast,,7,Common,Ghost,Ground,320,55,55,80,70,45,15,https://img.pokemondb.net/sprites/sword-shield/icon/sandygast.png,Permitted,,,,,,,,,,,,,,,,,,,,,0,65,65,0.017788
Palossand,Palossand,,936,770,Palossand,,7,Common,Ghost,Ground,480,85,75,110,100,75,35,https://img.pokemondb.net/sprites/sword-shield/icon/palossand.png,Permitted,5,0,217,,,,,,,,,,,,,,,,,,3,103,106,0.033608
Pyukumuku,Pyukumuku,,937,771,Pyukumuku,,7,Common,Water,,410,55,60,130,30,130,5,https://img.pokemondb.net/sprites/sword-shield/icon/pyukumuku.png,Permitted,,,,,,,,,,,,,,,,,,,,,0,43,43,0.001661
Type: Null,Type: Null,,938,772,Type:,Null,7,Common,Normal,,534,95,95,95,95,95,59,https://img.pokemondb.net/sprites/sword-shield/icon/type-null.png,,,,,,,,,,,,,,,,,,,,,,0,1,1,0
Silvally,Silvally,,939,773,Silvally,,7,Common,Normal,,570,95,95,95,95,95,95,https://img.pokemondb.net/sprites/sword-shield/icon/silvally.png,Permitted,2,0,206,,,,,,,,,,,,,,,,,,2,130,132,0.024867
Minior Meteor Form,Minior Meteor Form,,940,774,Minior,Meteor Form,7,Common,Rock,Flying,440,60,60,100,60,100,60,https://img.pokemondb.net/sprites/sword-shield/icon/minior-meteor.png,,,,,,,,,,,,,,,,,,,,,,0,2,2,1
Minior Core Form,Minior Core Form,,941,774,Minior,Core Form,7,Common,Rock,Flying,500,60,100,60,100,60,120,https://img.pokemondb.net/sprites/sword-shield/icon/minior-core.png,,,,,,,,,,,,,,,,,,,,,,0,2,2,1
Komala,Komala,,942,775,Komala,,7,Common,Normal,,480,65,115,65,75,95,65,https://img.pokemondb.net/sprites/sword-shield/icon/komala.png,,,,,,,,,,,,,,,,,,,,,,0,55,55,0.009764
Turtonator,Turtonator,,943,776,Turtonator,,7,Common,Fire,Dragon,485,60,78,135,91,85,36,https://img.pokemondb.net/sprites/sword-shield/icon/turtonator.png,Permitted,,,,,,,,,,,,,,,,,,,,,2,131,133,0.024289
Togedemaru,Togedemaru,,944,777,Togedemaru,,7,Common,Electric,Steel,435,65,98,63,40,73,96,https://img.pokemondb.net/sprites/sword-shield/icon/togedemaru.png,Permitted,7,0,131,,,,,,,,,,,,,,,,,,2,127,129,0.029158
Mimikyu,Mimikyu,,945,778,Mimikyu,,7,Common,Ghost,Fairy,476,55,90,80,50,105,96,https://img.pokemondb.net/sprites/sword-shield/icon/mimikyu.png,Permitted,114,2,44,,,,,,,,,,,,,,,,,,17,47,64,0.097798
Bruxish,Bruxish,,946,779,Bruxish,,7,Common,Water,Psychic,475,68,105,70,70,70,92,https://img.pokemondb.net/sprites/sword-shield/icon/bruxish.png,,,,,,,,,,,,,,,,,,,,,,0,72,72,0.005282
Drampa,Drampa,,947,780,Drampa,,7,Common,Normal,Dragon,485,78,60,85,135,91,36,https://img.pokemondb.net/sprites/sword-shield/icon/drampa.png,Permitted,4,0,226,,,,,,,,,,,,,,,,,,1,133,134,0.02929
Dhelmise,Dhelmise,,948,781,Dhelmise,,7,Common,Ghost,Grass,517,70,131,100,86,90,40,https://img.pokemondb.net/sprites/sword-shield/icon/dhelmise.png,Permitted,,,,,,,,,,,,,,,,,,,,,0,128,128,0.022269
Jangmo-o,Jangmo-o,,949,782,Jangmo-o,,7,Common,Dragon,,300,45,55,65,45,45,45,https://img.pokemondb.net/sprites/sword-shield/icon/jangmo-o.png,Permitted,,,,,,,,,,,,,,,,,,,,,0,2,2,0.5
Hakamo-o,Hakamo-o,,950,783,Hakamo-o,,7,Common,Dragon,Fighting,420,55,75,90,65,70,65,https://img.pokemondb.net/sprites/sword-shield/icon/hakamo-o.png,Permitted,,,,,,,,,,,,,,,,,,,,,1,3,4,0.416667
Kommo-o,Kommo-o,,951,784,Kommo-o,,7,Common,Dragon,Fighting,600,75,110,125,100,105,85,https://img.pokemondb.net/sprites/sword-shield/icon/kommo-o.png,Permitted,2,0,222,,,,,,,,,,,,,,,,,,1,45,46,0.069082
Tapu Koko,Tapu Koko,,952,785,Tapu,Koko,7,Legendary,Electric,Fairy,570,70,115,85,95,75,130,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-koko.png,,27,0,81,,,,,,,,,,,,,,,,,,2,126,128,0.033219
Tapu Lele,Tapu Lele,,953,786,Tapu,Lele,7,Legendary,Psychic,Fairy,570,70,85,75,130,115,95,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-lele.png,,23,2,43,,,,,,,,,,,,,,,,,,8,119,127,0.038323
Tapu Bulu,Tapu Bulu,,954,787,Tapu,Bulu,7,Legendary,Grass,Fairy,570,70,130,115,85,95,75,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-bulu.png,,2,0,135,,,,,,,,,,,,,,,,,,0,127,127,0.02081
Tapu Fini,Tapu Fini,,955,788,Tapu,Fini,7,Legendary,Water,Fairy,570,70,75,115,95,130,85,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-fini.png,,74,2,40,,,,,,,,,,,,,,,,,,10,127,137,0.035566
Cosmog,Cosmog,,956,789,Cosmog,,7,Legendary,Psychic,,200,43,29,31,29,31,37,https://img.pokemondb.net/sprites/sword-shield/icon/cosmog.png,Restricted (players can include two Restricted Pokémon in their team),,,,,,,,,,,,,,,,,,,,,0,5,5,0.15
Cosmoem,Cosmoem,,957,790,Cosmoem,,7,Legendary,Psychic,,400,43,29,131,29,131,37,https://img.pokemondb.net/sprites/sword-shield/icon/cosmoem.png,Restricted (players can include two Restricted Pokémon in their team),,,,,,,,,,,,,,,,,,,,,1,6,7,0.238095
Solgaleo,Solgaleo,,958,791,Solgaleo,,7,Legendary,Psychic,Steel,680,137,137,107,113,89,97,https://img.pokemondb.net/sprites/sword-shield/icon/solgaleo.png,Restricted (players can include two Restricted Pokémon in their team),188,4,31,,,,,,,,,,,,,,,,,,30,127,157,0.07925
Lunala,Lunala,,959,792,Lunala,,7,Legendary,Psychic,Ghost,680,137,113,89,137,107,97,https://img.pokemondb.net/sprites/sword-shield/icon/lunala.png,Restricted (players can include two Restricted Pokémon in their team),43,2,38,,,,,,,,,,,,,,,,,,13,127,140,0.042446
Nihilego,Nihilego,,960,793,Nihilego,,7,Common,Rock,Poison,570,109,53,47,127,131,103,https://img.pokemondb.net/sprites/sword-shield/icon/nihilego.png,Permitted,7,0,130,,,,,,,,,,,,,,,,,,0,118,118,0.019919
Buzzwole,Buzzwole,,961,794,Buzzwole,,7,Common,Bug,Fighting,570,107,139,139,53,53,79,https://img.pokemondb.net/sprites/sword-shield/icon/buzzwole.png,Permitted,,,,,,,,,,,,,,,,,,,,,0,68,68,0.004609
Pheromosa,Pheromosa,,962,795,Pheromosa,,7,Common,Bug,Fighting,570,71,137,37,137,37,151,https://img.pokemondb.net/sprites/sword-shield/icon/pheromosa.png,Permitted,29,1,70,,,,,,,,,,,,,,,,,,5,117,122,0.03509
Xurkitree,Xurkitree,,963,796,Xurkitree,,7,Common,Electric,,570,83,89,71,173,71,83,https://img.pokemondb.net/sprites/sword-shield/icon/xurkitree.png,Permitted,4,0,208,,,,,,,,,,,,,,,,,,0,105,105,0.030403
Celesteela,Celesteela,,964,797,Celesteela,,7,Common,Steel,Flying,570,97,101,103,107,101,61,https://img.pokemondb.net/sprites/sword-shield/icon/celesteela.png,Permitted,26,1,67,,,,,,,,,,,,,,,,,,4,118,122,0.033953
Kartana,Kartana,,965,798,Kartana,,7,Common,Grass,Steel,570,59,181,131,59,31,109,https://img.pokemondb.net/sprites/sword-shield/icon/kartana.png,Permitted,118,7,22,,,,,,,,,,,,,,,,,,17,87,104,0.066379
Guzzlord,Guzzlord,,966,799,Guzzlord,,7,Common,Dark,Dragon,570,223,101,53,97,53,43,https://img.pokemondb.net/sprites/sword-shield/icon/guzzlord.png,,,,,,,,,,,,,,,,,,,,,,0,79,79,0.003246
Dusk Mane Necrozma,Dusk Mane Necrozma,,967,800,Necrozma,Dusk Mane,7,Legendary,Psychic,Steel,680,97,157,127,113,109,77,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma-dusk-mane.png,,49,0,79,,,,,,,,,,,,,,,,,,6,52,58,0.082275
Necrozma,Necrozma,,968,800,Necrozma,,7,Legendary,Psychic,,600,97,107,101,127,89,79,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma.png,Restricted (players can include two Restricted Pokémon in their team),,,,,,,,,,,,,,,,,,,,,0,90,90,0.014482
Dawn Wings Necrozma,Dawn Wings Necrozma,,969,800,Necrozma,Dawn Wings,7,Legendary,Psychic,Ghost,680,97,113,109,157,127,77,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma-dawn-wings.png,,10,1,65,,,,,,,,,,,,,,,,,,2,39,41,0.090385
Ultra Necrozma,Ultra Necrozma,,970,800,Necrozma,Ultra,7,Legendary,Psychic,Dragon,754,97,167,97,167,97,129,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma-ultra.png,,,,,,,,,,,,,,,,,,,,,,1,78,79,0.015417
