#,Name,Species,Variant,Generation,Rarity,Evolves_from,Has_gender_diff,Type1,Type2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,image_url,VGC2022_rules,Monthly Usage (k),Usage Percent (%),Monthly Rank
653,Fennekin,Fennekin,,6,Common,,False,Fire,,307,40,45,40,62,60,60,https://img.pokemondb.net/sprites/sword-shield/icon/fennekin.png,,,,
654,Braixen,Braixen,,6,Common,Fennekin,False,Fire,,409,59,59,58,90,70,73,https://img.pokemondb.net/sprites/sword-shield/icon/braixen.png,,,,
655,Delphox,Delphox,,6,Common,Braixen,False,Fire,Psychic,534,75,69,72,114,100,104,https://img.pokemondb.net/sprites/sword-shield/icon/delphox.png,,,,
656,Froakie,Froakie,,6,Common,,False,Water,,314,41,56,40,62,44,71,https://img.pokemondb.net/sprites/sword-shield/icon/froakie.png,,,,
657,Frogadier,Frogadier,,6,Common,Froakie,False,Water,,405,54,63,52,83,56,97,https://img.pokemondb.net/sprites/sword-shield/icon/frogadier.png,,,,
658,Greninja,Greninja,,6,Common,Frogadier,False,Water,Dark,530,72,95,67,103,71,122,https://img.pokemondb.net/sprites/sword-shield/icon/greninja.png,,,,
658,Ash-Greninja,Greninja,Ash-,6,Common,Frogadier,False,Water,Dark,640,72,145,67,153,71,132,https://img.pokemondb.net/sprites/sword-shield/icon/greninja-ash.png,,,,
659,Bunnelby,Bunnelby,,6,Common,,False,Normal,,237,38,36,38,32,36,57,https://img.pokemondb.net/sprites/sword-shield/icon/bunnelby.png,Permitted,,,
660,Diggersby,Diggersby,,6,Common,Bunnelby,False,Normal,Ground,423,85,56,77,50,77,78,https://img.pokemondb.net/sprites/sword-shield/icon/diggersby.png,Permitted,1,0,189
661,Fletchling,Fletchling,,6,Common,,False,Normal,Flying,278,45,50,43,40,38,62,https://img.pokemondb.net/sprites/sword-shield/icon/fletchling.png,Permitted,,,
662,Fletchinder,Fletchinder,,6,Common,Fletchling,False,Fire,Flying,382,62,73,55,56,52,84,https://img.pokemondb.net/sprites/sword-shield/icon/fletchinder.png,Permitted,,,
663,Talonflame,Talonflame,,6,Common,Fletchinder,False,Fire,Flying,499,78,81,71,74,69,126,https://img.pokemondb.net/sprites/sword-shield/icon/talonflame.png,Permitted,22,0,101
664,Scatterbug,Scatterbug,,6,Common,,False,Bug,,200,38,35,40,27,25,35,https://img.pokemondb.net/sprites/sword-shield/icon/scatterbug.png,,,,
665,Spewpa,Spewpa,,6,Common,Scatterbug,False,Bug,,213,45,22,60,27,30,29,https://img.pokemondb.net/sprites/sword-shield/icon/spewpa.png,,,,
666,Vivillon,Vivillon,,6,Common,Spewpa,False,Bug,Flying,411,80,52,50,90,50,89,https://img.pokemondb.net/sprites/sword-shield/icon/vivillon.png,,,,
667,Litleo,Litleo,,6,Common,,False,Fire,Normal,369,62,50,58,73,54,72,https://img.pokemondb.net/sprites/sword-shield/icon/litleo.png,,,,
668,Pyroar,Pyroar,,6,Common,Litleo,True,Fire,Normal,507,86,68,72,109,66,106,https://img.pokemondb.net/sprites/sword-shield/icon/pyroar.png,,,,
669,Flabébé,Flabébé,,6,Common,,False,Fairy,,303,44,38,39,61,79,42,https://img.pokemondb.net/sprites/sword-shield/icon/flabebe.png,,,,
670,Floette,Floette,,6,Common,Flabebe,False,Fairy,,371,54,45,47,75,98,52,https://img.pokemondb.net/sprites/sword-shield/icon/floette.png,,,,
671,Florges,Florges,,6,Common,Floette,False,Fairy,,552,78,65,68,112,154,75,https://img.pokemondb.net/sprites/sword-shield/icon/florges.png,,,,
672,Skiddo,Skiddo,,6,Common,,False,Grass,,350,66,65,48,62,57,52,https://img.pokemondb.net/sprites/sword-shield/icon/skiddo.png,,,,
673,Gogoat,Gogoat,,6,Common,Skiddo,False,Grass,,531,123,100,62,97,81,68,https://img.pokemondb.net/sprites/sword-shield/icon/gogoat.png,,,,
674,Pancham,Pancham,,6,Common,,False,Fighting,,348,67,82,62,46,48,43,https://img.pokemondb.net/sprites/sword-shield/icon/pancham.png,Permitted,,,
675,Pangoro,Pangoro,,6,Common,Pancham,False,Fighting,Dark,495,95,124,78,69,71,58,https://img.pokemondb.net/sprites/sword-shield/icon/pangoro.png,Permitted,,,
676,Furfrou,Furfrou,,6,Common,,False,Normal,,472,75,80,60,65,90,102,https://img.pokemondb.net/sprites/sword-shield/icon/furfrou.png,,,,
677,Espurr,Espurr,,6,Common,,False,Psychic,,355,62,48,54,63,60,68,https://img.pokemondb.net/sprites/sword-shield/icon/espurr.png,Permitted,,,
678,Meowstic Female,Meowstic,Female,6,Common,Espurr,True,Psychic,,466,74,48,76,83,81,104,https://img.pokemondb.net/sprites/sword-shield/icon/meowstic-female.png,,,,
678,Meowstic Male,Meowstic,Male,6,Common,Espurr,True,Psychic,,466,74,48,76,83,81,104,https://img.pokemondb.net/sprites/sword-shield/icon/meowstic-male.png,,15,0,95
679,Honedge,Honedge,,6,Common,,False,Steel,Ghost,325,45,80,100,35,37,28,https://img.pokemondb.net/sprites/sword-shield/icon/honedge.png,Permitted,,,
680,Doublade,Doublade,,6,Common,Honedge,False,Steel,Ghost,448,59,110,150,45,49,35,https://img.pokemondb.net/sprites/sword-shield/icon/doublade.png,Permitted,,,
681,Aegislash Blade Forme,Aegislash,Blade Forme,6,Common,Doublade,False,Steel,Ghost,500,60,140,50,140,50,60,https://img.pokemondb.net/sprites/sword-shield/icon/aegislash-blade.png,,,,
681,Aegislash Shield Forme,Aegislash,Shield Forme,6,Common,Doublade,False,Steel,Ghost,500,60,50,140,50,140,60,https://img.pokemondb.net/sprites/sword-shield/icon/aegislash-shield.png,,10,0,148
682,Spritzee,Spritzee,,6,Common,,False,Fairy,,341,78,52,60,63,65,23,https://img.pokemondb.net/sprites/sword-shield/icon/spritzee.png,Permitted,,,
683,Aromatisse,Aromatisse,,6,Common,Spritzee,False,Fairy,,462,101,72,72,99,89,29,https://img.pokemondb.net/sprites/sword-shield/icon/aromatisse.png,Permitted,-,-,-
684,Swirlix,Swirlix,,6,Common,,False,Fairy,,341,62,48,66,59,57,49,https://img.pokemondb.net/sprites/sword-shield/icon/swirlix.png,Permitted,,,
685,Slurpuff,Slurpuff,,6,Common,Swirlix,False,Fairy,,480,82,80,86,85,75,72,https://img.pokemondb.net/sprites/sword-shield/icon/slurpuff.png,Permitted,-,-,-
686,Inkay,Inkay,,6,Common,,False,Dark,Psychic,288,53,54,53,37,46,45,https://img.pokemondb.net/sprites/sword-shield/icon/inkay.png,Permitted,,,
687,Malamar,Malamar,,6,Common,Inkay,False,Dark,Psychic,482,86,92,88,68,75,73,https://img.pokemondb.net/sprites/sword-shield/icon/malamar.png,Permitted,-,-,-
688,Binacle,Binacle,,6,Common,,False,Rock,Water,306,42,52,67,39,56,50,https://img.pokemondb.net/sprites/sword-shield/icon/binacle.png,Permitted,,,
689,Barbaracle,Barbaracle,,6,Common,Binacle,False,Rock,Water,500,72,105,115,54,86,68,https://img.pokemondb.net/sprites/sword-shield/icon/barbaracle.png,Permitted,,,
690,Skrelp,Skrelp,,6,Common,,False,Poison,Water,320,50,60,60,60,60,30,https://img.pokemondb.net/sprites/sword-shield/icon/skrelp.png,Permitted,,,
691,Dragalge,Dragalge,,6,Common,Skrelp,False,Poison,Dragon,494,65,75,90,97,123,44,https://img.pokemondb.net/sprites/sword-shield/icon/dragalge.png,Permitted,-,-,-
692,Clauncher,Clauncher,,6,Common,,False,Water,,330,50,53,62,58,63,44,https://img.pokemondb.net/sprites/sword-shield/icon/clauncher.png,Permitted,,,
693,Clawitzer,Clawitzer,,6,Common,Clauncher,False,Water,,500,71,73,88,120,89,59,https://img.pokemondb.net/sprites/sword-shield/icon/clawitzer.png,Permitted,-,-,-
694,Helioptile,Helioptile,,6,Common,,False,Electric,Normal,289,44,38,33,61,43,70,https://img.pokemondb.net/sprites/sword-shield/icon/helioptile.png,Permitted,,,
695,Heliolisk,Heliolisk,,6,Common,Helioptile,False,Electric,Normal,481,62,55,52,109,94,109,https://img.pokemondb.net/sprites/sword-shield/icon/heliolisk.png,Permitted,8,0,134
696,Tyrunt,Tyrunt,,6,Common,,False,Rock,Dragon,362,58,89,77,45,45,48,https://img.pokemondb.net/sprites/sword-shield/icon/tyrunt.png,Permitted,,,
697,Tyrantrum,Tyrantrum,,6,Common,Tyrunt,False,Rock,Dragon,521,82,121,119,69,59,71,https://img.pokemondb.net/sprites/sword-shield/icon/tyrantrum.png,Permitted,918,0,220
698,Amaura,Amaura,,6,Common,,False,Rock,Ice,362,77,59,50,67,63,46,https://img.pokemondb.net/sprites/sword-shield/icon/amaura.png,Permitted,,,
699,Aurorus,Aurorus,,6,Common,Amaura,False,Rock,Ice,521,123,77,72,99,92,58,https://img.pokemondb.net/sprites/sword-shield/icon/aurorus.png,Permitted,,,
700,Sylveon,Sylveon,,6,Common,Eevee,False,Fairy,,525,95,65,65,110,130,60,https://img.pokemondb.net/sprites/sword-shield/icon/sylveon.png,Permitted,-,-,-
701,Hawlucha,Hawlucha,,6,Common,,False,Fighting,Flying,500,78,92,75,74,63,118,https://img.pokemondb.net/sprites/sword-shield/icon/hawlucha.png,Permitted,3,0,227
702,Dedenne,Dedenne,,6,Common,,False,Electric,Fairy,431,67,58,57,81,67,101,https://img.pokemondb.net/sprites/sword-shield/icon/dedenne.png,Permitted,-,-,-
703,Carbink,Carbink,,6,Common,,False,Rock,Fairy,500,50,50,150,50,150,50,https://img.pokemondb.net/sprites/sword-shield/icon/carbink.png,Permitted,,,
704,Goomy,Goomy,,6,Common,,False,Dragon,,300,45,50,35,55,75,40,https://img.pokemondb.net/sprites/sword-shield/icon/goomy.png,Permitted,,,
705,Hisuian Sliggoo,Sliggoo,Hisuian,6,Common,Goomy,False,Dragon,Steel,452,58,75,83,83,113,40,https://img.pokemondb.net/s.png,,,,
705,Sliggoo,Sliggoo,,6,Common,Goomy,False,Dragon,,452,68,75,53,83,113,60,https://img.pokemondb.net/sprites/sword-shield/icon/sliggoo.png,Permitted,,,
706,Goodra,Goodra,,6,Common,Sliggoo,False,Dragon,,600,90,100,70,110,150,80,https://img.pokemondb.net/sprites/sword-shield/icon/goodra.png,Permitted,6,0,205
706,Hisuian Goodra,Goodra,Hisuian,6,Common,Sliggoo,False,Dragon,Steel,600,80,100,100,110,150,60,https://img.pokemondb.net/s.png,,,,
707,Klefki,Klefki,,6,Common,,False,Steel,Fairy,470,57,80,91,80,87,75,https://img.pokemondb.net/sprites/sword-shield/icon/klefki.png,Permitted,5,0,158
708,Phantump,Phantump,,6,Common,,False,Ghost,Grass,309,43,70,48,50,60,38,https://img.pokemondb.net/sprites/sword-shield/icon/phantump.png,Permitted,,,
709,Trevenant,Trevenant,,6,Common,Phantump,False,Ghost,Grass,474,85,110,76,65,82,56,https://img.pokemondb.net/sprites/sword-shield/icon/trevenant.png,Permitted,2,0,177
710,Pumpkaboo Super Size,Pumpkaboo,Super Size,6,Common,,False,Ghost,Grass,335,59,66,70,44,55,41,https://img.pokemondb.net/sprites/sword-shield/icon/pumpkaboo-super.png,,,,
710,Pumpkaboo Large Size,Pumpkaboo,Large Size,6,Common,,False,Ghost,Grass,335,54,66,70,44,55,46,https://img.pokemondb.net/sprites/sword-shield/icon/pumpkaboo-large.png,,,,
710,Pumpkaboo Small Size,Pumpkaboo,Small Size,6,Common,,False,Ghost,Grass,335,44,66,70,44,55,56,https://img.pokemondb.net/sprites/sword-shield/icon/pumpkaboo-small.png,,,,
710,Pumpkaboo Average Size,Pumpkaboo,Average Size,6,Common,,False,Ghost,Grass,335,49,66,70,44,55,51,https://img.pokemondb.net/sprites/sword-shield/icon/pumpkaboo-average.png,,,,
711,Gourgeist Super Size,Gourgeist,Super Size,6,Common,Pumpkaboo,False,Ghost,Grass,494,85,100,122,58,75,54,https://img.pokemondb.net/sprites/sword-shield/icon/gourgeist-super.png,,-,-,-
711,Gourgeist Large Size,Gourgeist,Large Size,6,Common,Pumpkaboo,False,Ghost,Grass,494,75,95,122,58,75,69,https://img.pokemondb.net/sprites/sword-shield/icon/gourgeist-large.png,,-,-,-
711,Gourgeist Small Size,Gourgeist,Small Size,6,Common,Pumpkaboo,False,Ghost,Grass,494,55,85,122,58,75,99,https://img.pokemondb.net/sprites/sword-shield/icon/gourgeist-small.png,,-,-,-
711,Gourgeist Average Size,Gourgeist,Average Size,6,Common,Pumpkaboo,False,Ghost,Grass,494,65,90,122,58,75,84,https://img.pokemondb.net/sprites/sword-shield/icon/gourgeist-average.png,,,,
712,Bergmite,Bergmite,,6,Common,,False,Ice,,304,55,69,85,32,35,28,https://img.pokemondb.net/sprites/sword-shield/icon/bergmite.png,Permitted,,,
713,Hisuian Avalugg,Avalugg,Hisuian,6,Common,Bergmite,False,Ice,Rock,514,95,127,184,34,36,38,https://img.pokemondb.net/s.png,,,,
713,Avalugg,Avalugg,,6,Common,Bergmite,False,Ice,,514,95,117,184,44,46,28,https://img.pokemondb.net/sprites/sword-shield/icon/avalugg.png,Permitted,,,
714,Noibat,Noibat,,6,Common,,False,Flying,Dragon,245,40,30,35,45,40,55,https://img.pokemondb.net/sprites/sword-shield/icon/noibat.png,Permitted,,,
715,Noivern,Noivern,,6,Common,Noibat,False,Flying,Dragon,535,85,70,80,97,80,123,https://img.pokemondb.net/sprites/sword-shield/icon/noivern.png,Permitted,-,-,-
716,Xerneas,Xerneas,,6,Legendary,,False,Fairy,,680,126,131,95,131,98,99,https://img.pokemondb.net/sprites/sword-shield/icon/xerneas.png,Restricted (players can include two Restricted Pokémon in their team),69,4,28
717,Yveltal,Yveltal,,6,Legendary,,False,Dark,Flying,680,126,131,95,131,98,99,https://img.pokemondb.net/sprites/sword-shield/icon/yveltal.png,Restricted (players can include two Restricted Pokémon in their team),316,11,16
718,Zygarde Complete Forme,Zygarde,Complete Forme,6,Legendary,,False,Dragon,Ground,708,216,100,121,91,95,85,https://img.pokemondb.net/sprites/sword-shield/icon/zygarde-complete.png,,42,1,63
718,Zygarde 10% Forme,Zygarde,10% Forme,6,Legendary,,False,Dragon,Ground,486,54,100,71,61,85,115,https://img.pokemondb.net/sprites/sword-shield/icon/zygarde-10.png,,,,
718,Zygarde 50% Forme,Zygarde,50% Forme,6,Legendary,,False,Dragon,Ground,600,108,100,121,81,95,95,https://img.pokemondb.net/sprites/sword-shield/icon/zygarde-50.png,,,,
719,Mega Diancie,Diancie,Mega,6,Mythical,Diancie,False,Rock,Fairy,700,50,160,110,160,110,110,https://img.pokemondb.net/sprites/sword-shield/icon/diancie-mega.png,Banned,,,
719,Diancie,Diancie,,6,Mythical,,False,Rock,Fairy,600,50,100,150,100,150,50,https://img.pokemondb.net/sprites/sword-shield/icon/diancie.png,Banned,,,
720,Hoopa Unbound,Hoopa,Unbound,6,Mythical,,False,Psychic,Dark,680,80,160,60,170,130,80,https://img.pokemondb.net/sprites/sword-shield/icon/hoopa-unbound.png,,,,
720,Hoopa Confined,Hoopa,Confined,6,Mythical,,False,Psychic,Ghost,600,80,110,60,150,130,70,https://img.pokemondb.net/sprites/sword-shield/icon/hoopa-confined.png,,,,
721,Volcanion,Volcanion,,6,Mythical,,False,Fire,Water,600,80,110,120,130,90,70,https://img.pokemondb.net/sprites/sword-shield/icon/volcanion.png,Banned,,,
722,Rowlet,Rowlet,,7,Common,,False,Grass,Flying,320,68,55,55,50,50,42,https://img.pokemondb.net/sprites/sword-shield/icon/rowlet.png,Permitted,,,
723,Dartrix,Dartrix,,7,Common,Rowlet,False,Grass,Flying,420,78,75,75,70,70,52,https://img.pokemondb.net/sprites/sword-shield/icon/dartrix.png,Permitted,,,
724,Hisuian Decidueye,Decidueye,Hisuian,7,Common,Dartrix,False,Grass,Fighting,530,88,112,80,95,95,60,https://img.pokemondb.net/s.png,,,,
724,Decidueye,Decidueye,,7,Common,Dartrix,False,Grass,Ghost,530,78,107,75,100,100,70,https://img.pokemondb.net/sprites/sword-shield/icon/decidueye.png,Permitted,-,-,-
725,Litten,Litten,,7,Common,,False,Fire,,320,45,65,40,60,40,70,https://img.pokemondb.net/sprites/sword-shield/icon/litten.png,Permitted,,,
726,Torracat,Torracat,,7,Common,Litten,False,Fire,,420,65,85,50,80,50,90,https://img.pokemondb.net/sprites/sword-shield/icon/torracat.png,Permitted,-,-,-
727,Incineroar,Incineroar,,7,Common,Torracat,False,Fire,Dark,530,95,115,90,80,90,60,https://img.pokemondb.net/sprites/sword-shield/icon/incineroar.png,Permitted,1124,59,2
728,Popplio,Popplio,,7,Common,,False,Water,,320,50,54,54,66,56,40,https://img.pokemondb.net/sprites/sword-shield/icon/popplio.png,Permitted,,,
729,Brionne,Brionne,,7,Common,Popplio,False,Water,,420,60,69,69,91,81,50,https://img.pokemondb.net/sprites/sword-shield/icon/brionne.png,Permitted,,,
730,Primarina,Primarina,,7,Common,Brionne,False,Water,Fairy,530,80,74,74,126,116,60,https://img.pokemondb.net/sprites/sword-shield/icon/primarina.png,Permitted,11,0,141
731,Pikipek,Pikipek,,7,Common,,False,Normal,Flying,265,35,75,30,30,30,65,https://img.pokemondb.net/sprites/sword-shield/icon/pikipek.png,,,,
732,Trumbeak,Trumbeak,,7,Common,Pikipek,False,Normal,Flying,355,55,85,50,40,50,75,https://img.pokemondb.net/sprites/sword-shield/icon/trumbeak.png,,,,
733,Toucannon,Toucannon,,7,Common,Trumbeak,False,Normal,Flying,485,80,120,75,75,75,60,https://img.pokemondb.net/sprites/sword-shield/icon/toucannon.png,,,,
734,Yungoos,Yungoos,,7,Common,,False,Normal,,253,48,70,30,30,30,45,https://img.pokemondb.net/sprites/sword-shield/icon/yungoos.png,,,,
735,Gumshoos,Gumshoos,,7,Common,Yungoos,False,Normal,,418,88,110,60,55,60,45,https://img.pokemondb.net/sprites/sword-shield/icon/gumshoos.png,,,,
736,Grubbin,Grubbin,,7,Common,,False,Bug,,300,47,62,45,55,45,46,https://img.pokemondb.net/sprites/sword-shield/icon/grubbin.png,Permitted,,,
737,Charjabug,Charjabug,,7,Common,Grubbin,False,Bug,Electric,400,57,82,95,55,75,36,https://img.pokemondb.net/sprites/sword-shield/icon/charjabug.png,Permitted,-,-,-
738,Vikavolt,Vikavolt,,7,Common,Charjabug,False,Bug,Electric,500,77,70,90,145,75,43,https://img.pokemondb.net/sprites/sword-shield/icon/vikavolt.png,Permitted,3,0,193
739,Crabrawler,Crabrawler,,7,Common,,False,Fighting,,338,47,82,57,42,47,63,https://img.pokemondb.net/sprites/sword-shield/icon/crabrawler.png,,,,
740,Crabominable,Crabominable,,7,Common,Crabrawler,False,Fighting,Ice,478,97,132,77,62,67,43,https://img.pokemondb.net/sprites/sword-shield/icon/crabominable.png,,,,
741,Oricorio Pa'u Style,Oricorio,Pa'u Style,7,Common,,False,Psychic,Flying,476,75,70,70,98,70,93,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-pau.png,,,,
741,Oricorio Pom-Pom Style,Oricorio,Pom-Pom Style,7,Common,,False,Electric,Flying,476,75,70,70,98,70,93,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-pom-pom.png,,,,
741,Oricorio Sensu Style,Oricorio,Sensu Style,7,Common,,False,Ghost,Flying,476,75,70,70,98,70,93,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-sensu.png,,,,
741,Oricorio Baile Style,Oricorio,Baile Style,7,Common,,False,Fire,Flying,476,75,70,70,98,70,93,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-baile.png,,,,
742,Cutiefly,Cutiefly,,7,Common,,False,Bug,Fairy,304,40,45,40,55,40,84,https://img.pokemondb.net/sprites/sword-shield/icon/cutiefly.png,Permitted,,,
743,Ribombee,Ribombee,,7,Common,Cutiefly,False,Bug,Fairy,464,60,55,60,95,70,124,https://img.pokemondb.net/sprites/sword-shield/icon/ribombee.png,Permitted,-,-,-
744,Rockruff,Rockruff,,7,Common,,False,Rock,,280,45,65,40,30,40,60,https://img.pokemondb.net/sprites/sword-shield/icon/rockruff.png,Permitted,,,
744,Own Tempo Rockruff,Rockruff,Own Tempo,7,Common,,False,Rock,,280,45,65,40,30,40,60,https://img.pokemondb.net/sprites/sword-shield/icon/rockruff-own-tempo.png,,,,
745,Lycanroc Midday Form,Lycanroc,Midday Form,7,Common,Rockruff,False,Rock,,487,75,115,65,55,65,112,https://img.pokemondb.net/sprites/sword-shield/icon/lycanroc-midday.png,,-,-,-
745,Lycanroc Midnight Form,Lycanroc,Midnight Form,7,Common,Rockruff,False,Rock,,487,85,115,75,55,75,82,https://img.pokemondb.net/sprites/sword-shield/icon/lycanroc-midnight.png,,-,-,-
745,Lycanroc Dusk Form,Lycanroc,Dusk Form,7,Common,Rockruff,False,Rock,,487,75,117,65,55,65,110,https://img.pokemondb.net/sprites/sword-shield/icon/lycanroc-dusk.png,,-,-,-
746,Wishiwashi Solo Form,Wishiwashi,Solo Form,7,Common,,False,Water,,175,45,20,20,25,25,40,https://img.pokemondb.net/sprites/sword-shield/icon/wishiwashi-solo.png,,1,0,197
746,Wishiwashi School Form,Wishiwashi,School Form,7,Common,,False,Water,,620,45,140,130,140,135,30,https://img.pokemondb.net/sprites/sword-shield/icon/wishiwashi-school.png,,,,
747,Mareanie,Mareanie,,7,Common,,False,Poison,Water,305,50,53,62,43,52,45,https://img.pokemondb.net/sprites/sword-shield/icon/mareanie.png,Permitted,,,
748,Toxapex,Toxapex,,7,Common,Mareanie,False,Poison,Water,495,50,63,152,53,142,35,https://img.pokemondb.net/sprites/sword-shield/icon/toxapex.png,Permitted,5,0,124
749,Mudbray,Mudbray,,7,Common,,False,Ground,,385,70,100,70,45,55,45,https://img.pokemondb.net/sprites/sword-shield/icon/mudbray.png,Permitted,,,
750,Mudsdale,Mudsdale,,7,Common,Mudbray,False,Ground,,500,100,125,100,55,85,35,https://img.pokemondb.net/sprites/sword-shield/icon/mudsdale.png,Permitted,6,0,154
751,Dewpider,Dewpider,,7,Common,,False,Water,Bug,269,38,40,52,40,72,27,https://img.pokemondb.net/sprites/sword-shield/icon/dewpider.png,Permitted,,,
752,Araquanid,Araquanid,,7,Common,Dewpider,False,Water,Bug,454,68,70,92,50,132,42,https://img.pokemondb.net/sprites/sword-shield/icon/araquanid.png,Permitted,15,1,69
753,Fomantis,Fomantis,,7,Common,,False,Grass,,250,40,55,35,50,35,35,https://img.pokemondb.net/sprites/sword-shield/icon/fomantis.png,Permitted,,,
754,Lurantis,Lurantis,,7,Common,Fomantis,False,Grass,,480,70,105,90,80,90,45,https://img.pokemondb.net/sprites/sword-shield/icon/lurantis.png,Permitted,4,0,164
755,Morelull,Morelull,,7,Common,,False,Grass,Fairy,285,40,35,55,65,75,15,https://img.pokemondb.net/sprites/sword-shield/icon/morelull.png,Permitted,,,
756,Shiinotic,Shiinotic,,7,Common,Morelull,False,Grass,Fairy,405,60,45,80,90,100,30,https://img.pokemondb.net/sprites/sword-shield/icon/shiinotic.png,Permitted,-,-,-
757,Salandit,Salandit,,7,Common,,False,Poison,Fire,320,48,44,40,71,40,77,https://img.pokemondb.net/sprites/sword-shield/icon/salandit.png,Permitted,,,
758,Salazzle,Salazzle,,7,Common,Salandit,False,Poison,Fire,480,68,64,60,111,60,117,https://img.pokemondb.net/sprites/sword-shield/icon/salazzle.png,Permitted,-,-,-
759,Stufful,Stufful,,7,Common,,False,Normal,Fighting,340,70,75,50,45,50,50,https://img.pokemondb.net/sprites/sword-shield/icon/stufful.png,Permitted,,,
760,Bewear,Bewear,,7,Common,Stufful,False,Normal,Fighting,500,120,125,80,55,60,60,https://img.pokemondb.net/sprites/sword-shield/icon/bewear.png,Permitted,-,-,-
761,Bounsweet,Bounsweet,,7,Common,,False,Grass,,210,42,30,38,30,38,32,https://img.pokemondb.net/sprites/sword-shield/icon/bounsweet.png,Permitted,,,
762,Steenee,Steenee,,7,Common,Bounsweet,False,Grass,,290,52,40,48,40,48,62,https://img.pokemondb.net/sprites/sword-shield/icon/steenee.png,Permitted,,,
763,Tsareena,Tsareena,,7,Common,Steenee,False,Grass,,510,72,120,98,50,98,72,https://img.pokemondb.net/sprites/sword-shield/icon/tsareena.png,Permitted,26,0,85
764,Comfey,Comfey,,7,Common,,False,Fairy,,485,51,52,90,82,110,100,https://img.pokemondb.net/sprites/sword-shield/icon/comfey.png,Permitted,54,1,58
765,Oranguru,Oranguru,,7,Common,,False,Normal,Psychic,490,90,60,80,90,110,60,https://img.pokemondb.net/sprites/sword-shield/icon/oranguru.png,Permitted,17,0,129
766,Passimian,Passimian,,7,Common,,False,Fighting,,490,100,120,90,40,60,80,https://img.pokemondb.net/sprites/sword-shield/icon/passimian.png,Permitted,-,-,-
767,Wimpod,Wimpod,,7,Common,,False,Bug,Water,230,25,35,40,20,30,80,https://img.pokemondb.net/sprites/sword-shield/icon/wimpod.png,Permitted,,,
768,Golisopod,Golisopod,,7,Common,Wimpod,False,Bug,Water,530,75,125,140,60,90,40,https://img.pokemondb.net/sprites/sword-shield/icon/golisopod.png,Permitted,-,-,-
769,Sandygast,Sandygast,,7,Common,,False,Ghost,Ground,320,55,55,80,70,45,15,https://img.pokemondb.net/sprites/sword-shield/icon/sandygast.png,Permitted,,,
770,Palossand,Palossand,,7,Common,Sandygast,False,Ghost,Ground,480,85,75,110,100,75,35,https://img.pokemondb.net/sprites/sword-shield/icon/palossand.png,Permitted,5,0,217
771,Pyukumuku,Pyukumuku,,7,Common,,False,Water,,410,55,60,130,30,130,5,https://img.pokemondb.net/sprites/sword-shield/icon/pyukumuku.png,Permitted,,,
772,Type: Null,Type:,Null,7,Common,,False,Normal,,534,95,95,95,95,95,59,https://img.pokemondb.net/sprites/sword-shield/icon/type-null.png,,,,
773,Silvally,Silvally,,7,Common,Type-null,False,Normal,,570,95,95,95,95,95,95,https://img.pokemondb.net/sprites/sword-shield/icon/silvally.png,Permitted,2,0,206
774,Minior Meteor Form,Minior,Meteor Form,7,Common,,False,Rock,Flying,440,60,60,100,60,100,60,https://img.pokemondb.net/sprites/sword-shield/icon/minior-meteor.png,,,,
774,Minior Core Form,Minior,Core Form,7,Common,,False,Rock,Flying,500,60,100,60,100,60,120,https://img.pokemondb.net/sprites/sword-shield/icon/minior-core.png,,,,
775,Komala,Komala,,7,Common,,False,Normal,,480,65,115,65,75,95,65,https://img.pokemondb.net/sprites/sword-shield/icon/komala.png,,,,
776,Turtonator,Turtonator,,7,Common,,False,Fire,Dragon,485,60,78,135,91,85,36,https://img.pokemondb.net/sprites/sword-shield/icon/turtonator.png,Permitted,-,-,-
777,Togedemaru,Togedemaru,,7,Common,,False,Electric,Steel,435,65,98,63,40,73,96,https://img.pokemondb.net/sprites/sword-shield/icon/togedemaru.png,Permitted,7,0,131
778,Mimikyu,Mimikyu,,7,Common,,False,Ghost,Fairy,476,55,90,80,50,105,96,https://img.pokemondb.net/sprites/sword-shield/icon/mimikyu.png,Permitted,114,2,44
779,Bruxish,Bruxish,,7,Common,,False,Water,Psychic,475,68,105,70,70,70,92,https://img.pokemondb.net/sprites/sword-shield/icon/bruxish.png,,,,
780,Drampa,Drampa,,7,Common,,False,Normal,Dragon,485,78,60,85,135,91,36,https://img.pokemondb.net/sprites/sword-shield/icon/drampa.png,Permitted,4,0,226
781,Dhelmise,Dhelmise,,7,Common,,False,Ghost,Grass,517,70,131,100,86,90,40,https://img.pokemondb.net/sprites/sword-shield/icon/dhelmise.png,Permitted,-,-,-
782,Jangmo-o,Jangmo-o,,7,Common,,False,Dragon,,300,45,55,65,45,45,45,https://img.pokemondb.net/sprites/sword-shield/icon/jangmo-o.png,Permitted,,,
783,Hakamo-o,Hakamo-o,,7,Common,Jangmo-o,False,Dragon,Fighting,420,55,75,90,65,70,65,https://img.pokemondb.net/sprites/sword-shield/icon/hakamo-o.png,Permitted,,,
