,index,Name,Generation,Description,Pokemon
106,103,Keen Eye,3,Prevents other Pokémon from lowering accuracy.,"[{'is_hidden': False, 'pokemon': {'name': 'pidgey', 'url': 'https://pokeapi.co/api/v2/pokemon/16/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'pidgeotto', 'url': 'https://pokeapi.co/api/v2/pokemon/17/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'pidgeot', 'url': 'https://pokeapi.co/api/v2/pokemon/18/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'spearow', 'url': 'https://pokeapi.co/api/v2/pokemon/21/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'fearow', 'url': 'https://pokeapi.co/api/v2/pokemon/22/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'farfetchd', 'url': 'https://pokeapi.co/api/v2/pokemon/83/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'hitmonchan', 'url': 'https://pokeapi.co/api/v2/pokemon/107/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'sentret', 'url': 'https://pokeapi.co/api/v2/pokemon/161/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'furret', 'url': 'https://pokeapi.co/api/v2/pokemon/162/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'hoothoot', 'url': 'https://pokeapi.co/api/v2/pokemon/163/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'noctowl', 'url': 'https://pokeapi.co/api/v2/pokemon/164/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'sneasel', 'url': 'https://pokeapi.co/api/v2/pokemon/215/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'skarmory', 'url': 'https://pokeapi.co/api/v2/pokemon/227/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'wingull', 'url': 'https://pokeapi.co/api/v2/pokemon/278/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'pelipper', 'url': 'https://pokeapi.co/api/v2/pokemon/279/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'sableye', 'url': 'https://pokeapi.co/api/v2/pokemon/302/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'starly', 'url': 'https://pokeapi.co/api/v2/pokemon/396/'}, 'slot': 1}, {'is_hidden': True, 'pokemon': {'name': 'glameow', 'url': 'https://pokeapi.co/api/v2/pokemon/431/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'stunky', 'url': 'https://pokeapi.co/api/v2/pokemon/434/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'skuntank', 'url': 'https://pokeapi.co/api/v2/pokemon/435/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'chatot', 'url': 'https://pokeapi.co/api/v2/pokemon/441/'}, 'slot': 1}, {'is_hidden': True, 'pokemon': {'name': 'skorupi', 'url': 'https://pokeapi.co/api/v2/pokemon/451/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'drapion', 'url': 'https://pokeapi.co/api/v2/pokemon/452/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'patrat', 'url': 'https://pokeapi.co/api/v2/pokemon/504/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'watchog', 'url': 'https://pokeapi.co/api/v2/pokemon/505/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'ducklett', 'url': 'https://pokeapi.co/api/v2/pokemon/580/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'swanna', 'url': 'https://pokeapi.co/api/v2/pokemon/581/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'rufflet', 'url': 'https://pokeapi.co/api/v2/pokemon/627/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'braviary', 'url': 'https://pokeapi.co/api/v2/pokemon/628/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'espurr', 'url': 'https://pokeapi.co/api/v2/pokemon/677/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'meowstic-male', 'url': 'https://pokeapi.co/api/v2/pokemon/678/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'pikipek', 'url': 'https://pokeapi.co/api/v2/pokemon/731/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'trumbeak', 'url': 'https://pokeapi.co/api/v2/pokemon/732/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'toucannon', 'url': 'https://pokeapi.co/api/v2/pokemon/733/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'rockruff', 'url': 'https://pokeapi.co/api/v2/pokemon/744/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'lycanroc-midday', 'url': 'https://pokeapi.co/api/v2/pokemon/745/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'rookidee', 'url': 'https://pokeapi.co/api/v2/pokemon/821/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'corvisquire', 'url': 'https://pokeapi.co/api/v2/pokemon/822/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'meowstic-female', 'url': 'https://pokeapi.co/api/v2/pokemon/10025/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'lycanroc-midnight', 'url': 'https://pokeapi.co/api/v2/pokemon/10126/'}, 'slot': 1}]"
107,104,Klutz,4,The Pokémon can't use any held items.,"[{'is_hidden': False, 'pokemon': {'name': 'buneary', 'url': 'https://pokeapi.co/api/v2/pokemon/427/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'lopunny', 'url': 'https://pokeapi.co/api/v2/pokemon/428/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'woobat', 'url': 'https://pokeapi.co/api/v2/pokemon/527/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'swoobat', 'url': 'https://pokeapi.co/api/v2/pokemon/528/'}, 'slot': 2}, {'is_hidden': True, 'pokemon': {'name': 'audino', 'url': 'https://pokeapi.co/api/v2/pokemon/531/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'golett', 'url': 'https://pokeapi.co/api/v2/pokemon/622/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'golurk', 'url': 'https://pokeapi.co/api/v2/pokemon/623/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'stufful', 'url': 'https://pokeapi.co/api/v2/pokemon/759/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'bewear', 'url': 'https://pokeapi.co/api/v2/pokemon/760/'}, 'slot': 2}, {'is_hidden': True, 'pokemon': {'name': 'toxel', 'url': 'https://pokeapi.co/api/v2/pokemon/848/'}, 'slot': 3}]"
108,105,Leaf Guard,4,Prevents problems with status in sunny weather.,"[{'is_hidden': False, 'pokemon': {'name': 'tangela', 'url': 'https://pokeapi.co/api/v2/pokemon/114/'}, 'slot': 2}, {'is_hidden': True, 'pokemon': {'name': 'chikorita', 'url': 'https://pokeapi.co/api/v2/pokemon/152/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'bayleef', 'url': 'https://pokeapi.co/api/v2/pokemon/153/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'meganium', 'url': 'https://pokeapi.co/api/v2/pokemon/154/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'hoppip', 'url': 'https://pokeapi.co/api/v2/pokemon/187/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'skiploom', 'url': 'https://pokeapi.co/api/v2/pokemon/188/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'jumpluff', 'url': 'https://pokeapi.co/api/v2/pokemon/189/'}, 'slot': 2}, {'is_hidden': True, 'pokemon': {'name': 'roselia', 'url': 'https://pokeapi.co/api/v2/pokemon/315/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'budew', 'url': 'https://pokeapi.co/api/v2/pokemon/406/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'tangrowth', 'url': 'https://pokeapi.co/api/v2/pokemon/465/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'leafeon', 'url': 'https://pokeapi.co/api/v2/pokemon/470/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'swadloon', 'url': 'https://pokeapi.co/api/v2/pokemon/541/'}, 'slot': 1}, {'is_hidden': True, 'pokemon': {'name': 'petilil', 'url': 'https://pokeapi.co/api/v2/pokemon/548/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'lilligant', 'url': 'https://pokeapi.co/api/v2/pokemon/549/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'fomantis', 'url': 'https://pokeapi.co/api/v2/pokemon/753/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'lurantis', 'url': 'https://pokeapi.co/api/v2/pokemon/754/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'bounsweet', 'url': 'https://pokeapi.co/api/v2/pokemon/761/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'steenee', 'url': 'https://pokeapi.co/api/v2/pokemon/762/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'tsareena', 'url': 'https://pokeapi.co/api/v2/pokemon/763/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'zarude', 'url': 'https://pokeapi.co/api/v2/pokemon/893/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'lurantis-totem', 'url': 'https://pokeapi.co/api/v2/pokemon/10128/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'zarude-dada', 'url': 'https://pokeapi.co/api/v2/pokemon/10192/'}, 'slot': 1}]"
109,106,Levitate,3,Gives immunity to Ground type moves.,"[{'is_hidden': False, 'pokemon': {'name': 'gastly', 'url': 'https://pokeapi.co/api/v2/pokemon/92/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'haunter', 'url': 'https://pokeapi.co/api/v2/pokemon/93/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'koffing', 'url': 'https://pokeapi.co/api/v2/pokemon/109/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'weezing', 'url': 'https://pokeapi.co/api/v2/pokemon/110/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'misdreavus', 'url': 'https://pokeapi.co/api/v2/pokemon/200/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'unown', 'url': 'https://pokeapi.co/api/v2/pokemon/201/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'vibrava', 'url': 'https://pokeapi.co/api/v2/pokemon/329/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'flygon', 'url': 'https://pokeapi.co/api/v2/pokemon/330/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'lunatone', 'url': 'https://pokeapi.co/api/v2/pokemon/337/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'solrock', 'url': 'https://pokeapi.co/api/v2/pokemon/338/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'baltoy', 'url': 'https://pokeapi.co/api/v2/pokemon/343/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'claydol', 'url': 'https://pokeapi.co/api/v2/pokemon/344/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'duskull', 'url': 'https://pokeapi.co/api/v2/pokemon/355/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'chimecho', 'url': 'https://pokeapi.co/api/v2/pokemon/358/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'latias', 'url': 'https://pokeapi.co/api/v2/pokemon/380/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'latios', 'url': 'https://pokeapi.co/api/v2/pokemon/381/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'mismagius', 'url': 'https://pokeapi.co/api/v2/pokemon/429/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'chingling', 'url': 'https://pokeapi.co/api/v2/pokemon/433/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'bronzor', 'url': 'https://pokeapi.co/api/v2/pokemon/436/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'bronzong', 'url': 'https://pokeapi.co/api/v2/pokemon/437/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'carnivine', 'url': 'https://pokeapi.co/api/v2/pokemon/455/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'rotom', 'url': 'https://pokeapi.co/api/v2/pokemon/479/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'uxie', 'url': 'https://pokeapi.co/api/v2/pokemon/480/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'mesprit', 'url': 'https://pokeapi.co/api/v2/pokemon/481/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'azelf', 'url': 'https://pokeapi.co/api/v2/pokemon/482/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'cresselia', 'url': 'https://pokeapi.co/api/v2/pokemon/488/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'tynamo', 'url': 'https://pokeapi.co/api/v2/pokemon/602/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'eelektrik', 'url': 'https://pokeapi.co/api/v2/pokemon/603/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'eelektross', 'url': 'https://pokeapi.co/api/v2/pokemon/604/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'cryogonal', 'url': 'https://pokeapi.co/api/v2/pokemon/615/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'hydreigon', 'url': 'https://pokeapi.co/api/v2/pokemon/635/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'vikavolt', 'url': 'https://pokeapi.co/api/v2/pokemon/738/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'giratina-origin', 'url': 'https://pokeapi.co/api/v2/pokemon/10007/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'rotom-heat', 'url': 'https://pokeapi.co/api/v2/pokemon/10008/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'rotom-wash', 'url': 'https://pokeapi.co/api/v2/pokemon/10009/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'rotom-frost', 'url': 'https://pokeapi.co/api/v2/pokemon/10010/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'rotom-fan', 'url': 'https://pokeapi.co/api/v2/pokemon/10011/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'rotom-mow', 'url': 'https://pokeapi.co/api/v2/pokemon/10012/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'latias-mega', 'url': 'https://pokeapi.co/api/v2/pokemon/10062/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'latios-mega', 'url': 'https://pokeapi.co/api/v2/pokemon/10063/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'vikavolt-totem', 'url': 'https://pokeapi.co/api/v2/pokemon/10122/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'weezing-galar', 'url': 'https://pokeapi.co/api/v2/pokemon/10167/'}, 'slot': 1}]"
110,107,Libero,8,Changes the Pokémon's type to its last used move.,"[{'is_hidden': True, 'pokemon': {'name': 'scorbunny', 'url': 'https://pokeapi.co/api/v2/pokemon/813/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'raboot', 'url': 'https://pokeapi.co/api/v2/pokemon/814/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'cinderace', 'url': 'https://pokeapi.co/api/v2/pokemon/815/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'cinderace-gmax', 'url': 'https://pokeapi.co/api/v2/pokemon/10210/'}, 'slot': 3}]"
111,108,Light Metal,5,Halves the Pokémon's weight.,"[{'is_hidden': True, 'pokemon': {'name': 'scizor', 'url': 'https://pokeapi.co/api/v2/pokemon/212/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'beldum', 'url': 'https://pokeapi.co/api/v2/pokemon/374/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'metang', 'url': 'https://pokeapi.co/api/v2/pokemon/375/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'metagross', 'url': 'https://pokeapi.co/api/v2/pokemon/376/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'registeel', 'url': 'https://pokeapi.co/api/v2/pokemon/379/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'duraludon', 'url': 'https://pokeapi.co/api/v2/pokemon/884/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'duraludon-gmax', 'url': 'https://pokeapi.co/api/v2/pokemon/10225/'}, 'slot': 1}]"
112,109,Lightning Rod,3,Draws in all Electric-type moves to up Sp. Attack.,"[{'is_hidden': True, 'pokemon': {'name': 'pikachu', 'url': 'https://pokeapi.co/api/v2/pokemon/25/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'raichu', 'url': 'https://pokeapi.co/api/v2/pokemon/26/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'cubone', 'url': 'https://pokeapi.co/api/v2/pokemon/104/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'marowak', 'url': 'https://pokeapi.co/api/v2/pokemon/105/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'rhyhorn', 'url': 'https://pokeapi.co/api/v2/pokemon/111/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'rhydon', 'url': 'https://pokeapi.co/api/v2/pokemon/112/'}, 'slot': 1}, {'is_hidden': True, 'pokemon': {'name': 'goldeen', 'url': 'https://pokeapi.co/api/v2/pokemon/118/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'seaking', 'url': 'https://pokeapi.co/api/v2/pokemon/119/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'pichu', 'url': 'https://pokeapi.co/api/v2/pokemon/172/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'electrike', 'url': 'https://pokeapi.co/api/v2/pokemon/309/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'manectric', 'url': 'https://pokeapi.co/api/v2/pokemon/310/'}, 'slot': 2}, {'is_hidden': True, 'pokemon': {'name': 'plusle', 'url': 'https://pokeapi.co/api/v2/pokemon/311/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'rhyperior', 'url': 'https://pokeapi.co/api/v2/pokemon/464/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'blitzle', 'url': 'https://pokeapi.co/api/v2/pokemon/522/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'zebstrika', 'url': 'https://pokeapi.co/api/v2/pokemon/523/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'togedemaru', 'url': 'https://pokeapi.co/api/v2/pokemon/777/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'pincurchin', 'url': 'https://pokeapi.co/api/v2/pokemon/871/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'sceptile-mega', 'url': 'https://pokeapi.co/api/v2/pokemon/10065/'}, 'slot': 1}, {'is_hidden': True, 'pokemon': {'name': 'pikachu-rock-star', 'url': 'https://pokeapi.co/api/v2/pokemon/10080/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'pikachu-belle', 'url': 'https://pokeapi.co/api/v2/pokemon/10081/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'pikachu-pop-star', 'url': 'https://pokeapi.co/api/v2/pokemon/10082/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'pikachu-phd', 'url': 'https://pokeapi.co/api/v2/pokemon/10083/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'pikachu-libre', 'url': 'https://pokeapi.co/api/v2/pokemon/10084/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'pikachu-cosplay', 'url': 'https://pokeapi.co/api/v2/pokemon/10085/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'pikachu-original-cap', 'url': 'https://pokeapi.co/api/v2/pokemon/10094/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'pikachu-hoenn-cap', 'url': 'https://pokeapi.co/api/v2/pokemon/10095/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'pikachu-sinnoh-cap', 'url': 'https://pokeapi.co/api/v2/pokemon/10096/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'pikachu-unova-cap', 'url': 'https://pokeapi.co/api/v2/pokemon/10097/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'pikachu-kalos-cap', 'url': 'https://pokeapi.co/api/v2/pokemon/10098/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'pikachu-alola-cap', 'url': 'https://pokeapi.co/api/v2/pokemon/10099/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'marowak-alola', 'url': 'https://pokeapi.co/api/v2/pokemon/10115/'}, 'slot': 2}, {'is_hidden': True, 'pokemon': {'name': 'pikachu-partner-cap', 'url': 'https://pokeapi.co/api/v2/pokemon/10148/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'marowak-totem', 'url': 'https://pokeapi.co/api/v2/pokemon/10149/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'togedemaru-totem', 'url': 'https://pokeapi.co/api/v2/pokemon/10154/'}, 'slot': 2}, {'is_hidden': True, 'pokemon': {'name': 'pikachu-starter', 'url': 'https://pokeapi.co/api/v2/pokemon/10158/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'pikachu-world-cap', 'url': 'https://pokeapi.co/api/v2/pokemon/10160/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'pikachu-gmax', 'url': 'https://pokeapi.co/api/v2/pokemon/10199/'}, 'slot': 3}]"
113,110,Limber,3,The Pokémon is protected from paralysis.,"[{'is_hidden': False, 'pokemon': {'name': 'persian', 'url': 'https://pokeapi.co/api/v2/pokemon/53/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'hitmonlee', 'url': 'https://pokeapi.co/api/v2/pokemon/106/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'ditto', 'url': 'https://pokeapi.co/api/v2/pokemon/132/'}, 'slot': 1}, {'is_hidden': True, 'pokemon': {'name': 'buneary', 'url': 'https://pokeapi.co/api/v2/pokemon/427/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'lopunny', 'url': 'https://pokeapi.co/api/v2/pokemon/428/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'glameow', 'url': 'https://pokeapi.co/api/v2/pokemon/431/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'purrloin', 'url': 'https://pokeapi.co/api/v2/pokemon/509/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'liepard', 'url': 'https://pokeapi.co/api/v2/pokemon/510/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'stunfisk', 'url': 'https://pokeapi.co/api/v2/pokemon/618/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'hawlucha', 'url': 'https://pokeapi.co/api/v2/pokemon/701/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'mareanie', 'url': 'https://pokeapi.co/api/v2/pokemon/747/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'toxapex', 'url': 'https://pokeapi.co/api/v2/pokemon/748/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'clobbopus', 'url': 'https://pokeapi.co/api/v2/pokemon/852/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'grapploct', 'url': 'https://pokeapi.co/api/v2/pokemon/853/'}, 'slot': 1}]"
114,111,Liquid Ooze,3,Damages attackers using any draining move.,"[{'is_hidden': False, 'pokemon': {'name': 'tentacool', 'url': 'https://pokeapi.co/api/v2/pokemon/72/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'tentacruel', 'url': 'https://pokeapi.co/api/v2/pokemon/73/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'gulpin', 'url': 'https://pokeapi.co/api/v2/pokemon/316/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'swalot', 'url': 'https://pokeapi.co/api/v2/pokemon/317/'}, 'slot': 1}]"
115,112,Liquid Voice,7,All sound-based moves become Water-type moves.,"[{'is_hidden': True, 'pokemon': {'name': 'popplio', 'url': 'https://pokeapi.co/api/v2/pokemon/728/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'brionne', 'url': 'https://pokeapi.co/api/v2/pokemon/729/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'primarina', 'url': 'https://pokeapi.co/api/v2/pokemon/730/'}, 'slot': 3}]"
116,113,Long Reach,7,The Pokémon uses its moves without making contact with the target.,"[{'is_hidden': True, 'pokemon': {'name': 'rowlet', 'url': 'https://pokeapi.co/api/v2/pokemon/722/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'dartrix', 'url': 'https://pokeapi.co/api/v2/pokemon/723/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'decidueye', 'url': 'https://pokeapi.co/api/v2/pokemon/724/'}, 'slot': 3}]"
117,114,Magic Bounce,5,Reflects status- changing moves.,"[{'is_hidden': True, 'pokemon': {'name': 'natu', 'url': 'https://pokeapi.co/api/v2/pokemon/177/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'xatu', 'url': 'https://pokeapi.co/api/v2/pokemon/178/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'espeon', 'url': 'https://pokeapi.co/api/v2/pokemon/196/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'hatenna', 'url': 'https://pokeapi.co/api/v2/pokemon/856/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'hattrem', 'url': 'https://pokeapi.co/api/v2/pokemon/857/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'hatterene', 'url': 'https://pokeapi.co/api/v2/pokemon/858/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'absol-mega', 'url': 'https://pokeapi.co/api/v2/pokemon/10057/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'sableye-mega', 'url': 'https://pokeapi.co/api/v2/pokemon/10066/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'diancie-mega', 'url': 'https://pokeapi.co/api/v2/pokemon/10075/'}, 'slot': 1}, {'is_hidden': True, 'pokemon': {'name': 'hatterene-gmax', 'url': 'https://pokeapi.co/api/v2/pokemon/10221/'}, 'slot': 3}]"
