,level_0,level_1,Name_x,Exact,Score,Name_y,Attributes,Category_x,Effect_x,Name,Category_y,Effect_y,sprite_url
316,841,379,1.0,1,2.0,Luxury Ball,"['countable', 'consumable', 'usable-in-battle', 'holdable']",Special Balls,Tries to catch a wild Pokémon.  Caught Pokémon start with 200 happiness.,Luxury Ball,Pokeballs,A comfortable Poké Ball that makes a caught wild Pokémon quickly grow friendly.,https://img.pokemondb.net/sprites/items/luxury-ball.png
317,846,381,1.0,1,2.0,Macho Brace,"['holdable', 'holdable-active']",Effort Training,"Held: Holder gains double effort values from battles, but has halved Speed in battle.",Macho Brace,Hold items,An item to be held by a Pokémon. It is a stiff and heavy brace that promotes strong growth but lowers Speed.,https://img.pokemondb.net/sprites/items/macho-brace.png
318,853,382,1.0,1,2.0,Magmarizer,[],Evolution,Traded on a Magmar: Holder evolves into Magmortar.,Magmarizer,General items,Evolves Magmar when traded holding the item.,https://img.pokemondb.net/sprites/items/magmarizer.png
319,855,383,1.0,1,2.0,Magnet,"['holdable', 'holdable-active']",Type Enhancement,Held: Electric-Type moves from holder do 20% more damage.,Magnet,Hold items,Increases the power of Electric-type moves.,https://img.pokemondb.net/sprites/items/magnet.png
320,856,384,1.0,1,2.0,Mago Berry,['holdable-active'],Picky Healing,Held: Consumed at 1/2 max HP to restore 1/8 max HP. Confuses Pokémon that dislike sweet flavor.,Mago Berry,Berries,"Restores HP if it's low, but may cause confusion.",https://img.pokemondb.net/sprites/items/mago-berry.png
321,857,385,1.0,1,2.0,Magost Berry,[],Baking Only,Used for creating PokéBlocks and Poffins.,Magost Berry,Berries,A Berry which is very rare in the Unova region. A maniac will buy it for a high price.,https://img.pokemondb.net/sprites/items/magost-berry.png
322,859,386,1.0,1,2.0,Manectite,[],Mega Stones,Held: Allows Manectric to Mega Evolve into Mega Manectric.,Manectite,Hold items,Enables Manectric to Mega Evolve during battle.,https://img.pokemondb.net/sprites/items/manectite.png
323,861,387,1.0,1,2.0,Maranga Berry,[],Other,"Held: When the holder is hit by a special move, increases its Special Defense by one stage.",Maranga Berry,Berries,"If held by a Pokémon, this Berry will increase the holder's Sp. Def if it's hit with a special move.",https://img.pokemondb.net/sprites/items/maranga-berry.png
324,862,388,1.0,1,2.0,Marble,[],Loot,,Marble,General items,,https://img.pokemondb.net/s.png
325,866,391,1.0,1,2.0,Master Ball,"['countable', 'consumable', 'usable-in-battle', 'holdable']",Standard Balls,Catches a wild Pokémon every time.,Master Ball,Pokeballs,The best Ball with the ultimate level of performance. It will catch any wild Pokémon without fail.,https://img.pokemondb.net/sprites/items/master-ball.png
326,867,392,1.0,1,2.0,Mawilite,[],Mega Stones,Held: Allows Mawile to Mega Evolve into Mega Mawile.,Mawilite,Hold items,Enables Mawile to Mega Evolve during battle.,https://img.pokemondb.net/sprites/items/mawilite.png
327,868,393,1.0,1,2.0,Max Elixir,"['countable', 'consumable', 'usable-overworld', 'usable-in-battle', 'holdable']",Pp Recovery,Restores PP to full for each move.,Max Elixir,Medicine,It fully restores the PP of all the moves learned by the targeted Pokémon.,https://img.pokemondb.net/sprites/items/max-elixir.png
328,869,394,1.0,1,2.0,Max Ether,"['countable', 'consumable', 'usable-overworld', 'usable-in-battle', 'holdable']",Pp Recovery,Restores PP to full for one move.,Max Ether,Medicine,It fully restores the PP of a single selected move that has been learned by the target Pokémon.,https://img.pokemondb.net/sprites/items/max-ether.png
329,870,395,1.0,1,2.0,Max Honey,[],Revival,,Max Honey,General items,,https://img.pokemondb.net/s.png
330,871,396,1.0,1,2.0,Max Lure,[],Spelunking,,Max Lure,General items,Attracts Pokémon in the wild.,https://img.pokemondb.net/s.png
331,872,397,1.0,1,2.0,Max Mushrooms,[],Stat Boosts,,Max Mushrooms,General items,,https://img.pokemondb.net/s.png
332,873,398,1.0,1,2.0,Max Potion,"['countable', 'consumable', 'usable-overworld', 'usable-in-battle', 'holdable']",Healing,Restores HP to full.,Max Potion,Medicine,Fully restores HP.,https://img.pokemondb.net/sprites/items/max-potion.png
333,874,399,1.0,1,2.0,Max Repel,[],Spelunking,"For 250 steps, prevents wild encounters of level lower than your party's lead Pokémon.",Max Repel,General items,An item that prevents weak wild Pokémon from appearing for 250 steps after its use.,https://img.pokemondb.net/sprites/items/max-repel.png
334,875,400,1.0,1,2.0,Max Revive,"['countable', 'consumable', 'usable-overworld', 'usable-in-battle', 'holdable', 'underground']",Revival,Revives with full HP.,Max Revive,Medicine,A medicine that revives a fainted Pokémon. It fully restores the Pokémon's HP.,https://img.pokemondb.net/sprites/items/max-revive.png
335,876,401,1.0,1,2.0,Meadow Plate,"['holdable', 'holdable-active', 'underground']",Plates,Held: Grass-Type moves from holder do 20% more damage. Changes Arceus's and Judgment's type to Grass.,Meadow Plate,Hold items,Increases power of Grass-type moves. Changes Arceus' type to Grass.,https://img.pokemondb.net/sprites/items/meadow-plate.png
336,879,402,1.0,1,2.0,Medichamite,[],Mega Stones,Held: Allows Medicham to Mega Evolve into Mega Medicham.,Medichamite,Hold items,Enables Medicham to Mega Evolve during battle.,https://img.pokemondb.net/sprites/items/medichamite.png
337,894,404,1.0,1,2.0,Mental Herb,"['holdable', 'holdable-active']",Held Items,"Held: Consumed to cure infatuation. Gen V: Also removes Taunt, Encore, Torment, Disable, and Cursed Body.",Mental Herb,Hold items,An item to be held by a Pokémon. It snaps the holder out of infatuation. It can be used only once.,https://img.pokemondb.net/sprites/items/mental-herb.png
338,896,405,1.0,1,2.0,Metagrossite,[],Mega Stones,Held: Allows Metagross to Mega Evolve into Mega Metagross.,Metagrossite,Hold items,Enables Metagross to Mega Evolve during battle.,https://img.pokemondb.net/sprites/items/metagrossite.png
339,897,406,1.0,1,2.0,Metal Coat,"['holdable', 'holdable-active']",Type Enhancement,Held: Steel-Type moves from holder do 20% more damage.,Metal Coat,Hold items,Increases the power of Steel-type moves. Evolves Onix and Scyther when traded holding the item.,https://img.pokemondb.net/sprites/items/metal-coat.png
340,898,407,1.0,1,2.0,Metal Powder,['holdable'],Species Specific,Raises Ditto's Defense and Special Defense by 50%. The boost is lost after transforming.,Metal Powder,Hold items,Increases Defense when held by Ditto.,https://img.pokemondb.net/sprites/items/metal-powder.png
341,904,408,1.0,1,2.0,Metronome,"['holdable', 'holdable-active']",Held Items,Held: Consectutive uses of the same attack have a cumulative damage boost of 10%. Maximum 100% boost.,Metronome,Hold items,Increases the power of moves used consecutively.,https://img.pokemondb.net/sprites/items/metronome.png
342,909,410,1.0,1,2.0,Mewtwonite X,[],Mega Stones,Held: Allows Mewtwo to Mega Evolve into Mega Mewtwo X.,Mewtwonite X,Hold items,Enables Mewtwo to Mega Evolve during battle.,https://img.pokemondb.net/sprites/items/mewtwonite-x.png
345,910,411,1.0,1,2.0,Mewtwonite Y,[],Mega Stones,Held: Allows Mewtwo to Mega Evolve into Mega Mewtwo Y.,Mewtwonite Y,Hold items,Enables Mewtwo to Mega Evolve during battle.,https://img.pokemondb.net/sprites/items/mewtwonite-y.png
346,911,412,1.0,1,2.0,Micle Berry,['holdable-active'],In A Pinch,Held: Consumed at 1/4 max HP to boost accuracy of next move by 20%. (Gen IV: Perfect accuracy),Micle Berry,Berries,Increases a move's accuracy when HP is low.,https://img.pokemondb.net/sprites/items/micle-berry.png
347,912,413,1.0,1,2.0,Mighty Candy,[],Vitamins,,Mighty Candy,Medicine,Increases a Pokémon's Attack stat by 1.,https://img.pokemondb.net/sprites/items/mighty-candy.png
348,913,414,1.0,1,2.0,Mighty Candy L,[],Vitamins,,Mighty Candy L,Medicine,Increases a Pokémon's Attack stat.,https://img.pokemondb.net/sprites/items/mighty-candy-l.png
349,914,415,1.0,1,2.0,Mighty Candy Xl,[],Vitamins,,Mighty Candy Xl,Medicine,Increases a Pokémon's Attack stat.,https://img.pokemondb.net/sprites/items/mighty-candy-xl.png
350,915,416,1.0,1,2.0,Mild Mint,[],Nature Mints,,Mild Mint,Battle items,Changes the Pokémon's stats to match the Mild nature.,https://img.pokemondb.net/s.png
351,918,418,1.0,1,2.0,Mind Plate,"['holdable', 'holdable-active', 'underground']",Plates,Held: Psychic-Type moves from holder do 20% more damage. Changes Arceus's and Judgment's type to Psychic.,Mind Plate,Hold items,Increases power of Psychic-type moves. Changes Arceus' type to Psychic.,https://img.pokemondb.net/sprites/items/mind-plate.png
352,919,419,1.0,1,2.0,Miracle Seed,"['holdable', 'holdable-active']",Type Enhancement,Held: Grass-Type moves from holder do 20% more damage.,Miracle Seed,Hold items,Increases the power of Grass-type moves.,https://img.pokemondb.net/sprites/items/miracle-seed.png
353,920,420,1.0,1,2.0,Misty Seed,[],Held Items,Held: Consumed on Misty Terrain and raises the holder's Special Defense by one stage.,Misty Seed,Hold items,An item to be held by a Pokémon. It boosts Sp. Def on Misty Terrain. It can only be used once.,https://img.pokemondb.net/sprites/items/misty-seed.png
354,921,421,1.0,1,2.0,Mixed Mushrooms,[],Curry Ingredients,,Mixed Mushrooms,General items,One of the many ingredients that can be used for cooking at your camp. The chewy texture of the mushrooms transforms any dish they’re added to.,https://img.pokemondb.net/s.png
355,922,422,1.0,1,2.0,Modest Mint,[],Nature Mints,,Modest Mint,Battle items,Changes the Pokémon's stats to match the Modest nature.,https://img.pokemondb.net/s.png
356,924,423,1.0,1,2.0,Moomoo Cheese,[],Curry Ingredients,,Moomoo Cheese,General items,One of the many ingredients that can be used for cooking at your camp. Melted cheese can really give a curry some richness.,https://img.pokemondb.net/s.png
357,925,424,1.0,1,2.0,Moomoo Milk,"['countable', 'consumable', 'usable-overworld', 'usable-in-battle', 'holdable']",Healing,Restores 100 HP.,Moomoo Milk,Medicine,Milk with a very high nutrition content. It restores the HP of one Pokémon by 100 points.,https://img.pokemondb.net/sprites/items/moomoo-milk.png
358,926,425,1.0,1,2.0,Moon Ball,[],Apricorn Balls,4× effectiveness on familes of Pokémon with a Moon Stone evolution. Made from Ylw Apricorn.,Moon Ball,Pokeballs,A Poké Ball for catching Pokémon that evolve using the Moon Stone.,https://img.pokemondb.net/sprites/items/moon-ball.png
359,928,426,1.0,1,2.0,Moon Stone,['underground'],Evolution,"Evolves a Clefairy into Clefable, a Jigglypuff into Wigglytuff, a Munna into Musharna, a Nidorina into Nidoqueen, a Nidorino into Nidoking, or a Skitty into Delcatty.",Moon Stone,General items,Evolves certain species of Pokémon.,https://img.pokemondb.net/sprites/items/moon-stone.png
360,931,427,1.0,1,2.0,Muscle Band,"['holdable', 'holdable-active']",Held Items,Held: Boosts the damage of physical moves used by the holder by 10%.,Muscle Band,Hold items,Increases the power of Physical-category moves.,https://img.pokemondb.net/sprites/items/muscle-band.png
361,932,428,1.0,1,2.0,Muscle Wing,[],Vitamins,Increases Attack effort by 1.,Muscle Wing,Medicine,Increases Attack EVs by 1.,https://img.pokemondb.net/sprites/items/muscle-wing.png
362,934,430,1.0,1,2.0,Mystic Water,"['holdable', 'holdable-active']",Type Enhancement,Held: Water-Type moves from holder do 20% more damage.,Mystic Water,Hold items,Increases the power of Water-type moves.,https://img.pokemondb.net/sprites/items/mystic-water.png
363,940,431,1.0,1,2.0,Naive Mint,[],Nature Mints,,Naive Mint,Battle items,Changes the Pokémon's stats to match the Naive nature.,https://img.pokemondb.net/s.png
364,941,432,1.0,1,2.0,Nanab Berry,[],Baking Only,Used for creating PokéBlocks and Poffins.,Nanab Berry,Berries,"A Berry to be used in cooking. Calms a Pokémon in battle, in Let's Go Pikachu/Eevee.",https://img.pokemondb.net/sprites/items/nanab-berry.png
365,942,433,1.0,1,2.0,Naughty Mint,[],Nature Mints,,Naughty Mint,Battle items,Changes the Pokémon's stats to match the Naughty nature.,https://img.pokemondb.net/s.png
366,943,434,1.0,1,2.0,Nest Ball,"['countable', 'consumable', 'usable-in-battle', 'holdable']",Special Balls,"Tries to catch a wild Pokémon.  Success rate is 3.9× for level 1 Pokémon, and drops steadily to 1× at level 30.",Nest Ball,Pokeballs,A somewhat different Poké Ball that works especially well on weaker Pokémon in the wild.,https://img.pokemondb.net/sprites/items/nest-ball.png
367,944,435,1.0,1,2.0,Net Ball,"['countable', 'consumable', 'usable-in-battle', 'holdable']",Special Balls,Tries to catch a wild Pokémon.  Success rate is 3× for water and bug Pokémon.,Net Ball,Pokeballs,A somewhat different Poké Ball that works especially well on Water- and Bug-type Pokémon.,https://img.pokemondb.net/sprites/items/net-ball.png
368,945,436,1.0,1,2.0,Never Melt Ice,"['holdable', 'holdable-active']",Type Enhancement,Held: Ice-Type moves from holder do 20% more damage.,Never Melt Ice,Hold items,Increases the power of Ice-type moves.,https://img.pokemondb.net/sprites/items/never-melt-ice.png
369,948,437,1.0,1,2.0,Nomel Berry,[],Baking Only,Used for creating PokéBlocks and Poffins.,Nomel Berry,Berries,A Berry which is very rare in the Unova region. A maniac will buy it for a high price.,https://img.pokemondb.net/sprites/items/nomel-berry.png
370,949,438,1.0,1,2.0,Normal Gem,[],Jewels,"Held: When the holder uses a damaging normal-type move, the move has 1.5× power and this item is consumed.",Normal Gem,Hold items,Increases the power of a Normal-type move only once.,https://img.pokemondb.net/sprites/items/normal-gem.png
371,952,440,1.0,1,2.0,Nugget,[],Loot,"Sell for 5000 Pokédollars, or to Ore Collector for 10000 Pokédollars.",Nugget,General items,A nugget of pure gold that gives off a lustrous gleam. It can be sold at a high price to shops.,https://img.pokemondb.net/sprites/items/nugget.png
372,955,441,1.0,1,2.0,Occa Berry,['holdable-active'],Type Protection,Held: Consumed when struck by a super-effective Fire-type attack to halve the damage.,Occa Berry,Berries,Weakens a supereffective Fire-type attack against the holding Pokémon.,https://img.pokemondb.net/sprites/items/occa-berry.png
373,956,442,1.0,1,2.0,Odd Incense,"['holdable', 'holdable-active']",Type Enhancement,Held: Psychic-Type moves from holder do 20% more damage. Breeding: Mr. Mime begets a Mime Jr. Egg.,Odd Incense,Hold items,Increases the power of Psychic-type moves. Breeding Mr. Mime produces Mime Jr. when held.,https://img.pokemondb.net/sprites/items/odd-incense.png
374,957,443,1.0,1,2.0,Odd Keystone,['underground'],Dex Completion,Use on the tower on Route 209 to encounter Spiritomb if you have at least 32 Underground greetings.,Odd Keystone,General items,A vital item that is needed to keep a stone tower from collapsing. Voices can be heard from it occasionally.,https://img.pokemondb.net/sprites/items/odd-keystone.png
375,959,444,1.0,1,2.0,Old Amber,['underground'],Dex Completion,Can be revived into an Aerodactyl.,Old Amber,General items,A piece of amber that contains the genetic material of an ancient Pokémon. It is clear with a reddish tint.,https://img.pokemondb.net/sprites/items/old-amber.png
376,961,445,1.0,1,2.0,Old Gateau,"['countable', 'consumable', 'usable-overworld', 'usable-in-battle', 'holdable']",Status Cures,Cures any status ailment and confusion.,Old Gateau,Medicine,Heals all major status conditions.,https://img.pokemondb.net/sprites/items/old-gateau.png
377,967,446,1.0,1,2.0,Oran Berry,['holdable-active'],Medicine,Held: Consumed at 1/2 max HP to recover 10 HP.,Oran Berry,Berries,"If held by a Pokémon, it heals the user by just 10 HP.",https://img.pokemondb.net/sprites/items/oran-berry.png
378,970,449,1.0,1,2.0,Oval Charm,[],Gameplay,Doubles the chance of two Pokémon producing an egg at the daycare every 255 steps.,Oval Charm,General items,An oval charm said to increase the chance of Pokémon Eggs being found at the Day Care.,https://img.pokemondb.net/sprites/items/oval-charm.png
379,971,450,1.0,1,2.0,Oval Stone,['underground'],Evolution,Level-up during Day on a Happiny: Holder evolves into Chansey.,Oval Stone,General items,Evolves Happiny when held.,https://img.pokemondb.net/sprites/items/oval-stone.png
380,972,451,1.0,1,2.0,Pack Of Potatoes,[],Curry Ingredients,,Pack Of Potatoes,General items,"One of the many ingredients that can be used for cooking at your camp. Potatoes help mellow out a spicy taste, to make a dish more mild.",https://img.pokemondb.net/s.png
