,#,Name,Type1,Type2,Variant,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,sprite_url
1029,871,Pincurchin,Electric,NA,NA,435,48,101,95,91,85,15,https://img.pokemondb.net/sprites/sword-shield/icon/pincurchin.png
1030,872,Snom,Ice,Bug,NA,185,30,25,35,45,30,20,https://img.pokemondb.net/sprites/sword-shield/icon/snom.png
1031,873,Frosmoth,Ice,Bug,NA,475,70,65,60,125,90,65,https://img.pokemondb.net/sprites/sword-shield/icon/frosmoth.png
1032,874,Stonjourner,Rock,NA,NA,470,100,125,135,20,20,70,https://img.pokemondb.net/sprites/sword-shield/icon/stonjourner.png
1033,875,Eiscue,Ice,NA,Ice Face,470,75,80,110,65,90,50,https://img.pokemondb.net/sprites/sword-shield/icon/eiscue-ice.png
1034,875,Eiscue,Ice,NA,Noice Face,470,75,80,70,65,50,130,https://img.pokemondb.net/sprites/sword-shield/icon/eiscue-noice.png
1035,876,Indeedee,Psychic,Normal,Male,475,60,65,55,105,95,95,https://img.pokemondb.net/sprites/sword-shield/icon/indeedee-male.png
1036,876,Indeedee,Psychic,Normal,Female,475,70,55,65,95,105,85,https://img.pokemondb.net/sprites/sword-shield/icon/indeedee-female.png
1037,877,Morpeko,Electric,Dark,Full Belly Mode,436,58,95,58,70,58,97,https://img.pokemondb.net/sprites/sword-shield/icon/morpeko-full-belly.png
1038,877,Morpeko,Electric,Dark,Hangry Mode,436,58,95,58,70,58,97,https://img.pokemondb.net/sprites/sword-shield/icon/morpeko-hangry.png
1039,878,Cufant,Steel,NA,NA,330,72,80,49,40,49,40,https://img.pokemondb.net/sprites/sword-shield/icon/cufant.png
1040,879,Copperajah,Steel,NA,NA,500,122,130,69,80,69,30,https://img.pokemondb.net/sprites/sword-shield/icon/copperajah.png
1041,880,Dracozolt,Electric,Dragon,NA,505,90,100,90,80,70,75,https://img.pokemondb.net/sprites/sword-shield/icon/dracozolt.png
1042,881,Arctozolt,Electric,Ice,NA,505,90,100,90,90,80,55,https://img.pokemondb.net/sprites/sword-shield/icon/arctozolt.png
1043,882,Dracovish,Water,Dragon,NA,505,90,90,100,70,80,75,https://img.pokemondb.net/sprites/sword-shield/icon/dracovish.png
1044,883,Arctovish,Water,Ice,NA,505,90,90,100,80,90,55,https://img.pokemondb.net/sprites/sword-shield/icon/arctovish.png
1045,884,Duraludon,Steel,Dragon,NA,535,70,95,115,120,50,85,https://img.pokemondb.net/sprites/sword-shield/icon/duraludon.png
1046,885,Dreepy,Dragon,Ghost,NA,270,28,60,30,40,30,82,https://img.pokemondb.net/sprites/sword-shield/icon/dreepy.png
1047,886,Drakloak,Dragon,Ghost,NA,410,68,80,50,60,50,102,https://img.pokemondb.net/sprites/sword-shield/icon/drakloak.png
1048,887,Dragapult,Dragon,Ghost,NA,600,88,120,75,100,75,142,https://img.pokemondb.net/sprites/sword-shield/icon/dragapult.png
1049,888,Zacian,Fairy,Steel,Crowned Sword,720,92,170,115,80,115,148,https://img.pokemondb.net/sprites/sword-shield/icon/zacian-crowned.png
1050,888,Zacian,Fairy,NA,Hero of Many Battles,670,92,130,115,80,115,138,https://img.pokemondb.net/sprites/sword-shield/icon/zacian-hero.png
1051,889,Zamazenta,Fighting,Steel,Crowned Shield,720,92,130,145,80,145,128,https://img.pokemondb.net/sprites/sword-shield/icon/zamazenta-crowned.png
1052,889,Zamazenta,Fighting,NA,Hero of Many Battles,670,92,130,115,80,115,138,https://img.pokemondb.net/sprites/sword-shield/icon/zamazenta-hero.png
1053,890,Eternatus,Poison,Dragon,NA,690,140,85,95,145,95,130,https://img.pokemondb.net/sprites/sword-shield/icon/eternatus.png
1054,890,Eternatus,Poison,Dragon,Eternamax,1125,255,115,250,125,250,130,https://img.pokemondb.net/sprites/sword-shield/icon/eternatus-eternamax.png
1055,891,Kubfu,Fighting,NA,NA,385,60,90,60,53,50,72,https://img.pokemondb.net/sprites/sword-shield/icon/kubfu.png
1056,892,Urshifu,Fighting,Dark,Single Strike Style,550,100,130,100,63,60,97,https://img.pokemondb.net/sprites/sword-shield/icon/urshifu-single-strike.png
1057,892,Urshifu,Fighting,Water,Rapid Strike Style,550,100,130,100,63,60,97,https://img.pokemondb.net/sprites/sword-shield/icon/urshifu-rapid-strike.png
1058,893,Zarude,Dark,Grass,NA,600,105,120,105,70,95,105,https://img.pokemondb.net/sprites/sword-shield/icon/zarude.png
1059,894,Regieleki,Electric,NA,NA,580,80,100,50,100,50,200,https://img.pokemondb.net/sprites/sword-shield/icon/regieleki.png
1060,895,Regidrago,Dragon,NA,NA,580,200,100,50,100,50,80,https://img.pokemondb.net/sprites/sword-shield/icon/regidrago.png
1061,896,Glastrier,Ice,NA,NA,580,100,145,130,65,110,30,https://img.pokemondb.net/sprites/sword-shield/icon/glastrier.png
1062,897,Spectrier,Ghost,NA,NA,580,100,65,60,145,80,130,https://img.pokemondb.net/sprites/sword-shield/icon/spectrier.png
1063,898,Calyrex,Psychic,Grass,NA,500,100,80,80,80,80,80,https://img.pokemondb.net/sprites/sword-shield/icon/calyrex.png
1064,898,Calyrex,Psychic,Ice,Ice Rider,680,100,165,150,85,130,50,https://img.pokemondb.net/sprites/sword-shield/icon/calyrex-ice-rider.png
1065,898,Calyrex,Psychic,Ghost,Shadow Rider,680,100,85,80,165,100,150,https://img.pokemondb.net/sprites/sword-shield/icon/calyrex-shadow-rider.png
1066,899,Wyrdeer,Normal,Psychic,NA,525,103,105,72,105,75,65,https://img.pokemondb.net/s.png
1067,900,Kleavor,Bug,Rock,NA,500,70,135,95,45,70,85,https://img.pokemondb.net/s.png
1068,901,Ursaluna,Normal,Ground,NA,550,130,140,105,45,80,50,https://img.pokemondb.net/s.png
1069,902,Basculegion,Water,Ghost,Male,530,120,112,65,80,75,78,https://img.pokemondb.net/s.png
1070,902,Basculegion,Water,Ghost,Female,530,120,92,65,100,75,78,https://img.pokemondb.net/s.png
1071,903,Sneasler,Poison,Fighting,NA,510,80,130,60,40,80,120,https://img.pokemondb.net/s.png
1072,904,Overqwil,Dark,Poison,NA,510,85,115,95,65,65,85,https://img.pokemondb.net/s.png
1073,905,Enamorus,Fairy,Flying,Incarnate Forme,580,74,115,70,135,80,106,https://img.pokemondb.net/s.png
1074,905,Enamorus,Fairy,Flying,Therian Forme,580,74,115,110,135,100,46,https://img.pokemondb.net/s.png
