index;NationalPokedexNumber;Name;Species;Variant;Generation;Rarity;Type1;Type2;Total;HP;Attack;Defense;SpAtk;SpDef;Speed;image_url;Vgc2022Rules;MonthlyUsageMarch2022;UsagePercentMarch2022;MonthlyRankMarch2022;id;Label
388;307;Meditite;Meditite;;3;Common;Fighting;Psychic;280.0;30.0;40.0;55.0;40.0;55.0;60.0;https://img.pokemondb.net/sprites/sword-shield/icon/meditite.png;;;;;Meditite;Pokemon
389;308;Medicham;Medicham;;3;Common;Fighting;Psychic;410.0;60.0;60.0;75.0;60.0;75.0;80.0;https://img.pokemondb.net/sprites/sword-shield/icon/medicham.png;;;;;Medicham;Pokemon
390;308;Mega Medicham;Medicham;Mega;6;Common;Fighting;Psychic;510.0;60.0;100.0;85.0;80.0;85.0;100.0;https://img.pokemondb.net/sprites/sword-shield/icon/medicham-mega.png;Banned;;;;Mega Medicham;Pokemon
391;309;Electrike;Electrike;;3;Common;Electric;;295.0;40.0;45.0;40.0;65.0;40.0;65.0;https://img.pokemondb.net/sprites/sword-shield/icon/electrike.png;Permitted;;;;Electrike;Pokemon
392;310;Manectric;Manectric;;3;Common;Electric;;475.0;70.0;75.0;60.0;105.0;60.0;105.0;https://img.pokemondb.net/sprites/sword-shield/icon/manectric.png;Permitted;3;0;216;Manectric;Pokemon
393;310;Mega Manectric;Manectric;Mega;6;Common;Electric;;575.0;70.0;75.0;80.0;135.0;80.0;135.0;https://img.pokemondb.net/sprites/sword-shield/icon/manectric-mega.png;Banned;;;;Mega Manectric;Pokemon
394;311;Plusle;Plusle;;3;Common;Electric;;405.0;60.0;50.0;40.0;85.0;75.0;95.0;https://img.pokemondb.net/sprites/sword-shield/icon/plusle.png;;;;;Plusle;Pokemon
395;312;Minun;Minun;;3;Common;Electric;;405.0;60.0;40.0;50.0;75.0;85.0;95.0;https://img.pokemondb.net/sprites/sword-shield/icon/minun.png;;;;;Minun;Pokemon
396;313;Volbeat;Volbeat;;3;Common;Bug;;430.0;65.0;73.0;75.0;47.0;85.0;85.0;https://img.pokemondb.net/sprites/sword-shield/icon/volbeat.png;;;;;Volbeat;Pokemon
397;314;Illumise;Illumise;;3;Common;Bug;;430.0;65.0;47.0;75.0;73.0;85.0;85.0;https://img.pokemondb.net/sprites/sword-shield/icon/illumise.png;;;;;Illumise;Pokemon
398;315;Roselia;Roselia;;3;Common;Grass;Poison;400.0;50.0;60.0;45.0;100.0;80.0;65.0;https://img.pokemondb.net/sprites/sword-shield/icon/roselia.png;Permitted;;;;Roselia;Pokemon
399;316;Gulpin;Gulpin;;3;Common;Poison;;302.0;70.0;43.0;53.0;43.0;53.0;40.0;https://img.pokemondb.net/sprites/sword-shield/icon/gulpin.png;;;;;Gulpin;Pokemon
400;317;Swalot;Swalot;;3;Common;Poison;;467.0;100.0;73.0;83.0;73.0;83.0;55.0;https://img.pokemondb.net/sprites/sword-shield/icon/swalot.png;;;;;Swalot;Pokemon
401;318;Carvanha;Carvanha;;3;Common;Water;Dark;305.0;45.0;90.0;20.0;65.0;20.0;65.0;https://img.pokemondb.net/sprites/sword-shield/icon/carvanha.png;Permitted;;;;Carvanha;Pokemon
402;319;Mega Sharpedo;Sharpedo;Mega;6;Common;Water;Dark;560.0;70.0;140.0;70.0;110.0;65.0;105.0;https://img.pokemondb.net/sprites/sword-shield/icon/sharpedo-mega.png;Banned;;;;Mega Sharpedo;Pokemon
403;319;Sharpedo;Sharpedo;;3;Common;Water;Dark;460.0;70.0;120.0;40.0;95.0;40.0;95.0;https://img.pokemondb.net/sprites/sword-shield/icon/sharpedo.png;Permitted;;;;Sharpedo;Pokemon
404;320;Wailmer;Wailmer;;3;Common;Water;;400.0;130.0;70.0;35.0;70.0;35.0;60.0;https://img.pokemondb.net/sprites/sword-shield/icon/wailmer.png;Permitted;;;;Wailmer;Pokemon
405;321;Wailord;Wailord;;3;Common;Water;;500.0;170.0;90.0;45.0;90.0;45.0;60.0;https://img.pokemondb.net/sprites/sword-shield/icon/wailord.png;Permitted;;;;Wailord;Pokemon
406;322;Numel;Numel;;3;Common;Fire;Ground;305.0;60.0;60.0;40.0;65.0;45.0;35.0;https://img.pokemondb.net/sprites/sword-shield/icon/numel.png;;;;;Numel;Pokemon
407;323;Camerupt;Camerupt;;3;Common;Fire;Ground;460.0;70.0;100.0;70.0;105.0;75.0;40.0;https://img.pokemondb.net/sprites/sword-shield/icon/camerupt.png;;;;;Camerupt;Pokemon
408;323;Mega Camerupt;Camerupt;Mega;6;Common;Fire;Ground;560.0;70.0;120.0;100.0;145.0;105.0;20.0;https://img.pokemondb.net/sprites/sword-shield/icon/camerupt-mega.png;Banned;;;;Mega Camerupt;Pokemon
409;324;Torkoal;Torkoal;;3;Common;Fire;;470.0;70.0;85.0;140.0;85.0;70.0;20.0;https://img.pokemondb.net/sprites/sword-shield/icon/torkoal.png;Permitted;63;3;33;Torkoal;Pokemon
410;325;Spoink;Spoink;;3;Common;Psychic;;330.0;60.0;25.0;35.0;70.0;80.0;60.0;https://img.pokemondb.net/sprites/sword-shield/icon/spoink.png;;;;;Spoink;Pokemon
411;326;Grumpig;Grumpig;;3;Common;Psychic;;470.0;80.0;45.0;65.0;90.0;110.0;80.0;https://img.pokemondb.net/sprites/sword-shield/icon/grumpig.png;;;;;Grumpig;Pokemon
412;327;Spinda;Spinda;;3;Common;Normal;;360.0;60.0;60.0;60.0;60.0;60.0;60.0;https://img.pokemondb.net/sprites/sword-shield/icon/spinda.png;;;;;Spinda;Pokemon
413;328;Trapinch;Trapinch;;3;Common;Ground;;290.0;45.0;100.0;45.0;45.0;45.0;10.0;https://img.pokemondb.net/sprites/sword-shield/icon/trapinch.png;Permitted;;;;Trapinch;Pokemon
414;329;Vibrava;Vibrava;;3;Common;Ground;Dragon;340.0;50.0;70.0;50.0;50.0;50.0;70.0;https://img.pokemondb.net/sprites/sword-shield/icon/vibrava.png;Permitted;;;;Vibrava;Pokemon
415;330;Flygon;Flygon;;3;Common;Ground;Dragon;520.0;80.0;100.0;80.0;80.0;80.0;100.0;https://img.pokemondb.net/sprites/sword-shield/icon/flygon.png;Permitted;;;;Flygon;Pokemon
416;331;Cacnea;Cacnea;;3;Common;Grass;;335.0;50.0;85.0;40.0;85.0;40.0;35.0;https://img.pokemondb.net/sprites/sword-shield/icon/cacnea.png;;;;;Cacnea;Pokemon
417;332;Cacturne;Cacturne;;3;Common;Grass;Dark;475.0;70.0;115.0;60.0;115.0;60.0;55.0;https://img.pokemondb.net/sprites/sword-shield/icon/cacturne.png;;;;;Cacturne;Pokemon
418;333;Swablu;Swablu;;3;Common;Normal;Flying;310.0;45.0;40.0;60.0;40.0;75.0;50.0;https://img.pokemondb.net/sprites/sword-shield/icon/swablu.png;Permitted;;;;Swablu;Pokemon
419;334;Altaria;Altaria;;3;Common;Dragon;Flying;490.0;75.0;70.0;90.0;70.0;105.0;80.0;https://img.pokemondb.net/sprites/sword-shield/icon/altaria.png;Permitted;3;0;157;Altaria;Pokemon
420;334;Mega Altaria;Altaria;Mega;6;Common;Dragon;Fairy;590.0;75.0;110.0;110.0;110.0;105.0;80.0;https://img.pokemondb.net/sprites/sword-shield/icon/altaria-mega.png;Banned;;;;Mega Altaria;Pokemon
421;335;Zangoose;Zangoose;;3;Common;Normal;;458.0;73.0;115.0;60.0;60.0;60.0;90.0;https://img.pokemondb.net/sprites/sword-shield/icon/zangoose.png;;;;;Zangoose;Pokemon
422;336;Seviper;Seviper;;3;Common;Poison;;458.0;73.0;100.0;60.0;100.0;60.0;65.0;https://img.pokemondb.net/sprites/sword-shield/icon/seviper.png;;;;;Seviper;Pokemon
423;337;Lunatone;Lunatone;;3;Common;Rock;Psychic;460.0;90.0;55.0;65.0;95.0;85.0;70.0;https://img.pokemondb.net/sprites/sword-shield/icon/lunatone.png;Permitted;;;;Lunatone;Pokemon
424;338;Solrock;Solrock;;3;Common;Rock;Psychic;460.0;90.0;95.0;85.0;55.0;65.0;70.0;https://img.pokemondb.net/sprites/sword-shield/icon/solrock.png;Permitted;;;;Solrock;Pokemon
425;339;Barboach;Barboach;;3;Common;Water;Ground;288.0;50.0;48.0;43.0;46.0;41.0;60.0;https://img.pokemondb.net/sprites/sword-shield/icon/barboach.png;Permitted;;;;Barboach;Pokemon
426;340;Whiscash;Whiscash;;3;Common;Water;Ground;468.0;110.0;78.0;73.0;76.0;71.0;60.0;https://img.pokemondb.net/sprites/sword-shield/icon/whiscash.png;Permitted;;;;Whiscash;Pokemon
427;341;Corphish;Corphish;;3;Common;Water;;308.0;43.0;80.0;65.0;50.0;35.0;35.0;https://img.pokemondb.net/sprites/sword-shield/icon/corphish.png;Permitted;;;;Corphish;Pokemon
428;342;Crawdaunt;Crawdaunt;;3;Common;Water;Dark;468.0;63.0;120.0;85.0;90.0;55.0;55.0;https://img.pokemondb.net/sprites/sword-shield/icon/crawdaunt.png;Permitted;;;;Crawdaunt;Pokemon
429;343;Baltoy;Baltoy;;3;Common;Ground;Psychic;300.0;40.0;40.0;55.0;40.0;70.0;55.0;https://img.pokemondb.net/sprites/sword-shield/icon/baltoy.png;Permitted;;;;Baltoy;Pokemon
430;344;Claydol;Claydol;;3;Common;Ground;Psychic;500.0;60.0;70.0;105.0;70.0;120.0;75.0;https://img.pokemondb.net/sprites/sword-shield/icon/claydol.png;Permitted;;;;Claydol;Pokemon
431;345;Lileep;Lileep;;3;Common;Rock;Grass;355.0;66.0;41.0;77.0;61.0;87.0;23.0;https://img.pokemondb.net/sprites/sword-shield/icon/lileep.png;Permitted;;;;Lileep;Pokemon
432;346;Cradily;Cradily;;3;Common;Rock;Grass;495.0;86.0;81.0;97.0;81.0;107.0;43.0;https://img.pokemondb.net/sprites/sword-shield/icon/cradily.png;Permitted;11;0;169;Cradily;Pokemon
433;347;Anorith;Anorith;;3;Common;Rock;Bug;355.0;45.0;95.0;50.0;40.0;50.0;75.0;https://img.pokemondb.net/sprites/sword-shield/icon/anorith.png;Permitted;;;;Anorith;Pokemon
434;348;Armaldo;Armaldo;;3;Common;Rock;Bug;495.0;75.0;125.0;100.0;70.0;80.0;45.0;https://img.pokemondb.net/sprites/sword-shield/icon/armaldo.png;Permitted;;;;Armaldo;Pokemon
435;349;Feebas;Feebas;;3;Common;Water;;200.0;20.0;15.0;20.0;10.0;55.0;80.0;https://img.pokemondb.net/sprites/sword-shield/icon/feebas.png;Permitted;;;;Feebas;Pokemon
436;350;Milotic;Milotic;;3;Common;Water;;540.0;95.0;60.0;79.0;100.0;125.0;81.0;https://img.pokemondb.net/sprites/sword-shield/icon/milotic.png;Permitted;30;0;102;Milotic;Pokemon
437;351;Castform;Castform;;3;Common;Normal;;420.0;70.0;70.0;70.0;70.0;70.0;70.0;https://img.pokemondb.net/sprites/sword-shield/icon/castform.png;;;;;Castform;Pokemon
438;351;Castform Sunny Form;Castform;Sunny Form;3;Common;Fire;;420.0;70.0;70.0;70.0;70.0;70.0;70.0;https://img.pokemondb.net/sprites/sword-shield/icon/castform-sunny.png;;;;;Castform Sunny Form;Pokemon
439;351;Castform Rainy Form;Castform;Rainy Form;3;Common;Water;;420.0;70.0;70.0;70.0;70.0;70.0;70.0;https://img.pokemondb.net/sprites/sword-shield/icon/castform-rainy.png;;;;;Castform Rainy Form;Pokemon
440;351;Castform Snowy Form;Castform;Snowy Form;3;Common;Ice;;420.0;70.0;70.0;70.0;70.0;70.0;70.0;https://img.pokemondb.net/sprites/sword-shield/icon/castform-snowy.png;;;;;Castform Snowy Form;Pokemon
441;352;Kecleon;Kecleon;;3;Common;Normal;;440.0;60.0;90.0;70.0;60.0;120.0;40.0;https://img.pokemondb.net/sprites/sword-shield/icon/kecleon.png;;;;;Kecleon;Pokemon
442;353;Shuppet;Shuppet;;3;Common;Ghost;;295.0;44.0;75.0;35.0;63.0;33.0;45.0;https://img.pokemondb.net/sprites/sword-shield/icon/shuppet.png;;;;;Shuppet;Pokemon
443;354;Mega Banette;Banette;Mega;6;Common;Ghost;;555.0;64.0;165.0;75.0;93.0;83.0;75.0;https://img.pokemondb.net/sprites/sword-shield/icon/banette-mega.png;Banned;;;;Mega Banette;Pokemon
444;354;Banette;Banette;;3;Common;Ghost;;455.0;64.0;115.0;65.0;83.0;63.0;65.0;https://img.pokemondb.net/sprites/sword-shield/icon/banette.png;;;;;Banette;Pokemon
445;355;Duskull;Duskull;;3;Common;Ghost;;295.0;20.0;40.0;90.0;30.0;90.0;25.0;https://img.pokemondb.net/sprites/sword-shield/icon/duskull.png;Permitted;;;;Duskull;Pokemon
446;356;Dusclops;Dusclops;;3;Common;Ghost;;455.0;40.0;70.0;130.0;60.0;130.0;25.0;https://img.pokemondb.net/sprites/sword-shield/icon/dusclops.png;Permitted;88;4;32;Dusclops;Pokemon
447;357;Tropius;Tropius;;3;Common;Grass;Flying;460.0;99.0;68.0;83.0;72.0;87.0;51.0;https://img.pokemondb.net/sprites/sword-shield/icon/tropius.png;;;;;Tropius;Pokemon
448;358;Chimecho;Chimecho;;3;Common;Psychic;;455.0;75.0;50.0;80.0;95.0;90.0;65.0;https://img.pokemondb.net/sprites/sword-shield/icon/chimecho.png;;;;;Chimecho;Pokemon
449;359;Absol;Absol;;3;Common;Dark;;465.0;65.0;130.0;60.0;75.0;60.0;75.0;https://img.pokemondb.net/sprites/sword-shield/icon/absol.png;Permitted;;;;Absol;Pokemon
450;359;Mega Absol;Absol;Mega;6;Common;Dark;;565.0;65.0;150.0;60.0;115.0;60.0;115.0;https://img.pokemondb.net/sprites/sword-shield/icon/absol-mega.png;Banned;;;;Mega Absol;Pokemon
451;360;Wynaut;Wynaut;;3;Baby;Psychic;;260.0;95.0;23.0;48.0;23.0;48.0;23.0;https://img.pokemondb.net/sprites/sword-shield/icon/wynaut.png;Permitted;;;;Wynaut;Pokemon
452;361;Snorunt;Snorunt;;3;Common;Ice;;300.0;50.0;50.0;50.0;50.0;50.0;50.0;https://img.pokemondb.net/sprites/sword-shield/icon/snorunt.png;Permitted;;;;Snorunt;Pokemon
453;362;Mega Glalie;Glalie;Mega;6;Common;Ice;;580.0;80.0;120.0;80.0;120.0;80.0;100.0;https://img.pokemondb.net/sprites/sword-shield/icon/glalie-mega.png;Banned;;;;Mega Glalie;Pokemon
454;362;Glalie;Glalie;;3;Common;Ice;;480.0;80.0;80.0;80.0;80.0;80.0;80.0;https://img.pokemondb.net/sprites/sword-shield/icon/glalie.png;Permitted;;;;Glalie;Pokemon
455;363;Spheal;Spheal;;3;Common;Ice;Water;290.0;70.0;40.0;50.0;55.0;50.0;25.0;https://img.pokemondb.net/sprites/sword-shield/icon/spheal.png;Permitted;;;;Spheal;Pokemon
456;364;Sealeo;Sealeo;;3;Common;Ice;Water;410.0;90.0;60.0;70.0;75.0;70.0;45.0;https://img.pokemondb.net/sprites/sword-shield/icon/sealeo.png;Permitted;;;;Sealeo;Pokemon
457;365;Walrein;Walrein;;3;Common;Ice;Water;530.0;110.0;80.0;90.0;95.0;90.0;65.0;https://img.pokemondb.net/sprites/sword-shield/icon/walrein.png;Permitted;;;;Walrein;Pokemon
458;366;Clamperl;Clamperl;;3;Common;Water;;345.0;35.0;64.0;85.0;74.0;55.0;32.0;https://img.pokemondb.net/sprites/sword-shield/icon/clamperl.png;;;;;Clamperl;Pokemon
459;367;Huntail;Huntail;;3;Common;Water;;485.0;55.0;104.0;105.0;94.0;75.0;52.0;https://img.pokemondb.net/sprites/sword-shield/icon/huntail.png;;;;;Huntail;Pokemon
460;368;Gorebyss;Gorebyss;;3;Common;Water;;485.0;55.0;84.0;105.0;114.0;75.0;52.0;https://img.pokemondb.net/sprites/sword-shield/icon/gorebyss.png;;;;;Gorebyss;Pokemon
461;369;Relicanth;Relicanth;;3;Common;Water;Rock;485.0;100.0;90.0;130.0;45.0;65.0;55.0;https://img.pokemondb.net/sprites/sword-shield/icon/relicanth.png;Permitted;;;;Relicanth;Pokemon
462;370;Luvdisc;Luvdisc;;3;Common;Water;;330.0;43.0;30.0;55.0;40.0;65.0;97.0;https://img.pokemondb.net/sprites/sword-shield/icon/luvdisc.png;;;;;Luvdisc;Pokemon
463;371;Bagon;Bagon;;3;Common;Dragon;;300.0;45.0;75.0;60.0;40.0;30.0;50.0;https://img.pokemondb.net/sprites/sword-shield/icon/bagon.png;Permitted;;;;Bagon;Pokemon
464;372;Shelgon;Shelgon;;3;Common;Dragon;;420.0;65.0;95.0;100.0;60.0;50.0;50.0;https://img.pokemondb.net/sprites/sword-shield/icon/shelgon.png;Permitted;;;;Shelgon;Pokemon
465;373;Mega Salamence;Salamence;Mega;6;Common;Dragon;Flying;700.0;95.0;145.0;130.0;120.0;90.0;120.0;https://img.pokemondb.net/sprites/sword-shield/icon/salamence-mega.png;Banned;;;;Mega Salamence;Pokemon
466;373;Salamence;Salamence;;3;Common;Dragon;Flying;600.0;95.0;135.0;80.0;110.0;80.0;100.0;https://img.pokemondb.net/sprites/sword-shield/icon/salamence.png;Permitted;8;0;106;Salamence;Pokemon
467;374;Beldum;Beldum;;3;Common;Steel;Psychic;300.0;40.0;55.0;80.0;35.0;60.0;30.0;https://img.pokemondb.net/sprites/sword-shield/icon/beldum.png;Permitted;;;;Beldum;Pokemon
468;375;Metang;Metang;;3;Common;Steel;Psychic;420.0;60.0;75.0;100.0;55.0;80.0;50.0;https://img.pokemondb.net/sprites/sword-shield/icon/metang.png;Permitted;;;;Metang;Pokemon
469;376;Mega Metagross;Metagross;Mega;6;Common;Steel;Psychic;700.0;80.0;145.0;150.0;105.0;110.0;110.0;https://img.pokemondb.net/sprites/sword-shield/icon/metagross-mega.png;Banned;;;;Mega Metagross;Pokemon
470;376;Metagross;Metagross;;3;Common;Steel;Psychic;600.0;80.0;135.0;130.0;95.0;90.0;70.0;https://img.pokemondb.net/sprites/sword-shield/icon/metagross.png;Permitted;27;1;68;Metagross;Pokemon
471;377;Regirock;Regirock;;3;Legendary;Rock;;580.0;80.0;100.0;200.0;50.0;100.0;50.0;https://img.pokemondb.net/sprites/sword-shield/icon/regirock.png;Permitted;;;;Regirock;Pokemon
472;378;Regice;Regice;;3;Legendary;Ice;;580.0;80.0;50.0;100.0;100.0;200.0;50.0;https://img.pokemondb.net/sprites/sword-shield/icon/regice.png;Permitted;;;;Regice;Pokemon
473;379;Registeel;Registeel;;3;Legendary;Steel;;580.0;80.0;75.0;150.0;75.0;150.0;50.0;https://img.pokemondb.net/sprites/sword-shield/icon/registeel.png;Permitted;3;0;183;Registeel;Pokemon
474;380;Mega Latias;Latias;Mega;6;Legendary;Dragon;Psychic;700.0;80.0;100.0;120.0;140.0;150.0;110.0;https://img.pokemondb.net/sprites/sword-shield/icon/latias-mega.png;Banned;;;;Mega Latias;Pokemon
475;380;Latias;Latias;;3;Legendary;Dragon;Psychic;600.0;80.0;80.0;90.0;110.0;130.0;110.0;https://img.pokemondb.net/sprites/sword-shield/icon/latias.png;Permitted;6;0;165;Latias;Pokemon
476;381;Latios;Latios;;3;Legendary;Dragon;Psychic;600.0;80.0;90.0;80.0;130.0;110.0;110.0;https://img.pokemondb.net/sprites/sword-shield/icon/latios.png;Permitted;;;;Latios;Pokemon
477;381;Mega Latios;Latios;Mega;6;Legendary;Dragon;Psychic;700.0;80.0;130.0;100.0;160.0;120.0;110.0;https://img.pokemondb.net/sprites/sword-shield/icon/latios-mega.png;Banned;;;;Mega Latios;Pokemon
478;382;Primal Kyogre;Kyogre;Primal;6;Legendary;Water;;770.0;100.0;150.0;90.0;180.0;160.0;90.0;https://img.pokemondb.net/sprites/sword-shield/icon/kyogre-primal.png;;;;;Primal Kyogre;Pokemon
479;382;Kyogre;Kyogre;;3;Legendary;Water;;670.0;100.0;100.0;90.0;150.0;140.0;90.0;https://img.pokemondb.net/sprites/sword-shield/icon/kyogre.png;Restricted (players can include two Restricted Pokémon in their team);744;35;3;Kyogre;Pokemon
480;383;Primal Groudon;Groudon;Primal;6;Legendary;Ground;Fire;770.0;100.0;180.0;160.0;150.0;90.0;90.0;https://img.pokemondb.net/sprites/sword-shield/icon/groudon-primal.png;;;;;Primal Groudon;Pokemon
481;383;Groudon;Groudon;;3;Legendary;Ground;;670.0;100.0;150.0;140.0;100.0;90.0;90.0;https://img.pokemondb.net/sprites/sword-shield/icon/groudon.png;Restricted (players can include two Restricted Pokémon in their team);501;23;7;Groudon;Pokemon
482;384;Mega Rayquaza;Rayquaza;Mega;6;Legendary;Dragon;Flying;780.0;105.0;180.0;100.0;180.0;100.0;115.0;https://img.pokemondb.net/sprites/sword-shield/icon/rayquaza-mega.png;Banned;;;;Mega Rayquaza;Pokemon
483;384;Rayquaza;Rayquaza;;3;Legendary;Dragon;Flying;680.0;105.0;150.0;90.0;150.0;90.0;95.0;https://img.pokemondb.net/sprites/sword-shield/icon/rayquaza.png;Restricted (players can include two Restricted Pokémon in their team);44;1;60;Rayquaza;Pokemon
484;385;Jirachi;Jirachi;;3;Mythical;Steel;Psychic;600.0;100.0;100.0;100.0;100.0;100.0;100.0;https://img.pokemondb.net/sprites/sword-shield/icon/jirachi.png;Banned;;;;Jirachi;Pokemon
485;386;Deoxys Defense Forme;Deoxys;Defense Forme;3;Mythical;Psychic;;600.0;50.0;70.0;160.0;70.0;160.0;90.0;https://img.pokemondb.net/sprites/sword-shield/icon/deoxys-defense.png;;;;;Deoxys Defense Forme;Pokemon
486;386;Deoxys Attack Forme;Deoxys;Attack Forme;3;Mythical;Psychic;;600.0;50.0;180.0;20.0;180.0;20.0;150.0;https://img.pokemondb.net/sprites/sword-shield/icon/deoxys-attack.png;;;;;Deoxys Attack Forme;Pokemon
487;386;Deoxys Normal Forme;Deoxys;Normal Forme;3;Mythical;Psychic;;600.0;50.0;150.0;50.0;150.0;50.0;150.0;https://img.pokemondb.net/sprites/sword-shield/icon/deoxys-normal.png;;;;;Deoxys Normal Forme;Pokemon
488;386;Deoxys Speed Forme;Deoxys;Speed Forme;3;Mythical;Psychic;;600.0;50.0;95.0;90.0;95.0;90.0;180.0;https://img.pokemondb.net/sprites/sword-shield/icon/deoxys-speed.png;;;;;Deoxys Speed Forme;Pokemon
489;387;Turtwig;Turtwig;;4;Common;Grass;;318.0;55.0;68.0;64.0;45.0;55.0;31.0;https://img.pokemondb.net/sprites/sword-shield/icon/turtwig.png;;;;;Turtwig;Pokemon
490;388;Grotle;Grotle;;4;Common;Grass;;405.0;75.0;89.0;85.0;55.0;65.0;36.0;https://img.pokemondb.net/sprites/sword-shield/icon/grotle.png;;;;;Grotle;Pokemon
491;389;Torterra;Torterra;;4;Common;Grass;Ground;525.0;95.0;109.0;105.0;75.0;85.0;56.0;https://img.pokemondb.net/sprites/sword-shield/icon/torterra.png;;;;;Torterra;Pokemon
492;390;Chimchar;Chimchar;;4;Common;Fire;;309.0;44.0;58.0;44.0;58.0;44.0;61.0;https://img.pokemondb.net/sprites/sword-shield/icon/chimchar.png;;;;;Chimchar;Pokemon
493;391;Monferno;Monferno;;4;Common;Fire;Fighting;405.0;64.0;78.0;52.0;78.0;52.0;81.0;https://img.pokemondb.net/sprites/sword-shield/icon/monferno.png;;;;;Monferno;Pokemon
494;392;Infernape;Infernape;;4;Common;Fire;Fighting;534.0;76.0;104.0;71.0;104.0;71.0;108.0;https://img.pokemondb.net/sprites/sword-shield/icon/infernape.png;;;;;Infernape;Pokemon
495;393;Piplup;Piplup;;4;Common;Water;;314.0;53.0;51.0;53.0;61.0;56.0;40.0;https://img.pokemondb.net/sprites/sword-shield/icon/piplup.png;;;;;Piplup;Pokemon
496;394;Prinplup;Prinplup;;4;Common;Water;;405.0;64.0;66.0;68.0;81.0;76.0;50.0;https://img.pokemondb.net/sprites/sword-shield/icon/prinplup.png;;;;;Prinplup;Pokemon
497;395;Empoleon;Empoleon;;4;Common;Water;Steel;530.0;84.0;86.0;88.0;111.0;101.0;60.0;https://img.pokemondb.net/sprites/sword-shield/icon/empoleon.png;;;;;Empoleon;Pokemon
498;396;Starly;Starly;;4;Common;Normal;Flying;245.0;40.0;55.0;30.0;30.0;30.0;60.0;https://img.pokemondb.net/sprites/sword-shield/icon/starly.png;;;;;Starly;Pokemon
499;397;Staravia;Staravia;;4;Common;Normal;Flying;340.0;55.0;75.0;50.0;40.0;40.0;80.0;https://img.pokemondb.net/sprites/sword-shield/icon/staravia.png;;;;;Staravia;Pokemon
500;398;Staraptor;Staraptor;;4;Common;Normal;Flying;485.0;85.0;120.0;70.0;50.0;60.0;100.0;https://img.pokemondb.net/sprites/sword-shield/icon/staraptor.png;;;;;Staraptor;Pokemon
501;399;Bidoof;Bidoof;;4;Common;Normal;;250.0;59.0;45.0;40.0;35.0;40.0;31.0;https://img.pokemondb.net/sprites/sword-shield/icon/bidoof.png;;;;;Bidoof;Pokemon
502;400;Bibarel;Bibarel;;4;Common;Normal;Water;410.0;79.0;85.0;60.0;55.0;60.0;71.0;https://img.pokemondb.net/sprites/sword-shield/icon/bibarel.png;;;;;Bibarel;Pokemon
503;401;Kricketot;Kricketot;;4;Common;Bug;;194.0;37.0;25.0;41.0;25.0;41.0;25.0;https://img.pokemondb.net/sprites/sword-shield/icon/kricketot.png;;;;;Kricketot;Pokemon
504;402;Kricketune;Kricketune;;4;Common;Bug;;384.0;77.0;85.0;51.0;55.0;51.0;65.0;https://img.pokemondb.net/sprites/sword-shield/icon/kricketune.png;;;;;Kricketune;Pokemon
505;403;Shinx;Shinx;;4;Common;Electric;;263.0;45.0;65.0;34.0;40.0;34.0;45.0;https://img.pokemondb.net/sprites/sword-shield/icon/shinx.png;Permitted;;;;Shinx;Pokemon
506;404;Luxio;Luxio;;4;Common;Electric;;363.0;60.0;85.0;49.0;60.0;49.0;60.0;https://img.pokemondb.net/sprites/sword-shield/icon/luxio.png;Permitted;;;;Luxio;Pokemon
507;405;Luxray;Luxray;;4;Common;Electric;;523.0;80.0;120.0;79.0;95.0;79.0;70.0;https://img.pokemondb.net/sprites/sword-shield/icon/luxray.png;Permitted;2;0;211;Luxray;Pokemon
508;406;Budew;Budew;;4;Baby;Grass;Poison;280.0;40.0;30.0;35.0;50.0;70.0;55.0;https://img.pokemondb.net/sprites/sword-shield/icon/budew.png;Permitted;;;;Budew;Pokemon
509;407;Roserade;Roserade;;4;Common;Grass;Poison;515.0;60.0;70.0;65.0;125.0;105.0;90.0;https://img.pokemondb.net/sprites/sword-shield/icon/roserade.png;Permitted;;;;Roserade;Pokemon
510;408;Cranidos;Cranidos;;4;Common;Rock;;350.0;67.0;125.0;40.0;30.0;30.0;58.0;https://img.pokemondb.net/sprites/sword-shield/icon/cranidos.png;;;;;Cranidos;Pokemon
511;409;Rampardos;Rampardos;;4;Common;Rock;;495.0;97.0;165.0;60.0;65.0;50.0;58.0;https://img.pokemondb.net/sprites/sword-shield/icon/rampardos.png;;;;;Rampardos;Pokemon
512;410;Shieldon;Shieldon;;4;Common;Rock;Steel;350.0;30.0;42.0;118.0;42.0;88.0;30.0;https://img.pokemondb.net/sprites/sword-shield/icon/shieldon.png;;;;;Shieldon;Pokemon
513;411;Bastiodon;Bastiodon;;4;Common;Rock;Steel;495.0;60.0;52.0;168.0;47.0;138.0;30.0;https://img.pokemondb.net/sprites/sword-shield/icon/bastiodon.png;;;;;Bastiodon;Pokemon
514;412;Burmy Plant Cloak;Burmy;Plant Cloak;4;Common;Bug;;224.0;40.0;29.0;45.0;29.0;45.0;36.0;https://img.pokemondb.net/sprites/sword-shield/icon/burmy-plant.png;;;;;Burmy Plant Cloak;Pokemon
