index;Name;AlternativeEffect;Effect;UsageAttributes;SpecificCategory;GeneralCategory;image_url;id;Label
321;Master Ball;Catches a wild Pokémon every time.;The best Ball with the ultimate level of performance. It will catch any wild Pokémon without fail.;"countable; consumable; usable-in-battle; holdable";Standard Balls;Pokeballs;https://img.pokemondb.net/sprites/items/master-ball.png;Master Ball;Item
322;Mawilite;Held: Allows Mawile to Mega Evolve into Mega Mawile.;Enables Mawile to Mega Evolve during battle.;;Mega Stones;Hold items;https://img.pokemondb.net/sprites/items/mawilite.png;Mawilite;Item
323;Max Elixir;Restores PP to full for each move.;It fully restores the PP of all the moves learned by the targeted Pokémon.;"countable; consumable; usable-overworld; usable-in-battle; holdable";Pp Recovery;Medicine;https://img.pokemondb.net/sprites/items/max-elixir.png;Max Elixir;Item
324;Max Ether;Restores PP to full for one move.;It fully restores the PP of a single selected move that has been learned by the target Pokémon.;"countable; consumable; usable-overworld; usable-in-battle; holdable";Pp Recovery;Medicine;https://img.pokemondb.net/sprites/items/max-ether.png;Max Ether;Item
325;Max Honey;;;;Revival;General items;https://img.pokemondb.net/s.png;Max Honey;Item
326;Max Lure;;Attracts Pokémon in the wild.;;Spelunking;General items;https://img.pokemondb.net/s.png;Max Lure;Item
327;Max Mushrooms;;;;Stat Boosts;General items;https://img.pokemondb.net/s.png;Max Mushrooms;Item
328;Max Potion;Restores HP to full.;Fully restores HP.;"countable; consumable; usable-overworld; usable-in-battle; holdable";Healing;Medicine;https://img.pokemondb.net/sprites/items/max-potion.png;Max Potion;Item
329;Max Repel;For 250 steps, prevents wild encounters of level lower than your party's lead Pokémon.;An item that prevents weak wild Pokémon from appearing for 250 steps after its use.;;Spelunking;General items;https://img.pokemondb.net/sprites/items/max-repel.png;Max Repel;Item
330;Max Revive;Revives with full HP.;A medicine that revives a fainted Pokémon. It fully restores the Pokémon's HP.;"countable; consumable; usable-overworld; usable-in-battle; holdable; underground";Revival;Medicine;https://img.pokemondb.net/sprites/items/max-revive.png;Max Revive;Item
331;Meadow Plate;Held: Grass-Type moves from holder do 20% more damage. Changes Arceus's and Judgment's type to Grass.;Increases power of Grass-type moves. Changes Arceus' type to Grass.;"holdable; holdable-active; underground";Plates;Hold items;https://img.pokemondb.net/sprites/items/meadow-plate.png;Meadow Plate;Item
332;Medichamite;Held: Allows Medicham to Mega Evolve into Mega Medicham.;Enables Medicham to Mega Evolve during battle.;;Mega Stones;Hold items;https://img.pokemondb.net/sprites/items/medichamite.png;Medichamite;Item
333;Mental Herb;Held: Consumed to cure infatuation. Gen V: Also removes Taunt, Encore, Torment, Disable, and Cursed Body.;An item to be held by a Pokémon. It snaps the holder out of infatuation. It can be used only once.;"holdable; holdable-active";Held Items;Hold items;https://img.pokemondb.net/sprites/items/mental-herb.png;Mental Herb;Item
334;Metagrossite;Held: Allows Metagross to Mega Evolve into Mega Metagross.;Enables Metagross to Mega Evolve during battle.;;Mega Stones;Hold items;https://img.pokemondb.net/sprites/items/metagrossite.png;Metagrossite;Item
335;Metal Coat;Held: Steel-Type moves from holder do 20% more damage.;Increases the power of Steel-type moves. Evolves Onix and Scyther when traded holding the item.;"holdable; holdable-active";Type Enhancement;Hold items;https://img.pokemondb.net/sprites/items/metal-coat.png;Metal Coat;Item
336;Metal Powder;Raises Ditto's Defense and Special Defense by 50%. The boost is lost after transforming.;Increases Defense when held by Ditto.;holdable;Species Specific;Hold items;https://img.pokemondb.net/sprites/items/metal-powder.png;Metal Powder;Item
337;Metronome;Held: Consectutive uses of the same attack have a cumulative damage boost of 10%. Maximum 100% boost.;Increases the power of moves used consecutively.;"holdable; holdable-active";Held Items;Hold items;https://img.pokemondb.net/sprites/items/metronome.png;Metronome;Item
338;Mewtwonite X;Held: Allows Mewtwo to Mega Evolve into Mega Mewtwo X.;Enables Mewtwo to Mega Evolve during battle.;;Mega Stones;Hold items;https://img.pokemondb.net/sprites/items/mewtwonite-x.png;Mewtwonite X;Item
339;Mewtwonite Y;Held: Allows Mewtwo to Mega Evolve into Mega Mewtwo Y.;Enables Mewtwo to Mega Evolve during battle.;;Mega Stones;Hold items;https://img.pokemondb.net/sprites/items/mewtwonite-y.png;Mewtwonite Y;Item
340;Micle Berry;Held: Consumed at 1/4 max HP to boost accuracy of next move by 20%. (Gen IV: Perfect accuracy);Increases a move's accuracy when HP is low.;holdable-active;In A Pinch;Berries;https://img.pokemondb.net/sprites/items/micle-berry.png;Micle Berry;Item
341;Mighty Candy;;Increases a Pokémon's Attack stat by 1.;;Vitamins;Medicine;https://img.pokemondb.net/sprites/items/mighty-candy.png;Mighty Candy;Item
342;Mighty Candy L;;Increases a Pokémon's Attack stat.;;Vitamins;Medicine;https://img.pokemondb.net/sprites/items/mighty-candy-l.png;Mighty Candy L;Item
343;Mighty Candy Xl;;Increases a Pokémon's Attack stat.;;Vitamins;Medicine;https://img.pokemondb.net/sprites/items/mighty-candy-xl.png;Mighty Candy Xl;Item
344;Mild Mint;;Changes the Pokémon's stats to match the Mild nature.;;Nature Mints;Battle items;https://img.pokemondb.net/s.png;Mild Mint;Item
345;Mind Plate;Held: Psychic-Type moves from holder do 20% more damage. Changes Arceus's and Judgment's type to Psychic.;Increases power of Psychic-type moves. Changes Arceus' type to Psychic.;"holdable; holdable-active; underground";Plates;Hold items;https://img.pokemondb.net/sprites/items/mind-plate.png;Mind Plate;Item
346;Miracle Seed;Held: Grass-Type moves from holder do 20% more damage.;Increases the power of Grass-type moves.;"holdable; holdable-active";Type Enhancement;Hold items;https://img.pokemondb.net/sprites/items/miracle-seed.png;Miracle Seed;Item
347;Misty Seed;Held: Consumed on Misty Terrain and raises the holder's Special Defense by one stage.;An item to be held by a Pokémon. It boosts Sp. Def on Misty Terrain. It can only be used once.;;Held Items;Hold items;https://img.pokemondb.net/sprites/items/misty-seed.png;Misty Seed;Item
348;Mixed Mushrooms;;One of the many ingredients that can be used for cooking at your camp. The chewy texture of the mushrooms transforms any dish they’re added to.;;Curry Ingredients;General items;https://img.pokemondb.net/s.png;Mixed Mushrooms;Item
349;Modest Mint;;Changes the Pokémon's stats to match the Modest nature.;;Nature Mints;Battle items;https://img.pokemondb.net/s.png;Modest Mint;Item
350;Moomoo Cheese;;One of the many ingredients that can be used for cooking at your camp. Melted cheese can really give a curry some richness.;;Curry Ingredients;General items;https://img.pokemondb.net/s.png;Moomoo Cheese;Item
351;Moomoo Milk;Restores 100 HP.;Milk with a very high nutrition content. It restores the HP of one Pokémon by 100 points.;"countable; consumable; usable-overworld; usable-in-battle; holdable";Healing;Medicine;https://img.pokemondb.net/sprites/items/moomoo-milk.png;Moomoo Milk;Item
352;Moon Ball;4× effectiveness on familes of Pokémon with a Moon Stone evolution. Made from Ylw Apricorn.;A Poké Ball for catching Pokémon that evolve using the Moon Stone.;;Apricorn Balls;Pokeballs;https://img.pokemondb.net/sprites/items/moon-ball.png;Moon Ball;Item
353;Moon Stone;Evolves a Clefairy into Clefable, a Jigglypuff into Wigglytuff, a Munna into Musharna, a Nidorina into Nidoqueen, a Nidorino into Nidoking, or a Skitty into Delcatty.;Evolves certain species of Pokémon.;underground;Evolution;General items;https://img.pokemondb.net/sprites/items/moon-stone.png;Moon Stone;Item
354;Muscle Band;Held: Boosts the damage of physical moves used by the holder by 10%.;Increases the power of Physical-category moves.;"holdable; holdable-active";Held Items;Hold items;https://img.pokemondb.net/sprites/items/muscle-band.png;Muscle Band;Item
355;Muscle Wing;Increases Attack effort by 1.;Increases Attack EVs by 1.;;Vitamins;Medicine;https://img.pokemondb.net/sprites/items/muscle-wing.png;Muscle Wing;Item
356;Mystic Water;Held: Water-Type moves from holder do 20% more damage.;Increases the power of Water-type moves.;"holdable; holdable-active";Type Enhancement;Hold items;https://img.pokemondb.net/sprites/items/mystic-water.png;Mystic Water;Item
357;Naive Mint;;Changes the Pokémon's stats to match the Naive nature.;;Nature Mints;Battle items;https://img.pokemondb.net/s.png;Naive Mint;Item
358;Nanab Berry;Used for creating PokéBlocks and Poffins.;A Berry to be used in cooking. Calms a Pokémon in battle, in Let's Go Pikachu/Eevee.;;Baking Only;Berries;https://img.pokemondb.net/sprites/items/nanab-berry.png;Nanab Berry;Item
359;Naughty Mint;;Changes the Pokémon's stats to match the Naughty nature.;;Nature Mints;Battle items;https://img.pokemondb.net/s.png;Naughty Mint;Item
360;Nest Ball;Tries to catch a wild Pokémon.  Success rate is 3.9× for level 1 Pokémon, and drops steadily to 1× at level 30.;A somewhat different Poké Ball that works especially well on weaker Pokémon in the wild.;"countable; consumable; usable-in-battle; holdable";Special Balls;Pokeballs;https://img.pokemondb.net/sprites/items/nest-ball.png;Nest Ball;Item
361;Net Ball;Tries to catch a wild Pokémon.  Success rate is 3× for water and bug Pokémon.;A somewhat different Poké Ball that works especially well on Water- and Bug-type Pokémon.;"countable; consumable; usable-in-battle; holdable";Special Balls;Pokeballs;https://img.pokemondb.net/sprites/items/net-ball.png;Net Ball;Item
362;Never Melt Ice;Held: Ice-Type moves from holder do 20% more damage.;Increases the power of Ice-type moves.;"holdable; holdable-active";Type Enhancement;Hold items;https://img.pokemondb.net/sprites/items/never-melt-ice.png;Never Melt Ice;Item
363;Nomel Berry;Used for creating PokéBlocks and Poffins.;A Berry which is very rare in the Unova region. A maniac will buy it for a high price.;;Baking Only;Berries;https://img.pokemondb.net/sprites/items/nomel-berry.png;Nomel Berry;Item
364;Normal Gem;Held: When the holder uses a damaging normal-type move, the move has 1.5× power and this item is consumed.;Increases the power of a Normal-type move only once.;;Jewels;Hold items;https://img.pokemondb.net/sprites/items/normal-gem.png;Normal Gem;Item
365;Nugget;Sell for 5000 Pokédollars, or to Ore Collector for 10000 Pokédollars.;A nugget of pure gold that gives off a lustrous gleam. It can be sold at a high price to shops.;;Loot;General items;https://img.pokemondb.net/sprites/items/nugget.png;Nugget;Item
366;Occa Berry;Held: Consumed when struck by a super-effective Fire-type attack to halve the damage.;Weakens a supereffective Fire-type attack against the holding Pokémon.;holdable-active;Type Protection;Berries;https://img.pokemondb.net/sprites/items/occa-berry.png;Occa Berry;Item
367;Odd Incense;Held: Psychic-Type moves from holder do 20% more damage. Breeding: Mr. Mime begets a Mime Jr. Egg.;Increases the power of Psychic-type moves. Breeding Mr. Mime produces Mime Jr. when held.;"holdable; holdable-active";Type Enhancement;Hold items;https://img.pokemondb.net/sprites/items/odd-incense.png;Odd Incense;Item
368;Odd Keystone;Use on the tower on Route 209 to encounter Spiritomb if you have at least 32 Underground greetings.;A vital item that is needed to keep a stone tower from collapsing. Voices can be heard from it occasionally.;underground;Dex Completion;General items;https://img.pokemondb.net/sprites/items/odd-keystone.png;Odd Keystone;Item
369;Old Amber;Can be revived into an Aerodactyl.;A piece of amber that contains the genetic material of an ancient Pokémon. It is clear with a reddish tint.;underground;Dex Completion;General items;https://img.pokemondb.net/sprites/items/old-amber.png;Old Amber;Item
370;Old Gateau;Cures any status ailment and confusion.;Heals all major status conditions.;"countable; consumable; usable-overworld; usable-in-battle; holdable";Status Cures;Medicine;https://img.pokemondb.net/sprites/items/old-gateau.png;Old Gateau;Item
371;Oran Berry;Held: Consumed at 1/2 max HP to recover 10 HP.;If held by a Pokémon, it heals the user by just 10 HP.;holdable-active;Medicine;Berries;https://img.pokemondb.net/sprites/items/oran-berry.png;Oran Berry;Item
372;Oval Charm;Doubles the chance of two Pokémon producing an egg at the daycare every 255 steps.;An oval charm said to increase the chance of Pokémon Eggs being found at the Day Care.;;Gameplay;General items;https://img.pokemondb.net/sprites/items/oval-charm.png;Oval Charm;Item
373;Oval Stone;Level-up during Day on a Happiny: Holder evolves into Chansey.;Evolves Happiny when held.;underground;Evolution;General items;https://img.pokemondb.net/sprites/items/oval-stone.png;Oval Stone;Item
374;Pack Of Potatoes;;One of the many ingredients that can be used for cooking at your camp. Potatoes help mellow out a spicy taste, to make a dish more mild.;;Curry Ingredients;General items;https://img.pokemondb.net/s.png;Pack Of Potatoes;Item
375;Packaged Curry;;One of the many ingredients that can be used for cooking at your camp. Using packaged curry helps make sure there are no slipups when cooking.;;Curry Ingredients;General items;https://img.pokemondb.net/s.png;Packaged Curry;Item
376;Pamtre Berry;Used for creating PokéBlocks and Poffins.;A Berry which is very rare in the Unova region. A maniac will buy it for a high price.;;Baking Only;Berries;https://img.pokemondb.net/sprites/items/pamtre-berry.png;Pamtre Berry;Item
377;Paralyze Heal;Cures paralysis.;A spray-type medicine. It eliminates paralysis from a single Pokémon.;"countable; consumable; usable-overworld; usable-in-battle; holdable";Status Cures;Medicine;https://img.pokemondb.net/sprites/items/paralyze-heal.png;Paralyze Heal;Item
378;Park Ball;Catches Pokémon in the Pal Park every time.;A special Poké Ball for the Pal Park.;;Standard Balls;Pokeballs;https://img.pokemondb.net/sprites/items/park-ball.png;Park Ball;Item
379;Pass Orb;Activates Pass Powers.;A mysterious orb containing the power of the Unova region, to be used when generating Pass Power.;;Held Items;Hold items;https://img.pokemondb.net/sprites/items/pass-orb.png;Pass Orb;Item
380;Passho Berry;Held: Consumed when struck by a super-effective Water-type attack to halve the damage.;Weakens a supereffective Water-type attack against the holding Pokémon.;holdable-active;Type Protection;Berries;https://img.pokemondb.net/sprites/items/passho-berry.png;Passho Berry;Item
381;Pasta;;One of the many ingredients that can be used for cooking at your camp. These flour noodles make for a surprisingly good match with curry.;;Curry Ingredients;General items;https://img.pokemondb.net/s.png;Pasta;Item
