Name,Effect (alt.),Effect,Usage Attributes,Specific Category,General Category,image_url
Tr43,,Teaches the move Overheat.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr44,,Teaches the move Cosmic Power.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr45,,Teaches the move Muddy Water.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr46,,Teaches the move Iron Defense.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr47,,Teaches the move Dragon Claw.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr48,,Teaches the move Bulk Up.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr49,,Teaches the move Calm Mind.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr50,,Teaches the move Leaf Blade.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr51,,Teaches the move Dragon Dance.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr52,,Teaches the move Gyro Ball.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr53,,Teaches the move Close Combat.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr54,,Teaches the move Toxic Spikes.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr55,,Teaches the move Flare Blitz.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr56,,Teaches the move Aura Sphere.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr57,,Teaches the move Poison Jab.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr58,,Teaches the move Dark Pulse.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr59,,Teaches the move Seed Bomb.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr60,,Teaches the move X-Scissor.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr61,,Teaches the move Bug Buzz.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr62,,Teaches the move Dragon Pulse.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr63,,Teaches the move Power Gem.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr64,,Teaches the move Focus Blast.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr65,,Teaches the move Energy Ball.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr66,,Teaches the move Brave Bird.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr67,,Teaches the move Earth Power.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr68,,Teaches the move Nasty Plot.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr69,,Teaches the move Zen Headbutt.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr70,,Teaches the move Flash Cannon.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr71,,Teaches the move Leaf Storm.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr72,,Teaches the move Power Whip.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr73,,Teaches the move Gunk Shot.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr74,,Teaches the move Iron Head.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr75,,Teaches the move Stone Edge.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr76,,Teaches the move Stealth Rock.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr77,,Teaches the move Grass Knot.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr78,,Teaches the move Sludge Wave.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr79,,Teaches the move Heavy Slam.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr80,,Teaches the move Electro Ball.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr81,,Teaches the move Foul Play.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr82,,Teaches the move Stored Power.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr83,,Teaches the move Ally Switch.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr84,,Teaches the move Scald.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr85,,Teaches the move Work Up.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr86,,Teaches the move Wild Charge.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr87,,Teaches the move Drill Run.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr88,,Teaches the move Heat Crash.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr89,,Teaches the move Hurricane.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr90,,Teaches the move Play Rough.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr91,,Teaches the move Venom Drench.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr92,,Teaches the move Dazzling Gleam.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr93,,Teaches the move Darkest Lariat.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr94,,Teaches the move High Horsepower.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr95,,Teaches the move Throat Chop.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr96,,Teaches the move Pollen Puff.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr97,,Teaches the move Psychic Fangs.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr98,,Teaches the move Liquidation.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tr99,,Teaches the move Body Press.,,All Machines,Machines,https://img.pokemondb.net/s.png
Tropical Shell,,,,Loot,General items,https://img.pokemondb.net/s.png
Twisted Spoon,Held: Psychic-Type moves from holder do 20% more damage.,Increases the power of Psychic-type moves.,"['holdable', 'holdable-active']",Type Enhancement,Hold items,https://img.pokemondb.net/sprites/items/twisted-spoon.png
Tyranitarite,Held: Allows Tyranitar to Mega Evolve into Mega Tyranitar.,Enables Tyranitar to Mega Evolve during battle.,,Mega Stones,Hold items,https://img.pokemondb.net/sprites/items/tyranitarite.png
Ultra Ball,Tries to catch a wild Pokémon.  Success rate is 2×.,An ultra-performance Ball that provides a higher Pokémon catch rate than a Great Ball.,"['countable', 'consumable', 'usable-in-battle', 'holdable']",Standard Balls,Pokeballs,https://img.pokemondb.net/sprites/items/ultra-ball.png
Utility Umbrella,,An item to be held by a Pokémon. This sturdy umbrella protects the holder from the effects of weather.,,Held Items,Hold items,https://img.pokemondb.net/s.png
Venusaurite,Held: Allows Venusaur to Mega Evolve into Mega Venusaur.,Enables Venusaur to Mega Evolve during battle.,,Mega Stones,Hold items,https://img.pokemondb.net/sprites/items/venusaurite.png
Wacan Berry,Held: Consumed when struck by a super-effective Electric-type attack to halve the damage.,Weakens a supereffective Electric-type attack against the holding Pokémon.,['holdable-active'],Type Protection,Berries,https://img.pokemondb.net/sprites/items/wacan-berry.png
Water Gem,"Held: When the holder uses a damaging water-type move, the move has 1.5× power and this item is consumed.",Increases the power of a Water-type move only once.,,Jewels,Hold items,https://img.pokemondb.net/sprites/items/water-gem.png
Water Memory,Held: Changes Silvally to its Water form.  Changes Multi-Attack's type to Water.,Changes Silvally and its move Multi-Attack to Water type.,,Memories,Hold items,https://img.pokemondb.net/sprites/items/water-memory.png
Water Stone,"Evolves an Eevee into Vaporeon, a Lombre into Ludicolo, a Panpour into Simipour, a Poliwhirl into Poliwrath, a Shellder into Cloyster, or a Staryu into Starmie.",Evolves certain species of Pokémon.,['underground'],Evolution,General items,https://img.pokemondb.net/sprites/items/water-stone.png
Watmel Berry,Used for creating PokéBlocks and Poffins.,A Berry which is very rare in the Unova region. A maniac will buy it for a high price.,,Baking Only,Berries,https://img.pokemondb.net/sprites/items/watmel-berry.png
Wave Incense,Held: Water-Type moves from holder do 20% more damage. Breeding: Mantine begets a Mantyke Egg.,Increases the power of Water-type moves. Breeding Mantine produces Mantyke when held.,"['holdable', 'holdable-active']",Type Enhancement,Hold items,https://img.pokemondb.net/sprites/items/wave-incense.png
Weakness Policy,"Held: When the holder is hit by a super effective move, its Attack and Special Attack raise by two stages.",Sharply raises Attack and Special Attack if hit by a super-effective move.,,Held Items,Hold items,https://img.pokemondb.net/sprites/items/weakness-policy.png
Wepear Berry,Used for creating PokéBlocks and Poffins.,A Berry which is very rare in the Unova region. A maniac will buy it for a high price.,,Baking Only,Berries,https://img.pokemondb.net/sprites/items/wepear-berry.png
Whipped Dream,Traded on a Swirlix: Holder evolves into Slurpuff.,Evolves Swirlix when traded holding the item.,,Evolution,General items,https://img.pokemondb.net/sprites/items/whipped-dream.png
White Apricorn,Used to make a Fast Ball.,A white Apricorn. It doesn't smell like anything.,,Apricorn Box,General items,https://img.pokemondb.net/sprites/items/white-apricorn.png
White Flute,Doubles the wild Pokémon encounter rate.,A toy flute made from white glass. A maniac will buy it for a high price.,"['countable', 'consumable', 'usable-overworld', 'holdable']",Spelunking,General items,https://img.pokemondb.net/sprites/items/white-flute.png
White Herb,Held: Resets all lowered stats to normal at end of turn. Consumed after use.,An item to be held by a POKéMON. It restores any lowered stat in battle. It can be used only once.,"['holdable', 'holdable-active']",Held Items,Hold items,https://img.pokemondb.net/sprites/items/white-herb.png
Wide Lens,Held: Provides a 1/10 (10%) boost in accuracy to the holder.,Increases the accuracy of moves.,"['holdable', 'holdable-active']",Held Items,Hold items,https://img.pokemondb.net/sprites/items/wide-lens.png
Wiki Berry,Held: Consumed at 1/2 max HP to restore 1/8 max HP. Confuses Pokémon that dislike dry flavor.,"Restores HP if it's low, but may cause confusion.",['holdable-active'],Picky Healing,Berries,https://img.pokemondb.net/sprites/items/wiki-berry.png
Wise Glasses,Held: Boosts the damage of special moves used by the holder by 1/10 (10%).,Increases the power of Special-category moves.,"['holdable', 'holdable-active']",Held Items,Hold items,https://img.pokemondb.net/sprites/items/wise-glasses.png
Wishing Piece,,Activates a Pokémon Den for a Max Raid Battle.,,Collectibles,General items,https://img.pokemondb.net/s.png
X Accuracy,Raises accuracy by one stage in battle.  Raises happiness.,Raises Accuracy of a Pokémon in battle.,"['countable', 'consumable', 'usable-in-battle', 'holdable']",Stat Boosts,Battle items,https://img.pokemondb.net/sprites/items/x-accuracy.png
X Accuracy 2,Raises accuracy by two stages in battle.  Wonder Launcher only.,Sharply raises Accuracy of a Pokémon in battle.,,Miracle Shooter,Battle items,https://img.pokemondb.net/sprites/items/x-accuracy-2.png
X Accuracy 3,Raises accuracy by three stages in battle.  Wonder Launcher only.,Drastically raises Accuracy of a Pokémon in battle.,,Miracle Shooter,Battle items,https://img.pokemondb.net/sprites/items/x-accuracy-3.png
X Accuracy 6,Raises accuracy by six stages in battle.  Wonder Launcher only.,Immensely raises Accuracy of a Pokémon in battle.,,Miracle Shooter,Battle items,https://img.pokemondb.net/sprites/items/x-accuracy-6.png
X Attack,Raises Attack by one stage in battle.  Raises happiness.,Raises Attack of a Pokémon in battle.,"['countable', 'consumable', 'usable-in-battle', 'holdable']",Stat Boosts,Battle items,https://img.pokemondb.net/sprites/items/x-attack.png
X Attack 2,Raises Attack by two stages in battle.  Wonder Launcher only.,Sharply raises Attack of a Pokémon in battle.,,Miracle Shooter,Battle items,https://img.pokemondb.net/sprites/items/x-attack-2.png
X Attack 3,Raises Attack by three stages in battle.  Wonder Launcher only.,Drastically raises Attack of a Pokémon in battle.,,Miracle Shooter,Battle items,https://img.pokemondb.net/sprites/items/x-attack-3.png
X Attack 6,Raises Attack by six stages in battle.  Wonder Launcher only.,Immensely raises Attack of a Pokémon in battle.,,Miracle Shooter,Battle items,https://img.pokemondb.net/sprites/items/x-attack-6.png
X Defense,Raises Defense by one stage in battle.  Raises happiness.,Raises Defense of a Pokémon in battle.,"['countable', 'consumable', 'usable-in-battle', 'holdable']",Stat Boosts,Battle items,https://img.pokemondb.net/sprites/items/x-defense.png
X Defense 2,Raises Defense by two stages in battle.  Wonder Launcher only.,Sharply raises Defense of a Pokémon in battle.,,Miracle Shooter,Battle items,https://img.pokemondb.net/sprites/items/x-defense-2.png
X Defense 3,Raises Defense by three stages in battle.  Wonder Launcher only.,Drastically raises Defense of a Pokémon in battle.,,Miracle Shooter,Battle items,https://img.pokemondb.net/sprites/items/x-defense-3.png
X Defense 6,Raises Defense by six stages in battle.  Wonder Launcher only.,Immensely raises Defense of a Pokémon in battle.,,Miracle Shooter,Battle items,https://img.pokemondb.net/sprites/items/x-defense-6.png
X Sp. Atk 2,Raises Special Attack by two stages in battle.  Wonder Launcher only.,Sharply raises Special Attack of a Pokémon in battle.,,Miracle Shooter,Battle items,https://img.pokemondb.net/sprites/items/x-sp-atk-2.png
X Sp. Atk 3,Raises Special Attack by three stages in battle.  Wonder Launcher only.,Drastically raises Special Attack of a Pokémon in battle.,,Miracle Shooter,Battle items,https://img.pokemondb.net/sprites/items/x-sp-atk-3.png
X Sp. Atk 6,Raises Special Attack by six stages in battle.  Wonder Launcher only.,Immensely raises Special Attack of a Pokémon in battle.,,Miracle Shooter,Battle items,https://img.pokemondb.net/sprites/items/x-sp-atk-6.png
X Sp. Def 2,Raises Special Defense by two stages in battle.  Wonder Launcher only.,Sharply raises Special Defense of a Pokémon in battle.,,Miracle Shooter,Battle items,https://img.pokemondb.net/sprites/items/x-sp-def-2.png
X Sp. Def 3,Raises Special Defense by three stages in battle.  Wonder Launcher only.,Drastically raises Special Defense of a Pokémon in battle.,,Miracle Shooter,Battle items,https://img.pokemondb.net/sprites/items/x-sp-def-3.png
X Sp. Def 6,Raises Special Defense by six stages in battle.  Wonder Launcher only.,Immensely raises Special Defense of a Pokémon in battle.,,Miracle Shooter,Battle items,https://img.pokemondb.net/sprites/items/x-sp-def-6.png
X Speed,Raises Speed by one stage in battle.  Raises happiness.,Raises Speed of a Pokémon in battle.,"['countable', 'consumable', 'usable-in-battle', 'holdable']",Stat Boosts,Battle items,https://img.pokemondb.net/sprites/items/x-speed.png
X Speed 2,Raises Speed by two stages in battle.  Wonder Launcher only.,Sharply raises Speed of a Pokémon in battle.,,Miracle Shooter,Battle items,https://img.pokemondb.net/sprites/items/x-speed-2.png
X Speed 3,Raises Speed by three stages in battle.  Wonder Launcher only.,Drastically raises Speed of a Pokémon in battle.,,Miracle Shooter,Battle items,https://img.pokemondb.net/sprites/items/x-speed-3.png
X Speed 6,Raises Speed by six stages in battle.  Wonder Launcher only.,Immensely raises Speed of a Pokémon in battle.,,Miracle Shooter,Battle items,https://img.pokemondb.net/sprites/items/x-speed-6.png
Yache Berry,Held: Consumed when struck by a super-effective Ice-type attack to halve the damage.,Weakens a supereffective Ice-type attack against the holding Pokémon.,['holdable-active'],Type Protection,Berries,https://img.pokemondb.net/sprites/items/yache-berry.png
Yellow Apricorn,Used to make a Moon Ball.,A yellow Apricorn. It has an invigorating scent.,,Apricorn Box,General items,https://img.pokemondb.net/sprites/items/yellow-apricorn.png
Yellow Flute,Cures confusion.,A toy flute made from yellow glass. A maniac will buy it for a high price.,"['countable', 'consumable', 'usable-in-battle', 'holdable']",Flutes,General items,https://img.pokemondb.net/sprites/items/yellow-flute.png
Yellow Nectar,Changes Oricorio to Pom-Pom Style.,A flower nectar obtained at Melemele Meadow. It changes the form of certain species of Pokémon.,,Species Specific,Hold items,https://img.pokemondb.net/sprites/items/yellow-nectar.png
Yellow Scarf,Raises the holder's Toughness while in a contest.,Raises holder's Tough aspect in a Contest.,['holdable-active'],Scarves,General items,https://img.pokemondb.net/sprites/items/yellow-scarf.png
Yellow Shard,No effect. Can be traded for items or moves.,A small yellow shard. It appears to be from some sort of implement made long ago.,['underground'],Collectibles,General items,https://img.pokemondb.net/sprites/items/yellow-shard.png
Zap Plate,Held: Electric-Type moves from holder do 20% more damage. Changes Arceus's and Judgment's type to Electric.,Increases power of Electric-type moves. Changes Arceus' type to Electric.,"['holdable', 'holdable-active', 'underground']",Plates,Hold items,https://img.pokemondb.net/sprites/items/zap-plate.png
Zinc,Raises Special Defense and happiness.,Increases Special Defense EVs by 10.,"['countable', 'consumable', 'usable-overworld', 'usable-in-battle', 'holdable']",Vitamins,Medicine,https://img.pokemondb.net/sprites/items/zinc.png
Zoom Lens,Held: Provides a 1/5 (20%) boost in accuracy if the holder moves after the target.,Raises a move's accuracy if the holder moves after its target.,"['holdable', 'holdable-active']",Held Items,Hold items,https://img.pokemondb.net/sprites/items/zoom-lens.png
