Nature,HP/Atk/Def/SpA/SpD/Spe,Use_Percentage (%),Pokemon
Adamant,252/252/0/0/4/0,2.772%,Escavalier
Brave,252/196/0/0/60/0,1.697%,Escavalier
Brave,252/196/60/0/0/0,1.528%,Escavalier
Adamant,4/252/252/0/0/0,0.687%,Escavalier
Careful,252/4/0/0/252/0,0.501%,Escavalier
Brave,252/220/0/0/36/0,0.450%,Escavalier
Adamant,252/252/4/0/0/0,0.320%,Escavalier
Brave,236/196/0/0/76/0,0.138%,Escavalier
Brave,252/252/0/0/0/0,0.132%,Escavalier
Adamant,252/252/0/0/0/4,0.082%,Escavalier
Brave,252/84/44/0/128/0,0.075%,Escavalier
Brave,244/252/4/0/4/0,0.069%,Escavalier
Brave,244/196/68/0/0/0,0.045%,Escavalier
Adamant,252/196/0/0/60/0,0.011%,Escavalier
Brave,204/252/52/0/0/0,0.007%,Escavalier
Adamant,92/252/0/0/0/164,0.005%,Escavalier
Brave,0/252/124/0/128/0,0.005%,Escavalier
Brave,96/252/76/0/80/0,0.004%,Escavalier
Modest,252/0/76/36/4/140,21.497%,Wash Rotom
Bold,252/0/100/0/156/0,15.457%,Wash Rotom
Timid,0/0/0/252/4/252,10.043%,Wash Rotom
Bold,244/0/44/20/156/44,9.772%,Wash Rotom
Timid,4/0/0/252/0/252,6.912%,Wash Rotom
Modest,228/0/100/36/76/68,5.591%,Wash Rotom
Modest,252/0/0/252/4/0,4.530%,Wash Rotom
Bold,252/0/164/0/92/0,3.698%,Wash Rotom
Modest,204/0/0/252/0/52,2.872%,Wash Rotom
Bold,252/0/20/4/116/116,2.538%,Wash Rotom
Modest,244/0/84/36/20/124,2.003%,Wash Rotom
Calm,252/0/0/0/168/88,1.460%,Wash Rotom
Modest,252/0/0/252/0/4,1.303%,Wash Rotom
Modest,252/0/100/36/76/44,1.244%,Wash Rotom
Calm,252/0/0/0/252/0,1.215%,Wash Rotom
Timid,116/0/0/148/0/244,0.909%,Wash Rotom
Modest,252/0/0/196/0/60,0.767%,Wash Rotom
Timid,0/0/0/220/36/252,0.750%,Wash Rotom
Bold,252/0/124/0/124/8,0.745%,Wash Rotom
Bold,212/0/100/60/92/44,0.668%,Wash Rotom
Modest,252/0/4/164/84/4,37.940%,Politoed
Bold,252/0/196/0/60/0,31.754%,Politoed
Calm,212/0/92/124/76/4,5.029%,Politoed
Modest,0/0/4/252/252/0,3.303%,Politoed
Relaxed,252/0/188/0/68/0,3.212%,Politoed
Bold,0/0/252/0/68/156,3.203%,Politoed
Bold,248/0/196/0/56/4,2.854%,Politoed
Calm,204/0/220/4/76/4,2.453%,Politoed
Modest,252/0/4/252/0/0,2.374%,Politoed
Bold,252/0/252/0/4/0,1.502%,Politoed
Calm,252/0/116/36/100/4,1.324%,Politoed
Bold,252/0/252/4/0/0,0.701%,Politoed
Timid,180/0/0/0/184/144,0.628%,Politoed
Sassy,252/0/148/0/108/0,0.605%,Politoed
Relaxed,252/0/252/0/4/0,0.547%,Politoed
Sassy,252/0/84/0/172/0,0.517%,Politoed
Bold,248/0/180/0/76/0,0.405%,Politoed
Calm,204/0/220/28/44/12,0.235%,Politoed
Quiet,4/0/0/252/252/0,0.234%,Politoed
Modest,0/0/252/0/68/156,0.192%,Politoed
Modest,108/0/4/252/4/140,20.778%,Ludicolo
Mild,0/4/0/252/0/252,17.715%,Ludicolo
Modest,0/0/0/252/4/252,17.137%,Ludicolo
Modest,4/0/0/252/0/252,7.878%,Ludicolo
Quiet,252/0/0/252/4/0,6.428%,Ludicolo
Mild,4/0/0/252/0/252,5.152%,Ludicolo
Modest,252/0/28/4/4/220,4.183%,Ludicolo
Timid,212/0/0/252/0/44,3.404%,Ludicolo
Modest,0/0/4/252/0/252,2.750%,Ludicolo
Modest,172/0/12/76/12/236,2.733%,Ludicolo
Timid,0/0/0/252/4/252,1.989%,Ludicolo
Modest,0/0/36/252/0/220,1.749%,Ludicolo
Modest,44/0/0/252/0/212,1.573%,Ludicolo
Hasty,4/0/0/252/0/252,1.411%,Ludicolo
Serious,36/0/0/252/0/220,1.022%,Ludicolo
Hasty,252/4/0/0/0/252,0.728%,Ludicolo
Timid,12/0/4/236/4/252,0.623%,Ludicolo
Timid,4/0/0/252/0/252,0.600%,Ludicolo
Timid,252/0/0/4/0/252,0.414%,Ludicolo
Modest,6/0/0/252/0/252,0.314%,Ludicolo
Sassy,252/0/4/0/252/0,65.160%,Slowking
Sassy,252/0/252/0/0/0,13.671%,Slowking
Sassy,252/0/76/20/156/0,12.189%,Slowking
Sassy,252/0/0/4/252/0,7.287%,Slowking
Sassy,252/0/252/0/4/0,1.191%,Slowking
Quiet,252/4/0/252/0/0,0.162%,Slowking
Quiet,252/0/108/148/0/0,0.126%,Slowking
Brave,4/252/252/0/0/0,0.099%,Slowking
Relaxed,248/0/252/0/0/8,0.096%,Slowking
Quiet,244/0/188/76/0/0,0.006%,Slowking
Bold,252/0/252/0/4/0,0.005%,Slowking
Relaxed,252/0/252/0/0/0,0.005%,Slowking
Sassy,4/0/252/0/252/0,0.001%,Slowking
Modest,56/0/76/252/120/0,0.001%,Slowking
Sassy,252/0/124/0/128/0,0.000%,Slowking
Calm,100/0/0/252/148/4,0.000%,Slowking
Serious,187/0/252/0/69/0,0.000%,Slowking
Quiet,252/0/0/252/0/0,0.000%,Slowking
Bold,252/0/116/0/140/0,0.000%,Slowking
Sassy,220/0/180/0/108/0,0.000%,Slowking
Brave,244/236/12/0/12/0,82.414%,Swampert
Adamant,164/252/4/0/4/84,2.290%,Swampert
Adamant,188/4/76/0/116/124,2.153%,Swampert
Adamant,188/164/12/0/4/140,2.099%,Swampert
Brave,252/76/84/0/92/0,1.886%,Swampert
Adamant,244/236/0/0/0/28,1.819%,Swampert
Adamant,188/156/12/0/4/148,1.540%,Swampert
Adamant,180/196/4/0/4/124,0.872%,Swampert
Impish,252/100/124/0/28/4,0.815%,Swampert
Careful,252/172/84/0/0/0,0.763%,Swampert
Adamant,252/252/0/0/4/0,0.724%,Swampert
Adamant,212/236/4/0/4/52,0.669%,Swampert
Modest,252/0/140/116/0/0,0.270%,Swampert
Impish,212/92/76/0/12/116,0.257%,Swampert
Adamant,220/236/4/0/4/44,0.219%,Swampert
Brave,252/236/20/0/0/0,0.208%,Swampert
Calm,252/0/172/0/84/0,0.192%,Swampert
Adamant,120/252/0/0/132/0,0.142%,Swampert
Calm,252/0/108/0/148/0,0.134%,Swampert
Brave,248/236/12/0/12/0,0.127%,Swampert
Bold,252/0/252/0/4/0,76.263%,Azumarill
Brave,252/252/0/0/4/0,7.067%,Azumarill
Brave,252/252/4/0/0/0,4.286%,Azumarill
Adamant,244/252/0/0/12/0,3.690%,Azumarill
Adamant,252/252/0/0/4/0,2.888%,Azumarill
Impish,252/4/252/0/0/0,2.013%,Azumarill
Adamant,252/252/4/0/0/0,0.774%,Azumarill
Adamant,96/252/156/0/4/0,0.642%,Azumarill
Brave,0/252/4/0/252/0,0.487%,Azumarill
Careful,252/4/0/0/252/0,0.298%,Azumarill
Calm,236/0/172/4/92/0,0.247%,Azumarill
Jolly,4/252/0/0/0/252,0.200%,Azumarill
Adamant,252/252/0/0/0/4,0.193%,Azumarill
Calm,252/0/0/4/252/0,0.169%,Azumarill
Brave,4/252/0/0/252/0,0.160%,Azumarill
Brave,188/252/68/0/0/0,0.117%,Azumarill
Impish,252/0/156/0/100/0,0.073%,Azumarill
Adamant,4/252/0/0/0/252,0.073%,Azumarill
Adamant,0/252/4/0/0/252,0.054%,Azumarill
Modest,252/0/0/252/4/0,0.050%,Azumarill
Adamant,164/252/4/0/4/84,79.071%,Scizor
Adamant,236/252/4/0/4/12,8.020%,Scizor
Adamant,252/252/0/0/4/0,7.801%,Scizor
Adamant,252/252/4/0/0/0,2.595%,Scizor
Adamant,252/252/0/0/0/0,1.241%,Scizor
Adamant,252/252/0/0/0/4,0.535%,Scizor
Adamant,4/252/0/0/0/252,0.147%,Scizor
Adamant,76/252/4/0/156/20,0.135%,Scizor
Jolly,0/152/0/0/104/252,0.098%,Scizor
Impish,248/8/252/0/0/0,0.066%,Scizor
Brave,100/252/0/0/156/0,0.062%,Scizor
Impish,252/252/4/0/0/0,0.057%,Scizor
Sassy,252/0/252/0/0/0,0.052%,Scizor
Impish,236/4/180/0/84/4,0.041%,Scizor
Adamant,252/4/252/0/0/0,0.013%,Scizor
Brave,248/252/0/8/0/0,0.012%,Scizor
Careful,252/252/4/0/0/0,0.011%,Scizor
Jolly,4/252/0/0/0/252,0.010%,Scizor
Adamant,252/76/4/0/156/20,0.009%,Scizor
Hardy,4/252/0/0/0/252,0.006%,Scizor
Modest,212/0/252/36/4/4,38.616%,Galarian Articuno
Quiet,252/0/0/252/4/0,28.079%,Galarian Articuno
Modest,156/0/44/116/4/188,8.710%,Galarian Articuno
Timid,0/0/0/252/4/252,5.345%,Galarian Articuno
Modest,0/0/0/252/4/252,3.494%,Galarian Articuno
Modest,60/0/4/196/4/244,2.562%,Galarian Articuno
Timid,4/0/0/252/0/252,2.122%,Galarian Articuno
Quiet,196/0/0/76/236/0,1.317%,Galarian Articuno
Modest,140/0/0/252/0/116,1.231%,Galarian Articuno
Timid,0/0/4/252/0/252,1.043%,Galarian Articuno
Sassy,252/0/4/0/252/0,0.902%,Galarian Articuno
Timid,4/0/4/244/4/252,0.886%,Galarian Articuno
Timid,12/0/0/244/0/252,0.742%,Galarian Articuno
Timid,76/0/4/252/4/172,0.664%,Galarian Articuno
Modest,196/0/0/252/4/56,0.642%,Galarian Articuno
Modest,252/0/0/252/4/0,0.526%,Galarian Articuno
Modest,252/0/60/196/0/0,0.454%,Galarian Articuno
Sassy,244/0/0/108/156/0,0.430%,Galarian Articuno
Hardy,1/0/0/0/0/0,0.294%,Galarian Articuno
Timid,100/0/60/124/60/164,0.292%,Galarian Articuno
Adamant,252/0/108/0/148/0,15.690%,Tyranitar
Adamant,252/252/0/0/4/0,12.802%,Tyranitar
Brave,252/252/0/0/4/0,11.787%,Tyranitar
Adamant,132/252/4/0/4/116,8.204%,Tyranitar
Adamant,0/252/252/0/4/0,6.780%,Tyranitar
Adamant,0/252/0/0/4/252,6.133%,Tyranitar
Adamant,4/252/0/0/0/252,5.941%,Tyranitar
Impish,252/0/252/0/4/0,3.275%,Tyranitar
Jolly,0/252/0/0/4/252,3.124%,Tyranitar
Adamant,172/252/0/0/84/0,3.082%,Tyranitar
Brave,252/252/4/0/0/0,2.700%,Tyranitar
Adamant,244/140/0/0/0/124,2.552%,Tyranitar
Brave,252/156/100/0/0/0,1.998%,Tyranitar
Adamant,0/252/252/0/0/4,1.920%,Tyranitar
Adamant,196/252/0/0/0/60,1.858%,Tyranitar
Adamant,100/252/0/0/0/156,1.363%,Tyranitar
Modest,252/0/28/196/12/20,1.172%,Tyranitar
Adamant,124/188/84/0/112/0,1.147%,Tyranitar
Modest,252/0/0/252/0/4,0.896%,Tyranitar
Adamant,128/128/252/0/0/0,0.732%,Tyranitar
Timid,4/0/0/252/0/252,43.693%,Pikachu
Jolly,4/252/0/0/0/252,28.313%,Pikachu
Modest,4/0/0/252/0/252,8.573%,Pikachu
Jolly,0/252/0/4/0/252,6.869%,Pikachu
Hasty,20/172/0/4/60/252,4.582%,Pikachu
Jolly,0/252/4/0/0/252,2.904%,Pikachu
Jolly,0/252/0/0/4/252,2.034%,Pikachu
Hasty,0/128/0/128/0/252,0.988%,Pikachu
Timid,0/0/0/252/4/252,0.723%,Pikachu
Hasty,12/108/0/4/132/252,0.325%,Pikachu
Hasty,0/116/0/140/0/252,0.193%,Pikachu
Hasty,0/252/0/4/0/252,0.189%,Pikachu
Jolly,12/108/4/0/132/252,0.182%,Pikachu
Timid,0/0/4/252/0/252,0.140%,Pikachu
Hasty,0/112/0/142/0/252,0.112%,Pikachu
Hasty,0/196/0/60/0/252,0.088%,Pikachu
Hasty,0/4/0/252/0/252,0.026%,Pikachu
Hasty,4/0/0/252/0/252,0.022%,Pikachu
Hasty,116/0/0/140/0/252,0.016%,Pikachu
Modest,252/0/0/252/4/0,0.016%,Pikachu
Timid,4/0/0/252/0/252,71.547%,Alolan Ninetales
Timid,0/0/0/252/4/252,11.555%,Alolan Ninetales
Timid,0/0/252/0/4/252,7.662%,Alolan Ninetales
Timid,252/0/0/4/0/252,4.798%,Alolan Ninetales
Timid,12/0/0/252/0/244,3.389%,Alolan Ninetales
Timid,0/0/4/252/0/252,0.301%,Alolan Ninetales
Timid,244/0/0/12/0/252,0.176%,Alolan Ninetales
Timid,4/0/4/244/4/252,0.150%,Alolan Ninetales
Modest,0/0/0/252/4/252,0.090%,Alolan Ninetales
Hasty,252/0/0/4/0/252,0.077%,Alolan Ninetales
Timid,4/0/52/108/92/252,0.065%,Alolan Ninetales
Modest,4/0/0/252/0/252,0.053%,Alolan Ninetales
Calm,252/0/0/0/0/252,0.036%,Alolan Ninetales
Hardy,252/0/60/128/64/0,0.023%,Alolan Ninetales
Modest,0/0/252/252/0/4,0.017%,Alolan Ninetales
Timid,20/0/0/236/0/252,0.015%,Alolan Ninetales
Timid,0/0/100/156/0/252,0.014%,Alolan Ninetales
Timid,3/1/0/252/1/252,0.007%,Alolan Ninetales
Hasty,252/4/0/0/0/252,0.006%,Alolan Ninetales
Timid,0/0/0/252/0/252,0.005%,Alolan Ninetales
Brave,252/252/0/0/4/0,43.588%,Alolan Marowak
Careful,212/100/4/0/164/28,12.048%,Alolan Marowak
Careful,252/92/4/0/156/4,11.703%,Alolan Marowak
Adamant,252/252/0/0/4/0,11.298%,Alolan Marowak
Brave,244/180/84/0/0/0,7.560%,Alolan Marowak
Adamant,252/252/0/0/0/0,3.884%,Alolan Marowak
Serious,252/252/0/0/4/0,3.477%,Alolan Marowak
Jolly,4/252/0/0/0/252,1.658%,Alolan Marowak
Brave,252/252/4/0/0/0,0.874%,Alolan Marowak
Brave,245/252/4/0/0/0,0.615%,Alolan Marowak
Adamant,68/236/4/0/4/196,0.594%,Alolan Marowak
Adamant,252/76/68/0/112/0,0.449%,Alolan Marowak
Adamant,252/252/0/0/0/4,0.415%,Alolan Marowak
Jolly,0/252/0/0/4/252,0.397%,Alolan Marowak
Adamant,252/252/4/0/0/0,0.287%,Alolan Marowak
Impish,252/4/252/0/0/0,0.286%,Alolan Marowak
Adamant,252/248/4/0/0/0,0.167%,Alolan Marowak
Adamant,248/220/0/0/16/24,0.133%,Alolan Marowak
Adamant,252/220/0/0/0/36,0.115%,Alolan Marowak
Brave,252/220/0/0/36/0,0.101%,Alolan Marowak
Quiet,252/0/0/236/20/0,70.091%,Slowbro
Relaxed,252/0/252/0/4/0,23.614%,Slowbro
Quiet,252/0/252/4/0/0,2.310%,Slowbro
Relaxed,244/0/252/0/12/0,1.169%,Slowbro
Bold,244/0/108/0/156/0,1.122%,Slowbro
Relaxed,252/0/236/0/20/0,0.900%,Slowbro
Bold,252/0/76/0/180/0,0.182%,Slowbro
Sassy,252/0/0/4/252/0,0.153%,Slowbro
Quiet,252/0/0/252/4/0,0.129%,Slowbro
Bold,252/0/252/0/4/0,0.097%,Slowbro
Bold,252/0/252/4/0/0,0.073%,Slowbro
Relaxed,252/0/156/0/100/0,0.059%,Slowbro
Calm,252/0/100/0/156/0,0.038%,Slowbro
Relaxed,252/0/252/4/0/0,0.021%,Slowbro
Bold,244/0/76/0/188/0,0.016%,Slowbro
Modest,4/0/252/252/0/0,0.007%,Slowbro
Relaxed,252/0/252/0/0/4,0.007%,Slowbro
Relaxed,252/0/252/0/0/0,0.004%,Slowbro
Quiet,56/0/252/0/200/0,0.003%,Slowbro
Quiet,252/0/4/252/0/0,0.002%,Slowbro
Adamant,172/252/36/0/36/12,75.407%,Giratina Origin Forme
Serious,0/252/0/0/4/252,5.049%,Giratina Origin Forme
Jolly,4/252/0/0/0/252,3.223%,Giratina Origin Forme
Brave,252/132/0/0/124/0,2.511%,Giratina Origin Forme
Adamant,196/236/4/0/52/20,1.841%,Giratina Origin Forme
Adamant,68/156/220/0/44/20,1.780%,Giratina Origin Forme
Adamant,108/156/4/0/12/228,1.437%,Giratina Origin Forme
Adamant,76/164/76/0/76/116,1.290%,Giratina Origin Forme
Modest,172/0/36/236/36/28,0.964%,Giratina Origin Forme
Modest,248/0/0/196/8/56,0.890%,Giratina Origin Forme
Jolly,0/252/0/0/4/252,0.729%,Giratina Origin Forme
Adamant,196/116/4/0/108/84,0.666%,Giratina Origin Forme
Modest,52/0/0/252/32/172,0.501%,Giratina Origin Forme
Adamant,236/212/4/0/52/4,0.463%,Giratina Origin Forme
Modest,220/0/0/204/84/0,0.356%,Giratina Origin Forme
Hardy,2/0/0/0/0/0,0.351%,Giratina Origin Forme
Modest,252/0/0/252/4/0,0.335%,Giratina Origin Forme
Adamant,252/252/0/0/4/0,0.292%,Giratina Origin Forme
Quiet,252/4/0/252/0/0,0.277%,Giratina Origin Forme
Modest,44/0/0/252/0/212,0.233%,Giratina Origin Forme
Calm,148/0/140/12/204/4,85.913%,Toxapex
Calm,252/0/28/0/228/0,12.690%,Toxapex
Relaxed,252/0/228/0/28/0,0.540%,Toxapex
Bold,252/0/228/0/28/0,0.419%,Toxapex
Bold,252/0/252/0/4/0,0.309%,Toxapex
Bold,252/0/252/4/0/0,0.072%,Toxapex
Relaxed,252/4/252/0/0/0,0.031%,Toxapex
Sassy,252/0/28/0/228/0,0.012%,Toxapex
Calm,4/0/252/0/252/0,0.003%,Toxapex
Modest,252/0/0/252/4/0,0.002%,Toxapex
Hardy,4/0/252/0/252/0,0.002%,Toxapex
Bold,252/0/116/4/132/0,0.002%,Toxapex
Bold,252/0/252/0/0/0,0.001%,Toxapex
Relaxed,252/0/252/0/4/0,0.001%,Toxapex
Gentle,144/0/236/0/124/0,0.001%,Toxapex
Relaxed,252/0/60/0/196/0,0.000%,Toxapex
Careful,68/0/252/0/188/0,0.000%,Toxapex
Relaxed,252/0/196/0/60/0,0.000%,Toxapex
Sassy,252/0/124/0/128/0,0.000%,Toxapex
Relaxed,172/0/84/0/252/0,0.000%,Toxapex
Timid,220/0/60/4/4/220,30.428%,Raikou
Timid,252/0/28/0/0/228,29.443%,Raikou
Timid,196/0/52/4/4/252,13.486%,Raikou
Timid,204/0/68/4/4/228,13.040%,Raikou
Timid,116/0/0/252/0/140,4.507%,Raikou
Timid,220/0/60/0/0/228,3.579%,Raikou
Timid,0/0/0/252/4/252,2.003%,Raikou
Timid,132/0/52/124/4/196,0.707%,Raikou
Timid,140/0/4/220/4/140,0.582%,Raikou
Timid,140/0/12/132/4/220,0.538%,Raikou
Timid,156/0/0/196/0/156,0.343%,Raikou
Timid,252/0/188/60/4/4,0.322%,Raikou
Timid,60/0/0/196/0/252,0.200%,Raikou
Modest,80/0/4/252/64/108,0.166%,Raikou
Timid,212/0/52/4/12/228,0.157%,Raikou
Timid,4/0/0/252/0/252,0.115%,Raikou
Timid,252/0/52/44/156/4,0.113%,Raikou
Jolly,244/0/0/0/0/252,0.079%,Raikou
Timid,252/0/0/4/0/252,0.063%,Raikou
Timid,252/0/4/0/0/252,0.036%,Raikou
Timid,4/0/0/252/0/252,71.712%,Pelipper
Modest,4/0/0/252/0/252,18.326%,Pelipper
Bold,252/0/124/0/132/0,4.037%,Pelipper
Timid,252/0/0/4/0/252,2.789%,Pelipper
Bold,252/0/252/4/0/0,0.958%,Pelipper
Modest,252/0/0/252/4/0,0.569%,Pelipper
Hardy,252/0/0/0/252/0,0.444%,Pelipper
Calm,252/0/0/0/4/252,0.323%,Pelipper
Modest,252/0/4/252/0/0,0.247%,Pelipper
Bold,188/0/252/68/0/0,0.130%,Pelipper
Calm,252/0/0/4/252/0,0.092%,Pelipper
Modest,132/0/0/192/0/184,0.076%,Pelipper
Modest,0/0/4/252/0/252,0.052%,Pelipper
Bold,28/0/0/252/0/228,0.038%,Pelipper
Sassy,252/0/124/0/132/0,0.035%,Pelipper
Calm,252/0/4/0/252/0,0.023%,Pelipper
Modest,220/0/0/76/0/212,0.018%,Pelipper
Hardy,172/0/0/180/156/0,0.015%,Pelipper
Timid,0/0/0/252/4/252,0.015%,Pelipper
Modest,252/0/0/252/0/0,0.014%,Pelipper
Timid,252/0/0/4/0/252,67.440%,Galarian Weezing
Timid,252/0/0/0/4/252,24.519%,Galarian Weezing
Calm,252/0/0/0/148/108,2.197%,Galarian Weezing
Calm,252/0/0/4/252/0,1.327%,Galarian Weezing
Bold,252/0/252/4/0/0,0.535%,Galarian Weezing
Calm,252/0/0/0/92/164,0.455%,Galarian Weezing
Bold,252/0/156/4/92/4,0.444%,Galarian Weezing
Timid,4/0/0/252/0/252,0.417%,Galarian Weezing
Bold,252/0/252/0/4/0,0.336%,Galarian Weezing
Bold,0/0/124/132/252/0,0.331%,Galarian Weezing
Calm,244/36/84/0/144/0,0.304%,Galarian Weezing
Calm,252/0/4/0/252/0,0.263%,Galarian Weezing
Modest,4/0/0/252/0/252,0.225%,Galarian Weezing
Bold,252/0/20/116/76/44,0.225%,Galarian Weezing
Modest,252/0/4/252/0/0,0.193%,Galarian Weezing
Bold,252/0/124/0/132/0,0.190%,Galarian Weezing
Calm,252/1/4/4/156/92,0.124%,Galarian Weezing
Hardy,0/0/60/252/124/68,0.100%,Galarian Weezing
Bold,252/0/252/0/0/0,0.085%,Galarian Weezing
Modest,252/0/0/252/4/0,0.060%,Galarian Weezing
Jolly,4/252/0/0/0/252,21.443%,Kingler
Adamant,4/252/0/0/0/252,20.313%,Kingler
Adamant,228/0/28/0/252/0,19.182%,Kingler
Adamant,84/76/4/0/156/188,11.887%,Kingler
Adamant,252/124/4/0/4/124,7.410%,Kingler
Adamant,0/252/0/0/0/252,6.042%,Kingler
Adamant,180/132/4/0/60/132,2.681%,Kingler
Jolly,252/4/0/0/0/252,2.675%,Kingler
Adamant,164/252/4/0/60/28,1.991%,Kingler
Adamant,252/252/0/0/0/4,1.394%,Kingler
Adamant,76/84/4/0/156/188,1.259%,Kingler
Jolly,4/0/0/0/252/252,0.984%,Kingler
Bashful,4/252/0/0/0/252,0.647%,Kingler
Adamant,0/252/0/0/4/252,0.607%,Kingler
Brave,252/252/0/0/4/0,0.539%,Kingler
Jolly,252/0/0/0/4/252,0.400%,Kingler
Jolly,0/252/0/0/4/252,0.240%,Kingler
Adamant,252/252/0/0/4/0,0.160%,Kingler
Adamant,116/252/4/0/4/132,0.029%,Kingler
Adamant,180/228/0/0/0/100,0.028%,Kingler
Relaxed,244/0/236/0/28/0,44.653%,Oranguru
Sassy,252/0/252/0/4/0,14.245%,Oranguru
Sassy,252/0/252/0/0/0,6.820%,Oranguru
Sassy,252/0/188/0/68/0,3.814%,Oranguru
Modest,252/0/0/252/4/0,3.645%,Oranguru
Timid,112/0/164/0/52/180,3.465%,Oranguru
Timid,252/0/4/0/0/252,3.401%,Oranguru
Sassy,244/0/172/0/92/0,2.788%,Oranguru
Bold,252/0/124/0/128/0,2.726%,Oranguru
Calm,252/0/0/0/212/44,2.246%,Oranguru
Sassy,252/0/4/0/252/0,1.318%,Oranguru
Calm,252/0/4/0/252/0,1.229%,Oranguru
Sassy,252/0/0/4/252/0,1.213%,Oranguru
Relaxed,252/0/252/0/4/0,1.089%,Oranguru
Timid,112/0/164/0/48/180,1.020%,Oranguru
Bold,252/0/156/0/98/0,0.902%,Oranguru
Bold,252/0/212/0/0/44,0.821%,Oranguru
Timid,252/0/0/0/76/180,0.656%,Oranguru
Hardy,248/0/156/0/76/28,0.518%,Oranguru
Sassy,252/0/100/0/156/0,0.468%,Oranguru
Timid,4/0/0/252/0/252,61.479%,Nihilego
Quiet,4/0/0/252/252/0,14.076%,Nihilego
Timid,0/0/4/252/0/252,9.367%,Nihilego
Timid,0/0/0/252/4/252,7.464%,Nihilego
Timid,52/0/0/204/0/252,3.557%,Nihilego
Sassy,244/12/0/0/252/0,1.199%,Nihilego
Timid,52/0/44/164/4/244,1.071%,Nihilego
Timid,68/0/0/188/0/252,0.565%,Nihilego
Modest,4/0/0/252/0/252,0.234%,Nihilego
Quiet,252/0/4/252/0/0,0.233%,Nihilego
Timid,0/0/76/180/0/252,0.178%,Nihilego
Timid,4/0/4/164/84/252,0.172%,Nihilego
Quiet,244/0/0/204/60/0,0.120%,Nihilego
Timid,252/0/0/4/0/252,0.109%,Nihilego
Modest,36/0/252/220/0/0,0.059%,Nihilego
Timid,4/0/68/196/4/236,0.036%,Nihilego
Timid,12/0/60/180/4/252,0.033%,Nihilego
Timid,72/0/0/184/0/252,0.017%,Nihilego
Modest,0/0/4/252/0/252,0.012%,Nihilego
Timid,244/0/0/12/0/252,0.006%,Nihilego
Jolly,252/0/0/0/84/172,55.548%,Togedemaru
Jolly,4/252/0/0/0/252,29.635%,Togedemaru
Adamant,252/252/0/0/0/0,3.755%,Togedemaru
Jolly,0/252/0/0/4/252,2.061%,Togedemaru
Jolly,252/0/0/0/0/252,1.981%,Togedemaru
Jolly,252/4/0/0/0/252,1.558%,Togedemaru
Jolly,252/0/4/0/0/252,1.490%,Togedemaru
Hasty,0/4/0/252/0/252,0.995%,Togedemaru
Adamant,4/252/0/0/0/252,0.856%,Togedemaru
Jolly,252/0/0/0/20/236,0.412%,Togedemaru
Jolly,252/0/0/0/4/252,0.332%,Togedemaru
Impish,0/0/180/0/180/148,0.324%,Togedemaru
Timid,252/4/0/0/0/252,0.261%,Togedemaru
Jolly,164/12/28/0/52/252,0.145%,Togedemaru
Jolly,212/0/0/0/76/220,0.130%,Togedemaru
Timid,0/0/132/0/124/252,0.116%,Togedemaru
Timid,0/0/0/0/252/252,0.098%,Togedemaru
Timid,0/0/0/252/0/252,0.089%,Togedemaru
Hasty,252/252/0/4/0/0,0.083%,Togedemaru
Serious,0/0/0/0/0/252,0.052%,Togedemaru
Adamant,196/252/0/0/0/60,28.278%,Gyarados
Jolly,148/100/4/0/4/252,21.499%,Gyarados
Adamant,164/116/4/0/12/212,12.261%,Gyarados
Adamant,172/252/0/0/0/84,9.449%,Gyarados
Jolly,4/252/0/0/0/252,8.122%,Gyarados
Jolly,0/252/0/0/4/252,6.981%,Gyarados
Adamant,204/148/4/0/4/148,2.217%,Gyarados
Adamant,0/252/0/0/4/252,2.185%,Gyarados
Jolly,196/4/52/0/4/252,1.111%,Gyarados
Adamant,128/252/60/0/64/0,1.085%,Gyarados
Jolly,56/252/0/0/4/196,0.920%,Gyarados
Adamant,252/136/0/0/0/120,0.558%,Gyarados
Impish,252/0/4/0/252/0,0.516%,Gyarados
Adamant,28/252/20/0/12/196,0.500%,Gyarados
Jolly,0/252/0/0/8/248,0.422%,Gyarados
Impish,236/4/4/0/236/28,0.395%,Gyarados
Adamant,252/156/0/0/0/100,0.388%,Gyarados
Adamant,0/124/76/0/76/228,0.364%,Gyarados
Jolly,252/92/0/0/0/164,0.265%,Gyarados
Jolly,44/252/0/0/0/212,0.205%,Gyarados
Jolly,0/252/0/0/4/252,69.817%,Garchomp
Hardy,0/92/0/0/0/0,6.150%,Garchomp
Jolly,44/204/4/0/4/252,5.427%,Garchomp
Adamant,252/180/4/0/68/4,3.982%,Garchomp
Jolly,156/92/4/0/4/252,3.102%,Garchomp
Jolly,4/252/4/0/4/244,2.719%,Garchomp
Jolly,4/252/0/0/0/252,2.642%,Garchomp
Jolly,4/244/4/0/4/252,1.462%,Garchomp
Hardy,0/252/0/0/4/252,0.875%,Garchomp
Jolly,0/140/0/0/124/244,0.532%,Garchomp
Jolly,52/252/28/0/4/172,0.489%,Garchomp
Adamant,4/252/0/0/0/252,0.392%,Garchomp
Jolly,44/220/0/0/0/244,0.354%,Garchomp
Naive,0/252/0/4/0/252,0.312%,Garchomp
Adamant,0/252/0/0/4/252,0.286%,Garchomp
Jolly,0/252/0/0/0/252,0.210%,Garchomp
Jolly,12/196/44/0/4/252,0.180%,Garchomp
