,Pokemon,Move,Type,Use_Percentage (%)
2996,Gourgeist-Super,Will-O-Wisp,fire,78.352%
2997,Gourgeist-Super,Seed Bomb,grass,77.473%
2998,Gourgeist-Super,Trick-or-Treat,ghost,74.892%
2999,Gourgeist-Super,Shadow Sneak,ghost,19.472%
3000,Gourgeist-Super,Power Whip,grass,17.602%
3001,Gourgeist-Super,Imprison,psychic,17.167%
3002,Gourgeist-Super,Other,,17.053%
3003,Crawdaunt,Aqua Jet,water,92.698%
3004,Crawdaunt,Knock Off,dark,66.303%
3005,Crawdaunt,Crabhammer,water,54.524%
3006,Crawdaunt,Crunch,dark,40.591%
3007,Crawdaunt,Liquidation,water,37.905%
3008,Crawdaunt,Protect,normal,35.299%
3009,Crawdaunt,Hydro Pump,water,17.140%
3010,Crawdaunt,X-Scissor,bug,12.435%
3011,Crawdaunt,Brick Break,fighting,11.859%
3012,Crawdaunt,Close Combat,fighting,9.528%
3013,Crawdaunt,Waterfall,water,7.553%
3014,Crawdaunt,Other,,14.165%
3015,Heracross,Close Combat,fighting,97.664%
3016,Heracross,Megahorn,bug,97.194%
3017,Heracross,Rock Slide,rock,65.246%
3018,Heracross,Protect,normal,53.783%
3019,Heracross,Aerial Ace,flying,23.487%
3020,Heracross,Throat Chop,dark,13.113%
3021,Heracross,Stone Edge,rock,12.366%
3022,Heracross,High Horsepower,ground,9.408%
3023,Heracross,Earthquake,ground,6.948%
3024,Heracross,Facade,normal,4.745%
3025,Heracross,Other,,16.047%
3026,Magneton,Flash Cannon,steel,91.962%
3027,Magneton,Protect,normal,78.948%
3028,Magneton,Thunderbolt,electric,54.470%
3029,Magneton,Rising Voltage,electric,36.896%
3030,Magneton,Substitute,normal,35.652%
3031,Magneton,Metal Sound,steel,31.141%
3032,Magneton,Volt Switch,electric,17.272%
3033,Magneton,Reflect,psychic,12.454%
3034,Magneton,Rain Dance,water,12.436%
3035,Magneton,Steel Beam,steel,8.100%
3036,Magneton,Discharge,electric,7.859%
3037,Magneton,Other,,12.809%
3038,Stoutland,After You,normal,65.575%
3039,Stoutland,Giga Impact,normal,52.864%
3040,Stoutland,Surf,water,35.829%
3041,Stoutland,Howl,normal,33.354%
3042,Stoutland,Yawn,normal,27.732%
3043,Stoutland,Play Rough,fairy,26.219%
3044,Stoutland,Protect,normal,24.591%
3045,Stoutland,Wild Charge,electric,24.150%
3046,Stoutland,Superpower,fighting,19.787%
3047,Stoutland,Snarl,dark,13.481%
3048,Stoutland,Facade,normal,10.966%
3049,Stoutland,Charm,fairy,8.934%
3050,Stoutland,Helping Hand,normal,7.956%
3051,Stoutland,,,7.585%
3052,Stoutland,Iron Head,steel,6.950%
3053,Stoutland,Thunder Wave,electric,5.819%
3054,Stoutland,Retaliate,normal,4.736%
3055,Stoutland,Crunch,dark,4.615%
3056,Stoutland,Other,,18.857%
3057,Noivern,Draco Meteor,dragon,91.591%
3058,Noivern,Tailwind,flying,70.608%
3059,Noivern,Hurricane,flying,42.069%
3060,Noivern,Air Slash,flying,41.919%
3061,Noivern,Super Fang,normal,31.592%
3062,Noivern,Taunt,dark,22.837%
3063,Noivern,Dark Pulse,dark,19.873%
3064,Noivern,U-turn,bug,19.564%
3065,Noivern,Flamethrower,fire,15.157%
3066,Noivern,Protect,normal,9.047%
3067,Noivern,Heat Wave,fire,7.061%
3068,Noivern,Shadow Ball,ghost,5.630%
3069,Noivern,Boomburst,normal,5.259%
3070,Noivern,Other,,17.796%
3071,Claydol,Trick Room,psychic,86.003%
3072,Claydol,Imprison,psychic,72.714%
3073,Claydol,Ally Switch,psychic,67.222%
3074,Claydol,Body Press,fighting,49.779%
3075,Claydol,Scorching Sands,ground,23.719%
3076,Claydol,Expanding Force,psychic,20.237%
3077,Claydol,Psychic,psychic,15.313%
3078,Claydol,Bulldoze,ground,11.003%
3079,Claydol,Earthquake,ground,10.443%
3080,Claydol,Light Screen,psychic,9.695%
3081,Claydol,Reflect,psychic,9.675%
3082,Claydol,Explosion,normal,7.640%
3083,Claydol,Other,,16.556%
3084,Jolteon,Shadow Ball,ghost,44.096%
3085,Jolteon,Rising Voltage,electric,38.965%
3086,Jolteon,Thunder,electric,37.509%
3087,Jolteon,Volt Switch,electric,32.355%
3088,Jolteon,Protect,normal,32.156%
3089,Jolteon,Thunder Wave,electric,28.580%
3090,Jolteon,Detect,fighting,27.258%
3091,Jolteon,Weather Ball,normal,24.207%
3092,Jolteon,Charm,fairy,23.354%
3093,Jolteon,Fake Tears,dark,23.305%
3094,Jolteon,Mud-Slap,ground,22.837%
3095,Jolteon,Hyper Voice,normal,13.498%
3096,Jolteon,Discharge,electric,13.320%
3097,Jolteon,Yawn,normal,11.079%
3098,Jolteon,Thunderbolt,electric,10.971%
3099,Jolteon,Other,,16.511%
3100,Vileplume,Sleep Powder,grass,94.007%
3101,Vileplume,After You,normal,85.939%
3102,Vileplume,Sludge Bomb,poison,80.150%
3103,Vileplume,Energy Ball,grass,42.136%
3104,Vileplume,Strength Sap,grass,28.844%
3105,Vileplume,Solar Beam,grass,26.849%
3106,Vileplume,Grassy Terrain,grass,14.193%
3107,Vileplume,Giga Drain,grass,12.843%
3108,Vileplume,Other,,15.040%
3109,Cursola,Shadow Ball,ghost,99.079%
3110,Cursola,Earth Power,ground,63.529%
3111,Cursola,Burning Jealousy,fire,46.833%
3112,Cursola,Giga Drain,grass,29.145%
3113,Cursola,Scald,water,21.570%
3114,Cursola,Protect,normal,21.109%
3115,Cursola,Meteor Beam,rock,20.336%
3116,Cursola,Perish Song,normal,19.085%
3117,Cursola,Ice Beam,ice,16.545%
3118,Cursola,Hydro Pump,water,15.887%
3119,Cursola,Strength Sap,grass,13.620%
3120,Cursola,Power Gem,rock,8.939%
3121,Cursola,Blizzard,ice,8.443%
3122,Cursola,Other,,15.879%
3123,Falinks,No Retreat,fighting,95.948%
3124,Falinks,Close Combat,fighting,93.997%
3125,Falinks,Iron Head,steel,61.839%
3126,Falinks,Rock Slide,rock,43.329%
3127,Falinks,Protect,normal,42.911%
3128,Falinks,Throat Chop,dark,29.027%
3129,Falinks,Zen Headbutt,psychic,12.434%
3130,Falinks,Megahorn,bug,10.326%
3131,Falinks,Other,,10.188%
3132,Dedenne,Nuzzle,electric,83.039%
3133,Dedenne,Electroweb,electric,58.466%
3134,Dedenne,Volt Switch,electric,46.859%
3135,Dedenne,Ally Switch,psychic,43.420%
3136,Dedenne,Super Fang,normal,42.671%
3137,Dedenne,Protect,normal,19.588%
3138,Dedenne,Parabolic Charge,electric,19.359%
3139,Dedenne,Helping Hand,normal,18.880%
3140,Dedenne,Eerie Impulse,electric,13.650%
3141,Dedenne,Charm,fairy,13.548%
3142,Dedenne,Substitute,normal,9.566%
3143,Dedenne,Discharge,electric,7.019%
3144,Dedenne,Tearful Look,normal,5.936%
3145,Dedenne,Other,,18.000%
3146,Flygon,Protect,normal,77.894%
3147,Flygon,Earth Power,ground,73.564%
3148,Flygon,Flamethrower,fire,73.147%
3149,Flygon,Dragon Pulse,dragon,61.955%
3150,Flygon,Earthquake,ground,17.880%
3151,Flygon,Draco Meteor,dragon,15.644%
3152,Flygon,Rock Slide,rock,14.736%
3153,Flygon,Dragon Claw,dragon,9.245%
3154,Flygon,Superpower,fighting,9.104%
3155,Flygon,Dragon Rush,dragon,8.670%
3156,Flygon,Dragon Dance,dragon,5.839%
3157,Flygon,Bulldoze,ground,4.726%
3158,Flygon,Air Slash,flying,4.597%
3159,Flygon,Scorching Sands,ground,4.580%
3160,Flygon,Other,,18.418%
3161,Crustle,X-Scissor,bug,98.898%
3162,Crustle,Earthquake,ground,94.413%
3163,Crustle,Rock Slide,rock,82.689%
3164,Crustle,Rock Wrecker,rock,67.011%
3165,Crustle,Shell Smash,normal,31.547%
3166,Crustle,Stone Edge,rock,16.930%
3167,Crustle,Other,,8.512%
3168,Reuniclus,Trick Room,psychic,94.054%
3169,Reuniclus,Expanding Force,psychic,81.611%
3170,Reuniclus,Focus Blast,fighting,58.935%
3171,Reuniclus,Recover,normal,27.734%
3172,Reuniclus,Protect,normal,25.085%
3173,Reuniclus,Thunder,electric,21.356%
3174,Reuniclus,Psyshock,psychic,14.009%
3175,Reuniclus,Energy Ball,grass,11.911%
3176,Reuniclus,Flash Cannon,steel,11.082%
3177,Reuniclus,Skill Swap,psychic,10.555%
3178,Reuniclus,Helping Hand,normal,9.929%
3179,Reuniclus,Light Screen,psychic,9.362%
3180,Reuniclus,Shadow Ball,ghost,8.167%
3181,Reuniclus,Other,,16.211%
3182,Dusknoir,Poltergeist,ghost,92.839%
3183,Dusknoir,Trick Room,psychic,91.525%
3184,Dusknoir,Thunder Punch,electric,34.781%
3185,Dusknoir,Fire Punch,fire,25.177%
3186,Dusknoir,Skitter Smack,bug,24.434%
3187,Dusknoir,Darkest Lariat,dark,23.038%
3188,Dusknoir,Earthquake,ground,22.497%
3189,Dusknoir,Brick Break,fighting,22.150%
3190,Dusknoir,Shadow Sneak,ghost,16.285%
3191,Dusknoir,Bulldoze,ground,11.792%
3192,Dusknoir,Ally Switch,psychic,10.640%
3193,Dusknoir,Rock Slide,rock,3.997%
3194,Dusknoir,Pain Split,normal,3.745%
3195,Dusknoir,Other,,17.101%
3196,Drapion,Knock Off,dark,82.580%
3197,Drapion,Taunt,dark,60.279%
3198,Drapion,Protect,normal,46.477%
3199,Drapion,Toxic,poison,34.385%
3200,Drapion,Brick Break,fighting,30.089%
3201,Drapion,Scary Face,normal,26.494%
3202,Drapion,Poison Jab,poison,23.912%
3203,Drapion,Cross Poison,poison,20.513%
3204,Drapion,Night Slash,dark,17.200%
3205,Drapion,Skitter Smack,bug,12.666%
3206,Drapion,Earthquake,ground,11.409%
3207,Drapion,Snarl,dark,11.199%
3208,Drapion,Rock Slide,rock,5.009%
3209,Drapion,Other,,17.787%
3210,Exploud,Boomburst,normal,96.703%
3211,Exploud,Flamethrower,fire,64.579%
3212,Exploud,Ice Beam,ice,50.262%
3213,Exploud,Hyper Voice,normal,42.862%
3214,Exploud,Protect,normal,33.522%
3215,Exploud,Shadow Ball,ghost,29.555%
3216,Exploud,Blizzard,ice,15.210%
3217,Exploud,Surf,water,13.052%
3218,Exploud,Hydro Pump,water,12.163%
3219,Exploud,Overheat,fire,11.474%
3220,Exploud,Extrasensory,psychic,9.946%
3221,Exploud,,,6.893%
3222,Exploud,Other,,13.778%
3223,Wigglytuff,Dazzling Gleam,fairy,97.582%
3224,Wigglytuff,Protect,normal,64.885%
3225,Wigglytuff,Hyper Voice,normal,60.130%
3226,Wigglytuff,Flamethrower,fire,58.700%
3227,Wigglytuff,Fire Blast,fire,25.819%
3228,Wigglytuff,Thunderbolt,electric,24.691%
3229,Wigglytuff,Grass Knot,grass,14.653%
3230,Wigglytuff,Ally Switch,psychic,12.638%
3231,Wigglytuff,Expanding Force,psychic,12.082%
3232,Wigglytuff,Hyper Beam,normal,6.278%
3233,Wigglytuff,Focus Blast,fighting,3.027%
3234,Wigglytuff,Other,,19.514%
3235,Gardevoir,Expanding Force,psychic,95.954%
3236,Gardevoir,Trick Room,psychic,84.948%
3237,Gardevoir,Imprison,psychic,83.492%
3238,Gardevoir,Dazzling Gleam,fairy,73.770%
3239,Gardevoir,Moonblast,fairy,26.089%
3240,Gardevoir,Mystical Fire,fire,10.513%
3241,Gardevoir,Thunderbolt,electric,6.296%
3242,Gardevoir,Other,,18.938%
3243,Corsola-Galar,Strength Sap,grass,99.563%
3244,Corsola-Galar,Will-O-Wisp,fire,78.589%
3245,Corsola-Galar,Haze,ice,54.890%
3246,Corsola-Galar,Night Shade,ghost,52.400%
3247,Corsola-Galar,Shadow Ball,ghost,26.019%
3248,Corsola-Galar,Substitute,normal,14.445%
3249,Corsola-Galar,Hex,ghost,13.924%
3250,Corsola-Galar,Light Screen,psychic,11.406%
3251,Corsola-Galar,Stealth Rock,rock,9.797%
3252,Corsola-Galar,Destiny Bond,ghost,8.771%
3253,Corsola-Galar,Protect,normal,8.494%
3254,Corsola-Galar,Curse,ghost,6.899%
3255,Corsola-Galar,Other,,14.802%
3256,Vanilluxe,Blizzard,ice,99.833%
3257,Vanilluxe,Freeze-Dry,ice,91.832%
3258,Vanilluxe,Taunt,dark,75.360%
3259,Vanilluxe,Protect,normal,55.520%
3260,Vanilluxe,Ice Shard,ice,32.859%
3261,Vanilluxe,Icy Wind,ice,14.187%
3262,Vanilluxe,Aurora Veil,ice,12.748%
3263,Vanilluxe,Other,,17.661%
3264,Seaking,Protect,normal,89.139%
3265,Seaking,Horn Drill,normal,85.160%
3266,Seaking,Scald,water,81.957%
3267,Seaking,Ice Beam,ice,81.730%
3268,Seaking,Drill Run,ground,7.835%
3269,Seaking,Icy Wind,ice,7.753%
3270,Seaking,Megahorn,bug,6.702%
3271,Seaking,Aqua Tail,water,6.013%
3272,Seaking,Smart Strike,steel,6.010%
3273,Seaking,Waterfall,water,5.122%
3274,Seaking,Surf,water,4.652%
3275,Seaking,Other,,17.929%
3276,Sigilyph,Tailwind,flying,89.620%
3277,Sigilyph,Trick Room,psychic,87.535%
3278,Sigilyph,Expanding Force,psychic,83.206%
3279,Sigilyph,Imprison,psychic,82.149%
3280,Sigilyph,Air Slash,flying,19.737%
3281,Sigilyph,Flash Cannon,steel,7.316%
3282,Sigilyph,Psychic,psychic,5.494%
3283,Sigilyph,Energy Ball,grass,3.868%
3284,Sigilyph,Protect,normal,3.754%
3285,Sigilyph,Other,,17.321%
3286,Decidueye,Leaf Blade,grass,50.742%
3287,Decidueye,Poltergeist,ghost,48.827%
3288,Decidueye,U-turn,bug,33.197%
3289,Decidueye,Brave Bird,flying,30.498%
3290,Decidueye,Shadow Ball,ghost,27.833%
3291,Decidueye,Shadow Sneak,ghost,27.431%
3292,Decidueye,Spirit Shackle,ghost,26.500%
3293,Decidueye,Protect,normal,25.005%
3294,Decidueye,Grassy Glide,grass,21.413%
3295,Decidueye,Hurricane,flying,19.818%
3296,Decidueye,Leaf Storm,grass,19.655%
3297,Decidueye,Skitter Smack,bug,11.842%
3298,Decidueye,Swords Dance,normal,11.444%
3299,Decidueye,Knock Off,dark,9.901%
3300,Decidueye,Air Slash,flying,7.721%
3301,Decidueye,Imprison,psychic,6.387%
3302,Decidueye,Sucker Punch,dark,4.659%
3303,Decidueye,Other,,17.128%
3304,Galvantula,Electroweb,electric,88.152%
3305,Galvantula,Struggle Bug,bug,75.494%
3306,Galvantula,Protect,normal,66.570%
3307,Galvantula,Screech,normal,59.272%
3308,Galvantula,Thunder,electric,39.960%
3309,Galvantula,Bug Buzz,bug,37.275%
3310,Galvantula,Energy Ball,grass,16.411%
3311,Galvantula,Other,,16.866%
3312,Arctovish,Fishious Rend,water,99.981%
3313,Arctovish,Protect,normal,98.319%
3314,Arctovish,Freeze-Dry,ice,97.435%
3315,Arctovish,Icicle Spear,ice,96.610%
3316,Arctovish,Other,,7.655%
3317,Maractus,Weather Ball,normal,84.609%
3318,Maractus,Spiky Shield,grass,65.895%
3319,Maractus,Giga Drain,grass,47.490%
3320,Maractus,Leaf Storm,grass,39.806%
3321,Maractus,Leech Seed,grass,33.642%
3322,Maractus,Sucker Punch,dark,29.126%
3323,Maractus,Protect,normal,25.923%
3324,Maractus,Helping Hand,normal,16.909%
3325,Maractus,Hyper Voice,normal,13.593%
3326,Maractus,Petal Dance,grass,12.617%
3327,Maractus,Energy Ball,grass,9.454%
3328,Maractus,Cotton Guard,grass,6.906%
3329,Maractus,Other,,14.030%
3330,Orbeetle,Trick Room,psychic,75.249%
3331,Orbeetle,Expanding Force,psychic,73.762%
3332,Orbeetle,Imprison,psychic,70.952%
3333,Orbeetle,Bug Buzz,bug,69.579%
3334,Orbeetle,Psychic,psychic,22.222%
3335,Orbeetle,Struggle Bug,bug,21.826%
3336,Orbeetle,Energy Ball,grass,15.806%
3337,Orbeetle,Hypnosis,psychic,15.595%
3338,Orbeetle,Protect,normal,5.489%
3339,Orbeetle,Recover,normal,4.317%
3340,Orbeetle,Light Screen,psychic,3.514%
3341,Orbeetle,Calm Mind,psychic,3.264%
3342,Orbeetle,Other,,18.426%
3343,Passimian,Close Combat,fighting,94.732%
3344,Passimian,Iron Head,steel,77.228%
3345,Passimian,Earthquake,ground,57.458%
3346,Passimian,Knock Off,dark,40.541%
3347,Passimian,Acrobatics,flying,32.252%
3348,Passimian,Protect,normal,28.765%
3349,Passimian,Rock Slide,rock,25.316%
3350,Passimian,Drain Punch,fighting,10.695%
3351,Passimian,Seed Bomb,grass,9.689%
3352,Passimian,Gunk Shot,poison,4.099%
3353,Passimian,Other,,19.225%
3354,Ninjask,Leech Life,bug,65.337%
3355,Ninjask,Baton Pass,normal,62.772%
3356,Ninjask,Dual Wingbeat,flying,62.120%
3357,Ninjask,Dig,ground,61.564%
3358,Ninjask,Acrobatics,flying,33.466%
3359,Ninjask,Round,normal,33.028%
3360,Ninjask,Endure,normal,32.885%
3361,Ninjask,Flail,normal,32.884%
3362,Ninjask,Other,,15.944%
3363,Druddigon,Fire Punch,fire,97.474%
3364,Druddigon,Dragon Claw,dragon,94.407%
3365,Druddigon,Glare,normal,92.875%
3366,Druddigon,Superpower,fighting,92.253%
3367,Druddigon,Gunk Shot,poison,4.396%
3368,Druddigon,Other,,18.595%
3369,Lycanroc,Rock Slide,rock,98.209%
3370,Lycanroc,Close Combat,fighting,46.490%
3371,Lycanroc,Play Rough,fairy,39.747%
3372,Lycanroc,Protect,normal,35.810%
3373,Lycanroc,Sucker Punch,dark,26.135%
3374,Lycanroc,Fire Fang,fire,24.690%
3375,Lycanroc,Swords Dance,normal,18.968%
3376,Lycanroc,Endeavor,normal,18.473%
3377,Lycanroc,Drill Run,ground,15.835%
3378,Lycanroc,Endure,normal,15.593%
3379,Lycanroc,Accelerock,rock,10.192%
3380,Lycanroc,Psychic Fangs,psychic,9.602%
3381,Lycanroc,Crunch,dark,8.457%
3382,Lycanroc,Iron Head,steel,6.944%
3383,Lycanroc,Quick Guard,fighting,5.608%
3384,Lycanroc,Other,,19.248%
3385,Beheeyem,Expanding Force,psychic,93.324%
3386,Beheeyem,Energy Ball,grass,90.038%
3387,Beheeyem,Flash Cannon,steel,73.532%
3388,Beheeyem,Thunderbolt,electric,45.944%
3389,Beheeyem,Meteor Beam,rock,41.929%
3390,Beheeyem,Trick Room,psychic,14.673%
3391,Beheeyem,Protect,normal,9.791%
3392,Beheeyem,Dark Pulse,dark,8.061%
3393,Beheeyem,Psychic,psychic,6.597%
3394,Beheeyem,Other,,16.110%
3395,Marowak,Rock Slide,rock,84.337%
3396,Marowak,Bonemerang,ground,59.007%
3397,Marowak,Detect,fighting,43.440%
3398,Marowak,Fire Punch,fire,43.000%
3399,Marowak,Iron Head,steel,42.398%
3400,Marowak,Earthquake,ground,38.828%
3401,Marowak,Protect,normal,33.582%
3402,Marowak,Thunder Punch,electric,25.380%
3403,Marowak,Perish Song,normal,7.499%
3404,Marowak,Brick Break,fighting,6.829%
3405,Marowak,Other,,15.701%
3406,Tentacruel,Sludge Bomb,poison,92.384%
3407,Tentacruel,Protect,normal,85.918%
3408,Tentacruel,Hydro Pump,water,50.962%
3409,Tentacruel,Giga Drain,grass,36.659%
3410,Tentacruel,Scald,water,33.149%
3411,Tentacruel,Blizzard,ice,30.075%
3412,Tentacruel,Hyper Beam,normal,13.168%
3413,Tentacruel,Icy Wind,ice,12.633%
3414,Tentacruel,Muddy Water,water,12.156%
3415,Tentacruel,Dazzling Gleam,fairy,7.203%
3416,Tentacruel,Sludge Wave,poison,5.422%
3417,Tentacruel,Ice Beam,ice,3.503%
3418,Tentacruel,Other,,16.767%
3419,Dragalge,Protect,normal,92.448%
3420,Dragalge,Draco Meteor,dragon,88.575%
3421,Dragalge,Sludge Bomb,poison,86.902%
3422,Dragalge,Thunderbolt,electric,45.673%
3423,Dragalge,Hydro Pump,water,26.033%
3424,Dragalge,Sludge Wave,poison,15.618%
3425,Dragalge,Dragon Pulse,dragon,12.992%
3426,Dragalge,Thunder,electric,12.558%
3427,Dragalge,Other,,19.202%
3428,Flareon,Flare Blitz,fire,98.294%
3429,Flareon,Superpower,fighting,95.825%
3430,Flareon,Iron Tail,steel,67.686%
3431,Flareon,Protect,normal,65.353%
3432,Flareon,Detect,fighting,23.342%
3433,Flareon,Facade,normal,22.920%
3434,Flareon,Quick Attack,normal,4.634%
3435,Flareon,Lava Plume,fire,4.632%
3436,Flareon,Other,,17.315%
3437,Bewear,Drain Punch,fighting,92.737%
3438,Bewear,Darkest Lariat,dark,91.567%
3439,Bewear,Protect,normal,86.025%
3440,Bewear,Bulk Up,fighting,81.476%
3441,Bewear,High Horsepower,ground,8.536%
3442,Bewear,Body Slam,normal,7.178%
3443,Bewear,Hammer Arm,fighting,6.219%
3444,Bewear,Brick Break,fighting,5.937%
3445,Bewear,Ice Punch,ice,4.577%
3446,Bewear,Other,,15.748%
3447,Scyther,Dual Wingbeat,flying,97.928%
3448,Scyther,Protect,normal,52.899%
3449,Scyther,U-turn,bug,51.630%
3450,Scyther,Swords Dance,normal,50.120%
3451,Scyther,X-Scissor,bug,42.915%
3452,Scyther,Brick Break,fighting,35.236%
3453,Scyther,Quick Attack,normal,9.841%
3454,Scyther,Brutal Swing,dark,9.288%
3455,Scyther,Night Slash,dark,8.250%
3456,Scyther,Steel Wing,steel,7.503%
3457,Scyther,Thief,dark,5.452%
3458,Scyther,Fury Cutter,bug,4.716%
3459,Scyther,Assurance,dark,4.051%
3460,Scyther,Reversal,fighting,3.716%
3461,Scyther,Other,,16.455%
3462,Sandslash-Alola,Iron Head,steel,64.331%
3463,Sandslash-Alola,Protect,normal,56.919%
3464,Sandslash-Alola,Drill Run,ground,54.276%
3465,Sandslash-Alola,Icicle Crash,ice,50.796%
3466,Sandslash-Alola,Triple Axel,ice,49.242%
3467,Sandslash-Alola,Steel Roller,steel,39.556%
3468,Sandslash-Alola,Swords Dance,normal,28.469%
3469,Sandslash-Alola,Earthquake,ground,22.622%
3470,Sandslash-Alola,Rock Slide,rock,14.619%
3471,Sandslash-Alola,Other,,19.170%
3472,Poliwrath,Belly Drum,normal,71.300%
3473,Poliwrath,Liquidation,water,58.636%
3474,Poliwrath,Protect,normal,52.147%
3475,Poliwrath,Drain Punch,fighting,46.428%
3476,Poliwrath,Waterfall,water,39.057%
3477,Poliwrath,Close Combat,fighting,28.473%
3478,Poliwrath,Rock Slide,rock,27.997%
3479,Poliwrath,Ice Punch,ice,22.824%
3480,Poliwrath,Darkest Lariat,dark,16.886%
3481,Poliwrath,High Horsepower,ground,15.551%
3482,Poliwrath,Poison Jab,poison,7.903%
3483,Poliwrath,Other,,12.799%
3484,Lycanroc-Midnight,Stone Edge,rock,82.050%
3485,Lycanroc-Midnight,Iron Tail,steel,72.916%
3486,Lycanroc-Midnight,Play Rough,fairy,56.621%
3487,Lycanroc-Midnight,Protect,normal,54.432%
3488,Lycanroc-Midnight,Close Combat,fighting,28.055%
3489,Lycanroc-Midnight,Rock Slide,rock,27.303%
3490,Lycanroc-Midnight,Stomping Tantrum,ground,17.549%
3491,Lycanroc-Midnight,Psychic Fangs,psychic,12.226%
3492,Lycanroc-Midnight,Swords Dance,normal,9.443%
3493,Lycanroc-Midnight,Crunch,dark,9.385%
3494,Lycanroc-Midnight,Fire Punch,fire,8.256%
3495,Lycanroc-Midnight,Iron Head,steel,6.649%
3496,Lycanroc-Midnight,Other,,15.118%
3497,Golurk,Protect,normal,82.856%
3498,Golurk,High Horsepower,ground,80.024%
3499,Golurk,Poltergeist,ghost,75.387%
3500,Golurk,Dynamic Punch,fighting,71.032%
3501,Golurk,Drain Punch,fighting,23.279%
3502,Golurk,Shadow Punch,ghost,21.708%
3503,Golurk,Earthquake,ground,15.219%
3504,Golurk,Ice Punch,ice,7.682%
3505,Golurk,Thunder Punch,electric,6.365%
3506,Golurk,Other,,16.449%
3507,Lickilicky,Knock Off,dark,74.209%
3508,Lickilicky,Steel Roller,steel,45.104%
3509,Lickilicky,Icy Wind,ice,34.512%
3510,Lickilicky,Hammer Arm,fighting,27.920%
3511,Lickilicky,Body Slam,normal,25.991%
3512,Lickilicky,Wrap,normal,23.041%
3513,Lickilicky,Bulldoze,ground,19.081%
3514,Lickilicky,Thrash,normal,17.229%
3515,Lickilicky,Power Whip,grass,15.788%
3516,Lickilicky,Self-Destruct,normal,14.745%
3517,Lickilicky,Fire Punch,fire,13.139%
3518,Lickilicky,Helping Hand,normal,12.679%
3519,Lickilicky,Protect,normal,11.821%
3520,Lickilicky,Belly Drum,normal,9.388%
3521,Lickilicky,Swords Dance,normal,9.263%
3522,Lickilicky,Body Press,fighting,8.182%
3523,Lickilicky,Muddy Water,water,5.121%
3524,Lickilicky,Flamethrower,fire,4.816%
3525,Lickilicky,Stomping Tantrum,ground,4.777%
3526,Lickilicky,Gyro Ball,steel,3.126%
3527,Lickilicky,Curse,ghost,3.057%
3528,Lickilicky,Other,,17.010%
3529,Rotom-Fan,Air Slash,flying,100.000%
3530,Rotom-Fan,Protect,normal,95.162%
3531,Rotom-Fan,Thunderbolt,electric,93.107%
3532,Rotom-Fan,Nasty Plot,dark,88.403%
3533,Rotom-Fan,Rising Voltage,electric,4.796%
3534,Rotom-Fan,Other,,18.533%
3535,Hitmonlee,Close Combat,fighting,63.549%
3536,Hitmonlee,Bounce,flying,61.059%
3537,Hitmonlee,Fake Out,normal,46.212%
3538,Hitmonlee,Throat Chop,dark,34.112%
3539,Hitmonlee,High Jump Kick,fighting,33.543%
3540,Hitmonlee,Rock Slide,rock,31.395%
3541,Hitmonlee,Bullet Punch,steel,24.477%
3542,Hitmonlee,Coaching,fighting,21.662%
3543,Hitmonlee,Stone Edge,rock,20.389%
3544,Hitmonlee,Protect,normal,15.894%
3545,Hitmonlee,Earthquake,ground,10.365%
3546,Hitmonlee,Poison Jab,poison,9.603%
3547,Hitmonlee,Substitute,normal,9.016%
3548,Hitmonlee,Other,,18.722%
3549,Scolipede,Poison Jab,poison,90.139%
3550,Scolipede,Protect,normal,70.405%
3551,Scolipede,Megahorn,bug,68.620%
3552,Scolipede,Steel Roller,steel,51.167%
3553,Scolipede,Earthquake,ground,21.901%
3554,Scolipede,Superpower,fighting,18.661%
3555,Scolipede,X-Scissor,bug,14.483%
3556,Scolipede,Swords Dance,normal,13.862%
3557,Scolipede,Bulldoze,ground,9.736%
3558,Scolipede,Bug Bite,bug,9.677%
3559,Scolipede,Rock Slide,rock,9.285%
3560,Scolipede,Baton Pass,normal,6.458%
3561,Scolipede,Other,,15.607%
3562,Dunsparce,Rock Slide,rock,53.596%
3563,Dunsparce,Coil,poison,52.707%
3564,Dunsparce,Roost,flying,46.221%
3565,Dunsparce,Amnesia,psychic,45.857%
3566,Dunsparce,Stored Power,psychic,44.087%
3567,Dunsparce,Headbutt,normal,33.562%
3568,Dunsparce,Blizzard,ice,12.533%
3569,Dunsparce,Protect,normal,12.438%
3570,Dunsparce,Drill Run,ground,11.157%
3571,Dunsparce,Aqua Tail,water,11.025%
3572,Dunsparce,Sleep Talk,normal,9.898%
3573,Dunsparce,Bite,dark,9.139%
3574,Dunsparce,Body Slam,normal,9.094%
3575,Dunsparce,Zen Headbutt,psychic,8.962%
3576,Dunsparce,Air Slash,flying,6.991%
3577,Dunsparce,Poison Jab,poison,6.758%
3578,Dunsparce,Wild Charge,electric,6.628%
3579,Dunsparce,Other,,19.348%
3580,Sandslash,Steel Roller,steel,95.351%
3581,Sandslash,Rock Slide,rock,70.676%
3582,Sandslash,Drill Run,ground,69.881%
3583,Sandslash,Bulldoze,ground,61.897%
3584,Sandslash,Protect,normal,33.533%
3585,Sandslash,Brick Break,fighting,31.389%
3586,Sandslash,Earthquake,ground,21.783%
3587,Sandslash,Other,,15.491%
3588,Steelix,Protect,normal,93.523%
