ID,Name,Attributes,Category,Effect
277,zap-plate,"[{'name': 'holdable', 'url': 'https://pokeapi.co/api/v2/item-attribute/5/'}, {'name': 'holdable-active', 'url': 'https://pokeapi.co/api/v2/item-attribute/7/'}, {'name': 'underground', 'url': 'https://pokeapi.co/api/v2/item-attribute/8/'}]","{'name': 'plates', 'url': 'https://pokeapi.co/api/v2/item-category/17/'}","[{'effect': ""Held: Increases the power of the holder's Electric moves by 20%.\nHeld by a Multitype Pokémon: Holder's type becomes Electric."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': ""Held: Electric-Type moves from holder do 20% more damage. Changes Arceus's and Judgment's type to Electric.""}]"
278,meadow-plate,"[{'name': 'holdable', 'url': 'https://pokeapi.co/api/v2/item-attribute/5/'}, {'name': 'holdable-active', 'url': 'https://pokeapi.co/api/v2/item-attribute/7/'}, {'name': 'underground', 'url': 'https://pokeapi.co/api/v2/item-attribute/8/'}]","{'name': 'plates', 'url': 'https://pokeapi.co/api/v2/item-category/17/'}","[{'effect': ""Held: Increases the power of the holder's Grass moves by 20%.\nHeld by a Multitype Pokémon: Holder's type becomes Grass."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': ""Held: Grass-Type moves from holder do 20% more damage. Changes Arceus's and Judgment's type to Grass.""}]"
279,icicle-plate,"[{'name': 'holdable', 'url': 'https://pokeapi.co/api/v2/item-attribute/5/'}, {'name': 'holdable-active', 'url': 'https://pokeapi.co/api/v2/item-attribute/7/'}, {'name': 'underground', 'url': 'https://pokeapi.co/api/v2/item-attribute/8/'}]","{'name': 'plates', 'url': 'https://pokeapi.co/api/v2/item-category/17/'}","[{'effect': ""Held: Increases the power of the holder's Ice moves by 20%.\nHeld by a Multitype Pokémon: Holder's type becomes Ice."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': ""Held: Ice-Type moves from holder do 20% more damage. Changes Arceus's and Judgment's type to Ice.""}]"
280,fist-plate,"[{'name': 'holdable', 'url': 'https://pokeapi.co/api/v2/item-attribute/5/'}, {'name': 'holdable-active', 'url': 'https://pokeapi.co/api/v2/item-attribute/7/'}, {'name': 'underground', 'url': 'https://pokeapi.co/api/v2/item-attribute/8/'}]","{'name': 'plates', 'url': 'https://pokeapi.co/api/v2/item-category/17/'}","[{'effect': ""Held: Increases the power of the holder's Fighting moves by 20%.\nHeld by a Multitype Pokémon: Holder's type becomes Fighting."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': ""Held: Fighting-Type moves from holder do 20% more damage. Changes Arceus's and Judgment's type to Fighting.""}]"
281,toxic-plate,"[{'name': 'holdable', 'url': 'https://pokeapi.co/api/v2/item-attribute/5/'}, {'name': 'holdable-active', 'url': 'https://pokeapi.co/api/v2/item-attribute/7/'}, {'name': 'underground', 'url': 'https://pokeapi.co/api/v2/item-attribute/8/'}]","{'name': 'plates', 'url': 'https://pokeapi.co/api/v2/item-category/17/'}","[{'effect': ""Held: Increases the power of the holder's Poison moves by 20%.\nHeld by a Multitype Pokémon: Holder's type becomes Poison."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': ""Held: Posion-Type moves from holder do 20% more damage. Changes Arceus's and Judgment's type to Posion.""}]"
282,earth-plate,"[{'name': 'holdable', 'url': 'https://pokeapi.co/api/v2/item-attribute/5/'}, {'name': 'holdable-active', 'url': 'https://pokeapi.co/api/v2/item-attribute/7/'}, {'name': 'underground', 'url': 'https://pokeapi.co/api/v2/item-attribute/8/'}]","{'name': 'plates', 'url': 'https://pokeapi.co/api/v2/item-category/17/'}","[{'effect': ""Held: Increases the power of the holder's Ground moves by 20%.\nHeld by a Multitype Pokémon: Holder's type becomes Ground."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': ""Held: Ground-Type moves from holder do 20% more damage. Changes Arceus's and Judgment's type to Ground.""}]"
283,sky-plate,"[{'name': 'holdable', 'url': 'https://pokeapi.co/api/v2/item-attribute/5/'}, {'name': 'holdable-active', 'url': 'https://pokeapi.co/api/v2/item-attribute/7/'}, {'name': 'underground', 'url': 'https://pokeapi.co/api/v2/item-attribute/8/'}]","{'name': 'plates', 'url': 'https://pokeapi.co/api/v2/item-category/17/'}","[{'effect': ""Held: Increases the power of the holder's Flying moves by 20%.\nHeld by a Multitype Pokémon: Holder's type becomes Flying."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': ""Held: Flying-Type moves from holder do 20% more damage. Changes Arceus's and Judgment's type to Flying.""}]"
284,mind-plate,"[{'name': 'holdable', 'url': 'https://pokeapi.co/api/v2/item-attribute/5/'}, {'name': 'holdable-active', 'url': 'https://pokeapi.co/api/v2/item-attribute/7/'}, {'name': 'underground', 'url': 'https://pokeapi.co/api/v2/item-attribute/8/'}]","{'name': 'plates', 'url': 'https://pokeapi.co/api/v2/item-category/17/'}","[{'effect': ""Held: Increases the power of the holder's Psychic moves by 20%.\nHeld by a Multitype Pokémon: Holder's type becomes Psychic."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': ""Held: Psychic-Type moves from holder do 20% more damage. Changes Arceus's and Judgment's type to Psychic.""}]"
285,insect-plate,"[{'name': 'holdable', 'url': 'https://pokeapi.co/api/v2/item-attribute/5/'}, {'name': 'holdable-active', 'url': 'https://pokeapi.co/api/v2/item-attribute/7/'}, {'name': 'underground', 'url': 'https://pokeapi.co/api/v2/item-attribute/8/'}]","{'name': 'plates', 'url': 'https://pokeapi.co/api/v2/item-category/17/'}","[{'effect': ""Held: Increases the power of the holder's Bug moves by 20%.\nHeld by a Multitype Pokémon: Holder's type becomes Bug."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': ""Held: Bug-Type moves from holder do 20% more damage. Changes Arceus's and Judgment's type to Bug.""}]"
286,stone-plate,"[{'name': 'holdable', 'url': 'https://pokeapi.co/api/v2/item-attribute/5/'}, {'name': 'holdable-active', 'url': 'https://pokeapi.co/api/v2/item-attribute/7/'}, {'name': 'underground', 'url': 'https://pokeapi.co/api/v2/item-attribute/8/'}]","{'name': 'plates', 'url': 'https://pokeapi.co/api/v2/item-category/17/'}","[{'effect': ""Held: Increases the power of the holder's Rock moves by 20%.\nHeld by a Multitype Pokémon: Holder's type becomes Rock."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': ""Held: Rock-Type moves from holder do 20% more damage. Changes Arceus's and Judgment's type to Rock.""}]"
287,spooky-plate,"[{'name': 'holdable', 'url': 'https://pokeapi.co/api/v2/item-attribute/5/'}, {'name': 'holdable-active', 'url': 'https://pokeapi.co/api/v2/item-attribute/7/'}, {'name': 'underground', 'url': 'https://pokeapi.co/api/v2/item-attribute/8/'}]","{'name': 'plates', 'url': 'https://pokeapi.co/api/v2/item-category/17/'}","[{'effect': ""Held: Increases the power of the holder's Ghost moves by 20%.\nHeld by a Multitype Pokémon: Holder's type becomes Ghost."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': ""Held: Ghost-Type moves from holder do 20% more damage. Changes Arceus's and Judgment's type to Ghost.""}]"
288,draco-plate,"[{'name': 'holdable', 'url': 'https://pokeapi.co/api/v2/item-attribute/5/'}, {'name': 'holdable-active', 'url': 'https://pokeapi.co/api/v2/item-attribute/7/'}, {'name': 'underground', 'url': 'https://pokeapi.co/api/v2/item-attribute/8/'}]","{'name': 'plates', 'url': 'https://pokeapi.co/api/v2/item-category/17/'}","[{'effect': ""Held: Increases the power of the holder's Dragon moves by 20%.\nHeld by a Multitype Pokémon: Holder's type becomes Dragon."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': ""Held: Dragon-Type moves from holder do 20% more damage. Changes Arceus's and Judgment's type to Dragon.""}]"
289,dread-plate,"[{'name': 'holdable', 'url': 'https://pokeapi.co/api/v2/item-attribute/5/'}, {'name': 'holdable-active', 'url': 'https://pokeapi.co/api/v2/item-attribute/7/'}, {'name': 'underground', 'url': 'https://pokeapi.co/api/v2/item-attribute/8/'}]","{'name': 'plates', 'url': 'https://pokeapi.co/api/v2/item-category/17/'}","[{'effect': ""Held: Increases the power of the holder's Dark moves by 20%.\nHeld by a Multitype Pokémon: Holder's type becomes Dark."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': ""Held: Dark-Type moves from holder do 20% more damage. Changes Arceus's and Judgment's type to Dark.""}]"
290,iron-plate,"[{'name': 'holdable', 'url': 'https://pokeapi.co/api/v2/item-attribute/5/'}, {'name': 'holdable-active', 'url': 'https://pokeapi.co/api/v2/item-attribute/7/'}, {'name': 'underground', 'url': 'https://pokeapi.co/api/v2/item-attribute/8/'}]","{'name': 'plates', 'url': 'https://pokeapi.co/api/v2/item-category/17/'}","[{'effect': ""Held: Increases the power of the holder's Steel moves by 20%.\nHeld by a Multitype Pokémon: Holder's type becomes Steel."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': ""Held: Steel-Type moves from holder do 20% more damage. Changes Arceus's and Judgment's type to Steel.""}]"
291,odd-incense,"[{'name': 'holdable', 'url': 'https://pokeapi.co/api/v2/item-attribute/5/'}, {'name': 'holdable-active', 'url': 'https://pokeapi.co/api/v2/item-attribute/7/'}]","{'name': 'type-enhancement', 'url': 'https://pokeapi.co/api/v2/item-category/19/'}","[{'effect': ""Held: Increases the power of the holder's Psychic moves by 20%."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Held: Psychic-Type moves from holder do 20% more damage. Breeding: Mr. Mime begets a Mime Jr. Egg.'}]"
292,rock-incense,"[{'name': 'holdable', 'url': 'https://pokeapi.co/api/v2/item-attribute/5/'}, {'name': 'holdable-active', 'url': 'https://pokeapi.co/api/v2/item-attribute/7/'}]","{'name': 'type-enhancement', 'url': 'https://pokeapi.co/api/v2/item-category/19/'}","[{'effect': ""Held: Increases the power of the holder's Rock moves by 20%."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Held: Rock-Type moves from holder do 20% more damage. Breeding: Sudowoodo begets a Bonsly Egg.'}]"
293,full-incense,"[{'name': 'holdable', 'url': 'https://pokeapi.co/api/v2/item-attribute/5/'}, {'name': 'holdable-active', 'url': 'https://pokeapi.co/api/v2/item-attribute/7/'}]","{'name': 'bad-held-items', 'url': 'https://pokeapi.co/api/v2/item-category/15/'}","[{'effect': ""Held: The holder will go last within its move's priority bracket, regardless of Speed.  If multiple Pokémon within the same priority bracket are subject to this effect, the slower Pokémon will go first.  The holder will move after Pokémon with Stall.  If the holder has Stall, Stall is ignored.  This item ignores Trick Room."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Held: Holder moves last in its priority bracket. Breeding: Snorlax begets a Munchlax Egg.'}]"
294,wave-incense,"[{'name': 'holdable', 'url': 'https://pokeapi.co/api/v2/item-attribute/5/'}, {'name': 'holdable-active', 'url': 'https://pokeapi.co/api/v2/item-attribute/7/'}]","{'name': 'type-enhancement', 'url': 'https://pokeapi.co/api/v2/item-category/19/'}","[{'effect': ""Held: Increases the power of the holder's Water moves by 20%."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Held: Water-Type moves from holder do 20% more damage. Breeding: Mantine begets a Mantyke Egg.'}]"
295,rose-incense,"[{'name': 'holdable', 'url': 'https://pokeapi.co/api/v2/item-attribute/5/'}, {'name': 'holdable-active', 'url': 'https://pokeapi.co/api/v2/item-attribute/7/'}]","{'name': 'type-enhancement', 'url': 'https://pokeapi.co/api/v2/item-category/19/'}","[{'effect': ""Held: Increases the power of the holder's Grass moves by 20%."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Held: Grass-Type moves from holder do 20% more damage. Breeding: Roselia or Roserade beget a Budew Egg.'}]"
296,luck-incense,"[{'name': 'holdable', 'url': 'https://pokeapi.co/api/v2/item-attribute/5/'}, {'name': 'holdable-active', 'url': 'https://pokeapi.co/api/v2/item-attribute/7/'}]","{'name': 'training', 'url': 'https://pokeapi.co/api/v2/item-category/16/'}","[{'effect': 'Held: Doubles the money the trainer receives after an in-game trainer battle.  This effect cannot apply more than once to the same battle.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Held: Doubles the money earned from a battle. Does not stack with Amulet Coin. Breeding: Chansey and Blissey beget a Happiny Egg.'}]"
297,pure-incense,"[{'name': 'holdable', 'url': 'https://pokeapi.co/api/v2/item-attribute/5/'}]","{'name': 'training', 'url': 'https://pokeapi.co/api/v2/item-category/16/'}","[{'effect': 'Held by lead Pokémon: Prevents wild battles with Pokémon that are lower level than the holder.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': ""Prevents wild encounters of level lower than your party's lead Pokémon. Breeding: Chimecho begets a Chingling Egg.""}]"
298,protector,[],"{'name': 'evolution', 'url': 'https://pokeapi.co/api/v2/item-category/10/'}","[{'effect': 'Held by Rhydon: Evolves the holder into Rhyperior when traded.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Traded on a Rhydon: Holder evolves into Rhyperior.'}]"
299,electirizer,[],"{'name': 'evolution', 'url': 'https://pokeapi.co/api/v2/item-category/10/'}","[{'effect': 'Held by Electabuzz: Evolves the holder into Electivire when traded.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Traded on an Electabuzz: Holder evolves into Electivire.'}]"
300,magmarizer,[],"{'name': 'evolution', 'url': 'https://pokeapi.co/api/v2/item-category/10/'}","[{'effect': 'Held by Magmar: Evolves the holder into Magmortar when traded.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Traded on a Magmar: Holder evolves into Magmortar.'}]"
301,dubious-disc,[],"{'name': 'evolution', 'url': 'https://pokeapi.co/api/v2/item-category/10/'}","[{'effect': 'Held by Porygon2: Evolves the holder into Porygon-Z when traded.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Traded on a Porygon2: Holder evolves into Porygon-Z.'}]"
302,reaper-cloth,[],"{'name': 'evolution', 'url': 'https://pokeapi.co/api/v2/item-category/10/'}","[{'effect': 'Held by Dusclops: Evolves the holder into Dusknoir when traded.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Traded on a Dusclops: Holder evolves into Dusknoir.'}]"
303,razor-claw,"[{'name': 'holdable', 'url': 'https://pokeapi.co/api/v2/item-attribute/5/'}, {'name': 'holdable-active', 'url': 'https://pokeapi.co/api/v2/item-attribute/7/'}]","{'name': 'held-items', 'url': 'https://pokeapi.co/api/v2/item-category/12/'}","[{'effect': ""Held: Raises the holder's critical hit counter by 1.\nHeld by Sneasel: Evolves the holder into Weavile when it levels up during the night."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': ""Held: Raises the holder's critical hit ratio by one stage. Held by a Sneasel while levelling up at night: Holder evolves into Weavile.""}]"
