,Pokemon,Nature,HP/Atk/Def/SpA/SpD/Spe,Use_Percentage (%)
2197,Rotom-Wash,Timid,0/0/0/220/36/252,0.750%
2198,Rotom-Wash,Bold,252/0/124/0/124/8,0.745%
2199,Rotom-Wash,Bold,212/0/100/60/92/44,0.668%
2200,Politoed,Modest,252/0/4/164/84/4,37.940%
2201,Politoed,Bold,252/0/196/0/60/0,31.754%
2202,Politoed,Calm,212/0/92/124/76/4,5.029%
2203,Politoed,Modest,0/0/4/252/252/0,3.303%
2204,Politoed,Relaxed,252/0/188/0/68/0,3.212%
2205,Politoed,Bold,0/0/252/0/68/156,3.203%
2206,Politoed,Bold,248/0/196/0/56/4,2.854%
2207,Politoed,Calm,204/0/220/4/76/4,2.453%
2208,Politoed,Modest,252/0/4/252/0/0,2.374%
2209,Politoed,Bold,252/0/252/0/4/0,1.502%
2210,Politoed,Calm,252/0/116/36/100/4,1.324%
2211,Politoed,Bold,252/0/252/4/0/0,0.701%
2212,Politoed,Timid,180/0/0/0/184/144,0.628%
2213,Politoed,Sassy,252/0/148/0/108/0,0.605%
2214,Politoed,Relaxed,252/0/252/0/4/0,0.547%
2215,Politoed,Sassy,252/0/84/0/172/0,0.517%
2216,Politoed,Bold,248/0/180/0/76/0,0.405%
2217,Politoed,Calm,204/0/220/28/44/12,0.235%
2218,Politoed,Quiet,4/0/0/252/252/0,0.234%
2219,Politoed,Modest,0/0/252/0/68/156,0.192%
2220,Ludicolo,Modest,108/0/4/252/4/140,20.778%
2221,Ludicolo,Mild,0/4/0/252/0/252,17.715%
2222,Ludicolo,Modest,0/0/0/252/4/252,17.137%
2223,Ludicolo,Modest,4/0/0/252/0/252,7.878%
2224,Ludicolo,Quiet,252/0/0/252/4/0,6.428%
2225,Ludicolo,Mild,4/0/0/252/0/252,5.152%
2226,Ludicolo,Modest,252/0/28/4/4/220,4.183%
2227,Ludicolo,Timid,212/0/0/252/0/44,3.404%
2228,Ludicolo,Modest,0/0/4/252/0/252,2.750%
2229,Ludicolo,Modest,172/0/12/76/12/236,2.733%
2230,Ludicolo,Timid,0/0/0/252/4/252,1.989%
2231,Ludicolo,Modest,0/0/36/252/0/220,1.749%
2232,Ludicolo,Modest,44/0/0/252/0/212,1.573%
2233,Ludicolo,Hasty,4/0/0/252/0/252,1.411%
2234,Ludicolo,Serious,36/0/0/252/0/220,1.022%
2235,Ludicolo,Hasty,252/4/0/0/0/252,0.728%
2236,Ludicolo,Timid,12/0/4/236/4/252,0.623%
2237,Ludicolo,Timid,4/0/0/252/0/252,0.600%
2238,Ludicolo,Timid,252/0/0/4/0/252,0.414%
2239,Ludicolo,Modest,6/0/0/252/0/252,0.314%
2240,Slowking,Sassy,252/0/4/0/252/0,65.160%
2241,Slowking,Sassy,252/0/252/0/0/0,13.671%
2242,Slowking,Sassy,252/0/76/20/156/0,12.189%
2243,Slowking,Sassy,252/0/0/4/252/0,7.287%
2244,Slowking,Sassy,252/0/252/0/4/0,1.191%
2245,Slowking,Quiet,252/4/0/252/0/0,0.162%
2246,Slowking,Quiet,252/0/108/148/0/0,0.126%
2247,Slowking,Brave,4/252/252/0/0/0,0.099%
2248,Slowking,Relaxed,248/0/252/0/0/8,0.096%
2249,Slowking,Quiet,244/0/188/76/0/0,0.006%
2250,Slowking,Bold,252/0/252/0/4/0,0.005%
2251,Slowking,Relaxed,252/0/252/0/0/0,0.005%
2252,Slowking,Sassy,4/0/252/0/252/0,0.001%
2253,Slowking,Modest,56/0/76/252/120/0,0.001%
2254,Slowking,Sassy,252/0/124/0/128/0,0.000%
2255,Slowking,Calm,100/0/0/252/148/4,0.000%
2256,Slowking,Serious,187/0/252/0/69/0,0.000%
2257,Slowking,Quiet,252/0/0/252/0/0,0.000%
2258,Slowking,Bold,252/0/116/0/140/0,0.000%
2259,Slowking,Sassy,220/0/180/0/108/0,0.000%
2260,Swampert,Brave,244/236/12/0/12/0,82.414%
2261,Swampert,Adamant,164/252/4/0/4/84,2.290%
2262,Swampert,Adamant,188/4/76/0/116/124,2.153%
2263,Swampert,Adamant,188/164/12/0/4/140,2.099%
2264,Swampert,Brave,252/76/84/0/92/0,1.886%
2265,Swampert,Adamant,244/236/0/0/0/28,1.819%
2266,Swampert,Adamant,188/156/12/0/4/148,1.540%
2267,Swampert,Adamant,180/196/4/0/4/124,0.872%
2268,Swampert,Impish,252/100/124/0/28/4,0.815%
2269,Swampert,Careful,252/172/84/0/0/0,0.763%
2270,Swampert,Adamant,252/252/0/0/4/0,0.724%
2271,Swampert,Adamant,212/236/4/0/4/52,0.669%
2272,Swampert,Modest,252/0/140/116/0/0,0.270%
2273,Swampert,Impish,212/92/76/0/12/116,0.257%
2274,Swampert,Adamant,220/236/4/0/4/44,0.219%
2275,Swampert,Brave,252/236/20/0/0/0,0.208%
2276,Swampert,Calm,252/0/172/0/84/0,0.192%
2277,Swampert,Adamant,120/252/0/0/132/0,0.142%
2278,Swampert,Calm,252/0/108/0/148/0,0.134%
2279,Swampert,Brave,248/236/12/0/12/0,0.127%
2280,Azumarill,Bold,252/0/252/0/4/0,76.263%
2281,Azumarill,Brave,252/252/0/0/4/0,7.067%
2282,Azumarill,Brave,252/252/4/0/0/0,4.286%
2283,Azumarill,Adamant,244/252/0/0/12/0,3.690%
2284,Azumarill,Adamant,252/252/0/0/4/0,2.888%
2285,Azumarill,Impish,252/4/252/0/0/0,2.013%
2286,Azumarill,Adamant,252/252/4/0/0/0,0.774%
2287,Azumarill,Adamant,96/252/156/0/4/0,0.642%
2288,Azumarill,Brave,0/252/4/0/252/0,0.487%
2289,Azumarill,Careful,252/4/0/0/252/0,0.298%
2290,Azumarill,Calm,236/0/172/4/92/0,0.247%
2291,Azumarill,Jolly,4/252/0/0/0/252,0.200%
2292,Azumarill,Adamant,252/252/0/0/0/4,0.193%
2293,Azumarill,Calm,252/0/0/4/252/0,0.169%
2294,Azumarill,Brave,4/252/0/0/252/0,0.160%
2295,Azumarill,Brave,188/252/68/0/0/0,0.117%
2296,Azumarill,Impish,252/0/156/0/100/0,0.073%
2297,Azumarill,Adamant,4/252/0/0/0/252,0.073%
2298,Azumarill,Adamant,0/252/4/0/0/252,0.054%
2299,Azumarill,Modest,252/0/0/252/4/0,0.050%
2300,Scizor,Adamant,164/252/4/0/4/84,79.071%
2301,Scizor,Adamant,236/252/4/0/4/12,8.020%
2302,Scizor,Adamant,252/252/0/0/4/0,7.801%
2303,Scizor,Adamant,252/252/4/0/0/0,2.595%
2304,Scizor,Adamant,252/252/0/0/0/0,1.241%
2305,Scizor,Adamant,252/252/0/0/0/4,0.535%
2306,Scizor,Adamant,4/252/0/0/0/252,0.147%
2307,Scizor,Adamant,76/252/4/0/156/20,0.135%
2308,Scizor,Jolly,0/152/0/0/104/252,0.098%
2309,Scizor,Impish,248/8/252/0/0/0,0.066%
2310,Scizor,Brave,100/252/0/0/156/0,0.062%
2311,Scizor,Impish,252/252/4/0/0/0,0.057%
2312,Scizor,Sassy,252/0/252/0/0/0,0.052%
2313,Scizor,Impish,236/4/180/0/84/4,0.041%
2314,Scizor,Adamant,252/4/252/0/0/0,0.013%
2315,Scizor,Brave,248/252/0/8/0/0,0.012%
2316,Scizor,Careful,252/252/4/0/0/0,0.011%
2317,Scizor,Jolly,4/252/0/0/0/252,0.010%
2318,Scizor,Adamant,252/76/4/0/156/20,0.009%
2319,Scizor,Hardy,4/252/0/0/0/252,0.006%
2320,Articuno-Galar,Modest,212/0/252/36/4/4,38.616%
2321,Articuno-Galar,Quiet,252/0/0/252/4/0,28.079%
2322,Articuno-Galar,Modest,156/0/44/116/4/188,8.710%
2323,Articuno-Galar,Timid,0/0/0/252/4/252,5.345%
2324,Articuno-Galar,Modest,0/0/0/252/4/252,3.494%
2325,Articuno-Galar,Modest,60/0/4/196/4/244,2.562%
2326,Articuno-Galar,Timid,4/0/0/252/0/252,2.122%
2327,Articuno-Galar,Quiet,196/0/0/76/236/0,1.317%
2328,Articuno-Galar,Modest,140/0/0/252/0/116,1.231%
2329,Articuno-Galar,Timid,0/0/4/252/0/252,1.043%
2330,Articuno-Galar,Sassy,252/0/4/0/252/0,0.902%
2331,Articuno-Galar,Timid,4/0/4/244/4/252,0.886%
2332,Articuno-Galar,Timid,12/0/0/244/0/252,0.742%
2333,Articuno-Galar,Timid,76/0/4/252/4/172,0.664%
2334,Articuno-Galar,Modest,196/0/0/252/4/56,0.642%
2335,Articuno-Galar,Modest,252/0/0/252/4/0,0.526%
2336,Articuno-Galar,Modest,252/0/60/196/0/0,0.454%
2337,Articuno-Galar,Sassy,244/0/0/108/156/0,0.430%
2338,Articuno-Galar,Hardy,1/0/0/0/0/0,0.294%
2339,Articuno-Galar,Timid,100/0/60/124/60/164,0.292%
2340,Tyranitar,Adamant,252/0/108/0/148/0,15.690%
2341,Tyranitar,Adamant,252/252/0/0/4/0,12.802%
2342,Tyranitar,Brave,252/252/0/0/4/0,11.787%
2343,Tyranitar,Adamant,132/252/4/0/4/116,8.204%
2344,Tyranitar,Adamant,0/252/252/0/4/0,6.780%
2345,Tyranitar,Adamant,0/252/0/0/4/252,6.133%
2346,Tyranitar,Adamant,4/252/0/0/0/252,5.941%
2347,Tyranitar,Impish,252/0/252/0/4/0,3.275%
2348,Tyranitar,Jolly,0/252/0/0/4/252,3.124%
2349,Tyranitar,Adamant,172/252/0/0/84/0,3.082%
2350,Tyranitar,Brave,252/252/4/0/0/0,2.700%
2351,Tyranitar,Adamant,244/140/0/0/0/124,2.552%
2352,Tyranitar,Brave,252/156/100/0/0/0,1.998%
2353,Tyranitar,Adamant,0/252/252/0/0/4,1.920%
2354,Tyranitar,Adamant,196/252/0/0/0/60,1.858%
2355,Tyranitar,Adamant,100/252/0/0/0/156,1.363%
2356,Tyranitar,Modest,252/0/28/196/12/20,1.172%
2357,Tyranitar,Adamant,124/188/84/0/112/0,1.147%
2358,Tyranitar,Modest,252/0/0/252/0/4,0.896%
2359,Tyranitar,Adamant,128/128/252/0/0/0,0.732%
2360,Pikachu,Timid,4/0/0/252/0/252,43.693%
2361,Pikachu,Jolly,4/252/0/0/0/252,28.313%
2362,Pikachu,Modest,4/0/0/252/0/252,8.573%
2363,Pikachu,Jolly,0/252/0/4/0/252,6.869%
2364,Pikachu,Hasty,20/172/0/4/60/252,4.582%
2365,Pikachu,Jolly,0/252/4/0/0/252,2.904%
2366,Pikachu,Jolly,0/252/0/0/4/252,2.034%
2367,Pikachu,Hasty,0/128/0/128/0/252,0.988%
2368,Pikachu,Timid,0/0/0/252/4/252,0.723%
2369,Pikachu,Hasty,12/108/0/4/132/252,0.325%
2370,Pikachu,Hasty,0/116/0/140/0/252,0.193%
2371,Pikachu,Hasty,0/252/0/4/0/252,0.189%
2372,Pikachu,Jolly,12/108/4/0/132/252,0.182%
2373,Pikachu,Timid,0/0/4/252/0/252,0.140%
2374,Pikachu,Hasty,0/112/0/142/0/252,0.112%
2375,Pikachu,Hasty,0/196/0/60/0/252,0.088%
2376,Pikachu,Hasty,0/4/0/252/0/252,0.026%
2377,Pikachu,Hasty,4/0/0/252/0/252,0.022%
2378,Pikachu,Hasty,116/0/0/140/0/252,0.016%
2379,Pikachu,Modest,252/0/0/252/4/0,0.016%
2380,Ninetales-Alola,Timid,4/0/0/252/0/252,71.547%
2381,Ninetales-Alola,Timid,0/0/0/252/4/252,11.555%
2382,Ninetales-Alola,Timid,0/0/252/0/4/252,7.662%
2383,Ninetales-Alola,Timid,252/0/0/4/0/252,4.798%
2384,Ninetales-Alola,Timid,12/0/0/252/0/244,3.389%
2385,Ninetales-Alola,Timid,0/0/4/252/0/252,0.301%
2386,Ninetales-Alola,Timid,244/0/0/12/0/252,0.176%
2387,Ninetales-Alola,Timid,4/0/4/244/4/252,0.150%
2388,Ninetales-Alola,Modest,0/0/0/252/4/252,0.090%
2389,Ninetales-Alola,Hasty,252/0/0/4/0/252,0.077%
2390,Ninetales-Alola,Timid,4/0/52/108/92/252,0.065%
2391,Ninetales-Alola,Modest,4/0/0/252/0/252,0.053%
2392,Ninetales-Alola,Calm,252/0/0/0/0/252,0.036%
2393,Ninetales-Alola,Hardy,252/0/60/128/64/0,0.023%
2394,Ninetales-Alola,Modest,0/0/252/252/0/4,0.017%
2395,Ninetales-Alola,Timid,20/0/0/236/0/252,0.015%
2396,Ninetales-Alola,Timid,0/0/100/156/0/252,0.014%
2397,Ninetales-Alola,Timid,3/1/0/252/1/252,0.007%
2398,Ninetales-Alola,Hasty,252/4/0/0/0/252,0.006%
2399,Ninetales-Alola,Timid,0/0/0/252/0/252,0.005%
2400,Marowak-Alola,Brave,252/252/0/0/4/0,43.588%
2401,Marowak-Alola,Careful,212/100/4/0/164/28,12.048%
2402,Marowak-Alola,Careful,252/92/4/0/156/4,11.703%
2403,Marowak-Alola,Adamant,252/252/0/0/4/0,11.298%
2404,Marowak-Alola,Brave,244/180/84/0/0/0,7.560%
2405,Marowak-Alola,Adamant,252/252/0/0/0/0,3.884%
2406,Marowak-Alola,Serious,252/252/0/0/4/0,3.477%
2407,Marowak-Alola,Jolly,4/252/0/0/0/252,1.658%
2408,Marowak-Alola,Brave,252/252/4/0/0/0,0.874%
2409,Marowak-Alola,Brave,245/252/4/0/0/0,0.615%
2410,Marowak-Alola,Adamant,68/236/4/0/4/196,0.594%
2411,Marowak-Alola,Adamant,252/76/68/0/112/0,0.449%
2412,Marowak-Alola,Adamant,252/252/0/0/0/4,0.415%
2413,Marowak-Alola,Jolly,0/252/0/0/4/252,0.397%
2414,Marowak-Alola,Adamant,252/252/4/0/0/0,0.287%
2415,Marowak-Alola,Impish,252/4/252/0/0/0,0.286%
2416,Marowak-Alola,Adamant,252/248/4/0/0/0,0.167%
2417,Marowak-Alola,Adamant,248/220/0/0/16/24,0.133%
2418,Marowak-Alola,Adamant,252/220/0/0/0/36,0.115%
2419,Marowak-Alola,Brave,252/220/0/0/36/0,0.101%
2420,Slowbro,Quiet,252/0/0/236/20/0,70.091%
2421,Slowbro,Relaxed,252/0/252/0/4/0,23.614%
2422,Slowbro,Quiet,252/0/252/4/0/0,2.310%
2423,Slowbro,Relaxed,244/0/252/0/12/0,1.169%
2424,Slowbro,Bold,244/0/108/0/156/0,1.122%
2425,Slowbro,Relaxed,252/0/236/0/20/0,0.900%
2426,Slowbro,Bold,252/0/76/0/180/0,0.182%
2427,Slowbro,Sassy,252/0/0/4/252/0,0.153%
2428,Slowbro,Quiet,252/0/0/252/4/0,0.129%
2429,Slowbro,Bold,252/0/252/0/4/0,0.097%
2430,Slowbro,Bold,252/0/252/4/0/0,0.073%
2431,Slowbro,Relaxed,252/0/156/0/100/0,0.059%
2432,Slowbro,Calm,252/0/100/0/156/0,0.038%
2433,Slowbro,Relaxed,252/0/252/4/0/0,0.021%
2434,Slowbro,Bold,244/0/76/0/188/0,0.016%
2435,Slowbro,Modest,4/0/252/252/0/0,0.007%
2436,Slowbro,Relaxed,252/0/252/0/0/4,0.007%
2437,Slowbro,Relaxed,252/0/252/0/0/0,0.004%
2438,Slowbro,Quiet,56/0/252/0/200/0,0.003%
2439,Slowbro,Quiet,252/0/4/252/0/0,0.002%
2440,Giratina-Origin,Adamant,172/252/36/0/36/12,75.407%
2441,Giratina-Origin,Serious,0/252/0/0/4/252,5.049%
2442,Giratina-Origin,Jolly,4/252/0/0/0/252,3.223%
2443,Giratina-Origin,Brave,252/132/0/0/124/0,2.511%
2444,Giratina-Origin,Adamant,196/236/4/0/52/20,1.841%
2445,Giratina-Origin,Adamant,68/156/220/0/44/20,1.780%
2446,Giratina-Origin,Adamant,108/156/4/0/12/228,1.437%
2447,Giratina-Origin,Adamant,76/164/76/0/76/116,1.290%
2448,Giratina-Origin,Modest,172/0/36/236/36/28,0.964%
2449,Giratina-Origin,Modest,248/0/0/196/8/56,0.890%
2450,Giratina-Origin,Jolly,0/252/0/0/4/252,0.729%
2451,Giratina-Origin,Adamant,196/116/4/0/108/84,0.666%
2452,Giratina-Origin,Modest,52/0/0/252/32/172,0.501%
2453,Giratina-Origin,Adamant,236/212/4/0/52/4,0.463%
2454,Giratina-Origin,Modest,220/0/0/204/84/0,0.356%
2455,Giratina-Origin,Hardy,2/0/0/0/0/0,0.351%
2456,Giratina-Origin,Modest,252/0/0/252/4/0,0.335%
2457,Giratina-Origin,Adamant,252/252/0/0/4/0,0.292%
2458,Giratina-Origin,Quiet,252/4/0/252/0/0,0.277%
2459,Giratina-Origin,Modest,44/0/0/252/0/212,0.233%
2460,Toxapex,Calm,148/0/140/12/204/4,85.913%
2461,Toxapex,Calm,252/0/28/0/228/0,12.690%
2462,Toxapex,Relaxed,252/0/228/0/28/0,0.540%
2463,Toxapex,Bold,252/0/228/0/28/0,0.419%
2464,Toxapex,Bold,252/0/252/0/4/0,0.309%
2465,Toxapex,Bold,252/0/252/4/0/0,0.072%
2466,Toxapex,Relaxed,252/4/252/0/0/0,0.031%
2467,Toxapex,Sassy,252/0/28/0/228/0,0.012%
2468,Toxapex,Calm,4/0/252/0/252/0,0.003%
2469,Toxapex,Modest,252/0/0/252/4/0,0.002%
2470,Toxapex,Hardy,4/0/252/0/252/0,0.002%
2471,Toxapex,Bold,252/0/116/4/132/0,0.002%
2472,Toxapex,Bold,252/0/252/0/0/0,0.001%
2473,Toxapex,Relaxed,252/0/252/0/4/0,0.001%
2474,Toxapex,Gentle,144/0/236/0/124/0,0.001%
2475,Toxapex,Relaxed,252/0/60/0/196/0,0.000%
2476,Toxapex,Careful,68/0/252/0/188/0,0.000%
2477,Toxapex,Relaxed,252/0/196/0/60/0,0.000%
2478,Toxapex,Sassy,252/0/124/0/128/0,0.000%
2479,Toxapex,Relaxed,172/0/84/0/252/0,0.000%
2480,Raikou,Timid,220/0/60/4/4/220,30.428%
2481,Raikou,Timid,252/0/28/0/0/228,29.443%
2482,Raikou,Timid,196/0/52/4/4/252,13.486%
2483,Raikou,Timid,204/0/68/4/4/228,13.040%
2484,Raikou,Timid,116/0/0/252/0/140,4.507%
2485,Raikou,Timid,220/0/60/0/0/228,3.579%
2486,Raikou,Timid,0/0/0/252/4/252,2.003%
2487,Raikou,Timid,132/0/52/124/4/196,0.707%
2488,Raikou,Timid,140/0/4/220/4/140,0.582%
2489,Raikou,Timid,140/0/12/132/4/220,0.538%
2490,Raikou,Timid,156/0/0/196/0/156,0.343%
2491,Raikou,Timid,252/0/188/60/4/4,0.322%
2492,Raikou,Timid,60/0/0/196/0/252,0.200%
2493,Raikou,Modest,80/0/4/252/64/108,0.166%
2494,Raikou,Timid,212/0/52/4/12/228,0.157%
2495,Raikou,Timid,4/0/0/252/0/252,0.115%
2496,Raikou,Timid,252/0/52/44/156/4,0.113%
2497,Raikou,Jolly,244/0/0/0/0/252,0.079%
2498,Raikou,Timid,252/0/0/4/0/252,0.063%
2499,Raikou,Timid,252/0/4/0/0/252,0.036%
2500,Pelipper,Timid,4/0/0/252/0/252,71.712%
2501,Pelipper,Modest,4/0/0/252/0/252,18.326%
2502,Pelipper,Bold,252/0/124/0/132/0,4.037%
2503,Pelipper,Timid,252/0/0/4/0/252,2.789%
2504,Pelipper,Bold,252/0/252/4/0/0,0.958%
2505,Pelipper,Modest,252/0/0/252/4/0,0.569%
2506,Pelipper,Hardy,252/0/0/0/252/0,0.444%
2507,Pelipper,Calm,252/0/0/0/4/252,0.323%
2508,Pelipper,Modest,252/0/4/252/0/0,0.247%
2509,Pelipper,Bold,188/0/252/68/0/0,0.130%
2510,Pelipper,Calm,252/0/0/4/252/0,0.092%
2511,Pelipper,Modest,132/0/0/192/0/184,0.076%
2512,Pelipper,Modest,0/0/4/252/0/252,0.052%
2513,Pelipper,Bold,28/0/0/252/0/228,0.038%
2514,Pelipper,Sassy,252/0/124/0/132/0,0.035%
2515,Pelipper,Calm,252/0/4/0/252/0,0.023%
2516,Pelipper,Modest,220/0/0/76/0/212,0.018%
2517,Pelipper,Hardy,172/0/0/180/156/0,0.015%
2518,Pelipper,Timid,0/0/0/252/4/252,0.015%
2519,Pelipper,Modest,252/0/0/252/0/0,0.014%
2520,Weezing-Galar,Timid,252/0/0/4/0/252,67.440%
2521,Weezing-Galar,Timid,252/0/0/0/4/252,24.519%
2522,Weezing-Galar,Calm,252/0/0/0/148/108,2.197%
2523,Weezing-Galar,Calm,252/0/0/4/252/0,1.327%
2524,Weezing-Galar,Bold,252/0/252/4/0/0,0.535%
2525,Weezing-Galar,Calm,252/0/0/0/92/164,0.455%
2526,Weezing-Galar,Bold,252/0/156/4/92/4,0.444%
2527,Weezing-Galar,Timid,4/0/0/252/0/252,0.417%
2528,Weezing-Galar,Bold,252/0/252/0/4/0,0.336%
2529,Weezing-Galar,Bold,0/0/124/132/252/0,0.331%
2530,Weezing-Galar,Calm,244/36/84/0/144/0,0.304%
2531,Weezing-Galar,Calm,252/0/4/0/252/0,0.263%
2532,Weezing-Galar,Modest,4/0/0/252/0/252,0.225%
2533,Weezing-Galar,Bold,252/0/20/116/76/44,0.225%
2534,Weezing-Galar,Modest,252/0/4/252/0/0,0.193%
2535,Weezing-Galar,Bold,252/0/124/0/132/0,0.190%
2536,Weezing-Galar,Calm,252/1/4/4/156/92,0.124%
2537,Weezing-Galar,Hardy,0/0/60/252/124/68,0.100%
2538,Weezing-Galar,Bold,252/0/252/0/0/0,0.085%
2539,Weezing-Galar,Modest,252/0/0/252/4/0,0.060%
2540,Kingler,Jolly,4/252/0/0/0/252,21.443%
2541,Kingler,Adamant,4/252/0/0/0/252,20.313%
2542,Kingler,Adamant,228/0/28/0/252/0,19.182%
2543,Kingler,Adamant,84/76/4/0/156/188,11.887%
2544,Kingler,Adamant,252/124/4/0/4/124,7.410%
2545,Kingler,Adamant,0/252/0/0/0/252,6.042%
2546,Kingler,Adamant,180/132/4/0/60/132,2.681%
2547,Kingler,Jolly,252/4/0/0/0/252,2.675%
2548,Kingler,Adamant,164/252/4/0/60/28,1.991%
2549,Kingler,Adamant,252/252/0/0/0/4,1.394%
2550,Kingler,Adamant,76/84/4/0/156/188,1.259%
2551,Kingler,Jolly,4/0/0/0/252/252,0.984%
2552,Kingler,Bashful,4/252/0/0/0/252,0.647%
2553,Kingler,Adamant,0/252/0/0/4/252,0.607%
2554,Kingler,Brave,252/252/0/0/4/0,0.539%
2555,Kingler,Jolly,252/0/0/0/4/252,0.400%
2556,Kingler,Jolly,0/252/0/0/4/252,0.240%
2557,Kingler,Adamant,252/252/0/0/4/0,0.160%
2558,Kingler,Adamant,116/252/4/0/4/132,0.029%
2559,Kingler,Adamant,180/228/0/0/0/100,0.028%
2560,Oranguru,Relaxed,244/0/236/0/28/0,44.653%
2561,Oranguru,Sassy,252/0/252/0/4/0,14.245%
2562,Oranguru,Sassy,252/0/252/0/0/0,6.820%
2563,Oranguru,Sassy,252/0/188/0/68/0,3.814%
2564,Oranguru,Modest,252/0/0/252/4/0,3.645%
2565,Oranguru,Timid,112/0/164/0/52/180,3.465%
2566,Oranguru,Timid,252/0/4/0/0/252,3.401%
2567,Oranguru,Sassy,244/0/172/0/92/0,2.788%
2568,Oranguru,Bold,252/0/124/0/128/0,2.726%
2569,Oranguru,Calm,252/0/0/0/212/44,2.246%
2570,Oranguru,Sassy,252/0/4/0/252/0,1.318%
2571,Oranguru,Calm,252/0/4/0/252/0,1.229%
2572,Oranguru,Sassy,252/0/0/4/252/0,1.213%
2573,Oranguru,Relaxed,252/0/252/0/4/0,1.089%
2574,Oranguru,Timid,112/0/164/0/48/180,1.020%
2575,Oranguru,Bold,252/0/156/0/98/0,0.902%
2576,Oranguru,Bold,252/0/212/0/0/44,0.821%
2577,Oranguru,Timid,252/0/0/0/76/180,0.656%
2578,Oranguru,Hardy,248/0/156/0/76/28,0.518%
2579,Oranguru,Sassy,252/0/100/0/156/0,0.468%
2580,Nihilego,Timid,4/0/0/252/0/252,61.479%
2581,Nihilego,Quiet,4/0/0/252/252/0,14.076%
2582,Nihilego,Timid,0/0/4/252/0/252,9.367%
2583,Nihilego,Timid,0/0/0/252/4/252,7.464%
2584,Nihilego,Timid,52/0/0/204/0/252,3.557%
2585,Nihilego,Sassy,244/12/0/0/252/0,1.199%
2586,Nihilego,Timid,52/0/44/164/4/244,1.071%
2587,Nihilego,Timid,68/0/0/188/0/252,0.565%
2588,Nihilego,Modest,4/0/0/252/0/252,0.234%
2589,Nihilego,Quiet,252/0/4/252/0/0,0.233%
2590,Nihilego,Timid,0/0/76/180/0/252,0.178%
2591,Nihilego,Timid,4/0/4/164/84/252,0.172%
2592,Nihilego,Quiet,244/0/0/204/60/0,0.120%
2593,Nihilego,Timid,252/0/0/4/0/252,0.109%
2594,Nihilego,Modest,36/0/252/220/0/0,0.059%
2595,Nihilego,Timid,4/0/68/196/4/236,0.036%
2596,Nihilego,Timid,12/0/60/180/4/252,0.033%
2597,Nihilego,Timid,72/0/0/184/0/252,0.017%
2598,Nihilego,Modest,0/0/4/252/0/252,0.012%
2599,Nihilego,Timid,244/0/0/12/0/252,0.006%
2600,Togedemaru,Jolly,252/0/0/0/84/172,55.548%
2601,Togedemaru,Jolly,4/252/0/0/0/252,29.635%
2602,Togedemaru,Adamant,252/252/0/0/0/0,3.755%
2603,Togedemaru,Jolly,0/252/0/0/4/252,2.061%
2604,Togedemaru,Jolly,252/0/0/0/0/252,1.981%
2605,Togedemaru,Jolly,252/4/0/0/0/252,1.558%
2606,Togedemaru,Jolly,252/0/4/0/0/252,1.490%
2607,Togedemaru,Hasty,0/4/0/252/0/252,0.995%
2608,Togedemaru,Adamant,4/252/0/0/0/252,0.856%
2609,Togedemaru,Jolly,252/0/0/0/20/236,0.412%
2610,Togedemaru,Jolly,252/0/0/0/4/252,0.332%
2611,Togedemaru,Impish,0/0/180/0/180/148,0.324%
2612,Togedemaru,Timid,252/4/0/0/0/252,0.261%
2613,Togedemaru,Jolly,164/12/28/0/52/252,0.145%
2614,Togedemaru,Jolly,212/0/0/0/76/220,0.130%
2615,Togedemaru,Timid,0/0/132/0/124/252,0.116%
2616,Togedemaru,Timid,0/0/0/0/252/252,0.098%
2617,Togedemaru,Timid,0/0/0/252/0/252,0.089%
2618,Togedemaru,Hasty,252/252/0/4/0/0,0.083%
2619,Togedemaru,Serious,0/0/0/0/0/252,0.052%
2620,Gyarados,Adamant,196/252/0/0/0/60,28.278%
2621,Gyarados,Jolly,148/100/4/0/4/252,21.499%
2622,Gyarados,Adamant,164/116/4/0/12/212,12.261%
2623,Gyarados,Adamant,172/252/0/0/0/84,9.449%
2624,Gyarados,Jolly,4/252/0/0/0/252,8.122%
2625,Gyarados,Jolly,0/252/0/0/4/252,6.981%
2626,Gyarados,Adamant,204/148/4/0/4/148,2.217%
2627,Gyarados,Adamant,0/252/0/0/4/252,2.185%
2628,Gyarados,Jolly,196/4/52/0/4/252,1.111%
2629,Gyarados,Adamant,128/252/60/0/64/0,1.085%
2630,Gyarados,Jolly,56/252/0/0/4/196,0.920%
2631,Gyarados,Adamant,252/136/0/0/0/120,0.558%
2632,Gyarados,Impish,252/0/4/0/252/0,0.516%
2633,Gyarados,Adamant,28/252/20/0/12/196,0.500%
2634,Gyarados,Jolly,0/252/0/0/8/248,0.422%
2635,Gyarados,Impish,236/4/4/0/236/28,0.395%
2636,Gyarados,Adamant,252/156/0/0/0/100,0.388%
2637,Gyarados,Adamant,0/124/76/0/76/228,0.364%
2638,Gyarados,Jolly,252/92/0/0/0/164,0.265%
2639,Gyarados,Jolly,44/252/0/0/0/212,0.205%
2640,Garchomp,Jolly,0/252/0/0/4/252,69.817%
2641,Garchomp,Hardy,0/92/0/0/0/0,6.150%
2642,Garchomp,Jolly,44/204/4/0/4/252,5.427%
2643,Garchomp,Adamant,252/180/4/0/68/4,3.982%
2644,Garchomp,Jolly,156/92/4/0/4/252,3.102%
