,NationalPokedexNumber,Name,Species,Variant,Generation,Rarity,Type1,Type2,Total,HP,Attack,Defense,SpAtk,SpDef,Speed,image_url,Vgc2022Rules,MonthlyUsageMarch2022,UsagePercentMarch2022,MonthlyRankMarch2022
713,580,Ducklett,Ducklett,,5,Common,Water,Flying,305.0,62.0,44.0,50.0,44.0,50.0,55.0,https://img.pokemondb.net/sprites/sword-shield/icon/ducklett.png,,,,
714,581,Swanna,Swanna,,5,Common,Water,Flying,473.0,75.0,87.0,63.0,87.0,63.0,98.0,https://img.pokemondb.net/sprites/sword-shield/icon/swanna.png,,,,
715,582,Vanillite,Vanillite,,5,Common,Ice,,305.0,36.0,50.0,50.0,65.0,60.0,44.0,https://img.pokemondb.net/sprites/sword-shield/icon/vanillite.png,Permitted,,,
716,583,Vanillish,Vanillish,,5,Common,Ice,,395.0,51.0,65.0,65.0,80.0,75.0,59.0,https://img.pokemondb.net/sprites/sword-shield/icon/vanillish.png,Permitted,,,
717,584,Vanilluxe,Vanilluxe,,5,Common,Ice,,535.0,71.0,95.0,85.0,110.0,95.0,79.0,https://img.pokemondb.net/sprites/sword-shield/icon/vanilluxe.png,Permitted,-,-,-
718,585,Deerling,Deerling,,5,Common,Normal,Grass,335.0,60.0,60.0,50.0,40.0,50.0,75.0,https://img.pokemondb.net/sprites/sword-shield/icon/deerling.png,,,,
719,586,Sawsbuck,Sawsbuck,,5,Common,Normal,Grass,475.0,80.0,100.0,70.0,60.0,70.0,95.0,https://img.pokemondb.net/sprites/sword-shield/icon/sawsbuck.png,,,,
720,587,Emolga,Emolga,,5,Common,Electric,Flying,428.0,55.0,75.0,60.0,75.0,60.0,103.0,https://img.pokemondb.net/sprites/sword-shield/icon/emolga.png,Permitted,-,-,-
721,588,Karrablast,Karrablast,,5,Common,Bug,,315.0,50.0,75.0,45.0,40.0,45.0,60.0,https://img.pokemondb.net/sprites/sword-shield/icon/karrablast.png,Permitted,,,
722,589,Escavalier,Escavalier,,5,Common,Bug,Steel,495.0,70.0,135.0,105.0,60.0,105.0,20.0,https://img.pokemondb.net/sprites/sword-shield/icon/escavalier.png,Permitted,9,0,109
723,590,Foongus,Foongus,,5,Common,Grass,Poison,294.0,69.0,55.0,45.0,55.0,55.0,15.0,https://img.pokemondb.net/sprites/sword-shield/icon/foongus.png,Permitted,,,
724,591,Amoonguss,Amoonguss,,5,Common,Grass,Poison,464.0,114.0,85.0,70.0,85.0,80.0,30.0,https://img.pokemondb.net/sprites/sword-shield/icon/amoonguss.png,Permitted,350,18,13
725,592,Frillish,Frillish,,5,Common,Water,Ghost,335.0,55.0,40.0,50.0,65.0,85.0,40.0,https://img.pokemondb.net/sprites/sword-shield/icon/frillish.png,Permitted,,,
726,593,Jellicent,Jellicent,,5,Common,Water,Ghost,480.0,100.0,60.0,70.0,85.0,105.0,60.0,https://img.pokemondb.net/sprites/sword-shield/icon/jellicent.png,Permitted,6,0,161
727,594,Alomomola,Alomomola,,5,Common,Water,,470.0,165.0,75.0,80.0,40.0,45.0,65.0,https://img.pokemondb.net/sprites/sword-shield/icon/alomomola.png,,,,
728,595,Joltik,Joltik,,5,Common,Bug,Electric,319.0,50.0,47.0,50.0,57.0,50.0,65.0,https://img.pokemondb.net/sprites/sword-shield/icon/joltik.png,Permitted,,,
729,596,Galvantula,Galvantula,,5,Common,Bug,Electric,472.0,70.0,77.0,60.0,97.0,60.0,108.0,https://img.pokemondb.net/sprites/sword-shield/icon/galvantula.png,Permitted,-,-,-
730,597,Ferroseed,Ferroseed,,5,Common,Grass,Steel,305.0,44.0,50.0,91.0,24.0,86.0,10.0,https://img.pokemondb.net/sprites/sword-shield/icon/ferroseed.png,Permitted,,,
731,598,Ferrothorn,Ferrothorn,,5,Common,Grass,Steel,489.0,74.0,94.0,131.0,54.0,116.0,20.0,https://img.pokemondb.net/sprites/sword-shield/icon/ferrothorn.png,Permitted,131,5,25
732,599,Klink,Klink,,5,Common,Steel,,300.0,40.0,55.0,70.0,45.0,60.0,30.0,https://img.pokemondb.net/sprites/sword-shield/icon/klink.png,Permitted,,,
733,600,Klang,Klang,,5,Common,Steel,,440.0,60.0,80.0,95.0,70.0,85.0,50.0,https://img.pokemondb.net/sprites/sword-shield/icon/klang.png,Permitted,,,
734,601,Klinklang,Klinklang,,5,Common,Steel,,520.0,60.0,100.0,115.0,70.0,85.0,90.0,https://img.pokemondb.net/sprites/sword-shield/icon/klinklang.png,Permitted,884,0,104
735,602,Tynamo,Tynamo,,5,Common,Electric,,275.0,35.0,55.0,40.0,45.0,40.0,60.0,https://img.pokemondb.net/sprites/sword-shield/icon/tynamo.png,,,,
736,603,Eelektrik,Eelektrik,,5,Common,Electric,,405.0,65.0,85.0,70.0,75.0,70.0,40.0,https://img.pokemondb.net/sprites/sword-shield/icon/eelektrik.png,,,,
737,604,Eelektross,Eelektross,,5,Common,Electric,,515.0,85.0,115.0,80.0,105.0,80.0,50.0,https://img.pokemondb.net/sprites/sword-shield/icon/eelektross.png,,,,
738,605,Elgyem,Elgyem,,5,Common,Psychic,,335.0,55.0,55.0,55.0,85.0,55.0,30.0,https://img.pokemondb.net/sprites/sword-shield/icon/elgyem.png,Permitted,,,
739,606,Beheeyem,Beheeyem,,5,Common,Psychic,,485.0,75.0,75.0,75.0,125.0,95.0,40.0,https://img.pokemondb.net/sprites/sword-shield/icon/beheeyem.png,Permitted,-,-,-
740,607,Litwick,Litwick,,5,Common,Ghost,Fire,275.0,50.0,30.0,55.0,65.0,55.0,20.0,https://img.pokemondb.net/sprites/sword-shield/icon/litwick.png,Permitted,,,
741,608,Lampent,Lampent,,5,Common,Ghost,Fire,370.0,60.0,40.0,60.0,95.0,60.0,55.0,https://img.pokemondb.net/sprites/sword-shield/icon/lampent.png,Permitted,,,
742,609,Chandelure,Chandelure,,5,Common,Ghost,Fire,520.0,60.0,55.0,90.0,145.0,90.0,80.0,https://img.pokemondb.net/sprites/sword-shield/icon/chandelure.png,Permitted,9,0,143
743,610,Axew,Axew,,5,Common,Dragon,,320.0,46.0,87.0,60.0,30.0,40.0,57.0,https://img.pokemondb.net/sprites/sword-shield/icon/axew.png,Permitted,,,
744,611,Fraxure,Fraxure,,5,Common,Dragon,,410.0,66.0,117.0,70.0,40.0,50.0,67.0,https://img.pokemondb.net/sprites/sword-shield/icon/fraxure.png,Permitted,,,
745,612,Haxorus,Haxorus,,5,Common,Dragon,,540.0,76.0,147.0,90.0,60.0,70.0,97.0,https://img.pokemondb.net/sprites/sword-shield/icon/haxorus.png,Permitted,-,-,-
746,613,Cubchoo,Cubchoo,,5,Common,Ice,,305.0,55.0,70.0,40.0,60.0,40.0,40.0,https://img.pokemondb.net/sprites/sword-shield/icon/cubchoo.png,Permitted,,,
747,614,Beartic,Beartic,,5,Common,Ice,,505.0,95.0,130.0,80.0,70.0,80.0,50.0,https://img.pokemondb.net/sprites/sword-shield/icon/beartic.png,Permitted,-,-,-
748,615,Cryogonal,Cryogonal,,5,Common,Ice,,515.0,80.0,50.0,50.0,95.0,135.0,105.0,https://img.pokemondb.net/sprites/sword-shield/icon/cryogonal.png,Permitted,,,
749,616,Shelmet,Shelmet,,5,Common,Bug,,305.0,50.0,40.0,85.0,40.0,65.0,25.0,https://img.pokemondb.net/sprites/sword-shield/icon/shelmet.png,Permitted,,,
750,617,Accelgor,Accelgor,,5,Common,Bug,,495.0,80.0,70.0,40.0,100.0,60.0,145.0,https://img.pokemondb.net/sprites/sword-shield/icon/accelgor.png,Permitted,7,0,207
751,618,Stunfisk,Stunfisk,,5,Common,Ground,Electric,471.0,109.0,66.0,84.0,81.0,99.0,32.0,https://img.pokemondb.net/sprites/sword-shield/icon/stunfisk.png,,,,
752,618,Galarian Stunfisk,Stunfisk,Galarian,8,Common,Ground,Steel,471.0,109.0,81.0,99.0,66.0,84.0,32.0,https://img.pokemondb.net/sprites/sword-shield/icon/stunfisk-galarian.png,Permitted,,,
753,619,Mienfoo,Mienfoo,,5,Common,Fighting,,350.0,45.0,85.0,50.0,55.0,50.0,65.0,https://img.pokemondb.net/sprites/sword-shield/icon/mienfoo.png,Permitted,,,
754,620,Mienshao,Mienshao,,5,Common,Fighting,,510.0,65.0,125.0,60.0,95.0,60.0,105.0,https://img.pokemondb.net/sprites/sword-shield/icon/mienshao.png,Permitted,18,0,74
755,621,Druddigon,Druddigon,,5,Common,Dragon,,485.0,77.0,120.0,90.0,60.0,90.0,48.0,https://img.pokemondb.net/sprites/sword-shield/icon/druddigon.png,Permitted,-,-,-
756,622,Golett,Golett,,5,Common,Ground,Ghost,303.0,59.0,74.0,50.0,35.0,50.0,35.0,https://img.pokemondb.net/sprites/sword-shield/icon/golett.png,Permitted,,,
757,623,Golurk,Golurk,,5,Common,Ground,Ghost,483.0,89.0,124.0,80.0,55.0,80.0,55.0,https://img.pokemondb.net/sprites/sword-shield/icon/golurk.png,Permitted,-,-,-
758,624,Pawniard,Pawniard,,5,Common,Dark,Steel,340.0,45.0,85.0,70.0,40.0,40.0,60.0,https://img.pokemondb.net/sprites/sword-shield/icon/pawniard.png,Permitted,,,
759,625,Bisharp,Bisharp,,5,Common,Dark,Steel,490.0,65.0,125.0,100.0,60.0,70.0,70.0,https://img.pokemondb.net/sprites/sword-shield/icon/bisharp.png,Permitted,10,0,182
760,626,Bouffalant,Bouffalant,,5,Common,Normal,,490.0,95.0,110.0,95.0,40.0,95.0,55.0,https://img.pokemondb.net/sprites/sword-shield/icon/bouffalant.png,Permitted,-,-,-
761,627,Rufflet,Rufflet,,5,Common,Normal,Flying,350.0,70.0,83.0,50.0,37.0,50.0,60.0,https://img.pokemondb.net/sprites/sword-shield/icon/rufflet.png,Permitted,,,
762,628,Hisuian Braviary,Braviary,Hisuian,5,Common,Psychic,Flying,510.0,110.0,83.0,70.0,112.0,70.0,65.0,https://img.pokemondb.net/s.png,,,,
763,628,Braviary,Braviary,,5,Common,Normal,Flying,510.0,100.0,123.0,75.0,57.0,75.0,80.0,https://img.pokemondb.net/sprites/sword-shield/icon/braviary.png,Permitted,-,-,-
764,629,Vullaby,Vullaby,,5,Common,Dark,Flying,370.0,70.0,55.0,75.0,45.0,65.0,60.0,https://img.pokemondb.net/sprites/sword-shield/icon/vullaby.png,Permitted,,,
765,630,Mandibuzz,Mandibuzz,,5,Common,Dark,Flying,510.0,110.0,65.0,105.0,55.0,95.0,80.0,https://img.pokemondb.net/sprites/sword-shield/icon/mandibuzz.png,Permitted,3,0,163
766,631,Heatmor,Heatmor,,5,Common,Fire,,484.0,85.0,97.0,66.0,105.0,66.0,65.0,https://img.pokemondb.net/sprites/sword-shield/icon/heatmor.png,Permitted,,,
767,632,Durant,Durant,,5,Common,Bug,Steel,484.0,58.0,109.0,112.0,48.0,48.0,109.0,https://img.pokemondb.net/sprites/sword-shield/icon/durant.png,Permitted,4,0,194
768,633,Deino,Deino,,5,Common,Dark,Dragon,300.0,52.0,65.0,50.0,45.0,50.0,38.0,https://img.pokemondb.net/sprites/sword-shield/icon/deino.png,Permitted,,,
769,634,Zweilous,Zweilous,,5,Common,Dark,Dragon,420.0,72.0,85.0,70.0,65.0,70.0,58.0,https://img.pokemondb.net/sprites/sword-shield/icon/zweilous.png,Permitted,,,
770,635,Hydreigon,Hydreigon,,5,Common,Dark,Dragon,600.0,92.0,105.0,90.0,125.0,90.0,98.0,https://img.pokemondb.net/sprites/sword-shield/icon/hydreigon.png,Permitted,13,0,83
771,636,Larvesta,Larvesta,,5,Common,Bug,Fire,360.0,55.0,85.0,55.0,50.0,55.0,60.0,https://img.pokemondb.net/sprites/sword-shield/icon/larvesta.png,Permitted,,,
772,637,Volcarona,Volcarona,,5,Common,Bug,Fire,550.0,85.0,60.0,65.0,135.0,105.0,100.0,https://img.pokemondb.net/sprites/sword-shield/icon/volcarona.png,Permitted,28,0,94
773,638,Cobalion,Cobalion,,5,Legendary,Steel,Fighting,580.0,91.0,90.0,129.0,90.0,72.0,108.0,https://img.pokemondb.net/sprites/sword-shield/icon/cobalion.png,Permitted,6,0,201
774,639,Terrakion,Terrakion,,5,Legendary,Rock,Fighting,580.0,91.0,129.0,90.0,72.0,90.0,108.0,https://img.pokemondb.net/sprites/sword-shield/icon/terrakion.png,Permitted,5,0,200
775,640,Virizion,Virizion,,5,Legendary,Grass,Fighting,580.0,91.0,90.0,72.0,90.0,129.0,108.0,https://img.pokemondb.net/sprites/sword-shield/icon/virizion.png,Permitted,-,-,-
776,641,Tornadus Incarnate Forme,Tornadus,Incarnate Forme,5,Legendary,Flying,,580.0,79.0,115.0,70.0,125.0,80.0,111.0,https://img.pokemondb.net/sprites/sword-shield/icon/tornadus-incarnate.png,,191,8,20
777,641,Tornadus Therian Forme,Tornadus,Therian Forme,5,Legendary,Flying,,580.0,79.0,100.0,80.0,110.0,90.0,121.0,https://img.pokemondb.net/sprites/sword-shield/icon/tornadus-therian.png,,,,
778,642,Thundurus Therian Forme,Thundurus,Therian Forme,5,Legendary,Electric,Flying,580.0,79.0,105.0,70.0,145.0,80.0,101.0,https://img.pokemondb.net/sprites/sword-shield/icon/thundurus-therian.png,,9,0,99
779,642,Thundurus Incarnate Forme,Thundurus,Incarnate Forme,5,Legendary,Electric,Flying,580.0,79.0,115.0,70.0,125.0,80.0,111.0,https://img.pokemondb.net/sprites/sword-shield/icon/thundurus-incarnate.png,,352,21,9
780,643,Reshiram,Reshiram,,5,Legendary,Dragon,Fire,680.0,100.0,120.0,100.0,150.0,120.0,90.0,https://img.pokemondb.net/sprites/sword-shield/icon/reshiram.png,Restricted (players can include two Restricted Pokémon in their team),52,1,62
781,644,Zekrom,Zekrom,,5,Legendary,Dragon,Electric,680.0,100.0,150.0,120.0,120.0,100.0,90.0,https://img.pokemondb.net/sprites/sword-shield/icon/zekrom.png,Restricted (players can include two Restricted Pokémon in their team),41,0,91
782,645,Landorus Incarnate Forme,Landorus,Incarnate Forme,5,Legendary,Ground,Flying,600.0,89.0,125.0,90.0,115.0,80.0,101.0,https://img.pokemondb.net/sprites/sword-shield/icon/landorus-incarnate.png,,23,0,78
783,645,Landorus Therian Forme,Landorus,Therian Forme,5,Legendary,Ground,Flying,600.0,89.0,145.0,90.0,105.0,80.0,91.0,https://img.pokemondb.net/sprites/sword-shield/icon/landorus-therian.png,,369,20,10
784,646,Kyurem,Kyurem,,5,Legendary,Dragon,Ice,660.0,125.0,130.0,90.0,130.0,90.0,95.0,https://img.pokemondb.net/sprites/sword-shield/icon/kyurem.png,Restricted (players can include two Restricted Pokémon in their team),,,
785,646,Black Kyurem,Kyurem,Black,5,Legendary,Dragon,Ice,700.0,125.0,170.0,100.0,120.0,90.0,95.0,https://img.pokemondb.net/sprites/sword-shield/icon/kyurem-black.png,,7,0,202
786,646,White Kyurem,Kyurem,White,5,Legendary,Dragon,Ice,700.0,125.0,120.0,90.0,170.0,100.0,95.0,https://img.pokemondb.net/sprites/sword-shield/icon/kyurem-white.png,,95,2,39
787,647,Keldeo Resolute Form,Keldeo,Resolute Form,5,Mythical,Water,Fighting,580.0,91.0,72.0,90.0,129.0,90.0,108.0,https://img.pokemondb.net/sprites/sword-shield/icon/keldeo-resolute.png,Banned,,,
788,647,Keldeo Ordinary Form,Keldeo,Ordinary Form,5,Mythical,Water,Fighting,580.0,91.0,72.0,90.0,129.0,90.0,108.0,https://img.pokemondb.net/sprites/sword-shield/icon/keldeo-ordinary.png,Banned,,,
789,648,Meloetta Pirouette Forme,Meloetta,Pirouette Forme,5,Mythical,Normal,Fighting,600.0,100.0,128.0,90.0,77.0,77.0,128.0,https://img.pokemondb.net/sprites/sword-shield/icon/meloetta-pirouette.png,,,,
790,648,Meloetta Aria Forme,Meloetta,Aria Forme,5,Mythical,Normal,Psychic,600.0,100.0,77.0,77.0,128.0,128.0,90.0,https://img.pokemondb.net/sprites/sword-shield/icon/meloetta-aria.png,,,,
791,649,Genesect,Genesect,,5,Mythical,Bug,Steel,600.0,71.0,120.0,95.0,120.0,95.0,99.0,https://img.pokemondb.net/sprites/sword-shield/icon/genesect.png,Banned,,,
792,650,Chespin,Chespin,,6,Common,Grass,,313.0,56.0,61.0,65.0,48.0,45.0,38.0,https://img.pokemondb.net/sprites/sword-shield/icon/chespin.png,,,,
793,651,Quilladin,Quilladin,,6,Common,Grass,,405.0,61.0,78.0,95.0,56.0,58.0,57.0,https://img.pokemondb.net/sprites/sword-shield/icon/quilladin.png,,,,
794,652,Chesnaught,Chesnaught,,6,Common,Grass,Fighting,530.0,88.0,107.0,122.0,74.0,75.0,64.0,https://img.pokemondb.net/sprites/sword-shield/icon/chesnaught.png,,,,
795,653,Fennekin,Fennekin,,6,Common,Fire,,307.0,40.0,45.0,40.0,62.0,60.0,60.0,https://img.pokemondb.net/sprites/sword-shield/icon/fennekin.png,,,,
796,654,Braixen,Braixen,,6,Common,Fire,,409.0,59.0,59.0,58.0,90.0,70.0,73.0,https://img.pokemondb.net/sprites/sword-shield/icon/braixen.png,,,,
797,655,Delphox,Delphox,,6,Common,Fire,Psychic,534.0,75.0,69.0,72.0,114.0,100.0,104.0,https://img.pokemondb.net/sprites/sword-shield/icon/delphox.png,,,,
798,656,Froakie,Froakie,,6,Common,Water,,314.0,41.0,56.0,40.0,62.0,44.0,71.0,https://img.pokemondb.net/sprites/sword-shield/icon/froakie.png,,,,
799,657,Frogadier,Frogadier,,6,Common,Water,,405.0,54.0,63.0,52.0,83.0,56.0,97.0,https://img.pokemondb.net/sprites/sword-shield/icon/frogadier.png,,,,
800,658,Greninja,Greninja,,6,Common,Water,Dark,530.0,72.0,95.0,67.0,103.0,71.0,122.0,https://img.pokemondb.net/sprites/sword-shield/icon/greninja.png,,,,
801,658,Ash-Greninja,Greninja,Ash-,6,Common,Water,Dark,640.0,72.0,145.0,67.0,153.0,71.0,132.0,https://img.pokemondb.net/sprites/sword-shield/icon/greninja-ash.png,,,,
802,659,Bunnelby,Bunnelby,,6,Common,Normal,,237.0,38.0,36.0,38.0,32.0,36.0,57.0,https://img.pokemondb.net/sprites/sword-shield/icon/bunnelby.png,Permitted,,,
803,660,Diggersby,Diggersby,,6,Common,Normal,Ground,423.0,85.0,56.0,77.0,50.0,77.0,78.0,https://img.pokemondb.net/sprites/sword-shield/icon/diggersby.png,Permitted,1,0,189
804,661,Fletchling,Fletchling,,6,Common,Normal,Flying,278.0,45.0,50.0,43.0,40.0,38.0,62.0,https://img.pokemondb.net/sprites/sword-shield/icon/fletchling.png,Permitted,,,
805,662,Fletchinder,Fletchinder,,6,Common,Fire,Flying,382.0,62.0,73.0,55.0,56.0,52.0,84.0,https://img.pokemondb.net/sprites/sword-shield/icon/fletchinder.png,Permitted,,,
806,663,Talonflame,Talonflame,,6,Common,Fire,Flying,499.0,78.0,81.0,71.0,74.0,69.0,126.0,https://img.pokemondb.net/sprites/sword-shield/icon/talonflame.png,Permitted,22,0,101
807,664,Scatterbug,Scatterbug,,6,Common,Bug,,200.0,38.0,35.0,40.0,27.0,25.0,35.0,https://img.pokemondb.net/sprites/sword-shield/icon/scatterbug.png,,,,
808,665,Spewpa,Spewpa,,6,Common,Bug,,213.0,45.0,22.0,60.0,27.0,30.0,29.0,https://img.pokemondb.net/sprites/sword-shield/icon/spewpa.png,,,,
809,666,Vivillon,Vivillon,,6,Common,Bug,Flying,411.0,80.0,52.0,50.0,90.0,50.0,89.0,https://img.pokemondb.net/sprites/sword-shield/icon/vivillon.png,,,,
810,667,Litleo,Litleo,,6,Common,Fire,Normal,369.0,62.0,50.0,58.0,73.0,54.0,72.0,https://img.pokemondb.net/sprites/sword-shield/icon/litleo.png,,,,
811,668,Pyroar,Pyroar,,6,Common,Fire,Normal,507.0,86.0,68.0,72.0,109.0,66.0,106.0,https://img.pokemondb.net/sprites/sword-shield/icon/pyroar.png,,,,
812,669,Flabébé,Flabébé,,6,Common,Fairy,,303.0,44.0,38.0,39.0,61.0,79.0,42.0,https://img.pokemondb.net/sprites/sword-shield/icon/flabebe.png,,,,
813,670,Floette,Floette,,6,Common,Fairy,,371.0,54.0,45.0,47.0,75.0,98.0,52.0,https://img.pokemondb.net/sprites/sword-shield/icon/floette.png,,,,
814,671,Florges,Florges,,6,Common,Fairy,,552.0,78.0,65.0,68.0,112.0,154.0,75.0,https://img.pokemondb.net/sprites/sword-shield/icon/florges.png,,,,
815,672,Skiddo,Skiddo,,6,Common,Grass,,350.0,66.0,65.0,48.0,62.0,57.0,52.0,https://img.pokemondb.net/sprites/sword-shield/icon/skiddo.png,,,,
816,673,Gogoat,Gogoat,,6,Common,Grass,,531.0,123.0,100.0,62.0,97.0,81.0,68.0,https://img.pokemondb.net/sprites/sword-shield/icon/gogoat.png,,,,
817,674,Pancham,Pancham,,6,Common,Fighting,,348.0,67.0,82.0,62.0,46.0,48.0,43.0,https://img.pokemondb.net/sprites/sword-shield/icon/pancham.png,Permitted,,,
818,675,Pangoro,Pangoro,,6,Common,Fighting,Dark,495.0,95.0,124.0,78.0,69.0,71.0,58.0,https://img.pokemondb.net/sprites/sword-shield/icon/pangoro.png,Permitted,,,
819,676,Furfrou,Furfrou,,6,Common,Normal,,472.0,75.0,80.0,60.0,65.0,90.0,102.0,https://img.pokemondb.net/sprites/sword-shield/icon/furfrou.png,,,,
820,677,Espurr,Espurr,,6,Common,Psychic,,355.0,62.0,48.0,54.0,63.0,60.0,68.0,https://img.pokemondb.net/sprites/sword-shield/icon/espurr.png,Permitted,,,
821,678,Meowstic Female,Meowstic,Female,6,Common,Psychic,,466.0,74.0,48.0,76.0,83.0,81.0,104.0,https://img.pokemondb.net/sprites/sword-shield/icon/meowstic-female.png,,,,
822,678,Meowstic Male,Meowstic,Male,6,Common,Psychic,,466.0,74.0,48.0,76.0,83.0,81.0,104.0,https://img.pokemondb.net/sprites/sword-shield/icon/meowstic-male.png,,15,0,95
823,679,Honedge,Honedge,,6,Common,Steel,Ghost,325.0,45.0,80.0,100.0,35.0,37.0,28.0,https://img.pokemondb.net/sprites/sword-shield/icon/honedge.png,Permitted,,,
824,680,Doublade,Doublade,,6,Common,Steel,Ghost,448.0,59.0,110.0,150.0,45.0,49.0,35.0,https://img.pokemondb.net/sprites/sword-shield/icon/doublade.png,Permitted,,,
825,681,Aegislash Blade Forme,Aegislash,Blade Forme,6,Common,Steel,Ghost,500.0,60.0,140.0,50.0,140.0,50.0,60.0,https://img.pokemondb.net/sprites/sword-shield/icon/aegislash-blade.png,,,,
826,681,Aegislash Shield Forme,Aegislash,Shield Forme,6,Common,Steel,Ghost,500.0,60.0,50.0,140.0,50.0,140.0,60.0,https://img.pokemondb.net/sprites/sword-shield/icon/aegislash-shield.png,,10,0,148
827,682,Spritzee,Spritzee,,6,Common,Fairy,,341.0,78.0,52.0,60.0,63.0,65.0,23.0,https://img.pokemondb.net/sprites/sword-shield/icon/spritzee.png,Permitted,,,
828,683,Aromatisse,Aromatisse,,6,Common,Fairy,,462.0,101.0,72.0,72.0,99.0,89.0,29.0,https://img.pokemondb.net/sprites/sword-shield/icon/aromatisse.png,Permitted,-,-,-
829,684,Swirlix,Swirlix,,6,Common,Fairy,,341.0,62.0,48.0,66.0,59.0,57.0,49.0,https://img.pokemondb.net/sprites/sword-shield/icon/swirlix.png,Permitted,,,
830,685,Slurpuff,Slurpuff,,6,Common,Fairy,,480.0,82.0,80.0,86.0,85.0,75.0,72.0,https://img.pokemondb.net/sprites/sword-shield/icon/slurpuff.png,Permitted,-,-,-
831,686,Inkay,Inkay,,6,Common,Dark,Psychic,288.0,53.0,54.0,53.0,37.0,46.0,45.0,https://img.pokemondb.net/sprites/sword-shield/icon/inkay.png,Permitted,,,
832,687,Malamar,Malamar,,6,Common,Dark,Psychic,482.0,86.0,92.0,88.0,68.0,75.0,73.0,https://img.pokemondb.net/sprites/sword-shield/icon/malamar.png,Permitted,-,-,-
833,688,Binacle,Binacle,,6,Common,Rock,Water,306.0,42.0,52.0,67.0,39.0,56.0,50.0,https://img.pokemondb.net/sprites/sword-shield/icon/binacle.png,Permitted,,,
834,689,Barbaracle,Barbaracle,,6,Common,Rock,Water,500.0,72.0,105.0,115.0,54.0,86.0,68.0,https://img.pokemondb.net/sprites/sword-shield/icon/barbaracle.png,Permitted,,,
835,690,Skrelp,Skrelp,,6,Common,Poison,Water,320.0,50.0,60.0,60.0,60.0,60.0,30.0,https://img.pokemondb.net/sprites/sword-shield/icon/skrelp.png,Permitted,,,
836,691,Dragalge,Dragalge,,6,Common,Poison,Dragon,494.0,65.0,75.0,90.0,97.0,123.0,44.0,https://img.pokemondb.net/sprites/sword-shield/icon/dragalge.png,Permitted,-,-,-
837,692,Clauncher,Clauncher,,6,Common,Water,,330.0,50.0,53.0,62.0,58.0,63.0,44.0,https://img.pokemondb.net/sprites/sword-shield/icon/clauncher.png,Permitted,,,
838,693,Clawitzer,Clawitzer,,6,Common,Water,,500.0,71.0,73.0,88.0,120.0,89.0,59.0,https://img.pokemondb.net/sprites/sword-shield/icon/clawitzer.png,Permitted,-,-,-
839,694,Helioptile,Helioptile,,6,Common,Electric,Normal,289.0,44.0,38.0,33.0,61.0,43.0,70.0,https://img.pokemondb.net/sprites/sword-shield/icon/helioptile.png,Permitted,,,
840,695,Heliolisk,Heliolisk,,6,Common,Electric,Normal,481.0,62.0,55.0,52.0,109.0,94.0,109.0,https://img.pokemondb.net/sprites/sword-shield/icon/heliolisk.png,Permitted,8,0,134
841,696,Tyrunt,Tyrunt,,6,Common,Rock,Dragon,362.0,58.0,89.0,77.0,45.0,45.0,48.0,https://img.pokemondb.net/sprites/sword-shield/icon/tyrunt.png,Permitted,,,
842,697,Tyrantrum,Tyrantrum,,6,Common,Rock,Dragon,521.0,82.0,121.0,119.0,69.0,59.0,71.0,https://img.pokemondb.net/sprites/sword-shield/icon/tyrantrum.png,Permitted,918,0,220
843,698,Amaura,Amaura,,6,Common,Rock,Ice,362.0,77.0,59.0,50.0,67.0,63.0,46.0,https://img.pokemondb.net/sprites/sword-shield/icon/amaura.png,Permitted,,,
844,699,Aurorus,Aurorus,,6,Common,Rock,Ice,521.0,123.0,77.0,72.0,99.0,92.0,58.0,https://img.pokemondb.net/sprites/sword-shield/icon/aurorus.png,Permitted,,,
845,700,Sylveon,Sylveon,,6,Common,Fairy,,525.0,95.0,65.0,65.0,110.0,130.0,60.0,https://img.pokemondb.net/sprites/sword-shield/icon/sylveon.png,Permitted,-,-,-
846,701,Hawlucha,Hawlucha,,6,Common,Fighting,Flying,500.0,78.0,92.0,75.0,74.0,63.0,118.0,https://img.pokemondb.net/sprites/sword-shield/icon/hawlucha.png,Permitted,3,0,227
847,702,Dedenne,Dedenne,,6,Common,Electric,Fairy,431.0,67.0,58.0,57.0,81.0,67.0,101.0,https://img.pokemondb.net/sprites/sword-shield/icon/dedenne.png,Permitted,-,-,-
848,703,Carbink,Carbink,,6,Common,Rock,Fairy,500.0,50.0,50.0,150.0,50.0,150.0,50.0,https://img.pokemondb.net/sprites/sword-shield/icon/carbink.png,Permitted,,,
849,704,Goomy,Goomy,,6,Common,Dragon,,300.0,45.0,50.0,35.0,55.0,75.0,40.0,https://img.pokemondb.net/sprites/sword-shield/icon/goomy.png,Permitted,,,
850,705,Hisuian Sliggoo,Sliggoo,Hisuian,6,Common,Dragon,Steel,452.0,58.0,75.0,83.0,83.0,113.0,40.0,https://img.pokemondb.net/s.png,,,,
851,705,Sliggoo,Sliggoo,,6,Common,Dragon,,452.0,68.0,75.0,53.0,83.0,113.0,60.0,https://img.pokemondb.net/sprites/sword-shield/icon/sliggoo.png,Permitted,,,
852,706,Goodra,Goodra,,6,Common,Dragon,,600.0,90.0,100.0,70.0,110.0,150.0,80.0,https://img.pokemondb.net/sprites/sword-shield/icon/goodra.png,Permitted,6,0,205
