Move,Pokemon
Facade,Meditite
Fake Out,Meditite
Feint,Meditite
Fire Punch,Meditite
Flash,Meditite
Fling,Meditite
Focus Blast,Meditite
Focus Punch,Meditite
Force Palm,Meditite
Foresight,Meditite
Frustration,Meditite
Grass Knot,Meditite
Gravity,Meditite
Guard Swap,Meditite
Headbutt,Meditite
Helping Hand,Meditite
Hidden Power,Meditite
High Jump Kick,Meditite
Ice Punch,Meditite
Light Screen,Meditite
Low Kick,Meditite
Low Sweep,Meditite
Magic Coat,Meditite
Meditate,Meditite
Mega Kick,Meditite
Mega Punch,Meditite
Metronome,Meditite
Mimic,Meditite
Mind Reader,Meditite
Mud Slap,Meditite
Natural Gift,Meditite
Pain Split,Meditite
Poison Jab,Meditite
Power Swap,Meditite
Power Trick,Meditite
Power Up Punch,Meditite
Protect,Meditite
Psych Up,Meditite
Psychic,Meditite
Psycho Cut,Meditite
Psyshock,Meditite
Quick Guard,Meditite
Rain Dance,Meditite
Recover,Meditite
Recycle,Meditite
Reflect,Meditite
Rest,Meditite
Retaliate,Meditite
Return,Meditite
Reversal,Meditite
Rock Slide,Meditite
Rock Smash,Meditite
Rock Tomb,Meditite
Role Play,Meditite
Round,Meditite
Secret Power,Meditite
Seismic Toss,Meditite
Shadow Ball,Meditite
Signal Beam,Meditite
Sleep Talk,Meditite
Snore,Meditite
Strength,Meditite
Substitute,Meditite
Sunny Day,Meditite
Swagger,Meditite
Swift,Meditite
Telekinesis,Meditite
Thunder Punch,Meditite
Toxic,Meditite
Trick,Meditite
Vacuum Wave,Meditite
Work Up,Meditite
Zen Headbutt,Meditite
Acupressure,Medicham
Attract,Medicham
Bide,Medicham
Body Slam,Medicham
Brick Break,Medicham
Bulk Up,Medicham
Calm Mind,Medicham
Captivate,Medicham
Confide,Medicham
Confusion,Medicham
Counter,Medicham
Detect,Medicham
Double Edge,Medicham
Double Team,Medicham
Drain Punch,Medicham
Dream Eater,Medicham
Dynamic Punch,Medicham
Endure,Medicham
Energy Ball,Medicham
Facade,Medicham
Feint,Medicham
Fire Punch,Medicham
Flash,Medicham
Fling,Medicham
Focus Blast,Medicham
Focus Punch,Medicham
Force Palm,Medicham
Frustration,Medicham
Giga Impact,Medicham
Grass Knot,Medicham
Gravity,Medicham
Headbutt,Medicham
Helping Hand,Medicham
Hidden Power,Medicham
High Jump Kick,Medicham
Hyper Beam,Medicham
Ice Punch,Medicham
Laser Focus,Medicham
Light Screen,Medicham
Low Kick,Medicham
Low Sweep,Medicham
Magic Coat,Medicham
Meditate,Medicham
Mega Kick,Medicham
Mega Punch,Medicham
Metronome,Medicham
Mimic,Medicham
Mind Reader,Medicham
Mud Slap,Medicham
Natural Gift,Medicham
Pain Split,Medicham
Poison Jab,Medicham
Power Trick,Medicham
Power Up Punch,Medicham
Protect,Medicham
Psych Up,Medicham
Psychic,Medicham
Psyshock,Medicham
Rain Dance,Medicham
Recover,Medicham
Recycle,Medicham
Reflect,Medicham
Rest,Medicham
Retaliate,Medicham
Return,Medicham
Reversal,Medicham
Rock Slide,Medicham
Rock Smash,Medicham
Rock Tomb,Medicham
Role Play,Medicham
Round,Medicham
Secret Power,Medicham
Seismic Toss,Medicham
Shadow Ball,Medicham
Signal Beam,Medicham
Sleep Talk,Medicham
Snore,Medicham
Strength,Medicham
Substitute,Medicham
Sunny Day,Medicham
Swagger,Medicham
Swift,Medicham
Telekinesis,Medicham
Thunder Punch,Medicham
Toxic,Medicham
Trick,Medicham
Vacuum Wave,Medicham
Work Up,Medicham
Zen Headbutt,Medicham
Acupressure,Skorupi
Aerial Ace,Skorupi
Agility,Skorupi
Aqua Tail,Skorupi
Assurance,Skorupi
Attract,Skorupi
Bite,Skorupi
Brick Break,Skorupi
Bug Bite,Skorupi
Bug Buzz,Skorupi
Captivate,Skorupi
Confide,Skorupi
Confuse Ray,Skorupi
Cross Poison,Skorupi
Crunch,Skorupi
Cut,Skorupi
Dark Pulse,Skorupi
Dig,Skorupi
Double Team,Skorupi
Endure,Skorupi
Facade,Skorupi
False Swipe,Skorupi
Feint Attack,Skorupi
Fell Stinger,Skorupi
Flash,Skorupi
Fling,Skorupi
Frustration,Skorupi
Fury Cutter,Skorupi
Headbutt,Skorupi
Hidden Power,Skorupi
Hone Claws,Skorupi
Infestation,Skorupi
Iron Tail,Skorupi
Knock Off,Skorupi
Leer,Skorupi
Mud Slap,Skorupi
Natural Gift,Skorupi
Night Slash,Skorupi
Payback,Skorupi
Pin Missile,Skorupi
Poison Fang,Skorupi
Poison Jab,Skorupi
Poison Sting,Skorupi
Poison Tail,Skorupi
Protect,Skorupi
Pursuit,Skorupi
Rain Dance,Skorupi
Rest,Skorupi
Return,Skorupi
Rock Smash,Skorupi
Rock Tomb,Skorupi
Round,Skorupi
Sand Attack,Skorupi
Scary Face,Skorupi
Screech,Skorupi
Secret Power,Skorupi
Shadow Ball,Skorupi
Skitter Smack,Skorupi
Slash,Skorupi
Sleep Talk,Skorupi
Sludge Bomb,Skorupi
Snore,Skorupi
Strength,Skorupi
Struggle Bug,Skorupi
Substitute,Skorupi
Sunny Day,Skorupi
Swagger,Skorupi
Swords Dance,Skorupi
Taunt,Skorupi
Thief,Skorupi
Torment,Skorupi
Toxic,Skorupi
Toxic Spikes,Skorupi
Twineedle,Skorupi
Venoshock,Skorupi
Whirlwind,Skorupi
X Scissor,Skorupi
Acupressure,Drapion
Aerial Ace,Drapion
Agility,Drapion
Aqua Tail,Drapion
Assurance,Drapion
Attract,Drapion
Bite,Drapion
Brick Break,Drapion
Brutal Swing,Drapion
Bug Bite,Drapion
Bug Buzz,Drapion
Bulldoze,Drapion
Captivate,Drapion
Confide,Drapion
Cross Poison,Drapion
Crunch,Drapion
Cut,Drapion
Dark Pulse,Drapion
Dig,Drapion
Double Team,Drapion
Earthquake,Drapion
Endure,Drapion
Facade,Drapion
False Swipe,Drapion
Fell Stinger,Drapion
Fire Fang,Drapion
Flash,Drapion
Fling,Drapion
Frustration,Drapion
Fury Cutter,Drapion
Giga Impact,Drapion
Headbutt,Drapion
Hidden Power,Drapion
Hone Claws,Drapion
Hyper Beam,Drapion
Ice Fang,Drapion
Infestation,Drapion
Iron Defense,Drapion
Iron Tail,Drapion
Knock Off,Drapion
Lash Out,Drapion
Leech Life,Drapion
Leer,Drapion
Mud Slap,Drapion
Natural Gift,Drapion
Night Slash,Drapion
Payback,Drapion
Pin Missile,Drapion
Poison Fang,Drapion
Poison Jab,Drapion
Poison Sting,Drapion
Protect,Drapion
Pursuit,Drapion
Rain Dance,Drapion
Rest,Drapion
Retaliate,Drapion
Return,Drapion
Roar,Drapion
Rock Climb,Drapion
Rock Slide,Drapion
Rock Smash,Drapion
Rock Tomb,Drapion
Round,Drapion
Sand Tomb,Drapion
Scary Face,Drapion
Screech,Drapion
Secret Power,Drapion
Shadow Ball,Drapion
Skitter Smack,Drapion
Sleep Talk,Drapion
Sludge Bomb,Drapion
Snarl,Drapion
Snore,Drapion
Stomping Tantrum,Drapion
Strength,Drapion
Struggle Bug,Drapion
Substitute,Drapion
Sunny Day,Drapion
Swagger,Drapion
Swords Dance,Drapion
Taunt,Drapion
Thief,Drapion
Throat Chop,Drapion
Thunder Fang,Drapion
Torment,Drapion
Toxic,Drapion
Toxic Spikes,Drapion
Venom Drench,Drapion
Venoshock,Drapion
X Scissor,Drapion
Acupressure,Croagunk
Assurance,Croagunk
Astonish,Croagunk
Attract,Croagunk
Baton Pass,Croagunk
Belch,Croagunk
Bounce,Croagunk
Brick Break,Croagunk
Bulk Up,Croagunk
Bulldoze,Croagunk
Bullet Punch,Croagunk
Captivate,Croagunk
Coaching,Croagunk
Confide,Croagunk
Counter,Croagunk
Cross Chop,Croagunk
Dark Pulse,Croagunk
Dig,Croagunk
Double Team,Croagunk
Drain Punch,Croagunk
Dual Chop,Croagunk
Dynamic Punch,Croagunk
Earthquake,Croagunk
Embargo,Croagunk
Encore,Croagunk
Endure,Croagunk
Facade,Croagunk
Fake Out,Croagunk
Feint,Croagunk
Feint Attack,Croagunk
Flatter,Croagunk
Fling,Croagunk
Focus Blast,Croagunk
Focus Punch,Croagunk
Foul Play,Croagunk
Frustration,Croagunk
Fury Cutter,Croagunk
Gunk Shot,Croagunk
Headbutt,Croagunk
Helping Hand,Croagunk
Hidden Power,Croagunk
Ice Punch,Croagunk
Icy Wind,Croagunk
Knock Off,Croagunk
Lash Out,Croagunk
Low Kick,Croagunk
Low Sweep,Croagunk
Me First,Croagunk
Meditate,Croagunk
Mega Kick,Croagunk
Mega Punch,Croagunk
Mud Bomb,Croagunk
Mud Slap,Croagunk
Nasty Plot,Croagunk
Natural Gift,Croagunk
Payback,Croagunk
Poison Jab,Croagunk
Poison Sting,Croagunk
Power Up Punch,Croagunk
Protect,Croagunk
Pursuit,Croagunk
Quick Guard,Croagunk
Rain Dance,Croagunk
Rest,Croagunk
Retaliate,Croagunk
Return,Croagunk
Revenge,Croagunk
Rock Climb,Croagunk
Rock Slide,Croagunk
Rock Smash,Croagunk
Rock Tomb,Croagunk
Role Play,Croagunk
Round,Croagunk
Screech,Croagunk
Secret Power,Croagunk
Shadow Ball,Croagunk
Sleep Talk,Croagunk
Sludge Bomb,Croagunk
Sludge Wave,Croagunk
Smelling Salts,Croagunk
Snatch,Croagunk
Snore,Croagunk
Spite,Croagunk
Strength,Croagunk
Substitute,Croagunk
Sucker Punch,Croagunk
Sunny Day,Croagunk
Super Fang,Croagunk
Swagger,Croagunk
Taunt,Croagunk
Thief,Croagunk
Thunder Punch,Croagunk
Torment,Croagunk
Toxic,Croagunk
Vacuum Wave,Croagunk
Venom Drench,Croagunk
Venoshock,Croagunk
Wake Up Slap,Croagunk
Work Up,Croagunk
X Scissor,Croagunk
Acupressure,Inkay
Aerial Ace,Inkay
Ally Switch,Inkay
Attract,Inkay
Baton Pass,Inkay
Bind,Inkay
Calm Mind,Inkay
Camouflage,Inkay
Confide,Inkay
Constrict,Inkay
Cut,Inkay
Dark Pulse,Inkay
Destiny Bond,Inkay
Disable,Inkay
Double Team,Inkay
Embargo,Inkay
Endure,Inkay
Expanding Force,Inkay
Facade,Inkay
Fake Tears,Inkay
Flamethrower,Inkay
Flash,Inkay
Flatter,Inkay
Fling,Inkay
Foul Play,Inkay
Frustration,Inkay
Future Sight,Inkay
Guard Swap,Inkay
Hidden Power,Inkay
Hypnosis,Inkay
Knock Off,Inkay
Lash Out,Inkay
Light Screen,Inkay
Liquidation,Inkay
Nasty Plot,Inkay
Night Slash,Inkay
Payback,Inkay
Peck,Inkay
Pluck,Inkay
Power Split,Inkay
Protect,Inkay
Psybeam,Inkay
Psych Up,Inkay
Psychic,Inkay
Psycho Cut,Inkay
Psywave,Inkay
Rain Dance,Inkay
Reflect,Inkay
Rest,Inkay
Retaliate,Inkay
Return,Inkay
Rock Slide,Inkay
Role Play,Inkay
Round,Inkay
Secret Power,Inkay
Simple Beam,Inkay
Slash,Inkay
Sleep Talk,Inkay
Snatch,Inkay
Snore,Inkay
Spite,Inkay
Stored Power,Inkay
Substitute,Inkay
Sunny Day,Inkay
Superpower,Inkay
Swagger,Inkay
Switcheroo,Inkay
Tackle,Inkay
Taunt,Inkay
Telekinesis,Inkay
Thief,Inkay
Thunderbolt,Inkay
Topsy Turvy,Inkay
Torment,Inkay
Toxic,Inkay
Trick Room,Inkay
Wrap,Inkay
Acupressure,Bounsweet
Aromatherapy,Bounsweet
Aromatic Mist,Bounsweet
Attract,Bounsweet
Bounce,Bounsweet
Charm,Bounsweet
Confide,Bounsweet
Covet,Bounsweet
Dazzling Gleam,Bounsweet
Double Team,Bounsweet
Draining Kiss,Bounsweet
Endeavor,Bounsweet
Endure,Bounsweet
Energy Ball,Bounsweet
Facade,Bounsweet
Feint,Bounsweet
Flail,Bounsweet
Frustration,Bounsweet
Giga Drain,Bounsweet
Grass Knot,Bounsweet
Grass Whistle,Bounsweet
Grassy Glide,Bounsweet
Helping Hand,Bounsweet
Hidden Power,Bounsweet
Light Screen,Bounsweet
Magical Leaf,Bounsweet
Nature Power,Bounsweet
Play Nice,Bounsweet
Play Rough,Bounsweet
Protect,Bounsweet
Rapid Spin,Bounsweet
Razor Leaf,Bounsweet
Reflect,Bounsweet
Rest,Bounsweet
Return,Bounsweet
Round,Bounsweet
Safeguard,Bounsweet
Seed Bomb,Bounsweet
Sleep Talk,Bounsweet
Snore,Bounsweet
Solar Beam,Bounsweet
Splash,Bounsweet
Substitute,Bounsweet
Sunny Day,Bounsweet
Swagger,Bounsweet
Sweet Scent,Bounsweet
Synthesis,Bounsweet
Teeter Dance,Bounsweet
Toxic,Bounsweet
Worry Seed,Bounsweet
Zen Headbutt,Bounsweet
Acupressure,Arrokuda
Agility,Arrokuda
Aqua Jet,Arrokuda
Assurance,Arrokuda
Attract,Arrokuda
Bite,Arrokuda
Bounce,Arrokuda
Brick Break,Arrokuda
Close Combat,Arrokuda
Crunch,Arrokuda
Dive,Arrokuda
Double Edge,Arrokuda
Drill Run,Arrokuda
Endure,Arrokuda
Facade,Arrokuda
Focus Energy,Arrokuda
Fury Attack,Arrokuda
Ice Fang,Arrokuda
Laser Focus,Arrokuda
Liquidation,Arrokuda
Night Slash,Arrokuda
Peck,Arrokuda
Poison Jab,Arrokuda
Protect,Arrokuda
Psychic Fangs,Arrokuda
Rain Dance,Arrokuda
Rest,Arrokuda
Round,Arrokuda
Scald,Arrokuda
Scale Shot,Arrokuda
Slash,Arrokuda
Sleep Talk,Arrokuda
Snore,Arrokuda
Substitute,Arrokuda
Swift,Arrokuda
Thrash,Arrokuda
Throat Chop,Arrokuda
Waterfall,Arrokuda
Whirlpool,Arrokuda
Acupressure,Pincurchin
Assurance,Pincurchin
Attract,Pincurchin
Brine,Pincurchin
Bubble Beam,Pincurchin
Charge,Pincurchin
Curse,Pincurchin
Discharge,Pincurchin
Electric Terrain,Pincurchin
Endure,Pincurchin
Facade,Pincurchin
Fury Attack,Pincurchin
Hex,Pincurchin
Hydro Pump,Pincurchin
Liquidation,Pincurchin
Memento,Pincurchin
Muddy Water,Pincurchin
Payback,Pincurchin
Peck,Pincurchin
Pin Missile,Pincurchin
Poison Jab,Pincurchin
Protect,Pincurchin
Rain Dance,Pincurchin
Recover,Pincurchin
Rest,Pincurchin
Reversal,Pincurchin
Rising Voltage,Pincurchin
Round,Pincurchin
Scald,Pincurchin
Self Destruct,Pincurchin
Sleep Talk,Pincurchin
Snore,Pincurchin
Spark,Pincurchin
Spikes,Pincurchin
Substitute,Pincurchin
Sucker Punch,Pincurchin
Surf,Pincurchin
Throat Chop,Pincurchin
Thunder,Pincurchin
Thunder Shock,Pincurchin
Thunder Wave,Pincurchin
Thunderbolt,Pincurchin
Toxic Spikes,Pincurchin
Venom Drench,Pincurchin
Venoshock,Pincurchin
Water Gun,Pincurchin
Zing Zap,Pincurchin
Acupressure,Mega Medicham
Attract,Mega Medicham
Bide,Mega Medicham
Brick Break,Mega Medicham
Bulk Up,Mega Medicham
Calm Mind,Mega Medicham
Confide,Mega Medicham
Confusion,Mega Medicham
Counter,Mega Medicham
Detect,Mega Medicham
Double Team,Mega Medicham
Drain Punch,Mega Medicham
Dream Eater,Mega Medicham
Endure,Mega Medicham
Energy Ball,Mega Medicham
Facade,Mega Medicham
Feint,Mega Medicham
Fire Punch,Mega Medicham
Flash,Mega Medicham
Fling,Mega Medicham
Focus Blast,Mega Medicham
Focus Punch,Mega Medicham
Force Palm,Mega Medicham
Frustration,Mega Medicham
Giga Impact,Mega Medicham
Grass Knot,Mega Medicham
Gravity,Mega Medicham
Helping Hand,Mega Medicham
Hidden Power,Mega Medicham
High Jump Kick,Mega Medicham
Hyper Beam,Mega Medicham
Ice Punch,Mega Medicham
Laser Focus,Mega Medicham
Light Screen,Mega Medicham
Low Kick,Mega Medicham
Low Sweep,Mega Medicham
Magic Coat,Mega Medicham
Meditate,Mega Medicham
Mind Reader,Mega Medicham
Pain Split,Mega Medicham
Poison Jab,Mega Medicham
Power Trick,Mega Medicham
Power Up Punch,Mega Medicham
Protect,Mega Medicham
Psych Up,Mega Medicham
Psychic,Mega Medicham
Psyshock,Mega Medicham
Rain Dance,Mega Medicham
Recover,Mega Medicham
Recycle,Mega Medicham
Reflect,Mega Medicham
Rest,Mega Medicham
Retaliate,Mega Medicham
Return,Mega Medicham
Reversal,Mega Medicham
Rock Slide,Mega Medicham
Rock Smash,Mega Medicham
Rock Tomb,Mega Medicham
Role Play,Mega Medicham
Round,Mega Medicham
Secret Power,Mega Medicham
Shadow Ball,Mega Medicham
Signal Beam,Mega Medicham
Sleep Talk,Mega Medicham
Snore,Mega Medicham
Strength,Mega Medicham
Substitute,Mega Medicham
Sunny Day,Mega Medicham
Swagger,Mega Medicham
Telekinesis,Mega Medicham
Thunder Punch,Mega Medicham
Toxic,Mega Medicham
Trick,Mega Medicham
Work Up,Mega Medicham
Zen Headbutt,Mega Medicham
Aerial Ace,Pidgey
Agility,Pidgey
Air Cutter,Pidgey
Air Slash,Pidgey
Attract,Pidgey
Bide,Pidgey
Brave Bird,Pidgey
Captivate,Pidgey
Confide,Pidgey
Curse,Pidgey
Defog,Pidgey
Detect,Pidgey
Double Edge,Pidgey
Double Team,Pidgey
Endure,Pidgey
Facade,Pidgey
Feather Dance,Pidgey
Feint Attack,Pidgey
Fly,Pidgey
Foresight,Pidgey
Frustration,Pidgey
Gust,Pidgey
Headbutt,Pidgey
Heat Wave,Pidgey
Hidden Power,Pidgey
Hurricane,Pidgey
Mimic,Pidgey
Mirror Move,Pidgey
Mud Slap,Pidgey
Natural Gift,Pidgey
Ominous Wind,Pidgey
Pluck,Pidgey
Protect,Pidgey
Pursuit,Pidgey
Quick Attack,Pidgey
Rage,Pidgey
Rain Dance,Pidgey
Razor Wind,Pidgey
Reflect,Pidgey
Rest,Pidgey
Return,Pidgey
Roost,Pidgey
Round,Pidgey
Sand Attack,Pidgey
Secret Power,Pidgey
Sky Attack,Pidgey
Sleep Talk,Pidgey
Snore,Pidgey
Steel Wing,Pidgey
Substitute,Pidgey
Sunny Day,Pidgey
Swagger,Pidgey
Swift,Pidgey
Tackle,Pidgey
Tailwind,Pidgey
Take Down,Pidgey
Thief,Pidgey
Toxic,Pidgey
Twister,Pidgey
U Turn,Pidgey
Uproar,Pidgey
Whirlwind,Pidgey
Wing Attack,Pidgey
Work Up,Pidgey
Aerial Ace,Pidgeotto
Agility,Pidgeotto
Air Cutter,Pidgeotto
Air Slash,Pidgeotto
Attract,Pidgeotto
Bide,Pidgeotto
Captivate,Pidgeotto
Confide,Pidgeotto
Curse,Pidgeotto
Defog,Pidgeotto
Detect,Pidgeotto
Double Edge,Pidgeotto
Double Team,Pidgeotto
Endure,Pidgeotto
Facade,Pidgeotto
Feather Dance,Pidgeotto
Fly,Pidgeotto
Frustration,Pidgeotto
Gust,Pidgeotto
Headbutt,Pidgeotto
Heat Wave,Pidgeotto
Hidden Power,Pidgeotto
Hurricane,Pidgeotto
Mimic,Pidgeotto
Mirror Move,Pidgeotto
Mud Slap,Pidgeotto
Natural Gift,Pidgeotto
Ominous Wind,Pidgeotto
Pluck,Pidgeotto
Protect,Pidgeotto
Quick Attack,Pidgeotto
Rage,Pidgeotto
Rain Dance,Pidgeotto
Razor Wind,Pidgeotto
Reflect,Pidgeotto
Rest,Pidgeotto
Return,Pidgeotto
Roost,Pidgeotto
Round,Pidgeotto
Sand Attack,Pidgeotto
Secret Power,Pidgeotto
Sky Attack,Pidgeotto
Sleep Talk,Pidgeotto
Snore,Pidgeotto
Steel Wing,Pidgeotto
Substitute,Pidgeotto
Sunny Day,Pidgeotto
Swagger,Pidgeotto
Swift,Pidgeotto
Tackle,Pidgeotto
Tailwind,Pidgeotto
Take Down,Pidgeotto
Thief,Pidgeotto
Toxic,Pidgeotto
Twister,Pidgeotto
U Turn,Pidgeotto
Uproar,Pidgeotto
Whirlwind,Pidgeotto
Wing Attack,Pidgeotto
Work Up,Pidgeotto
Aerial Ace,Pidgeot
Agility,Pidgeot
Air Cutter,Pidgeot
Air Slash,Pidgeot
Attract,Pidgeot
Bide,Pidgeot
Captivate,Pidgeot
Confide,Pidgeot
Curse,Pidgeot
Defog,Pidgeot
Detect,Pidgeot
Double Edge,Pidgeot
Double Team,Pidgeot
Endure,Pidgeot
Facade,Pidgeot
Feather Dance,Pidgeot
Fly,Pidgeot
Frustration,Pidgeot
Giga Impact,Pidgeot
Gust,Pidgeot
Headbutt,Pidgeot
Heat Wave,Pidgeot
Hidden Power,Pidgeot
Hurricane,Pidgeot
Hyper Beam,Pidgeot
Laser Focus,Pidgeot
Mimic,Pidgeot
Mirror Move,Pidgeot
Mud Slap,Pidgeot
Natural Gift,Pidgeot
Ominous Wind,Pidgeot
Pluck,Pidgeot
Protect,Pidgeot
Quick Attack,Pidgeot
Rage,Pidgeot
Rain Dance,Pidgeot
Razor Wind,Pidgeot
Reflect,Pidgeot
Rest,Pidgeot
Return,Pidgeot
Roost,Pidgeot
Round,Pidgeot
Sand Attack,Pidgeot
Secret Power,Pidgeot
Sky Attack,Pidgeot
Sleep Talk,Pidgeot
Snore,Pidgeot
Steel Wing,Pidgeot
Substitute,Pidgeot
Sunny Day,Pidgeot
Swagger,Pidgeot
Swift,Pidgeot
Tackle,Pidgeot
Tailwind,Pidgeot
Take Down,Pidgeot
Thief,Pidgeot
Toxic,Pidgeot
Twister,Pidgeot
U Turn,Pidgeot
Uproar,Pidgeot
Whirlwind,Pidgeot
Wing Attack,Pidgeot
Work Up,Pidgeot
Aerial Ace,Spearow
Agility,Spearow
Air Cutter,Spearow
Assurance,Spearow
Astonish,Spearow
Attract,Spearow
Bide,Spearow
Captivate,Spearow
Confide,Spearow
Curse,Spearow
Defog,Spearow
Detect,Spearow
Double Edge,Spearow
Double Team,Spearow
Drill Peck,Spearow
Drill Run,Spearow
Echoed Voice,Spearow
Endure,Spearow
Facade,Spearow
False Swipe,Spearow
Feather Dance,Spearow
Feint Attack,Spearow
Fly,Spearow
Focus Energy,Spearow
Frustration,Spearow
Fury Attack,Spearow
Growl,Spearow
Headbutt,Spearow
Heat Wave,Spearow
Hidden Power,Spearow
Leer,Spearow
Mimic,Spearow
Mirror Move,Spearow
Mud Slap,Spearow
Natural Gift,Spearow
Ominous Wind,Spearow
Peck,Spearow
Pluck,Spearow
Protect,Spearow
Pursuit,Spearow
Quick Attack,Spearow
Rage,Spearow
Rain Dance,Spearow
Razor Wind,Spearow
Rest,Spearow
Return,Spearow
Roost,Spearow
Round,Spearow
Scary Face,Spearow
Secret Power,Spearow
Sky Attack,Spearow
Sleep Talk,Spearow
Snore,Spearow
Steel Wing,Spearow
Substitute,Spearow
Sunny Day,Spearow
Swagger,Spearow
Swift,Spearow
Tailwind,Spearow
Take Down,Spearow
Thief,Spearow
Toxic,Spearow
Tri Attack,Spearow
Twister,Spearow
U Turn,Spearow
Uproar,Spearow
Whirlwind,Spearow
Work Up,Spearow
Aerial Ace,Fearow
Agility,Fearow
Air Cutter,Fearow
Assurance,Fearow
Attract,Fearow
Bide,Fearow
Captivate,Fearow
Confide,Fearow
Curse,Fearow
Defog,Fearow
Detect,Fearow
Double Edge,Fearow
Double Team,Fearow
Drill Peck,Fearow
Drill Run,Fearow
Echoed Voice,Fearow
Endure,Fearow
Facade,Fearow
False Swipe,Fearow
Fly,Fearow
Focus Energy,Fearow
Frustration,Fearow
Fury Attack,Fearow
Giga Impact,Fearow
Growl,Fearow
Headbutt,Fearow
Heat Wave,Fearow
Hidden Power,Fearow
Hyper Beam,Fearow
Laser Focus,Fearow
Leer,Fearow
Mimic,Fearow
Mirror Move,Fearow
Mud Slap,Fearow
Natural Gift,Fearow
Ominous Wind,Fearow
Peck,Fearow
Pluck,Fearow
Protect,Fearow
Pursuit,Fearow
Quick Attack,Fearow
Rage,Fearow
Rain Dance,Fearow
Razor Wind,Fearow
Rest,Fearow
Return,Fearow
Roost,Fearow
Round,Fearow
Secret Power,Fearow
Sky Attack,Fearow
Sleep Talk,Fearow
Snore,Fearow
Steel Wing,Fearow
Substitute,Fearow
Sunny Day,Fearow
Swagger,Fearow
Swift,Fearow
Tailwind,Fearow
Take Down,Fearow
Thief,Fearow
Throat Chop,Fearow
Toxic,Fearow
Tri Attack,Fearow
Twister,Fearow
U Turn,Fearow
Uproar,Fearow
Whirlwind,Fearow
Work Up,Fearow
Aerial Ace,Sandshrew
Agility,Sandshrew
Amnesia,Sandshrew
Attract,Sandshrew
Bide,Sandshrew
Body Slam,Sandshrew
Brick Break,Sandshrew
Bulldoze,Sandshrew
Captivate,Sandshrew
Chip Away,Sandshrew
Confide,Sandshrew
Counter,Sandshrew
Covet,Sandshrew
Crush Claw,Sandshrew
Curse,Sandshrew
Cut,Sandshrew
Defense Curl,Sandshrew
Detect,Sandshrew
Dig,Sandshrew
Double Edge,Sandshrew
Double Team,Sandshrew
Dynamic Punch,Sandshrew
Earth Power,Sandshrew
Earthquake,Sandshrew
Endure,Sandshrew
Facade,Sandshrew
Fissure,Sandshrew
Flail,Sandshrew
Fling,Sandshrew
Focus Punch,Sandshrew
Frustration,Sandshrew
Fury Cutter,Sandshrew
Fury Swipes,Sandshrew
Gyro Ball,Sandshrew
Headbutt,Sandshrew
Hidden Power,Sandshrew
Hone Claws,Sandshrew
Iron Tail,Sandshrew
Knock Off,Sandshrew
Leech Life,Sandshrew
Magnitude,Sandshrew
Metal Claw,Sandshrew
Mimic,Sandshrew
Mud Shot,Sandshrew
Mud Slap,Sandshrew
Natural Gift,Sandshrew
Night Slash,Sandshrew
Poison Jab,Sandshrew
Poison Sting,Sandshrew
Protect,Sandshrew
Rage,Sandshrew
Rapid Spin,Sandshrew
Rest,Sandshrew
Return,Sandshrew
Rock Climb,Sandshrew
Rock Slide,Sandshrew
Rock Smash,Sandshrew
Rock Tomb,Sandshrew
Rollout,Sandshrew
Rototiller,Sandshrew
Round,Sandshrew
Safeguard,Sandshrew
Sand Attack,Sandshrew
Sand Tomb,Sandshrew
Sandstorm,Sandshrew
Scorching Sands,Sandshrew
Scratch,Sandshrew
Secret Power,Sandshrew
Seismic Toss,Sandshrew
Shadow Claw,Sandshrew
Skull Bash,Sandshrew
Slash,Sandshrew
Sleep Talk,Sandshrew
Snore,Sandshrew
Stealth Rock,Sandshrew
Steel Roller,Sandshrew
Stomping Tantrum,Sandshrew
Strength,Sandshrew
Submission,Sandshrew
Substitute,Sandshrew
Sunny Day,Sandshrew
Super Fang,Sandshrew
Swagger,Sandshrew
Swift,Sandshrew
Swords Dance,Sandshrew
Take Down,Sandshrew
Thief,Sandshrew
Throat Chop,Sandshrew
Toxic,Sandshrew
Work Up,Sandshrew
X Scissor,Sandshrew
Aerial Ace,Sandslash
Agility,Sandslash
Amnesia,Sandslash
Attract,Sandslash
Bide,Sandslash
Body Slam,Sandslash
Brick Break,Sandslash
Bulldoze,Sandslash
Captivate,Sandslash
Confide,Sandslash
Counter,Sandslash
Covet,Sandslash
Crush Claw,Sandslash
Curse,Sandslash
Cut,Sandslash
Defense Curl,Sandslash
Detect,Sandslash
Dig,Sandslash
Double Edge,Sandslash
Double Team,Sandslash
Drill Run,Sandslash
Dynamic Punch,Sandslash
Earth Power,Sandslash
Earthquake,Sandslash
Endure,Sandslash
Facade,Sandslash
Fissure,Sandslash
Fling,Sandslash
Focus Blast,Sandslash
Focus Punch,Sandslash
Frustration,Sandslash
Fury Cutter,Sandslash
Fury Swipes,Sandslash
Giga Impact,Sandslash
Gyro Ball,Sandslash
Headbutt,Sandslash
Hidden Power,Sandslash
Hone Claws,Sandslash
Hyper Beam,Sandslash
Iron Tail,Sandslash
Knock Off,Sandslash
Leech Life,Sandslash
Magnitude,Sandslash
Mimic,Sandslash
Mud Shot,Sandslash
Mud Slap,Sandslash
