,Nature,UsePercentage,Pokemon,Hp,Atk,Def,SpA,SpD,Spe
2215,Sassy,0.517,Politoed,252,0,84,0,172,0
2216,Bold,0.405,Politoed,248,0,180,0,76,0
2217,Calm,0.235,Politoed,204,0,220,28,44,12
2218,Quiet,0.234,Politoed,4,0,0,252,252,0
2219,Modest,0.192,Politoed,0,0,252,0,68,156
2220,Modest,20.778,Ludicolo,108,0,4,252,4,140
2221,Mild,17.715,Ludicolo,0,4,0,252,0,252
2222,Modest,17.137,Ludicolo,0,0,0,252,4,252
2223,Modest,7.878,Ludicolo,4,0,0,252,0,252
2224,Quiet,6.428,Ludicolo,252,0,0,252,4,0
2225,Mild,5.152,Ludicolo,4,0,0,252,0,252
2226,Modest,4.183,Ludicolo,252,0,28,4,4,220
2227,Timid,3.404,Ludicolo,212,0,0,252,0,44
2228,Modest,2.750,Ludicolo,0,0,4,252,0,252
2229,Modest,2.733,Ludicolo,172,0,12,76,12,236
2230,Timid,1.989,Ludicolo,0,0,0,252,4,252
2231,Modest,1.749,Ludicolo,0,0,36,252,0,220
2232,Modest,1.573,Ludicolo,44,0,0,252,0,212
2233,Hasty,1.411,Ludicolo,4,0,0,252,0,252
2234,Serious,1.022,Ludicolo,36,0,0,252,0,220
2235,Hasty,0.728,Ludicolo,252,4,0,0,0,252
2236,Timid,0.623,Ludicolo,12,0,4,236,4,252
2237,Timid,0.600,Ludicolo,4,0,0,252,0,252
2238,Timid,0.414,Ludicolo,252,0,0,4,0,252
2239,Modest,0.314,Ludicolo,6,0,0,252,0,252
2240,Sassy,65.160,Slowking,252,0,4,0,252,0
2241,Sassy,13.671,Slowking,252,0,252,0,0,0
2242,Sassy,12.189,Slowking,252,0,76,20,156,0
2243,Sassy,7.287,Slowking,252,0,0,4,252,0
2244,Sassy,1.191,Slowking,252,0,252,0,4,0
2245,Quiet,0.162,Slowking,252,4,0,252,0,0
2246,Quiet,0.126,Slowking,252,0,108,148,0,0
2247,Brave,0.099,Slowking,4,252,252,0,0,0
2248,Relaxed,0.096,Slowking,248,0,252,0,0,8
2249,Quiet,0.006,Slowking,244,0,188,76,0,0
2250,Bold,0.005,Slowking,252,0,252,0,4,0
2251,Relaxed,0.005,Slowking,252,0,252,0,0,0
2252,Sassy,0.001,Slowking,4,0,252,0,252,0
2253,Modest,0.001,Slowking,56,0,76,252,120,0
2254,Sassy,0.000,Slowking,252,0,124,0,128,0
2255,Calm,0.000,Slowking,100,0,0,252,148,4
2256,Serious,0.000,Slowking,187,0,252,0,69,0
2257,Quiet,0.000,Slowking,252,0,0,252,0,0
2258,Bold,0.000,Slowking,252,0,116,0,140,0
2259,Sassy,0.000,Slowking,220,0,180,0,108,0
2260,Brave,82.414,Swampert,244,236,12,0,12,0
2261,Adamant,2.290,Swampert,164,252,4,0,4,84
2262,Adamant,2.153,Swampert,188,4,76,0,116,124
2263,Adamant,2.099,Swampert,188,164,12,0,4,140
2264,Brave,1.886,Swampert,252,76,84,0,92,0
2265,Adamant,1.819,Swampert,244,236,0,0,0,28
2266,Adamant,1.540,Swampert,188,156,12,0,4,148
2267,Adamant,0.872,Swampert,180,196,4,0,4,124
2268,Impish,0.815,Swampert,252,100,124,0,28,4
2269,Careful,0.763,Swampert,252,172,84,0,0,0
2270,Adamant,0.724,Swampert,252,252,0,0,4,0
2271,Adamant,0.669,Swampert,212,236,4,0,4,52
2272,Modest,0.270,Swampert,252,0,140,116,0,0
2273,Impish,0.257,Swampert,212,92,76,0,12,116
2274,Adamant,0.219,Swampert,220,236,4,0,4,44
2275,Brave,0.208,Swampert,252,236,20,0,0,0
2276,Calm,0.192,Swampert,252,0,172,0,84,0
2277,Adamant,0.142,Swampert,120,252,0,0,132,0
2278,Calm,0.134,Swampert,252,0,108,0,148,0
2279,Brave,0.127,Swampert,248,236,12,0,12,0
2280,Bold,76.263,Azumarill,252,0,252,0,4,0
2281,Brave,7.067,Azumarill,252,252,0,0,4,0
2282,Brave,4.286,Azumarill,252,252,4,0,0,0
2283,Adamant,3.690,Azumarill,244,252,0,0,12,0
2284,Adamant,2.888,Azumarill,252,252,0,0,4,0
2285,Impish,2.013,Azumarill,252,4,252,0,0,0
2286,Adamant,0.774,Azumarill,252,252,4,0,0,0
2287,Adamant,0.642,Azumarill,96,252,156,0,4,0
2288,Brave,0.487,Azumarill,0,252,4,0,252,0
2289,Careful,0.298,Azumarill,252,4,0,0,252,0
2290,Calm,0.247,Azumarill,236,0,172,4,92,0
2291,Jolly,0.200,Azumarill,4,252,0,0,0,252
2292,Adamant,0.193,Azumarill,252,252,0,0,0,4
2293,Calm,0.169,Azumarill,252,0,0,4,252,0
2294,Brave,0.160,Azumarill,4,252,0,0,252,0
2295,Brave,0.117,Azumarill,188,252,68,0,0,0
2296,Impish,0.073,Azumarill,252,0,156,0,100,0
2297,Adamant,0.073,Azumarill,4,252,0,0,0,252
2298,Adamant,0.054,Azumarill,0,252,4,0,0,252
2299,Modest,0.050,Azumarill,252,0,0,252,4,0
2300,Adamant,79.071,Scizor,164,252,4,0,4,84
2301,Adamant,8.020,Scizor,236,252,4,0,4,12
2302,Adamant,7.801,Scizor,252,252,0,0,4,0
2303,Adamant,2.595,Scizor,252,252,4,0,0,0
2304,Adamant,1.241,Scizor,252,252,0,0,0,0
2305,Adamant,0.535,Scizor,252,252,0,0,0,4
2306,Adamant,0.147,Scizor,4,252,0,0,0,252
2307,Adamant,0.135,Scizor,76,252,4,0,156,20
2308,Jolly,0.098,Scizor,0,152,0,0,104,252
2309,Impish,0.066,Scizor,248,8,252,0,0,0
2310,Brave,0.062,Scizor,100,252,0,0,156,0
2311,Impish,0.057,Scizor,252,252,4,0,0,0
2312,Sassy,0.052,Scizor,252,0,252,0,0,0
2313,Impish,0.041,Scizor,236,4,180,0,84,4
2314,Adamant,0.013,Scizor,252,4,252,0,0,0
2315,Brave,0.012,Scizor,248,252,0,8,0,0
2316,Careful,0.011,Scizor,252,252,4,0,0,0
2317,Jolly,0.010,Scizor,4,252,0,0,0,252
2318,Adamant,0.009,Scizor,252,76,4,0,156,20
2319,Hardy,0.006,Scizor,4,252,0,0,0,252
2320,Modest,38.616,Galarian Articuno,212,0,252,36,4,4
2321,Quiet,28.079,Galarian Articuno,252,0,0,252,4,0
2322,Modest,8.710,Galarian Articuno,156,0,44,116,4,188
2323,Timid,5.345,Galarian Articuno,0,0,0,252,4,252
2324,Modest,3.494,Galarian Articuno,0,0,0,252,4,252
2325,Modest,2.562,Galarian Articuno,60,0,4,196,4,244
2326,Timid,2.122,Galarian Articuno,4,0,0,252,0,252
2327,Quiet,1.317,Galarian Articuno,196,0,0,76,236,0
2328,Modest,1.231,Galarian Articuno,140,0,0,252,0,116
2329,Timid,1.043,Galarian Articuno,0,0,4,252,0,252
2330,Sassy,0.902,Galarian Articuno,252,0,4,0,252,0
2331,Timid,0.886,Galarian Articuno,4,0,4,244,4,252
2332,Timid,0.742,Galarian Articuno,12,0,0,244,0,252
2333,Timid,0.664,Galarian Articuno,76,0,4,252,4,172
2334,Modest,0.642,Galarian Articuno,196,0,0,252,4,56
2335,Modest,0.526,Galarian Articuno,252,0,0,252,4,0
2336,Modest,0.454,Galarian Articuno,252,0,60,196,0,0
2337,Sassy,0.430,Galarian Articuno,244,0,0,108,156,0
2338,Hardy,0.294,Galarian Articuno,1,0,0,0,0,0
2339,Timid,0.292,Galarian Articuno,100,0,60,124,60,164
2340,Adamant,15.690,Tyranitar,252,0,108,0,148,0
2341,Adamant,12.802,Tyranitar,252,252,0,0,4,0
2342,Brave,11.787,Tyranitar,252,252,0,0,4,0
2343,Adamant,8.204,Tyranitar,132,252,4,0,4,116
2344,Adamant,6.780,Tyranitar,0,252,252,0,4,0
2345,Adamant,6.133,Tyranitar,0,252,0,0,4,252
2346,Adamant,5.941,Tyranitar,4,252,0,0,0,252
2347,Impish,3.275,Tyranitar,252,0,252,0,4,0
2348,Jolly,3.124,Tyranitar,0,252,0,0,4,252
2349,Adamant,3.082,Tyranitar,172,252,0,0,84,0
2350,Brave,2.700,Tyranitar,252,252,4,0,0,0
2351,Adamant,2.552,Tyranitar,244,140,0,0,0,124
2352,Brave,1.998,Tyranitar,252,156,100,0,0,0
2353,Adamant,1.920,Tyranitar,0,252,252,0,0,4
2354,Adamant,1.858,Tyranitar,196,252,0,0,0,60
2355,Adamant,1.363,Tyranitar,100,252,0,0,0,156
2356,Modest,1.172,Tyranitar,252,0,28,196,12,20
2357,Adamant,1.147,Tyranitar,124,188,84,0,112,0
2358,Modest,0.896,Tyranitar,252,0,0,252,0,4
2359,Adamant,0.732,Tyranitar,128,128,252,0,0,0
2360,Timid,43.693,Pikachu,4,0,0,252,0,252
2361,Jolly,28.313,Pikachu,4,252,0,0,0,252
2362,Modest,8.573,Pikachu,4,0,0,252,0,252
2363,Jolly,6.869,Pikachu,0,252,0,4,0,252
2364,Hasty,4.582,Pikachu,20,172,0,4,60,252
2365,Jolly,2.904,Pikachu,0,252,4,0,0,252
2366,Jolly,2.034,Pikachu,0,252,0,0,4,252
2367,Hasty,0.988,Pikachu,0,128,0,128,0,252
2368,Timid,0.723,Pikachu,0,0,0,252,4,252
2369,Hasty,0.325,Pikachu,12,108,0,4,132,252
2370,Hasty,0.193,Pikachu,0,116,0,140,0,252
2371,Hasty,0.189,Pikachu,0,252,0,4,0,252
2372,Jolly,0.182,Pikachu,12,108,4,0,132,252
2373,Timid,0.140,Pikachu,0,0,4,252,0,252
2374,Hasty,0.112,Pikachu,0,112,0,142,0,252
2375,Hasty,0.088,Pikachu,0,196,0,60,0,252
2376,Hasty,0.026,Pikachu,0,4,0,252,0,252
2377,Hasty,0.022,Pikachu,4,0,0,252,0,252
2378,Hasty,0.016,Pikachu,116,0,0,140,0,252
2379,Modest,0.016,Pikachu,252,0,0,252,4,0
2380,Timid,71.547,Alolan Ninetales,4,0,0,252,0,252
2381,Timid,11.555,Alolan Ninetales,0,0,0,252,4,252
2382,Timid,7.662,Alolan Ninetales,0,0,252,0,4,252
2383,Timid,4.798,Alolan Ninetales,252,0,0,4,0,252
2384,Timid,3.389,Alolan Ninetales,12,0,0,252,0,244
2385,Timid,0.301,Alolan Ninetales,0,0,4,252,0,252
2386,Timid,0.176,Alolan Ninetales,244,0,0,12,0,252
2387,Timid,0.150,Alolan Ninetales,4,0,4,244,4,252
2388,Modest,0.090,Alolan Ninetales,0,0,0,252,4,252
2389,Hasty,0.077,Alolan Ninetales,252,0,0,4,0,252
2390,Timid,0.065,Alolan Ninetales,4,0,52,108,92,252
2391,Modest,0.053,Alolan Ninetales,4,0,0,252,0,252
2392,Calm,0.036,Alolan Ninetales,252,0,0,0,0,252
2393,Hardy,0.023,Alolan Ninetales,252,0,60,128,64,0
2394,Modest,0.017,Alolan Ninetales,0,0,252,252,0,4
2395,Timid,0.015,Alolan Ninetales,20,0,0,236,0,252
2396,Timid,0.014,Alolan Ninetales,0,0,100,156,0,252
2397,Timid,0.007,Alolan Ninetales,3,1,0,252,1,252
2398,Hasty,0.006,Alolan Ninetales,252,4,0,0,0,252
2399,Timid,0.005,Alolan Ninetales,0,0,0,252,0,252
2400,Brave,43.588,Alolan Marowak,252,252,0,0,4,0
2401,Careful,12.048,Alolan Marowak,212,100,4,0,164,28
2402,Careful,11.703,Alolan Marowak,252,92,4,0,156,4
2403,Adamant,11.298,Alolan Marowak,252,252,0,0,4,0
2404,Brave,7.560,Alolan Marowak,244,180,84,0,0,0
2405,Adamant,3.884,Alolan Marowak,252,252,0,0,0,0
2406,Serious,3.477,Alolan Marowak,252,252,0,0,4,0
2407,Jolly,1.658,Alolan Marowak,4,252,0,0,0,252
2408,Brave,0.874,Alolan Marowak,252,252,4,0,0,0
2409,Brave,0.615,Alolan Marowak,245,252,4,0,0,0
2410,Adamant,0.594,Alolan Marowak,68,236,4,0,4,196
2411,Adamant,0.449,Alolan Marowak,252,76,68,0,112,0
2412,Adamant,0.415,Alolan Marowak,252,252,0,0,0,4
2413,Jolly,0.397,Alolan Marowak,0,252,0,0,4,252
2414,Adamant,0.287,Alolan Marowak,252,252,4,0,0,0
2415,Impish,0.286,Alolan Marowak,252,4,252,0,0,0
2416,Adamant,0.167,Alolan Marowak,252,248,4,0,0,0
2417,Adamant,0.133,Alolan Marowak,248,220,0,0,16,24
2418,Adamant,0.115,Alolan Marowak,252,220,0,0,0,36
2419,Brave,0.101,Alolan Marowak,252,220,0,0,36,0
2420,Quiet,70.091,Slowbro,252,0,0,236,20,0
2421,Relaxed,23.614,Slowbro,252,0,252,0,4,0
2422,Quiet,2.310,Slowbro,252,0,252,4,0,0
2423,Relaxed,1.169,Slowbro,244,0,252,0,12,0
2424,Bold,1.122,Slowbro,244,0,108,0,156,0
2425,Relaxed,0.900,Slowbro,252,0,236,0,20,0
2426,Bold,0.182,Slowbro,252,0,76,0,180,0
2427,Sassy,0.153,Slowbro,252,0,0,4,252,0
2428,Quiet,0.129,Slowbro,252,0,0,252,4,0
2429,Bold,0.097,Slowbro,252,0,252,0,4,0
2430,Bold,0.073,Slowbro,252,0,252,4,0,0
2431,Relaxed,0.059,Slowbro,252,0,156,0,100,0
2432,Calm,0.038,Slowbro,252,0,100,0,156,0
2433,Relaxed,0.021,Slowbro,252,0,252,4,0,0
2434,Bold,0.016,Slowbro,244,0,76,0,188,0
2435,Modest,0.007,Slowbro,4,0,252,252,0,0
2436,Relaxed,0.007,Slowbro,252,0,252,0,0,4
2437,Relaxed,0.004,Slowbro,252,0,252,0,0,0
2438,Quiet,0.003,Slowbro,56,0,252,0,200,0
2439,Quiet,0.002,Slowbro,252,0,4,252,0,0
2440,Adamant,75.407,Giratina Origin Forme,172,252,36,0,36,12
2441,Serious,5.049,Giratina Origin Forme,0,252,0,0,4,252
2442,Jolly,3.223,Giratina Origin Forme,4,252,0,0,0,252
2443,Brave,2.511,Giratina Origin Forme,252,132,0,0,124,0
2444,Adamant,1.841,Giratina Origin Forme,196,236,4,0,52,20
2445,Adamant,1.780,Giratina Origin Forme,68,156,220,0,44,20
2446,Adamant,1.437,Giratina Origin Forme,108,156,4,0,12,228
2447,Adamant,1.290,Giratina Origin Forme,76,164,76,0,76,116
2448,Modest,0.964,Giratina Origin Forme,172,0,36,236,36,28
2449,Modest,0.890,Giratina Origin Forme,248,0,0,196,8,56
2450,Jolly,0.729,Giratina Origin Forme,0,252,0,0,4,252
2451,Adamant,0.666,Giratina Origin Forme,196,116,4,0,108,84
2452,Modest,0.501,Giratina Origin Forme,52,0,0,252,32,172
2453,Adamant,0.463,Giratina Origin Forme,236,212,4,0,52,4
2454,Modest,0.356,Giratina Origin Forme,220,0,0,204,84,0
2455,Hardy,0.351,Giratina Origin Forme,2,0,0,0,0,0
2456,Modest,0.335,Giratina Origin Forme,252,0,0,252,4,0
2457,Adamant,0.292,Giratina Origin Forme,252,252,0,0,4,0
2458,Quiet,0.277,Giratina Origin Forme,252,4,0,252,0,0
2459,Modest,0.233,Giratina Origin Forme,44,0,0,252,0,212
2460,Calm,85.913,Toxapex,148,0,140,12,204,4
2461,Calm,12.690,Toxapex,252,0,28,0,228,0
2462,Relaxed,0.540,Toxapex,252,0,228,0,28,0
2463,Bold,0.419,Toxapex,252,0,228,0,28,0
2464,Bold,0.309,Toxapex,252,0,252,0,4,0
2465,Bold,0.072,Toxapex,252,0,252,4,0,0
2466,Relaxed,0.031,Toxapex,252,4,252,0,0,0
2467,Sassy,0.012,Toxapex,252,0,28,0,228,0
2468,Calm,0.003,Toxapex,4,0,252,0,252,0
2469,Modest,0.002,Toxapex,252,0,0,252,4,0
2470,Hardy,0.002,Toxapex,4,0,252,0,252,0
2471,Bold,0.002,Toxapex,252,0,116,4,132,0
2472,Bold,0.001,Toxapex,252,0,252,0,0,0
2473,Relaxed,0.001,Toxapex,252,0,252,0,4,0
2474,Gentle,0.001,Toxapex,144,0,236,0,124,0
2475,Relaxed,0.000,Toxapex,252,0,60,0,196,0
2476,Careful,0.000,Toxapex,68,0,252,0,188,0
2477,Relaxed,0.000,Toxapex,252,0,196,0,60,0
2478,Sassy,0.000,Toxapex,252,0,124,0,128,0
2479,Relaxed,0.000,Toxapex,172,0,84,0,252,0
2480,Timid,30.428,Raikou,220,0,60,4,4,220
2481,Timid,29.443,Raikou,252,0,28,0,0,228
2482,Timid,13.486,Raikou,196,0,52,4,4,252
2483,Timid,13.040,Raikou,204,0,68,4,4,228
2484,Timid,4.507,Raikou,116,0,0,252,0,140
2485,Timid,3.579,Raikou,220,0,60,0,0,228
2486,Timid,2.003,Raikou,0,0,0,252,4,252
2487,Timid,0.707,Raikou,132,0,52,124,4,196
2488,Timid,0.582,Raikou,140,0,4,220,4,140
2489,Timid,0.538,Raikou,140,0,12,132,4,220
2490,Timid,0.343,Raikou,156,0,0,196,0,156
2491,Timid,0.322,Raikou,252,0,188,60,4,4
2492,Timid,0.200,Raikou,60,0,0,196,0,252
2493,Modest,0.166,Raikou,80,0,4,252,64,108
2494,Timid,0.157,Raikou,212,0,52,4,12,228
2495,Timid,0.115,Raikou,4,0,0,252,0,252
2496,Timid,0.113,Raikou,252,0,52,44,156,4
2497,Jolly,0.079,Raikou,244,0,0,0,0,252
2498,Timid,0.063,Raikou,252,0,0,4,0,252
2499,Timid,0.036,Raikou,252,0,4,0,0,252
2500,Timid,71.712,Pelipper,4,0,0,252,0,252
2501,Modest,18.326,Pelipper,4,0,0,252,0,252
2502,Bold,4.037,Pelipper,252,0,124,0,132,0
2503,Timid,2.789,Pelipper,252,0,0,4,0,252
2504,Bold,0.958,Pelipper,252,0,252,4,0,0
2505,Modest,0.569,Pelipper,252,0,0,252,4,0
2506,Hardy,0.444,Pelipper,252,0,0,0,252,0
2507,Calm,0.323,Pelipper,252,0,0,0,4,252
2508,Modest,0.247,Pelipper,252,0,4,252,0,0
2509,Bold,0.130,Pelipper,188,0,252,68,0,0
2510,Calm,0.092,Pelipper,252,0,0,4,252,0
2511,Modest,0.076,Pelipper,132,0,0,192,0,184
2512,Modest,0.052,Pelipper,0,0,4,252,0,252
2513,Bold,0.038,Pelipper,28,0,0,252,0,228
2514,Sassy,0.035,Pelipper,252,0,124,0,132,0
2515,Calm,0.023,Pelipper,252,0,4,0,252,0
2516,Modest,0.018,Pelipper,220,0,0,76,0,212
2517,Hardy,0.015,Pelipper,172,0,0,180,156,0
2518,Timid,0.015,Pelipper,0,0,0,252,4,252
2519,Modest,0.014,Pelipper,252,0,0,252,0,0
2520,Timid,67.440,Galarian Weezing,252,0,0,4,0,252
2521,Timid,24.519,Galarian Weezing,252,0,0,0,4,252
2522,Calm,2.197,Galarian Weezing,252,0,0,0,148,108
2523,Calm,1.327,Galarian Weezing,252,0,0,4,252,0
2524,Bold,0.535,Galarian Weezing,252,0,252,4,0,0
2525,Calm,0.455,Galarian Weezing,252,0,0,0,92,164
2526,Bold,0.444,Galarian Weezing,252,0,156,4,92,4
2527,Timid,0.417,Galarian Weezing,4,0,0,252,0,252
2528,Bold,0.336,Galarian Weezing,252,0,252,0,4,0
2529,Bold,0.331,Galarian Weezing,0,0,124,132,252,0
2530,Calm,0.304,Galarian Weezing,244,36,84,0,144,0
2531,Calm,0.263,Galarian Weezing,252,0,4,0,252,0
2532,Modest,0.225,Galarian Weezing,4,0,0,252,0,252
2533,Bold,0.225,Galarian Weezing,252,0,20,116,76,44
2534,Modest,0.193,Galarian Weezing,252,0,4,252,0,0
2535,Bold,0.190,Galarian Weezing,252,0,124,0,132,0
2536,Calm,0.124,Galarian Weezing,252,1,4,4,156,92
2537,Hardy,0.100,Galarian Weezing,0,0,60,252,124,68
2538,Bold,0.085,Galarian Weezing,252,0,252,0,0,0
2539,Modest,0.060,Galarian Weezing,252,0,0,252,4,0
2540,Jolly,21.443,Kingler,4,252,0,0,0,252
2541,Adamant,20.313,Kingler,4,252,0,0,0,252
2542,Adamant,19.182,Kingler,228,0,28,0,252,0
2543,Adamant,11.887,Kingler,84,76,4,0,156,188
2544,Adamant,7.410,Kingler,252,124,4,0,4,124
2545,Adamant,6.042,Kingler,0,252,0,0,0,252
2546,Adamant,2.681,Kingler,180,132,4,0,60,132
2547,Jolly,2.675,Kingler,252,4,0,0,0,252
2548,Adamant,1.991,Kingler,164,252,4,0,60,28
2549,Adamant,1.394,Kingler,252,252,0,0,0,4
2550,Adamant,1.259,Kingler,76,84,4,0,156,188
2551,Jolly,0.984,Kingler,4,0,0,0,252,252
2552,Bashful,0.647,Kingler,4,252,0,0,0,252
2553,Adamant,0.607,Kingler,0,252,0,0,4,252
2554,Brave,0.539,Kingler,252,252,0,0,4,0
2555,Jolly,0.400,Kingler,252,0,0,0,4,252
2556,Jolly,0.240,Kingler,0,252,0,0,4,252
2557,Adamant,0.160,Kingler,252,252,0,0,4,0
2558,Adamant,0.029,Kingler,116,252,4,0,4,132
2559,Adamant,0.028,Kingler,180,228,0,0,0,100
2560,Relaxed,44.653,Oranguru,244,0,236,0,28,0
2561,Sassy,14.245,Oranguru,252,0,252,0,4,0
2562,Sassy,6.820,Oranguru,252,0,252,0,0,0
2563,Sassy,3.814,Oranguru,252,0,188,0,68,0
2564,Modest,3.645,Oranguru,252,0,0,252,4,0
2565,Timid,3.465,Oranguru,112,0,164,0,52,180
2566,Timid,3.401,Oranguru,252,0,4,0,0,252
2567,Sassy,2.788,Oranguru,244,0,172,0,92,0
2568,Bold,2.726,Oranguru,252,0,124,0,128,0
2569,Calm,2.246,Oranguru,252,0,0,0,212,44
2570,Sassy,1.318,Oranguru,252,0,4,0,252,0
2571,Calm,1.229,Oranguru,252,0,4,0,252,0
2572,Sassy,1.213,Oranguru,252,0,0,4,252,0
2573,Relaxed,1.089,Oranguru,252,0,252,0,4,0
2574,Timid,1.020,Oranguru,112,0,164,0,48,180
2575,Bold,0.902,Oranguru,252,0,156,0,98,0
2576,Bold,0.821,Oranguru,252,0,212,0,0,44
2577,Timid,0.656,Oranguru,252,0,0,0,76,180
2578,Hardy,0.518,Oranguru,248,0,156,0,76,28
2579,Sassy,0.468,Oranguru,252,0,100,0,156,0
2580,Timid,61.479,Nihilego,4,0,0,252,0,252
2581,Quiet,14.076,Nihilego,4,0,0,252,252,0
2582,Timid,9.367,Nihilego,0,0,4,252,0,252
2583,Timid,7.464,Nihilego,0,0,0,252,4,252
2584,Timid,3.557,Nihilego,52,0,0,204,0,252
2585,Sassy,1.199,Nihilego,244,12,0,0,252,0
2586,Timid,1.071,Nihilego,52,0,44,164,4,244
2587,Timid,0.565,Nihilego,68,0,0,188,0,252
2588,Modest,0.234,Nihilego,4,0,0,252,0,252
2589,Quiet,0.233,Nihilego,252,0,4,252,0,0
2590,Timid,0.178,Nihilego,0,0,76,180,0,252
2591,Timid,0.172,Nihilego,4,0,4,164,84,252
2592,Quiet,0.120,Nihilego,244,0,0,204,60,0
2593,Timid,0.109,Nihilego,252,0,0,4,0,252
2594,Modest,0.059,Nihilego,36,0,252,220,0,0
2595,Timid,0.036,Nihilego,4,0,68,196,4,236
2596,Timid,0.033,Nihilego,12,0,60,180,4,252
2597,Timid,0.017,Nihilego,72,0,0,184,0,252
2598,Modest,0.012,Nihilego,0,0,4,252,0,252
2599,Timid,0.006,Nihilego,244,0,0,12,0,252
2600,Jolly,55.548,Togedemaru,252,0,0,0,84,172
2601,Jolly,29.635,Togedemaru,4,252,0,0,0,252
2602,Adamant,3.755,Togedemaru,252,252,0,0,0,0
2603,Jolly,2.061,Togedemaru,0,252,0,0,4,252
2604,Jolly,1.981,Togedemaru,252,0,0,0,0,252
2605,Jolly,1.558,Togedemaru,252,4,0,0,0,252
2606,Jolly,1.490,Togedemaru,252,0,4,0,0,252
2607,Hasty,0.995,Togedemaru,0,4,0,252,0,252
2608,Adamant,0.856,Togedemaru,4,252,0,0,0,252
2609,Jolly,0.412,Togedemaru,252,0,0,0,20,236
2610,Jolly,0.332,Togedemaru,252,0,0,0,4,252
2611,Impish,0.324,Togedemaru,0,0,180,0,180,148
2612,Timid,0.261,Togedemaru,252,4,0,0,0,252
2613,Jolly,0.145,Togedemaru,164,12,28,0,52,252
2614,Jolly,0.130,Togedemaru,212,0,0,0,76,220
2615,Timid,0.116,Togedemaru,0,0,132,0,124,252
2616,Timid,0.098,Togedemaru,0,0,0,0,252,252
2617,Timid,0.089,Togedemaru,0,0,0,252,0,252
2618,Hasty,0.083,Togedemaru,252,252,0,4,0,0
2619,Serious,0.052,Togedemaru,0,0,0,0,0,252
2620,Adamant,28.278,Gyarados,196,252,0,0,0,60
2621,Jolly,21.499,Gyarados,148,100,4,0,4,252
2622,Adamant,12.261,Gyarados,164,116,4,0,12,212
2623,Adamant,9.449,Gyarados,172,252,0,0,0,84
2624,Jolly,8.122,Gyarados,4,252,0,0,0,252
2625,Jolly,6.981,Gyarados,0,252,0,0,4,252
2626,Adamant,2.217,Gyarados,204,148,4,0,4,148
2627,Adamant,2.185,Gyarados,0,252,0,0,4,252
2628,Jolly,1.111,Gyarados,196,4,52,0,4,252
2629,Adamant,1.085,Gyarados,128,252,60,0,64,0
2630,Jolly,0.920,Gyarados,56,252,0,0,4,196
2631,Adamant,0.558,Gyarados,252,136,0,0,0,120
2632,Impish,0.516,Gyarados,252,0,4,0,252,0
2633,Adamant,0.500,Gyarados,28,252,20,0,12,196
2634,Jolly,0.422,Gyarados,0,252,0,0,8,248
2635,Impish,0.395,Gyarados,236,4,4,0,236,28
2636,Adamant,0.388,Gyarados,252,156,0,0,0,100
2637,Adamant,0.364,Gyarados,0,124,76,0,76,228
2638,Jolly,0.265,Gyarados,252,92,0,0,0,164
2639,Jolly,0.205,Gyarados,44,252,0,0,0,212
2640,Jolly,69.817,Garchomp,0,252,0,0,4,252
2641,Hardy,6.150,Garchomp,0,92,0,0,0,0
2642,Jolly,5.427,Garchomp,44,204,4,0,4,252
2643,Adamant,3.982,Garchomp,252,180,4,0,68,4
2644,Jolly,3.102,Garchomp,156,92,4,0,4,252
2645,Jolly,2.719,Garchomp,4,252,4,0,4,244
2646,Jolly,2.642,Garchomp,4,252,0,0,0,252
2647,Jolly,1.462,Garchomp,4,244,4,0,4,252
2648,Hardy,0.875,Garchomp,0,252,0,0,4,252
2649,Jolly,0.532,Garchomp,0,140,0,0,124,244
2650,Jolly,0.489,Garchomp,52,252,28,0,4,172
2651,Adamant,0.392,Garchomp,4,252,0,0,0,252
2652,Jolly,0.354,Garchomp,44,220,0,0,0,244
2653,Naive,0.312,Garchomp,0,252,0,4,0,252
2654,Adamant,0.286,Garchomp,0,252,0,0,4,252
2655,Jolly,0.210,Garchomp,0,252,0,0,0,252
2656,Jolly,0.180,Garchomp,12,196,44,0,4,252
2657,Jolly,0.173,Garchomp,0,252,4,0,0,252
2658,Adamant,0.168,Garchomp,140,84,20,0,148,116
2659,Adamant,0.166,Garchomp,12,248,0,0,0,248
2660,Timid,73.256,Heliolisk,12,0,0,244,0,252
2661,Timid,11.536,Heliolisk,0,0,0,252,4,252
2662,Timid,5.546,Heliolisk,0,0,0,252,0,252
2663,Timid,3.136,Heliolisk,12,0,0,252,0,244
2664,Timid,2.701,Heliolisk,4,0,0,252,0,252
2665,Timid,1.401,Heliolisk,68,0,0,252,0,188
2666,Timid,1.033,Heliolisk,44,0,4,252,4,204
2667,Timid,0.701,Heliolisk,0,0,4,252,0,252
2668,Timid,0.149,Heliolisk,76,0,28,148,4,252
2669,Timid,0.128,Heliolisk,0,0,52,252,0,204
2670,Timid,0.118,Heliolisk,0,0,188,212,0,108
2671,Modest,0.094,Heliolisk,0,0,0,252,0,252
2672,Modest,0.070,Heliolisk,4,0,0,252,0,252
2673,Timid,0.049,Heliolisk,252,0,4,0,0,252
2674,Modest,0.031,Heliolisk,0,0,4,252,0,252
2675,Modest,0.029,Heliolisk,28,0,4,252,4,220
