,Name,AlternativeEffect,Effect,UsageAttributes,SpecificCategory,GeneralCategory,image_url
726,Tr39,,Teaches the move Superpower.,,All Machines,Machines,https://img.pokemondb.net/s.png
727,Tr40,,Teaches the move Skill Swap.,,All Machines,Machines,https://img.pokemondb.net/s.png
728,Tr41,,Teaches the move Blaze Kick.,,All Machines,Machines,https://img.pokemondb.net/s.png
729,Tr42,,Teaches the move Hyper Voice.,,All Machines,Machines,https://img.pokemondb.net/s.png
730,Tr43,,Teaches the move Overheat.,,All Machines,Machines,https://img.pokemondb.net/s.png
731,Tr44,,Teaches the move Cosmic Power.,,All Machines,Machines,https://img.pokemondb.net/s.png
732,Tr45,,Teaches the move Muddy Water.,,All Machines,Machines,https://img.pokemondb.net/s.png
733,Tr46,,Teaches the move Iron Defense.,,All Machines,Machines,https://img.pokemondb.net/s.png
734,Tr47,,Teaches the move Dragon Claw.,,All Machines,Machines,https://img.pokemondb.net/s.png
735,Tr48,,Teaches the move Bulk Up.,,All Machines,Machines,https://img.pokemondb.net/s.png
736,Tr49,,Teaches the move Calm Mind.,,All Machines,Machines,https://img.pokemondb.net/s.png
737,Tr50,,Teaches the move Leaf Blade.,,All Machines,Machines,https://img.pokemondb.net/s.png
738,Tr51,,Teaches the move Dragon Dance.,,All Machines,Machines,https://img.pokemondb.net/s.png
739,Tr52,,Teaches the move Gyro Ball.,,All Machines,Machines,https://img.pokemondb.net/s.png
740,Tr53,,Teaches the move Close Combat.,,All Machines,Machines,https://img.pokemondb.net/s.png
741,Tr54,,Teaches the move Toxic Spikes.,,All Machines,Machines,https://img.pokemondb.net/s.png
742,Tr55,,Teaches the move Flare Blitz.,,All Machines,Machines,https://img.pokemondb.net/s.png
743,Tr56,,Teaches the move Aura Sphere.,,All Machines,Machines,https://img.pokemondb.net/s.png
744,Tr57,,Teaches the move Poison Jab.,,All Machines,Machines,https://img.pokemondb.net/s.png
745,Tr58,,Teaches the move Dark Pulse.,,All Machines,Machines,https://img.pokemondb.net/s.png
746,Tr59,,Teaches the move Seed Bomb.,,All Machines,Machines,https://img.pokemondb.net/s.png
747,Tr60,,Teaches the move X-Scissor.,,All Machines,Machines,https://img.pokemondb.net/s.png
748,Tr61,,Teaches the move Bug Buzz.,,All Machines,Machines,https://img.pokemondb.net/s.png
749,Tr62,,Teaches the move Dragon Pulse.,,All Machines,Machines,https://img.pokemondb.net/s.png
750,Tr63,,Teaches the move Power Gem.,,All Machines,Machines,https://img.pokemondb.net/s.png
751,Tr64,,Teaches the move Focus Blast.,,All Machines,Machines,https://img.pokemondb.net/s.png
752,Tr65,,Teaches the move Energy Ball.,,All Machines,Machines,https://img.pokemondb.net/s.png
753,Tr66,,Teaches the move Brave Bird.,,All Machines,Machines,https://img.pokemondb.net/s.png
754,Tr67,,Teaches the move Earth Power.,,All Machines,Machines,https://img.pokemondb.net/s.png
755,Tr68,,Teaches the move Nasty Plot.,,All Machines,Machines,https://img.pokemondb.net/s.png
756,Tr69,,Teaches the move Zen Headbutt.,,All Machines,Machines,https://img.pokemondb.net/s.png
757,Tr70,,Teaches the move Flash Cannon.,,All Machines,Machines,https://img.pokemondb.net/s.png
758,Tr71,,Teaches the move Leaf Storm.,,All Machines,Machines,https://img.pokemondb.net/s.png
759,Tr72,,Teaches the move Power Whip.,,All Machines,Machines,https://img.pokemondb.net/s.png
760,Tr73,,Teaches the move Gunk Shot.,,All Machines,Machines,https://img.pokemondb.net/s.png
761,Tr74,,Teaches the move Iron Head.,,All Machines,Machines,https://img.pokemondb.net/s.png
762,Tr75,,Teaches the move Stone Edge.,,All Machines,Machines,https://img.pokemondb.net/s.png
763,Tr76,,Teaches the move Stealth Rock.,,All Machines,Machines,https://img.pokemondb.net/s.png
764,Tr77,,Teaches the move Grass Knot.,,All Machines,Machines,https://img.pokemondb.net/s.png
765,Tr78,,Teaches the move Sludge Wave.,,All Machines,Machines,https://img.pokemondb.net/s.png
766,Tr79,,Teaches the move Heavy Slam.,,All Machines,Machines,https://img.pokemondb.net/s.png
767,Tr80,,Teaches the move Electro Ball.,,All Machines,Machines,https://img.pokemondb.net/s.png
768,Tr81,,Teaches the move Foul Play.,,All Machines,Machines,https://img.pokemondb.net/s.png
769,Tr82,,Teaches the move Stored Power.,,All Machines,Machines,https://img.pokemondb.net/s.png
770,Tr83,,Teaches the move Ally Switch.,,All Machines,Machines,https://img.pokemondb.net/s.png
771,Tr84,,Teaches the move Scald.,,All Machines,Machines,https://img.pokemondb.net/s.png
772,Tr85,,Teaches the move Work Up.,,All Machines,Machines,https://img.pokemondb.net/s.png
773,Tr86,,Teaches the move Wild Charge.,,All Machines,Machines,https://img.pokemondb.net/s.png
774,Tr87,,Teaches the move Drill Run.,,All Machines,Machines,https://img.pokemondb.net/s.png
775,Tr88,,Teaches the move Heat Crash.,,All Machines,Machines,https://img.pokemondb.net/s.png
776,Tr89,,Teaches the move Hurricane.,,All Machines,Machines,https://img.pokemondb.net/s.png
777,Tr90,,Teaches the move Play Rough.,,All Machines,Machines,https://img.pokemondb.net/s.png
778,Tr91,,Teaches the move Venom Drench.,,All Machines,Machines,https://img.pokemondb.net/s.png
779,Tr92,,Teaches the move Dazzling Gleam.,,All Machines,Machines,https://img.pokemondb.net/s.png
780,Tr93,,Teaches the move Darkest Lariat.,,All Machines,Machines,https://img.pokemondb.net/s.png
781,Tr94,,Teaches the move High Horsepower.,,All Machines,Machines,https://img.pokemondb.net/s.png
782,Tr95,,Teaches the move Throat Chop.,,All Machines,Machines,https://img.pokemondb.net/s.png
783,Tr96,,Teaches the move Pollen Puff.,,All Machines,Machines,https://img.pokemondb.net/s.png
784,Tr97,,Teaches the move Psychic Fangs.,,All Machines,Machines,https://img.pokemondb.net/s.png
785,Tr98,,Teaches the move Liquidation.,,All Machines,Machines,https://img.pokemondb.net/s.png
786,Tr99,,Teaches the move Body Press.,,All Machines,Machines,https://img.pokemondb.net/s.png
787,Tropical Shell,,,,Loot,General items,https://img.pokemondb.net/s.png
788,Twisted Spoon,Held: Psychic-Type moves from holder do 20% more damage.,Increases the power of Psychic-type moves.,holdable; holdable-active,Type Enhancement,Hold items,https://img.pokemondb.net/sprites/items/twisted-spoon.png
789,Tyranitarite,Held: Allows Tyranitar to Mega Evolve into Mega Tyranitar.,Enables Tyranitar to Mega Evolve during battle.,,Mega Stones,Hold items,https://img.pokemondb.net/sprites/items/tyranitarite.png
790,Ultra Ball,Tries to catch a wild Pokémon.  Success rate is 2×.,An ultra-performance Ball that provides a higher Pokémon catch rate than a Great Ball.,countable; consumable; usable-in-battle; holdable,Standard Balls,Pokeballs,https://img.pokemondb.net/sprites/items/ultra-ball.png
791,Utility Umbrella,,An item to be held by a Pokémon. This sturdy umbrella protects the holder from the effects of weather.,,Held Items,Hold items,https://img.pokemondb.net/s.png
792,Venusaurite,Held: Allows Venusaur to Mega Evolve into Mega Venusaur.,Enables Venusaur to Mega Evolve during battle.,,Mega Stones,Hold items,https://img.pokemondb.net/sprites/items/venusaurite.png
793,Wacan Berry,Held: Consumed when struck by a super-effective Electric-type attack to halve the damage.,Weakens a supereffective Electric-type attack against the holding Pokémon.,holdable-active,Type Protection,Berries,https://img.pokemondb.net/sprites/items/wacan-berry.png
794,Water Gem,"Held: When the holder uses a damaging water-type move, the move has 1.5× power and this item is consumed.",Increases the power of a Water-type move only once.,,Jewels,Hold items,https://img.pokemondb.net/sprites/items/water-gem.png
795,Water Memory,Held: Changes Silvally to its Water form.  Changes Multi-Attack's type to Water.,Changes Silvally and its move Multi-Attack to Water type.,,Memories,Hold items,https://img.pokemondb.net/sprites/items/water-memory.png
796,Water Stone,"Evolves an Eevee into Vaporeon, a Lombre into Ludicolo, a Panpour into Simipour, a Poliwhirl into Poliwrath, a Shellder into Cloyster, or a Staryu into Starmie.",Evolves certain species of Pokémon.,underground,Evolution,General items,https://img.pokemondb.net/sprites/items/water-stone.png
797,Watmel Berry,Used for creating PokéBlocks and Poffins.,A Berry which is very rare in the Unova region. A maniac will buy it for a high price.,,Baking Only,Berries,https://img.pokemondb.net/sprites/items/watmel-berry.png
798,Wave Incense,Held: Water-Type moves from holder do 20% more damage. Breeding: Mantine begets a Mantyke Egg.,Increases the power of Water-type moves. Breeding Mantine produces Mantyke when held.,holdable; holdable-active,Type Enhancement,Hold items,https://img.pokemondb.net/sprites/items/wave-incense.png
799,Weakness Policy,"Held: When the holder is hit by a super effective move, its Attack and Special Attack raise by two stages.",Sharply raises Attack and Special Attack if hit by a super-effective move.,,Held Items,Hold items,https://img.pokemondb.net/sprites/items/weakness-policy.png
800,Wepear Berry,Used for creating PokéBlocks and Poffins.,A Berry which is very rare in the Unova region. A maniac will buy it for a high price.,,Baking Only,Berries,https://img.pokemondb.net/sprites/items/wepear-berry.png
801,Whipped Dream,Traded on a Swirlix: Holder evolves into Slurpuff.,Evolves Swirlix when traded holding the item.,,Evolution,General items,https://img.pokemondb.net/sprites/items/whipped-dream.png
802,White Apricorn,Used to make a Fast Ball.,A white Apricorn. It doesn't smell like anything.,,Apricorn Box,General items,https://img.pokemondb.net/sprites/items/white-apricorn.png
803,White Flute,Doubles the wild Pokémon encounter rate.,A toy flute made from white glass. A maniac will buy it for a high price.,countable; consumable; usable-overworld; holdable,Spelunking,General items,https://img.pokemondb.net/sprites/items/white-flute.png
804,White Herb,Held: Resets all lowered stats to normal at end of turn. Consumed after use.,An item to be held by a POKéMON. It restores any lowered stat in battle. It can be used only once.,holdable; holdable-active,Held Items,Hold items,https://img.pokemondb.net/sprites/items/white-herb.png
805,Wide Lens,Held: Provides a 1/10 (10%) boost in accuracy to the holder.,Increases the accuracy of moves.,holdable; holdable-active,Held Items,Hold items,https://img.pokemondb.net/sprites/items/wide-lens.png
806,Wiki Berry,Held: Consumed at 1/2 max HP to restore 1/8 max HP. Confuses Pokémon that dislike dry flavor.,"Restores HP if it's low, but may cause confusion.",holdable-active,Picky Healing,Berries,https://img.pokemondb.net/sprites/items/wiki-berry.png
807,Wise Glasses,Held: Boosts the damage of special moves used by the holder by 1/10 (10%).,Increases the power of Special-category moves.,holdable; holdable-active,Held Items,Hold items,https://img.pokemondb.net/sprites/items/wise-glasses.png
808,Wishing Piece,,Activates a Pokémon Den for a Max Raid Battle.,,Collectibles,General items,https://img.pokemondb.net/s.png
809,X Accuracy,Raises accuracy by one stage in battle.  Raises happiness.,Raises Accuracy of a Pokémon in battle.,countable; consumable; usable-in-battle; holdable,Stat Boosts,Battle items,https://img.pokemondb.net/sprites/items/x-accuracy.png
810,X Accuracy 2,Raises accuracy by two stages in battle.  Wonder Launcher only.,Sharply raises Accuracy of a Pokémon in battle.,,Miracle Shooter,Battle items,https://img.pokemondb.net/sprites/items/x-accuracy-2.png
811,X Accuracy 3,Raises accuracy by three stages in battle.  Wonder Launcher only.,Drastically raises Accuracy of a Pokémon in battle.,,Miracle Shooter,Battle items,https://img.pokemondb.net/sprites/items/x-accuracy-3.png
812,X Accuracy 6,Raises accuracy by six stages in battle.  Wonder Launcher only.,Immensely raises Accuracy of a Pokémon in battle.,,Miracle Shooter,Battle items,https://img.pokemondb.net/sprites/items/x-accuracy-6.png
813,X Attack,Raises Attack by one stage in battle.  Raises happiness.,Raises Attack of a Pokémon in battle.,countable; consumable; usable-in-battle; holdable,Stat Boosts,Battle items,https://img.pokemondb.net/sprites/items/x-attack.png
814,X Attack 2,Raises Attack by two stages in battle.  Wonder Launcher only.,Sharply raises Attack of a Pokémon in battle.,,Miracle Shooter,Battle items,https://img.pokemondb.net/sprites/items/x-attack-2.png
815,X Attack 3,Raises Attack by three stages in battle.  Wonder Launcher only.,Drastically raises Attack of a Pokémon in battle.,,Miracle Shooter,Battle items,https://img.pokemondb.net/sprites/items/x-attack-3.png
816,X Attack 6,Raises Attack by six stages in battle.  Wonder Launcher only.,Immensely raises Attack of a Pokémon in battle.,,Miracle Shooter,Battle items,https://img.pokemondb.net/sprites/items/x-attack-6.png
817,X Defense,Raises Defense by one stage in battle.  Raises happiness.,Raises Defense of a Pokémon in battle.,countable; consumable; usable-in-battle; holdable,Stat Boosts,Battle items,https://img.pokemondb.net/sprites/items/x-defense.png
818,X Defense 2,Raises Defense by two stages in battle.  Wonder Launcher only.,Sharply raises Defense of a Pokémon in battle.,,Miracle Shooter,Battle items,https://img.pokemondb.net/sprites/items/x-defense-2.png
819,X Defense 3,Raises Defense by three stages in battle.  Wonder Launcher only.,Drastically raises Defense of a Pokémon in battle.,,Miracle Shooter,Battle items,https://img.pokemondb.net/sprites/items/x-defense-3.png
820,X Defense 6,Raises Defense by six stages in battle.  Wonder Launcher only.,Immensely raises Defense of a Pokémon in battle.,,Miracle Shooter,Battle items,https://img.pokemondb.net/sprites/items/x-defense-6.png
821,X Sp. Atk 2,Raises Special Attack by two stages in battle.  Wonder Launcher only.,Sharply raises Special Attack of a Pokémon in battle.,,Miracle Shooter,Battle items,https://img.pokemondb.net/sprites/items/x-sp-atk-2.png
822,X Sp. Atk 3,Raises Special Attack by three stages in battle.  Wonder Launcher only.,Drastically raises Special Attack of a Pokémon in battle.,,Miracle Shooter,Battle items,https://img.pokemondb.net/sprites/items/x-sp-atk-3.png
823,X Sp. Atk 6,Raises Special Attack by six stages in battle.  Wonder Launcher only.,Immensely raises Special Attack of a Pokémon in battle.,,Miracle Shooter,Battle items,https://img.pokemondb.net/sprites/items/x-sp-atk-6.png
824,X Sp. Def 2,Raises Special Defense by two stages in battle.  Wonder Launcher only.,Sharply raises Special Defense of a Pokémon in battle.,,Miracle Shooter,Battle items,https://img.pokemondb.net/sprites/items/x-sp-def-2.png
825,X Sp. Def 3,Raises Special Defense by three stages in battle.  Wonder Launcher only.,Drastically raises Special Defense of a Pokémon in battle.,,Miracle Shooter,Battle items,https://img.pokemondb.net/sprites/items/x-sp-def-3.png
826,X Sp. Def 6,Raises Special Defense by six stages in battle.  Wonder Launcher only.,Immensely raises Special Defense of a Pokémon in battle.,,Miracle Shooter,Battle items,https://img.pokemondb.net/sprites/items/x-sp-def-6.png
827,X Speed,Raises Speed by one stage in battle.  Raises happiness.,Raises Speed of a Pokémon in battle.,countable; consumable; usable-in-battle; holdable,Stat Boosts,Battle items,https://img.pokemondb.net/sprites/items/x-speed.png
828,X Speed 2,Raises Speed by two stages in battle.  Wonder Launcher only.,Sharply raises Speed of a Pokémon in battle.,,Miracle Shooter,Battle items,https://img.pokemondb.net/sprites/items/x-speed-2.png
829,X Speed 3,Raises Speed by three stages in battle.  Wonder Launcher only.,Drastically raises Speed of a Pokémon in battle.,,Miracle Shooter,Battle items,https://img.pokemondb.net/sprites/items/x-speed-3.png
830,X Speed 6,Raises Speed by six stages in battle.  Wonder Launcher only.,Immensely raises Speed of a Pokémon in battle.,,Miracle Shooter,Battle items,https://img.pokemondb.net/sprites/items/x-speed-6.png
831,Yache Berry,Held: Consumed when struck by a super-effective Ice-type attack to halve the damage.,Weakens a supereffective Ice-type attack against the holding Pokémon.,holdable-active,Type Protection,Berries,https://img.pokemondb.net/sprites/items/yache-berry.png
832,Yellow Apricorn,Used to make a Moon Ball.,A yellow Apricorn. It has an invigorating scent.,,Apricorn Box,General items,https://img.pokemondb.net/sprites/items/yellow-apricorn.png
833,Yellow Flute,Cures confusion.,A toy flute made from yellow glass. A maniac will buy it for a high price.,countable; consumable; usable-in-battle; holdable,Flutes,General items,https://img.pokemondb.net/sprites/items/yellow-flute.png
834,Yellow Nectar,Changes Oricorio to Pom-Pom Style.,A flower nectar obtained at Melemele Meadow. It changes the form of certain species of Pokémon.,,Species Specific,Hold items,https://img.pokemondb.net/sprites/items/yellow-nectar.png
835,Yellow Scarf,Raises the holder's Toughness while in a contest.,Raises holder's Tough aspect in a Contest.,holdable-active,Scarves,General items,https://img.pokemondb.net/sprites/items/yellow-scarf.png
836,Yellow Shard,No effect. Can be traded for items or moves.,A small yellow shard. It appears to be from some sort of implement made long ago.,underground,Collectibles,General items,https://img.pokemondb.net/sprites/items/yellow-shard.png
837,Zap Plate,Held: Electric-Type moves from holder do 20% more damage. Changes Arceus's and Judgment's type to Electric.,Increases power of Electric-type moves. Changes Arceus' type to Electric.,holdable; holdable-active; underground,Plates,Hold items,https://img.pokemondb.net/sprites/items/zap-plate.png
838,Zinc,Raises Special Defense and happiness.,Increases Special Defense EVs by 10.,countable; consumable; usable-overworld; usable-in-battle; holdable,Vitamins,Medicine,https://img.pokemondb.net/sprites/items/zinc.png
839,Zoom Lens,Held: Provides a 1/5 (20%) boost in accuracy if the holder moves after the target.,Raises a move's accuracy if the holder moves after its target.,holdable; holdable-active,Held Items,Hold items,https://img.pokemondb.net/sprites/items/zoom-lens.png
